failure,parser_version,source_document,status,document,reason,report_code,report_name,share_code,upload_info_id,section_name,section_text,evidence_location,extraction_status,effective_date,equity_max_pct,equity_min_pct,evidence,known_at,normalized_clause,normalization_version,clause_sha256,cluster_id,cluster_member_count
,16,163302_446861.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2005-08-05', 'report_code': 'FA020010', 'report_name': '巨田资源优选基金（LOF）基金合同', 'share_code': '163302', 'source_document': '163302_446861.pdf', 'upload_info_id': '446861'}",,FA020010,巨田资源优选基金（LOF）基金合同,163302,446861,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446861.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2005-08-05,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446862.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2005-08-05', 'report_code': 'FA010010', 'report_name': '巨田资源优选混合型证券投资基金（LOF）招募说明书', 'share_code': '163302', 'source_document': '163302_446862.pdf', 'upload_info_id': '446862'}",,FA010010,巨田资源优选混合型证券投资基金（LOF）招募说明书,163302,446862,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446862.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2005-08-05,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446730.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2006-05-09', 'report_code': 'FA010030', 'report_name': '巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）', 'share_code': '163302', 'source_document': '163302_446730.pdf', 'upload_info_id': '446730'}",,FA010030,巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）,163302,446730,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446730.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2006-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446741.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2006-11-09', 'report_code': 'FA010030', 'report_name': '巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）11.9', 'share_code': '163302', 'source_document': '163302_446741.pdf', 'upload_info_id': '446741'}",,FA010030,巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）11.9,163302,446741,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446741.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2006-11-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446692.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2007-05-09', 'report_code': 'FA010030', 'report_name': '巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）', 'share_code': '163302', 'source_document': '163302_446692.pdf', 'upload_info_id': '446692'}",,FA010030,巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）,163302,446692,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446692.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2007-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446709.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2007-09-28', 'report_code': 'FA020020', 'report_name': '巨田资源优选混合型证券投资基金（LOF)基金合同（新会计准则）', 'share_code': '163302', 'source_document': '163302_446709.pdf', 'upload_info_id': '446709'}",,FA020020,巨田资源优选混合型证券投资基金（LOF)基金合同（新会计准则）,163302,446709,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446709.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2007-09-28,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_474038.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2007-11-09', 'report_code': 'FA010030', 'report_name': '巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）', 'share_code': '163302', 'source_document': '163302_474038.pdf', 'upload_info_id': '474038'}",,FA010030,巨田资源优选混合型证券投资基金（LOF）招募说明书（更新）,163302,474038,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_474038.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2007-11-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446661.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2008-05-09', 'report_code': 'FA010030', 'report_name': '巨田资源优选混合型证券投资基金(现称摩根士丹利华鑫资源优选混合型证券投资基金)招募说明书(更新)', 'share_code': '163302', 'source_document': '163302_446661.pdf', 'upload_info_id': '446661'}",,FA010030,巨田资源优选混合型证券投资基金(现称摩根士丹利华鑫资源优选混合型证券投资基金)招募说明书(更新),163302,446661,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446661.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2008-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446665.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2008-06-13', 'report_code': 'FA020020', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金（LOF）基金合同', 'share_code': '163302', 'source_document': '163302_446665.pdf', 'upload_info_id': '446665'}",,FA020020,摩根士丹利华鑫资源优选混合型证券投资基金（LOF）基金合同,163302,446665,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446665.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2008-06-13,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446681.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2008-11-10', 'report_code': 'FA010030', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金招募说明书', 'share_code': '163302', 'source_document': '163302_446681.pdf', 'upload_info_id': '446681'}",,FA010030,摩根士丹利华鑫资源优选混合型证券投资基金招募说明书,163302,446681,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446681.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2008-11-10,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446623.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2009-05-08', 'report_code': 'FA010030', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金招募说明书', 'share_code': '163302', 'source_document': '163302_446623.pdf', 'upload_info_id': '446623'}",,FA010030,摩根士丹利华鑫资源优选混合型证券投资基金招募说明书,163302,446623,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446623.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2009-05-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446640.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2009-11-11', 'report_code': 'FA010030', 'report_name': ' 摩根士丹利华鑫资源优选混合型证券投资基金招募说明书[更新] ', 'share_code': '163302', 'source_document': '163302_446640.pdf', 'upload_info_id': '446640'}",,FA010030, 摩根士丹利华鑫资源优选混合型证券投资基金招募说明书[更新] ,163302,446640,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446640.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2009-11-11,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446598.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2010-05-10', 'report_code': 'FA010030', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2010年第1号）', 'share_code': '163302', 'source_document': '163302_446598.pdf', 'upload_info_id': '446598'}",,FA010030,摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2010年第1号）,163302,446598,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446598.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2010-05-10,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_446549.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2010-11-10', 'report_code': 'FA010030', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2010年第2号）', 'share_code': '163302', 'source_document': '163302_446549.pdf', 'upload_info_id': '446549'}",,FA010030,摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2010年第2号）,163302,446549,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_446549.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2010-11-10,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249945.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2011-11-09', 'report_code': 'FA010030', 'report_name': '摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2011年第2号）', 'share_code': '163302', 'source_document': '163302_249945.pdf', 'upload_info_id': '249945'}",,FA010030,摩根士丹利华鑫资源优选混合型证券投资基金（LOF）招募说明书（更新）（2011年第2号）,163302,249945,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249945.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2011-11-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249884.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2012-05-09', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2012年第1号）', 'share_code': '163302', 'source_document': '163302_249884.pdf', 'upload_info_id': '249884'}",,FA010030,大摩资源招募说明书（更新）（2012年第1号）,163302,249884,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249884.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2012-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249824.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2012-11-09', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2012年第2号）', 'share_code': '163302', 'source_document': '163302_249824.pdf', 'upload_info_id': '249824'}",,FA010030,大摩资源招募说明书（更新）（2012年第2号）,163302,249824,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249824.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2012-11-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249822.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2013-05-09', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2013年第1号）', 'share_code': '163302', 'source_document': '163302_249822.pdf', 'upload_info_id': '249822'}",,FA010030,大摩资源招募说明书（更新）（2013年第1号）,163302,249822,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249822.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2013-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249753.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2013-11-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2013年第2号）', 'share_code': '163302', 'source_document': '163302_249753.pdf', 'upload_info_id': '249753'}",,FA010030,大摩资源招募说明书（更新）（2013年第2号）,163302,249753,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249753.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2013-11-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249674.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2014-05-09', 'report_code': 'FA010030', 'report_name': '大摩资源（LOF）招募说明书（更新）（2014年第1号）', 'share_code': '163302', 'source_document': '163302_249674.pdf', 'upload_info_id': '249674'}",,FA010030,大摩资源（LOF）招募说明书（更新）（2014年第1号）,163302,249674,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249674.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2014-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249616.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2014-11-07', 'report_code': 'FA010030', 'report_name': '大摩资源（LOF）招募说明书（更新）（2014年第2号）', 'share_code': '163302', 'source_document': '163302_249616.pdf', 'upload_info_id': '249616'}",,FA010030,大摩资源（LOF）招募说明书（更新）（2014年第2号）,163302,249616,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249616.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2014-11-07,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249578.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2015-05-08', 'report_code': 'FA010030', 'report_name': '大摩资源（LOF）招募说明书（更新）（2015年第1号）', 'share_code': '163302', 'source_document': '163302_249578.pdf', 'upload_info_id': '249578'}",,FA010030,大摩资源（LOF）招募说明书（更新）（2015年第1号）,163302,249578,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249578.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2015-05-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249456.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2015-10-16', 'report_code': 'FA020020', 'report_name': '大摩资源基金合同', 'share_code': '163302', 'source_document': '163302_249456.pdf', 'upload_info_id': '249456'}",,FA020020,大摩资源基金合同,163302,249456,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249456.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2015-10-16,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249406.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2015-11-09', 'report_code': 'FA010030', 'report_name': '大摩资源基金招募说明书（更新）（2015年第2号）', 'share_code': '163302', 'source_document': '163302_249406.pdf', 'upload_info_id': '249406'}",,FA010030,大摩资源基金招募说明书（更新）（2015年第2号）,163302,249406,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249406.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2015-11-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249268.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2016-05-09', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2016年第1号）', 'share_code': '163302', 'source_document': '163302_249268.pdf', 'upload_info_id': '249268'}",,FA010030,大摩资源招募说明书（更新）（2016年第1号）,163302,249268,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249268.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2016-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_249364.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2016-11-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2016年第2号）', 'share_code': '163302', 'source_document': '163302_249364.pdf', 'upload_info_id': '249364'}",,FA010030,大摩资源招募说明书（更新）（2016年第2号）,163302,249364,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_249364.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2016-11-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_264215.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2017-05-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2017年第1号）', 'share_code': '163302', 'source_document': '163302_264215.pdf', 'upload_info_id': '264215'}",,FA010030,大摩资源招募说明书（更新）（2017年第1号）,163302,264215,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_264215.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2017-05-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_264302.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2017-11-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2017年第2号）', 'share_code': '163302', 'source_document': '163302_264302.pdf', 'upload_info_id': '264302'}",,FA010030,大摩资源招募说明书（更新）（2017年第2号）,163302,264302,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_264302.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2017-11-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_63123.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2018-03-27', 'report_code': 'FA020020', 'report_name': '大摩资源基金合同', 'share_code': '163302', 'source_document': '163302_63123.pdf', 'upload_info_id': '63123'}",,FA020020,大摩资源基金合同,163302,63123,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_63123.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2018-03-27,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_64207.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2018-05-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2018年第1号）', 'share_code': '163302', 'source_document': '163302_64207.pdf', 'upload_info_id': '64207'}",,FA010030,大摩资源招募说明书（更新）（2018年第1号）,163302,64207,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_64207.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2018-05-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_64556.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2018-11-08', 'report_code': 'FA010030', 'report_name': '大摩资源招募说明书（更新）（2018年第2号）', 'share_code': '163302', 'source_document': '163302_64556.pdf', 'upload_info_id': '64556'}",,FA010030,大摩资源招募说明书（更新）（2018年第2号）,163302,64556,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_64556.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2018-11-08,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
,16,163302_61458.pdf,success,"{'effective_date': None, 'equity_max_pct': 95.0, 'equity_min_pct': 30.0, 'evidence': '股票投资比例的变动范围为：基金资产净值的30%-95%', 'known_at': '2019-05-09', 'report_code': 'FA010030', 'report_name': '大摩资源优选混合(LOF)招募说明书（更新）（2019年第1号）', 'share_code': '163302', 'source_document': '163302_61458.pdf', 'upload_info_id': '61458'}",,FA010030,大摩资源优选混合(LOF)招募说明书（更新）（2019年第1号）,163302,61458,investment_range,股票投资比例的变动范围为：基金资产净值的30%-95%,163302_61458.pdf,success,,95.0,30.0,股票投资比例的变动范围为：基金资产净值的30%-95%,2019-05-09,股票投资比例的变动范围为:基金资产净值的30%-95%,1,0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,n1-0274c4ecace303430ed6daf38138401fa32295aacb1a8e75b8f607641bdabf28,51
