share_code,name,fund_type,status,inception_date,end_date,known_at,source,family_id,end_known_at,source_ts_code,canonical_fund_id,is_representative
159538,富国国证信息技术创新主题ETF,指数型-股票,存续,2023-09-14,,2023-09-14,tushare_fund_basic,富国基金管理有限公司,,159538.SZ,159538,True
159539,广发国证信息技术创新主题ETF,指数型-股票,存续,2023-09-20,,2023-09-20,tushare_fund_basic,广发基金管理有限公司,,159539.SZ,159539,True
159540,易方达国证信息技术创新主题ETF,指数型-股票,存续,2023-09-20,,2023-09-20,tushare_fund_basic,易方达基金管理有限公司,,159540.SZ,159540,True
159541,万家创业板综合ETF,指数型-股票,存续,2023-10-18,,2023-10-18,tushare_fund_basic,万家基金管理有限公司,,159541.SZ,159541,True
159542,大成中证工程机械主题ETF,指数型-股票,存续,2024-05-28,,2024-05-28,tushare_fund_basic,大成基金管理有限公司,,159542.SZ,159542,True
159543,工银瑞信国证2000ETF,指数型-股票,存续,2023-11-09,,2023-11-09,tushare_fund_basic,工银瑞信基金管理有限公司,,159543.SZ,159543,True
159545,易方达恒生港股通高股息低波动ETF,指数型-海外股票,存续,2024-03-27,,2024-03-27,tushare_fund_basic,易方达基金管理有限公司,,159545.SZ,159545,True
159546,国泰中证全指集成电路ETF,指数型-股票,存续,2023-10-11,,2023-10-11,tushare_fund_basic,国泰基金管理有限公司,,159546.SZ,159546,True
159547,华夏中证红利低波动ETF,指数型-股票,存续,2024-01-25,,2024-01-25,tushare_fund_basic,华夏基金管理有限公司,,159547.SZ,159547,True
159549,天弘中证红利低波动100ETF,指数型-股票,存续,2023-11-23,,2023-11-23,tushare_fund_basic,天弘基金管理有限公司,,159549.SZ,159549,True
159550,东财中证沪港深互联网ETF,指数型-股票,存续,2025-06-18,,2025-06-18,tushare_fund_basic,东财基金管理有限公司,,159550.SZ,159550,True
159551,国泰中证机器人ETF,指数型-股票,存续,2023-11-08,,2023-11-08,tushare_fund_basic,国泰基金管理有限公司,,159551.SZ,159551,True
159552,招商中证2000增强策略ETF,指数型-股票,存续,2024-06-19,,2024-06-19,tushare_fund_basic,招商基金管理有限公司,,159552.SZ,159552,True
159553,海富通中证2000增强策略ETF,指数型-股票,存续,2024-03-27,,2024-03-27,tushare_fund_basic,海富通基金管理有限公司,,159553.SZ,159553,True
159555,银华中证2000增强策略ETF,指数型-股票,存续,2023-12-01,,2023-12-01,tushare_fund_basic,银华基金管理股份有限公司,,159555.SZ,159555,True
159556,平安中证2000增强策略ETF,指数型-股票,存续,2023-12-27,,2023-12-27,tushare_fund_basic,平安基金管理有限公司,,159556.SZ,159556,True
159557,嘉实恒生医疗保健ETF(QDII),指数型-海外股票,存续,2024-05-07,,2024-05-07,tushare_fund_basic,嘉实基金管理有限公司,,159557.SZ,159557,True
159558,易方达中证半导体材料设备主题ETF,指数型-股票,存续,2024-06-06,,2024-06-06,tushare_fund_basic,易方达基金管理有限公司,,159558.SZ,159558,True
159559,景顺长城国证机器人产业ETF,指数型-股票,存续,2023-11-30,,2023-11-30,tushare_fund_basic,景顺长城基金管理有限公司,,159559.SZ,159559,True
159560,景顺长城中证芯片产业ETF,指数型-股票,存续,2023-11-09,,2023-11-09,tushare_fund_basic,景顺长城基金管理有限公司,,159560.SZ,159560,True
159561,嘉实德国DAXETF(QDII),指数型-海外股票,存续,2024-04-03,,2024-04-03,tushare_fund_basic,嘉实基金管理有限公司,,159561.SZ,159561,True
159562,华夏中证沪深港黄金产业股票ETF,指数型-股票,存续,2024-01-11,,2024-01-11,tushare_fund_basic,华夏基金管理有限公司,,159562.SZ,159562,True
159563,华夏创业板综合ETF,指数型-股票,存续,2024-02-01,,2024-02-01,tushare_fund_basic,华夏基金管理有限公司,,159563.SZ,159563,True
159565,易方达中证汽车零部件主题ETF,指数型-股票,存续,2024-02-08,,2024-02-08,tushare_fund_basic,易方达基金管理有限公司,,159565.SZ,159565,True
159566,易方达国证新能源电池ETF,指数型-股票,存续,2024-01-31,,2024-01-31,tushare_fund_basic,易方达基金管理有限公司,,159566.SZ,159566,True
159567,银华国证港股通创新药ETF,指数型-海外股票,存续,2024-01-03,,2024-01-03,tushare_fund_basic,银华基金管理股份有限公司,,159567.SZ,159567,True
159568,博时中证港股通互联网ETF,指数型-海外股票,存续,2024-02-08,,2024-02-08,tushare_fund_basic,博时基金管理有限公司,,159568.SZ,159568,True
159569,景顺长城国证港股通红利低波动率ETF,指数型-海外股票,存续,2024-08-14,,2024-08-14,tushare_fund_basic,景顺长城基金管理有限公司,,159569.SZ,159569,True
159570,汇添富国证港股通创新药ETF,指数型-海外股票,存续,2023-12-28,,2023-12-28,tushare_fund_basic,汇添富基金管理股份有限公司,,159570.SZ,159570,True
159571,富国创业板200ETF,指数型-股票,存续,2023-12-20,,2023-12-20,tushare_fund_basic,富国基金管理有限公司,,159571.SZ,159571,True
159572,易方达创业板200ETF,指数型-股票,存续,2023-12-15,,2023-12-15,tushare_fund_basic,易方达基金管理有限公司,,159572.SZ,159572,True
159573,华夏创业板200ETF,指数型-股票,存续,2023-12-15,,2023-12-15,tushare_fund_basic,华夏基金管理有限公司,,159573.SZ,159573,True
159575,银华创业板200ETF,指数型-股票,存续,2023-12-20,,2023-12-20,tushare_fund_basic,银华基金管理股份有限公司,,159575.SZ,159575,True
159576,广发深证100ETF,指数型-股票,存续,2023-12-21,,2023-12-21,tushare_fund_basic,广发基金管理有限公司,,159576.SZ,159576,True
159577,汇添富MSCI美国50ETF(QDII),指数型-海外股票,存续,2024-02-05,,2024-02-05,tushare_fund_basic,汇添富基金管理股份有限公司,,159577.SZ,159577,True
159578,南方深证主板50ETF,指数型-股票,存续,2024-05-30,,2024-05-30,tushare_fund_basic,南方基金管理股份有限公司,,159578.SZ,159578,True
159579,华安深证主板50ETF,指数型-股票,清盘,2024-07-05,2025-03-20,2024-07-05,tushare_fund_basic,华安基金管理有限公司,2025-03-20,159579.SZ,159579,True
159581,万家中证红利ETF,指数型-股票,存续,2024-03-06,,2024-03-06,tushare_fund_basic,万家基金管理有限公司,,159581.SZ,159581,True
159582,博时中证半导体产业ETF,指数型-股票,存续,2024-04-08,,2024-04-08,tushare_fund_basic,博时基金管理有限公司,,159582.SZ,159582,True
159583,富国中证通信设备主题ETF,指数型-股票,存续,2024-06-28,,2024-06-28,tushare_fund_basic,富国基金管理有限公司,,159583.SZ,159583,True
159585,富国中证全指软件ETF,指数型-股票,发行,2024-06-26,,2024-06-26,tushare_fund_basic,富国基金,,159585.OF,159585,True
159586,南方中证全指计算机ETF,指数型-股票,存续,2024-03-07,,2024-03-07,tushare_fund_basic,南方基金管理股份有限公司,,159586.SZ,159586,True
159587,广发国证粮食产业ETF,指数型-股票,存续,2024-08-08,,2024-08-08,tushare_fund_basic,广发基金管理有限公司,,159587.SZ,159587,True
159588,景顺长城国证石油天然气ETF,指数型-股票,存续,2024-05-23,,2024-05-23,tushare_fund_basic,景顺长城基金管理有限公司,,159588.SZ,159588,True
159589,广发中证红利ETF,指数型-股票,存续,2024-03-14,,2024-03-14,tushare_fund_basic,广发基金管理有限公司,,159589.SZ,159589,True
159590,汇添富中证全指软件ETF,指数型-股票,存续,2024-10-28,,2024-10-28,tushare_fund_basic,汇添富基金管理股份有限公司,,159590.SZ,159590,True
159591,富国中证A50ETF,指数型-股票,存续,2024-03-07,,2024-03-07,tushare_fund_basic,富国基金管理有限公司,,159591.SZ,159591,True
159592,银华中证A50ETF,指数型-股票,存续,2024-03-06,,2024-03-06,tushare_fund_basic,银华基金管理股份有限公司,,159592.SZ,159592,True
159593,平安中证A50ETF,指数型-股票,存续,2024-03-04,,2024-03-04,tushare_fund_basic,平安基金管理有限公司,,159593.SZ,159593,True
159595,大成中证A50ETF,指数型-股票,存续,2024-03-06,,2024-03-06,tushare_fund_basic,大成基金管理有限公司,,159595.SZ,159595,True
159596,华宝中证A50ETF,指数型-股票,存续,2024-03-07,,2024-03-07,tushare_fund_basic,华宝基金管理有限公司,,159596.SZ,159596,True
159597,易方达创业板成长ETF,指数型-股票,存续,2024-05-08,,2024-05-08,tushare_fund_basic,易方达基金管理有限公司,,159597.SZ,159597,True
159599,东财中证芯片产业ETF,指数型-股票,存续,2024-04-19,,2024-04-19,tushare_fund_basic,东财基金管理有限公司,,159599.SZ,159599,True
159601,华夏MSCI中国A50互联互通ETF,指数型-海外股票,存续,2021-11-01,,2021-11-01,tushare_fund_basic,华夏基金管理有限公司,,159601.SZ,159601,True
159602,南方MSCI中国A50互联互通ETF,指数型-海外股票,存续,2021-10-29,,2021-10-29,tushare_fund_basic,南方基金管理股份有限公司,,159602.SZ,159602,True
159603,天弘中证科创创业50ETF,指数型-股票,存续,2022-05-26,,2022-05-26,tushare_fund_basic,天弘基金管理有限公司,,159603.SZ,159603,True
159605,广发中证海外中国互联网30ETF(QDII),指数型-海外股票,存续,2021-11-24,,2021-11-24,tushare_fund_basic,广发基金管理有限公司,,159605.SZ,159605,True
159606,易方达中证500质量成长ETF,指数型-股票,存续,2021-12-17,,2021-12-17,tushare_fund_basic,易方达基金管理有限公司,,159606.SZ,159606,True
159607,嘉实中证海外中国互联网30ETF(QDII),指数型-海外股票,存续,2021-11-24,,2021-11-24,tushare_fund_basic,嘉实基金管理有限公司,,159607.SZ,159607,True
159608,广发中证稀有金属主题ETF,指数型-股票,存续,2021-12-15,,2021-12-15,tushare_fund_basic,广发基金管理有限公司,,159608.SZ,159608,True
159609,浦银中证光伏产业ETF,指数型-股票,存续,2022-06-16,,2022-06-16,tushare_fund_basic,浦银基金管理有限公司,,159609.SZ,159609,True
159610,景顺长城中证500增强策略ETF,指数型-股票,存续,2021-12-13,,2021-12-13,tushare_fund_basic,景顺长城基金管理有限公司,,159610.SZ,159610,True
159611,广发中证全指电力公用事业ETF,指数型-股票,存续,2021-12-29,,2021-12-29,tushare_fund_basic,广发基金管理有限公司,,159611.SZ,159611,True
159612,国泰标普500ETF(QDII),指数型-海外股票,存续,2022-05-09,,2022-05-09,tushare_fund_basic,国泰基金管理有限公司,,159612.SZ,159612,True
159613,嘉实中证信息安全主题ETF,指数型-股票,存续,2022-01-19,,2022-01-19,tushare_fund_basic,嘉实基金管理有限公司,,159613.SZ,159613,True
159615,南方恒生生物科技ETF(QDII),指数型-海外股票,存续,2022-06-17,,2022-06-17,tushare_fund_basic,南方基金管理股份有限公司,,159615.SZ,159615,True
159616,建信中证农牧主题ETF,指数型-股票,存续,2022-07-21,,2022-07-21,tushare_fund_basic,建信基金管理有限责任公司,,159616.SZ,159616,True
159617,华夏中证智选500价值稳健策略ETF,指数型-股票,存续,2022-06-09,,2022-06-09,tushare_fund_basic,华夏基金管理有限公司,,159617.SZ,159617,True
159618,华安中证光伏产业ETF,指数型-股票,存续,2022-04-08,,2022-04-08,tushare_fund_basic,华安基金管理有限公司,,159618.SZ,159618,True
159619,国泰中证基建ETF,指数型-股票,存续,2022-02-09,,2022-02-09,tushare_fund_basic,国泰基金管理有限公司,,159619.SZ,159619,True
159620,华夏中证智选500成长创新策略ETF,指数型-股票,存续,2022-07-19,,2022-07-19,tushare_fund_basic,华夏基金管理有限公司,,159620.SZ,159620,True
159621,国泰MSCI中国A股ESG通用ETF,指数型-海外股票,存续,2022-08-30,,2022-08-30,tushare_fund_basic,国泰基金管理有限公司,,159621.SZ,159621,True
159622,东财中证沪港深创新药产业ETF,指数型-股票,存续,2023-04-21,,2023-04-21,tushare_fund_basic,东财基金管理有限公司,,159622.SZ,159622,True
159623,博时中证成渝地区双城经济圈成份ETF,指数型-股票,存续,2022-08-15,,2022-08-15,tushare_fund_basic,博时基金管理有限公司,,159623.SZ,159623,True
159625,嘉实国证绿色电力ETF,指数型-股票,存续,2022-04-21,,2022-04-21,tushare_fund_basic,嘉实基金管理有限公司,,159625.SZ,159625,True
159627,华夏中证A100ETF,指数型-股票,存续,2022-11-08,,2022-11-08,tushare_fund_basic,华夏基金管理有限公司,,159627.SZ,159627,True
159628,万家国证2000ETF,指数型-股票,存续,2022-06-29,,2022-06-29,tushare_fund_basic,万家基金管理有限公司,,159628.SZ,159628,True
159629,富国中证1000ETF,指数型-股票,存续,2022-07-27,,2022-07-27,tushare_fund_basic,富国基金管理有限公司,,159629.SZ,159629,True
159630,汇添富中证A100ETF,指数型-股票,存续,2022-10-20,,2022-10-20,tushare_fund_basic,汇添富基金管理股份有限公司,,159630.SZ,159630,True
159631,招商中证A100ETF,指数型-股票,存续,2022-08-18,,2022-08-18,tushare_fund_basic,招商基金管理有限公司,,159631.SZ,159631,True
159632,华安纳斯达克100ETF(QDII),指数型-海外股票,存续,2022-07-21,,2022-07-21,tushare_fund_basic,华安基金管理有限公司,,159632.SZ,159632,True
159633,易方达中证1000ETF,指数型-股票,存续,2022-07-28,,2022-07-28,tushare_fund_basic,易方达基金管理有限公司,,159633.SZ,159633,True
159635,华夏中证基建ETF,指数型-股票,存续,2022-06-28,,2022-06-28,tushare_fund_basic,华夏基金管理有限公司,,159635.SZ,159635,True
159636,工银瑞信国证港股通科技ETF,指数型-海外股票,存续,2022-06-30,,2022-06-30,tushare_fund_basic,工银瑞信基金管理有限公司,,159636.SZ,159636,True
159637,东财中证新能源汽车ETF,指数型-股票,存续,2022-08-19,,2022-08-19,tushare_fund_basic,东财基金管理有限公司,,159637.SZ,159637,True
159638,嘉实中证智选航空航天科技ETF,指数型-股票,存续,2022-08-05,,2022-08-05,tushare_fund_basic,嘉实基金管理有限公司,,159638.SZ,159638,True
159639,南方中证上海环交所碳中和ETF,指数型-股票,存续,2022-07-11,,2022-07-11,tushare_fund_basic,南方基金管理股份有限公司,,159639.SZ,159639,True
159640,工银瑞信中证上海环交所碳中和ETF,指数型-股票,存续,2022-07-13,,2022-07-13,tushare_fund_basic,工银瑞信基金管理有限公司,,159640.SZ,159640,True
159641,招商中证上海环交所碳中和ETF,指数型-股票,存续,2022-07-14,,2022-07-14,tushare_fund_basic,招商基金管理有限公司,,159641.SZ,159641,True
159642,大成中证上海环交所碳中和ETF,指数型-股票,存续,2022-07-13,,2022-07-13,tushare_fund_basic,大成基金管理有限公司,,159642.SZ,159642,True
159643,国泰国证疫苗与生物科技ETF,指数型-股票,存续,2022-08-10,,2022-08-10,tushare_fund_basic,国泰基金管理有限公司,,159643.SZ,159643,True
159645,富国国证疫苗与生物科技ETF,指数型-股票,存续,2022-09-16,,2022-09-16,tushare_fund_basic,富国基金管理有限公司,,159645.SZ,159645,True
159646,华泰柏瑞国证疫苗与生物科技ETF,指数型-股票,清盘,2022-08-11,2024-06-05,2022-08-11,tushare_fund_basic,华泰柏瑞基金管理有限公司,2024-06-05,159646.SZ,159646,True
159647,鹏华中证中药ETF,指数型-股票,存续,2022-07-20,,2022-07-20,tushare_fund_basic,鹏华基金管理有限公司,,159647.SZ,159647,True
159652,汇添富中证细分有色金属产业主题ETF,指数型-股票,存续,2023-01-16,,2023-01-16,tushare_fund_basic,汇添富基金管理股份有限公司,,159652.SZ,159652,True
159653,国联安国证ESG300ETF,指数型-股票,存续,2023-03-06,,2023-03-06,tushare_fund_basic,国联安基金管理有限公司,,159653.SZ,159653,True
159655,华夏标普500ETF(QDII),指数型-海外股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,华夏基金管理有限公司,,159655.SZ,159655,True
159656,万家沪深300成长ETF,指数型-股票,存续,2022-12-28,,2022-12-28,tushare_fund_basic,万家基金管理有限公司,,159656.SZ,159656,True
159657,鹏华国证疫苗与生物科技ETF,指数型-股票,存续,2023-02-22,,2023-02-22,tushare_fund_basic,鹏华基金管理有限公司,,159657.SZ,159657,True
159658,华安中证数字经济主题ETF,指数型-股票,存续,2022-09-27,,2022-09-27,tushare_fund_basic,华安基金管理有限公司,,159658.SZ,159658,True
159659,招商纳斯达克100ETF(QDII),指数型-海外股票,存续,2023-04-12,,2023-04-12,tushare_fund_basic,招商基金管理有限公司,,159659.SZ,159659,True
159660,汇添富纳斯达克100ETF(QDII),指数型-海外股票,存续,2023-03-30,,2023-03-30,tushare_fund_basic,汇添富基金管理股份有限公司,,159660.SZ,159660,True
159661,嘉实中证A100ETF,指数型-股票,存续,2023-11-23,,2023-11-23,tushare_fund_basic,嘉实基金管理有限公司,,159661.SZ,159661,True
159662,南方国证交通运输行业ETF,指数型-股票,存续,2022-11-23,,2022-11-23,tushare_fund_basic,南方基金管理股份有限公司,,159662.SZ,159662,True
159663,华夏中证机床ETF,指数型-股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,华夏基金管理有限公司,,159663.SZ,159663,True
159665,工银瑞信国证半导体芯片ETF,指数型-股票,存续,2022-12-22,,2022-12-22,tushare_fund_basic,工银瑞信基金管理有限公司,,159665.SZ,159665,True
159666,华夏中证全指运输ETF,指数型-股票,存续,2023-01-13,,2023-01-13,tushare_fund_basic,华夏基金管理有限公司,,159666.SZ,159666,True
159667,国泰中证机床ETF,指数型-股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,国泰基金管理有限公司,,159667.SZ,159667,True
159669,国泰国证绿色电力ETF,指数型-股票,存续,2022-12-29,,2022-12-29,tushare_fund_basic,国泰基金管理有限公司,,159669.SZ,159669,True
159670,国联安中证消费50ETF,指数型-股票,存续,2023-04-14,,2023-04-14,tushare_fund_basic,国联安基金管理有限公司,,159670.SZ,159670,True
159671,工银瑞信中证稀有金属主题ETF,指数型-股票,存续,2023-02-17,,2023-02-17,tushare_fund_basic,工银瑞信基金管理有限公司,,159671.SZ,159671,True
159672,博时中证主要消费ETF,指数型-股票,存续,2023-03-23,,2023-03-23,tushare_fund_basic,博时基金管理有限公司,,159672.SZ,159672,True
159673,鹏华沪深300ETF,指数型-股票,存续,2023-06-21,,2023-06-21,tushare_fund_basic,鹏华基金管理有限公司,,159673.SZ,159927,False
159675,嘉实创业板增强策略ETF,指数型-股票,存续,2022-11-24,,2022-11-24,tushare_fund_basic,嘉实基金管理有限公司,,159675.SZ,159675,True
159676,富国创业板增强策略ETF,指数型-股票,存续,2023-03-23,,2023-03-23,tushare_fund_basic,富国基金管理有限公司,,159676.SZ,159676,True
159677,银华中证1000增强策略ETF,指数型-股票,存续,2022-11-24,,2022-11-24,tushare_fund_basic,银华基金管理股份有限公司,,159677.SZ,159677,True
159678,博时中证500增强策略ETF,指数型-股票,存续,2023-02-13,,2023-02-13,tushare_fund_basic,博时基金管理有限公司,,159678.SZ,159678,True
159679,国泰中证1000增强策略ETF,指数型-股票,存续,2023-02-09,,2023-02-09,tushare_fund_basic,国泰基金管理有限公司,,159679.SZ,159679,True
159680,招商中证1000增强策略ETF,指数型-股票,存续,2022-11-18,,2022-11-18,tushare_fund_basic,招商基金管理有限公司,,159680.SZ,159680,True
159681,鹏华创业板50ETF,指数型-股票,存续,2022-12-21,,2022-12-21,tushare_fund_basic,鹏华基金管理有限公司,,159681.SZ,159681,True
159682,景顺长城创业板50ETF,指数型-股票,存续,2022-12-23,,2022-12-23,tushare_fund_basic,景顺长城基金管理有限公司,,159682.SZ,159682,True
159683,嘉实中证内地运输主题ETF,指数型-股票,清盘,2022-12-29,2025-01-15,2022-12-29,tushare_fund_basic,嘉实基金管理有限公司,2025-01-15,159683.SZ,159683,True
159685,天弘中证1000增强策略ETF,指数型-股票,存续,2023-03-15,,2023-03-15,tushare_fund_basic,天弘基金管理有限公司,,159685.SZ,159685,True
159686,易方达中证A100ETF,指数型-股票,存续,2023-07-11,,2023-07-11,tushare_fund_basic,易方达基金管理有限公司,,159686.SZ,159686,True
159687,南方基金南方东英富时亚太精选ETF(QDII),指数型-股票,存续,2022-12-16,,2022-12-16,tushare_fund_basic,南方基金管理股份有限公司,,159687.SZ,159687,True
159688,华安恒生互联网科技业ETF(QDII),指数型-海外股票,存续,2023-01-17,,2023-01-17,tushare_fund_basic,华安基金管理有限公司,,159688.SZ,159688,True
159689,南方中证主要消费ETF,指数型-股票,存续,2023-03-03,,2023-03-03,tushare_fund_basic,南方基金管理股份有限公司,,159689.SZ,159689,True
159690,招商中证有色金属矿业主题ETF,指数型-股票,存续,2023-06-21,,2023-06-21,tushare_fund_basic,招商基金管理有限公司,,159690.SZ,159690,True
159691,工银瑞信中证港股通高股息精选ETF,指数型-海外股票,存续,2023-03-30,,2023-03-30,tushare_fund_basic,工银瑞信基金管理有限公司,,159691.SZ,159691,True
159692,东财中证证券公司30ETF,指数型-股票,存续,2023-05-05,,2023-05-05,tushare_fund_basic,东财基金管理有限公司,,159692.SZ,159692,True
159693,华泰柏瑞中证有色金属矿业主题ETF,指数型-股票,清盘,2023-11-30,2024-06-07,2023-11-30,tushare_fund_basic,华泰柏瑞基金管理有限公司,2024-06-07,159693.SZ,159693,True
159695,嘉实国证通信ETF,指数型-股票,存续,2023-04-27,,2023-04-27,tushare_fund_basic,嘉实基金管理有限公司,,159695.SZ,159695,True
159696,易方达纳斯达克100ETF(QDII),指数型-海外股票,存续,2023-08-17,,2023-08-17,tushare_fund_basic,易方达基金管理有限公司,,159696.SZ,159696,True
159697,鹏华国证石油天然气ETF,指数型-股票,存续,2023-04-17,,2023-04-17,tushare_fund_basic,鹏华基金管理有限公司,,159697.SZ,159697,True
159698,鹏华国证粮食产业ETF,指数型-股票,存续,2023-07-26,,2023-07-26,tushare_fund_basic,鹏华基金管理有限公司,,159698.SZ,159698,True
159699,广发恒生消费ETF(QDII),指数型-海外股票,存续,2023-08-10,,2023-08-10,tushare_fund_basic,广发基金管理有限公司,,159699.SZ,159699,True
159701,招商中证物联网主题ETF,指数型-股票,存续,2021-12-15,,2021-12-15,tushare_fund_basic,招商基金管理有限公司,,159701.SZ,159701,True
159702,汇添富中证人工智能主题ETF,指数型-股票,清盘,2021-04-29,2022-11-29,2021-04-29,tushare_fund_basic,汇添富基金管理股份有限公司,2022-11-29,159702.SZ,159702,True
159703,天弘中证新材料主题ETF,指数型-股票,存续,2021-05-27,,2021-05-27,tushare_fund_basic,天弘基金管理有限公司,,159703.SZ,159703,True
159706,华安深证100ETF,指数型-股票,存续,2021-12-09,,2021-12-09,tushare_fund_basic,华安基金管理有限公司,,159706.SZ,159706,True
159707,华宝中证800地产ETF,指数型-股票,存续,2021-11-04,,2021-11-04,tushare_fund_basic,华宝基金管理有限公司,,159707.SZ,159707,True
159708,西部利得深证红利ETF,指数型-股票,存续,2021-06-18,,2021-06-18,tushare_fund_basic,西部利得基金管理有限公司,,159708.SZ,159708,True
159709,工银瑞信深证物联网50ETF,指数型-股票,存续,2021-06-18,,2021-06-18,tushare_fund_basic,工银瑞信基金管理有限公司,,159709.SZ,159709,True
159710,建信中证智能电动汽车ETF,指数型-股票,清盘,2021-07-15,2024-01-25,2021-07-15,tushare_fund_basic,建信基金管理有限责任公司,2024-01-25,159710.SZ,159710,True
159711,华夏中证港股通50ETF,指数型-海外股票,存续,2021-12-16,,2021-12-16,tushare_fund_basic,华夏基金管理有限公司,,159711.SZ,159711,True
159712,国泰中证港股通50ETF,指数型-海外股票,存续,2021-10-27,,2021-10-27,tushare_fund_basic,国泰基金管理有限公司,,159712.SZ,159712,True
159713,富国中证稀土产业ETF,指数型-股票,存续,2021-08-05,,2021-08-05,tushare_fund_basic,富国基金管理有限公司,,159713.SZ,159713,True
159715,易方达中证稀土产业ETF,指数型-股票,存续,2021-09-01,,2021-09-01,tushare_fund_basic,易方达基金管理有限公司,,159715.SZ,159715,True
159716,华宝深证100ETF,指数型-股票,存续,2021-06-18,,2021-06-18,tushare_fund_basic,华宝基金管理有限公司,,159716.SZ,159716,True
159717,鹏华国证ESG300ETF,指数型-股票,存续,2021-09-15,,2021-09-15,tushare_fund_basic,鹏华基金管理有限公司,,159717.SZ,159717,True
159718,平安中证港股通医药卫生综合ETF,指数型-海外股票,存续,2021-12-16,,2021-12-16,tushare_fund_basic,平安基金管理有限公司,,159718.SZ,159718,True
159719,平安富时中国国企开放共赢ETF,指数型-股票,存续,2021-12-17,,2021-12-17,tushare_fund_basic,平安基金管理有限公司,,159719.SZ,159719,True
159720,泰康中证智能电动汽车ETF,指数型-股票,存续,2021-07-07,,2021-07-07,tushare_fund_basic,泰康基金管理有限公司,,159720.SZ,159720,True
159721,永赢深证100ETF,指数型-股票,存续,2021-06-17,,2021-06-17,tushare_fund_basic,永赢基金管理有限公司,,159721.SZ,159721,True
159723,汇添富中证沪港深科技龙头ETF,指数型-股票,存续,2021-09-27,,2021-09-27,tushare_fund_basic,汇添富基金管理股份有限公司,,159723.SZ,159723,True
159725,工银瑞信中证线上消费主题ETF,指数型-股票,存续,2021-06-11,,2021-06-11,tushare_fund_basic,工银瑞信基金管理有限公司,,159725.SZ,159725,True
159726,华夏恒生港股通中国内地企业高股息率ETF,指数型-海外股票,存续,2021-11-11,,2021-11-11,tushare_fund_basic,华夏基金管理有限公司,,159726.SZ,159726,True
159728,南方国证在线消费ETF,指数型-股票,存续,2021-12-29,,2021-12-29,tushare_fund_basic,南方基金管理股份有限公司,,159728.SZ,159728,True
159729,汇添富中证沪港深互联网ETF,指数型-股票,存续,2021-07-08,,2021-07-08,tushare_fund_basic,汇添富基金管理股份有限公司,,159729.SZ,159729,True
159730,博时国证龙头家电ETF,指数型-股票,存续,2021-12-13,,2021-12-13,tushare_fund_basic,博时基金管理有限公司,,159730.SZ,159730,True
159731,华夏中证石化产业ETF,指数型-股票,存续,2021-12-02,,2021-12-02,tushare_fund_basic,华夏基金管理有限公司,,159731.SZ,159731,True
159732,华夏国证消费电子主题ETF,指数型-股票,存续,2021-08-12,,2021-08-12,tushare_fund_basic,华夏基金管理有限公司,,159732.SZ,159732,True
159733,景顺长城中证消费电子主题ETF,指数型-股票,清盘,2021-09-15,2024-03-06,2021-09-15,tushare_fund_basic,景顺长城基金管理有限公司,2024-03-06,159733.SZ,159733,True
159735,银华中证港股通消费主题ETF,指数型-海外股票,存续,2021-05-25,,2021-05-25,tushare_fund_basic,银华基金管理股份有限公司,,159735.SZ,159735,True
159736,天弘中证食品饮料ETF,指数型-股票,存续,2021-09-09,,2021-09-09,tushare_fund_basic,天弘基金管理有限公司,,159736.SZ,159736,True
159738,华泰柏瑞中证沪港深云计算产业ETF,指数型-股票,存续,2022-01-18,,2022-01-18,tushare_fund_basic,华泰柏瑞基金管理有限公司,,159738.SZ,159738,True
159739,鹏华中证云计算与大数据主题ETF,指数型-股票,存续,2021-11-03,,2021-11-03,tushare_fund_basic,鹏华基金管理有限公司,,159739.SZ,159739,True
159740,大成恒生科技ETF(QDII),指数型-海外股票,存续,2021-05-18,,2021-05-18,tushare_fund_basic,大成基金管理有限公司,,159740.SZ,159740,True
159741,嘉实恒生科技ETF(QDII),指数型-海外股票,存续,2021-05-26,,2021-05-26,tushare_fund_basic,嘉实基金管理有限公司,,159741.SZ,159741,True
159742,博时恒生科技ETF(QDII),指数型-海外股票,存续,2021-05-17,,2021-05-17,tushare_fund_basic,博时基金管理有限公司,,159742.SZ,159742,True
159743,博时中证湖北新旧动能转换ETF,指数型-股票,存续,2021-12-29,,2021-12-29,tushare_fund_basic,博时基金管理有限公司,,159743.SZ,159743,True
159745,国泰中证全指建筑材料ETF,指数型-股票,存续,2021-06-09,,2021-06-09,tushare_fund_basic,国泰基金管理有限公司,,159745.SZ,159745,True
159747,南方中证香港科技ETF(QDII),指数型-海外股票,存续,2021-07-02,,2021-07-02,tushare_fund_basic,南方基金管理股份有限公司,,159747.SZ,159747,True
159748,富国中证沪港深创新药产业ETF,指数型-股票,存续,2021-11-24,,2021-11-24,tushare_fund_basic,富国基金管理有限公司,,159748.SZ,159748,True
159750,招商中证香港科技ETF(QDII),指数型-海外股票,存续,2022-01-26,,2022-01-26,tushare_fund_basic,招商基金管理有限公司,,159750.SZ,159750,True
159751,鹏华中证港股通科技ETF,指数型-海外股票,存续,2021-12-10,,2021-12-10,tushare_fund_basic,鹏华基金管理有限公司,,159751.SZ,159751,True
