date,nav,ret
2024-06-04,1.0,0.0
2024-06-07,0.9999,0.0
2024-06-14,0.9996,0.0
2024-06-21,0.9928,0.0
2024-06-28,1.0064,0.0
2024-06-30,1.0063,-0.0001
2024-07-05,1.0266,0.0
2024-07-12,1.0213,0.0
2024-07-19,1.0075,0.0
2024-07-26,0.9902,0.0
2024-08-02,0.9752,0.0
2024-08-09,0.9643,0.0
2024-08-16,0.9816,0.0
2024-08-23,0.9774,0.0
2024-08-30,0.9785,0.0
2024-09-06,0.9365,0.0
2024-09-13,0.9173,0.0
2024-09-20,0.9292,0.0
2024-09-27,1.0027,0.0
2024-09-30,1.0515,0.0487
2024-10-11,1.0559,0.0
2024-10-18,1.0631,0.0
2024-10-25,1.0551,0.0
2024-11-01,1.0479,0.0
2024-11-08,1.0898,0.0
2024-11-15,1.0348,0.0
2024-11-22,1.0306,0.0
2024-11-29,1.0331,0.0
2024-12-06,1.0635,0.0
2024-12-11,1.0737,0.0
2024-12-12,1.082,0.0077
2024-12-13,1.0645,-0.016200000000000003
2024-12-16,1.0606,-0.0037
2024-12-17,1.057,-0.0034000000000000002
2024-12-18,1.0666,0.0091
2024-12-19,1.0637,-0.0027
2024-12-20,1.0575,-0.0058
2024-12-23,1.0625,0.004699999999999999
2024-12-24,1.0711,0.008100000000000001
2024-12-25,1.0712,0.0001
2024-12-26,1.071,-0.0002
2024-12-27,1.0738,0.0026
2024-12-30,1.072,-0.0017000000000000001
2024-12-31,1.0689,-0.0029
2025-01-02,1.0416,-0.0255
2025-01-03,1.0308,-0.0104
2025-01-06,1.0286,-0.0021
2025-01-07,1.0282,-0.0004
2025-01-08,1.0239,-0.0042
2025-01-09,1.02,-0.0038
2025-01-10,1.0083,-0.0115
2025-01-13,1.0088,0.0005
2025-01-14,1.0278,0.018799999999999997
2025-01-15,1.0229,-0.0048
2025-01-16,1.0271,0.0040999999999999995
2025-01-17,1.0291,0.0019
2025-01-20,1.0274,-0.0017000000000000001
2025-01-21,1.0246,-0.0027
2025-01-22,1.0147,-0.0097
2025-01-23,1.0108,-0.0038
2025-01-24,1.0198,0.0089
2025-01-27,1.0207,0.0009
2025-02-05,1.0164,-0.0042
2025-02-06,1.0258,0.0092
2025-02-07,1.0343,0.0083
2025-02-10,1.0414,0.0069
2025-02-11,1.0355,-0.005699999999999999
2025-02-12,1.0398,0.0042
2025-02-13,1.0329,-0.0066
2025-02-14,1.042,0.0088
2025-02-17,1.0415,-0.0005
2025-02-18,1.0305,-0.0106
2025-02-19,1.0386,0.0079
2025-02-20,1.0433,0.0045000000000000005
2025-02-21,1.0583,0.0144
2025-02-24,1.0576,-0.0007000000000000001
2025-02-25,1.0454,-0.0115
2025-02-26,1.0595,0.013500000000000002
2025-02-27,1.0542,-0.005
2025-02-28,1.0319,-0.0212
2025-03-03,1.0317,-0.0002
2025-03-04,1.0413,0.009300000000000001
2025-03-05,1.049,0.0074
2025-03-06,1.0605,0.011000000000000001
2025-03-07,1.0659,0.0051
2025-03-10,1.0587,-0.0068000000000000005
2025-03-11,1.0664,0.0073
2025-03-12,1.0633,-0.0029
2025-03-13,1.0608,-0.0024
2025-03-14,1.0754,0.0138
2025-03-17,1.0767,0.0012
2025-03-18,1.0841,0.0069
2025-03-19,1.0779,-0.005699999999999999
2025-03-20,1.0728,-0.004699999999999999
2025-03-21,1.0578,-0.013999999999999999
2025-03-24,1.0614,0.0034000000000000002
2025-03-25,1.0609,-0.0005
2025-03-26,1.0612,0.0003
2025-03-27,1.0631,0.0018
2025-03-28,1.0495,-0.0128
2025-03-31,1.0411,-0.008
2025-04-01,1.0513,0.0098
2025-04-02,1.0483,-0.0029
2025-04-03,1.0498,0.0014000000000000002
2025-04-07,0.9695,-0.0765
2025-04-08,0.9913,0.0225
2025-04-09,1.0096,0.018500000000000003
2025-04-10,1.0174,0.0077
2025-04-11,1.0199,0.0025
2025-04-14,1.0283,0.008199999999999999
2025-04-15,1.027,-0.0013
2025-04-16,1.0277,0.0007000000000000001
2025-04-17,1.0305,0.0027
2025-04-18,1.0285,-0.0019
2025-04-21,1.0299,0.0014000000000000002
2025-04-22,1.0324,0.0024
2025-04-23,1.0347,0.0022
2025-04-24,1.0323,-0.0023
2025-04-25,1.033,0.0007000000000000001
2025-04-28,1.0281,-0.004699999999999999
2025-04-29,1.0233,-0.004699999999999999
2025-04-30,1.0218,-0.0015
2025-05-06,1.0357,0.013600000000000001
2025-05-07,1.0439,0.0079
2025-05-08,1.0512,0.006999999999999999
2025-05-09,1.0463,-0.004699999999999999
2025-05-12,1.0667,0.0195
2025-05-13,1.0557,-0.0103
2025-05-14,1.0606,0.0046
2025-05-15,1.0509,-0.0091
2025-05-16,1.048,-0.0028000000000000004
2025-05-19,1.0512,0.0031
2025-05-20,1.055,0.0036
2025-05-21,1.0626,0.0072
2025-05-22,1.059,-0.0034000000000000002
2025-05-23,1.053,-0.005699999999999999
2025-05-26,1.0596,0.0063
2025-05-27,1.0622,0.0025
2025-05-28,1.0637,0.0014000000000000002
2025-05-29,1.0676,0.0037
2025-05-30,1.0653,-0.0022
2025-06-03,1.0656,0.0003
2025-06-04,1.0646,-0.0009
2025-06-05,1.065,0.0004
2025-06-06,1.0668,0.0017000000000000001
2025-06-09,1.079,0.011399999999999999
2025-06-10,1.0821,0.0029
2025-06-11,1.0919,0.0091
2025-06-12,1.0845,-0.0068000000000000005
2025-06-13,1.0909,0.0059
2025-06-16,1.0975,0.0060999999999999995
2025-06-17,1.0947,-0.0026
2025-06-18,1.0906,-0.0037
2025-06-19,1.071,-0.018000000000000002
2025-06-20,1.0671,-0.0036
2025-06-23,1.0742,0.0067
2025-06-24,1.0802,0.005600000000000001
2025-06-25,1.1022,0.0204
2025-06-26,1.106,0.0034000000000000002
2025-06-27,1.1033,-0.0024
2025-06-30,1.1164,0.011899999999999999
2025-07-01,1.1123,-0.0037
2025-07-02,1.1032,-0.008199999999999999
2025-07-03,1.1015,-0.0015
2025-07-04,1.0953,-0.005600000000000001
2025-07-07,1.0952,-0.0001
2025-07-08,1.1005,0.0048
2025-07-09,1.0899,-0.0096
2025-07-10,1.0939,0.0037
2025-07-11,1.1035,0.0088
2025-07-14,1.103,-0.0005
2025-07-15,1.0985,-0.0040999999999999995
2025-07-16,1.0956,-0.0026
2025-07-17,1.1061,0.0096
2025-07-18,1.117,0.009899999999999999
2025-07-21,1.1267,0.0087
2025-07-22,1.1346,0.006999999999999999
2025-07-23,1.1345,-0.0001
2025-07-24,1.1508,0.0144
2025-07-25,1.1569,0.0053
2025-07-28,1.1637,0.0059
2025-07-29,1.1687,0.0043
2025-07-30,1.1612,-0.0064
2025-07-31,1.1469,-0.0123
2025-08-01,1.138,-0.0078000000000000005
2025-08-04,1.1553,0.0152
2025-08-05,1.1604,0.0044
2025-08-06,1.1695,0.0078000000000000005
2025-08-07,1.1693,-0.0002
2025-08-08,1.1615,-0.0067
2025-08-11,1.1701,0.0074
2025-08-12,1.1734,0.0028000000000000004
2025-08-13,1.1807,0.0062
2025-08-14,1.171,-0.008199999999999999
