date,nav,ret
2023-04-25,1.2302,0.0
2023-04-26,1.2297,-0.0004
2023-04-27,1.2436,0.0113
2023-04-28,1.2455,0.0015
2023-05-04,1.2282,-0.0139
2023-05-05,1.2228,-0.0044
2023-05-08,1.2222,-0.0005
2023-05-09,1.204,-0.0149
2023-05-10,1.2051,0.0009
2023-05-11,1.2034,-0.0014000000000000002
2023-05-12,1.1982,-0.0043
2023-05-15,1.2147,0.0138
2023-05-16,1.2137,-0.0008
2023-05-17,1.2178,0.0034000000000000002
2023-05-18,1.2126,-0.0043
2023-05-19,1.2177,0.0042
2023-05-22,1.222,0.0034999999999999996
2023-05-23,1.2134,-0.006999999999999999
2023-05-24,1.2091,-0.0034999999999999996
2023-05-25,1.1959,-0.0109
2023-05-26,1.2017,0.0048
2023-05-29,1.1943,-0.0062
2023-05-30,1.1984,0.0034000000000000002
2023-05-31,1.1831,-0.0128
2023-06-01,1.1916,0.0072
2023-06-02,1.2145,0.0192
2023-06-05,1.2226,0.0067
2023-06-06,1.2153,-0.006
2023-06-07,1.2094,-0.0049
2023-06-08,1.2105,0.0009
2023-06-09,1.2243,0.011399999999999999
2023-06-12,1.2417,0.014199999999999999
2023-06-13,1.2401,-0.0013
2023-06-14,1.2441,0.0032
2023-06-15,1.2599,0.0127
2023-06-16,1.2698,0.0079
2023-06-19,1.2649,-0.0039000000000000003
2023-06-20,1.2572,-0.0060999999999999995
2023-06-21,1.2473,-0.0079
2023-06-26,1.228,-0.0155
2023-06-27,1.2585,0.0248
2023-06-28,1.2496,-0.0070999999999999995
2023-06-29,1.2427,-0.0055000000000000005
2023-06-30,1.2531,0.0084
2023-07-03,1.2534,0.0002
2023-07-04,1.2594,0.0048
2023-07-05,1.2421,-0.0137
2023-07-06,1.2322,-0.008
2023-07-07,1.2281,-0.0033
2023-07-10,1.2301,0.0016
2023-07-11,1.2403,0.0083
2023-07-12,1.235,-0.0043
2023-07-13,1.2419,0.005600000000000001
2023-07-14,1.2415,-0.0003
2023-07-17,1.2356,-0.0048
2023-07-18,1.2395,0.0032
2023-07-19,1.2393,-0.0002
2023-07-20,1.2352,-0.0033
2023-07-21,1.226,-0.0074
2023-07-24,1.2194,-0.0054
2023-07-25,1.2436,0.019799999999999998
2023-07-26,1.2343,-0.0075
2023-07-27,1.2308,-0.0028000000000000004
2023-07-28,1.2484,0.0143
2023-07-31,1.2491,0.0006
2023-08-01,1.2475,-0.0013
2023-08-02,1.2376,-0.0079
2023-08-03,1.2402,0.0021
2023-08-04,1.2405,0.0002
2023-08-07,1.2308,-0.0078000000000000005
2023-08-08,1.2271,-0.003
2023-08-09,1.236,0.0073
2023-08-10,1.2428,0.0055000000000000005
2023-08-11,1.2257,-0.0138
2023-08-14,1.2209,-0.0039000000000000003
2023-08-15,1.2187,-0.0018
2023-08-16,1.2063,-0.0102
2023-08-17,1.2151,0.0073
2023-08-18,1.1987,-0.013500000000000002
2023-08-21,1.1859,-0.010700000000000001
2023-08-22,1.1894,0.003
2023-08-23,1.1719,-0.0147
2023-08-24,1.1814,0.008100000000000001
2023-08-25,1.1664,-0.0127
2023-08-28,1.166,-0.0003
2023-08-29,1.1997,0.028900000000000002
2023-08-30,1.2076,0.0066
2023-08-31,1.2051,-0.0021
2023-09-01,1.2018,-0.0027
2023-09-04,1.2147,0.010700000000000001
2023-09-05,1.2107,-0.0033
2023-09-06,1.2101,-0.0005
2023-09-07,1.1942,-0.0131
2023-09-08,1.1937,-0.0004
2023-09-11,1.2041,0.0087
2023-09-12,1.2052,0.0009
2023-09-13,1.1964,-0.0073
2023-09-14,1.1965,0.0001
2023-09-15,1.204,0.0063
2023-09-18,1.2045,0.0004
2023-09-19,1.198,-0.0054
2023-09-20,1.1977,-0.0003
