date,close
2004-01-02,1011.347
2004-01-05,1060.801
2004-01-06,1075.656
2004-01-07,1086.303
2004-01-08,1102.662
2004-01-09,1081.785
2004-01-12,1116.799
2004-01-13,1102.341
2004-01-14,1079.72
2004-01-15,1073.977
2004-01-16,1083.652
2004-01-29,1100.604
2004-01-30,1067.553
2004-02-02,1091.729
2004-02-03,1102.954
2004-02-04,1128.443
2004-02-05,1127.897
2004-02-06,1122.084
2004-02-09,1134.611
2004-02-10,1120.961
2004-02-11,1110.061
2004-02-12,1094.112
2004-02-13,1096.362
2004-02-16,1123.748
2004-02-17,1123.618
2004-02-18,1129.275
2004-02-19,1122.38
2004-02-20,1124.661
2004-02-23,1093.137
2004-02-24,1093.102
2004-02-25,1070.362
2004-02-26,1079.897
2004-02-27,1088.725
2004-03-01,1094.242
2004-03-02,1093.391
2004-03-03,1072.639
2004-03-04,1078.348
2004-03-05,1071.581
2004-03-08,1057.102
2004-03-09,1061.159
2004-03-10,1091.097
2004-03-11,1095.564
2004-03-12,1099.081
2004-03-15,1131.675
2004-03-16,1135.571
2004-03-17,1135.167
2004-03-18,1111.849
2004-03-19,1129.775
2004-03-22,1134.787
2004-03-23,1121.332
2004-03-24,1115.512
2004-03-25,1115.239
2004-03-26,1112.782
2004-03-29,1101.659
2004-03-30,1101.271
2004-03-31,1108.54
2004-04-01,1123.435
2004-04-02,1127.805
2004-04-05,1118.273
2004-04-06,1123.856
2004-04-07,1117.44
2004-04-08,1112.839
2004-04-09,1088.157
2004-04-12,1080.08
2004-04-13,1072.726
2004-04-14,1065.682
2004-04-15,1055.889
2004-04-16,1071.228
2004-04-19,1054.738
2004-04-20,1052.244
2004-04-21,1043.533
2004-04-22,1050.757
2004-04-23,1034.409
2004-04-26,1038.999
2004-04-27,1031.217
2004-04-28,1029.806
2004-04-29,1016.513
2004-04-30,1025.954
2004-05-10,996.164
2004-05-11,1003.898
2004-05-12,1025.02
2004-05-13,1020.998
2004-05-14,997.947
2004-05-17,981.737
2004-05-18,989.207
2004-05-19,988.922
2004-05-20,985.931
2004-05-21,994.45
2004-05-24,991.847
2004-05-25,978.595
2004-05-26,984.998
2004-05-27,1003.286
2004-05-28,995.637
2004-05-31,1001.194
2004-06-01,1014.174
2004-06-02,1001.687
2004-06-03,986.446
2004-06-04,986.225
2004-06-07,973.22
2004-06-08,954.77
2004-06-09,941.304
2004-06-10,944.254
2004-06-11,942.862
2004-06-14,924.594
2004-06-15,942.679
2004-06-16,947.163
2004-06-17,926.036
2004-06-18,910.187
2004-06-21,909.046
2004-06-22,918.798
2004-06-23,912.853
2004-06-24,906.417
2004-06-25,891.79
2004-06-28,883.755
2004-06-29,901.048
2004-06-30,897.707
2004-07-01,925.001
2004-07-02,926.617
2004-07-05,928.666
2004-07-06,931.883
2004-07-07,923.864
2004-07-08,927.035
2004-07-09,923.202
2004-07-12,904.553
2004-07-13,906.966
2004-07-14,912.191
2004-07-15,925.678
2004-07-16,946.178
2004-07-19,947.424
2004-07-20,939.225
2004-07-21,940.508
2004-07-22,913.138
2004-07-23,915.043
2004-07-26,903.751
2004-07-27,903.321
2004-07-28,906.054
2004-07-29,918.792
2004-07-30,906.265
2004-08-02,900.018
2004-08-03,893.301
2004-08-04,923.019
2004-08-05,909.077
2004-08-06,911.555
2004-08-09,920.755
2004-08-10,926.537
2004-08-11,914.606
2004-08-12,907.827
2004-08-13,907.001
2004-08-16,904.008
2004-08-17,910.86
2004-08-18,911.846
2004-08-19,903.316
2004-08-20,904.827
2004-08-23,889.658
2004-08-24,897.767
2004-08-25,894.368
2004-08-26,892.098
2004-08-27,883.704
2004-08-30,882.046
2004-08-31,895.783
2004-09-01,880.542
2004-09-02,881.567
2004-09-03,879.417
2004-09-06,874.691
2004-09-07,877.773
2004-09-08,864.59
2004-09-09,848.455
2004-09-10,851.969
2004-09-13,834.104
2004-09-14,860.097
2004-09-15,892.769
2004-09-16,903.403
2004-09-17,932.315
2004-09-20,965.109
2004-09-21,955.001
2004-09-22,933.101
2004-09-23,967.323
2004-09-24,951.091
2004-09-27,946.137
2004-09-28,947.773
2004-09-29,936.462
2004-09-30,924.355
2004-10-08,936.008
2004-10-11,923.217
2004-10-12,902.718
2004-10-13,901.97
2004-10-14,876.818
2004-10-15,879.718
2004-10-18,882.663
2004-10-19,884.929
2004-10-20,879.385
2004-10-21,864.307
2004-10-22,878.74
2004-10-25,865.653
2004-10-26,875.855
2004-10-27,884.85
2004-10-28,882.912
2004-10-29,870.79
2004-11-01,862.827
2004-11-02,862.246
2004-11-03,877.53
2004-11-04,860.814
2004-11-05,862.261
2004-11-08,864.34
2004-11-09,864.565
2004-11-10,897.765
2004-11-11,894.112
2004-11-12,898.166
2004-11-15,906.985
2004-11-16,906.734
2004-11-17,896.105
2004-11-18,900.816
2004-11-19,906.991
2004-11-22,905.841
2004-11-23,893.285
2004-11-24,889.118
2004-11-25,890.777
2004-11-26,889.083
2004-11-29,879.258
2004-11-30,879.308
2004-12-01,875.397
2004-12-02,871.125
2004-12-03,871.558
2004-12-06,874.998
2004-12-07,868.292
2004-12-08,868.904
2004-12-09,878.716
2004-12-10,868.427
2004-12-13,865.762
2004-12-14,862.056
2004-12-15,867.604
2004-12-16,866.998
2004-12-17,857.251
2004-12-20,845.678
2004-12-21,845.382
2004-12-22,865.077
2004-12-23,850.7
2004-12-24,851.775
2004-12-27,848.194
2004-12-28,848.63
2004-12-29,843.781
2004-12-30,843.529
2004-12-31,842.728
2005-01-04,827.071
2005-01-05,831.428
2005-01-06,822.499
2005-01-07,823.616
2005-01-10,832.986
2005-01-11,837.861
2005-01-12,837.244
2005-01-13,834.221
2005-01-14,829.042
2005-01-17,811.554
2005-01-18,817.309
2005-01-19,810.989
2005-01-20,805.081
2005-01-21,831.847
2005-01-24,842.414
2005-01-25,841.64
2005-01-26,834.669
2005-01-27,821.705
2005-01-28,820.689
2005-01-31,813.753
2005-02-01,817.872
2005-02-02,860.504
2005-02-03,848.486
2005-02-04,872.884
2005-02-16,875.46
2005-02-17,870.085
2005-02-18,856.212
2005-02-21,874.021
2005-02-22,887.07
2005-02-23,877.914
2005-02-24,877.345
2005-02-25,878.503
2005-02-28,868.886
2005-03-01,866.258
2005-03-02,855.879
2005-03-03,861.688
2005-03-04,859.489
2005-03-07,863.704
2005-03-08,876.344
2005-03-09,869.403
2005-03-10,851.531
2005-03-11,853.898
2005-03-14,857.614
2005-03-15,840.955
2005-03-16,832.823
2005-03-17,826.683
2005-03-18,821.028
2005-03-21,823.129
2005-03-22,808.104
2005-03-23,801.981
2005-03-24,808.18
2005-03-25,806.425
2005-03-28,805.556
2005-03-29,802.739
2005-03-30,790.58
2005-03-31,795.667
2005-04-01,822.91
2005-04-04,808.591
2005-04-05,801.885
2005-04-06,816.879
2005-04-07,824.609
2005-04-08,838.056
2005-04-11,830.908
2005-04-12,818.467
2005-04-13,835.628
2005-04-14,826.005
2005-04-15,817.094
2005-04-18,806.389
2005-04-19,809.361
2005-04-20,798.517
2005-04-21,793.445
2005-04-22,794.819
2005-04-25,790.749
2005-04-26,792.303
2005-04-27,782.432
2005-04-28,793.878
2005-04-29,789.732
2005-05-09,775.321
2005-05-10,779.099
2005-05-11,771.586
2005-05-12,753.875
2005-05-13,757.304
2005-05-16,747.871
2005-05-17,750.711
2005-05-18,752.662
2005-05-19,754.785
2005-05-20,753.071
2005-05-23,737.741
2005-05-24,737.35
2005-05-25,737.538
2005-05-26,728.697
2005-05-27,724.522
2005-05-30,729.067
2005-05-31,730.997
2005-06-01,719.025
2005-06-02,701.373
2005-06-03,700.434
2005-06-06,717.213
2005-06-07,713.62
2005-06-08,772.134
2005-06-09,778.577
2005-06-10,766.663
2005-06-13,759.917
2005-06-14,754.548
2005-06-15,745.216
2005-06-16,757.392
2005-06-17,762.178
2005-06-20,780.291
2005-06-21,770.295
2005-06-22,774.15
2005-06-23,768.331
2005-06-24,772.319
2005-06-27,782.382
2005-06-28,775.634
2005-06-29,772.02
2005-06-30,758.717
2005-07-01,748.046
2005-07-04,747.086
2005-07-05,741.205
2005-07-06,734.768
2005-07-07,735.554
2005-07-08,727.556
2005-07-11,726.905
2005-07-12,753.06
2005-07-13,748.55
2005-07-14,753.639
2005-07-15,748.519
2005-07-18,746.921
2005-07-19,747.485
2005-07-20,753.546
2005-07-21,756.981
2005-07-22,768.724
2005-07-25,764.647
2005-07-26,780.753
2005-07-27,792.489
2005-07-28,789.853
2005-07-29,788.632
2005-08-01,789.996
2005-08-02,797.348
2005-08-03,797.744
2005-08-04,795.145
2005-08-05,812.329
2005-08-08,812.722
2005-08-09,814.611
2005-08-10,822.164
2005-08-11,832.238
2005-08-12,822.329
2005-08-15,839.512
2005-08-16,828.229
2005-08-17,833.838
2005-08-18,814.291
2005-08-19,817.685
2005-08-22,823.083
2005-08-23,818.053
2005-08-24,825.453
2005-08-25,823.576
2005-08-26,822.197
2005-08-29,811.312
2005-08-30,809.063
2005-08-31,816.755
2005-09-01,827.9
2005-09-02,829.463
2005-09-05,829.341
2005-09-06,815.753
2005-09-07,825.118
2005-09-08,827.116
2005-09-09,823.639
2005-09-12,821.978
2005-09-13,829.92
2005-09-14,834.013
2005-09-15,833.509
2005-09-16,830.621
2005-09-19,831.569
2005-09-20,827.266
2005-09-21,811.135
2005-09-22,796.939
2005-09-23,793.163
2005-09-26,793.73
2005-09-27,782.235
2005-09-28,782.998
2005-09-29,792.251
2005-09-30,793.652
2005-10-10,787.748
2005-10-11,796.071
2005-10-12,795.324
2005-10-13,788.361
2005-10-14,777.492
2005-10-17,769.321
2005-10-18,771.448
2005-10-19,769.682
2005-10-20,773.676
2005-10-21,774.058
2005-10-24,771.154
2005-10-25,765.029
2005-10-26,749.125
2005-10-27,751.261
2005-10-28,749.964
2005-10-31,759.239
2005-11-01,757.053
2005-11-02,762.938
2005-11-03,755.777
2005-11-04,758.924
2005-11-07,754.201
2005-11-08,758.322
2005-11-09,756.171
2005-11-10,746.352
2005-11-11,746.45
2005-11-14,743.345
2005-11-15,739.234
2005-11-16,744.138
2005-11-17,743.799
2005-11-18,760.566
2005-11-21,758.555
2005-11-22,747.307
2005-11-23,754.156
2005-11-24,761.662
2005-11-25,766.678
2005-11-28,762.905
2005-11-29,755.293
2005-11-30,759.633
2005-12-01,758.936
2005-12-02,757.021
2005-12-05,751.353
2005-12-06,760.202
2005-12-07,767.543
2005-12-08,765.555
2005-12-09,777.031
2005-12-12,774.709
2005-12-13,773.589
2005-12-14,778.494
2005-12-15,778.233
2005-12-16,782.04
2005-12-19,781.804
2005-12-20,787.234
2005-12-21,783.984
2005-12-22,787.388
2005-12-23,791.441
2005-12-26,795.559
2005-12-27,792.155
2005-12-28,793.54
2005-12-29,801.899
2005-12-30,796.396
2006-01-04,812.597
2006-01-05,827.836
2006-01-06,836.895
2006-01-09,838.292
2006-01-10,838.563
2006-01-11,832.276
2006-01-12,836.579
2006-01-13,831.136
2006-01-16,814.891
2006-01-17,818.355
2006-01-18,835.15
2006-01-19,840.591
2006-01-20,840.376
2006-01-23,840.128
2006-01-24,838.46
2006-01-25,846.989
2006-02-06,861.07
2006-02-07,856.669
2006-02-08,862.575
2006-02-09,850.802
2006-02-10,859.97
2006-02-13,859.598
2006-02-14,862.648
2006-02-15,868.021
2006-02-16,856.05
2006-02-17,857.994
2006-02-20,857.973
2006-02-21,872.565
2006-02-22,870.097
2006-02-23,877.654
2006-02-24,882.777
2006-02-27,887.616
2006-02-28,892.904
2006-03-01,895.626
2006-03-02,876.621
2006-03-03,880.371
2006-03-06,879.33
2006-03-07,861.865
2006-03-08,859.32
2006-03-09,853.381
2006-03-10,857.143
2006-03-13,863.677
2006-03-14,860.874
2006-03-15,868.324
2006-03-16,865.722
2006-03-17,863.267
2006-03-20,875.126
2006-03-21,875.232
2006-03-22,875.823
2006-03-23,875.108
2006-03-24,869.439
2006-03-27,872.557
2006-03-28,874.773
2006-03-29,885.291
2006-03-30,877.781
2006-03-31,878.366
2006-04-03,891.556
2006-04-04,900.84
2006-04-05,906.301
2006-04-06,901.647
2006-04-07,897.312
2006-04-10,909.281
2006-04-11,912.391
2006-04-12,908.948
2006-04-13,892.133
2006-04-14,910.633
2006-04-17,921.21
2006-04-18,927.478
2006-04-19,930.833
2006-04-20,922.05
2006-04-21,939.873
2006-04-24,940.902
2006-04-25,931.323
2006-04-26,948.207
2006-04-27,943.343
2006-04-28,964.446
2006-05-08,996.235
2006-05-09,1017.619
2006-05-10,1022.999
2006-05-11,1012.9
2006-05-12,1050.958
2006-05-15,1086.001
