date,nav,ret
2024-03-26,1.0,0.0
2024-03-29,1.0051,0.0
2024-04-01,1.0143,0.0092
2024-04-02,1.0084,-0.0058
2024-04-03,0.9949,-0.0134
2024-04-08,0.9943,-0.0006
2024-04-09,0.9877,-0.0066
2024-04-10,0.9725,-0.0154
2024-04-11,0.9714,-0.0011
2024-04-12,0.9772,0.006
2024-04-15,0.9957,0.0189
2024-04-16,0.9797,-0.0161
2024-04-17,1.0091,0.03
2024-04-18,1.0035,-0.0055000000000000005
2024-04-19,0.9986,-0.0049
2024-04-22,0.9873,-0.0113
2024-04-23,0.9796,-0.0078000000000000005
2024-04-24,0.9978,0.018600000000000002
2024-04-25,0.9912,-0.0066
2024-04-26,1.0122,0.0212
2024-04-29,1.0178,0.0055000000000000005
2024-04-30,1.0128,-0.0049
2024-05-06,1.0065,-0.0062
2024-05-07,1.0039,-0.0026
2024-05-08,0.9962,-0.0077
2024-05-09,0.9979,0.0017000000000000001
2024-05-10,0.9969,-0.001
2024-05-13,0.9909,-0.006
2024-05-14,0.9878,-0.0031
2024-05-15,0.981,-0.0069
2024-05-16,0.9841,0.0032
2024-05-17,0.9904,0.0064
2024-05-20,0.9978,0.0075
2024-05-21,0.9952,-0.0026
2024-05-22,0.9959,0.0007000000000000001
2024-05-23,0.9864,-0.0095
2024-05-24,0.9736,-0.013000000000000001
2024-05-27,0.9892,0.016
2024-05-28,0.9755,-0.0138
2024-05-29,0.972,-0.0036
2024-05-30,0.9724,0.0004
2024-05-31,0.9749,0.0026
2024-06-03,0.9836,0.0089
2024-06-04,0.9859,0.0023
2024-06-05,0.9756,-0.0104
2024-06-06,0.9741,-0.0015
2024-06-07,0.9728,-0.0013
2024-06-11,0.9713,-0.0015
2024-06-12,0.9718,0.0005
2024-06-13,0.9814,0.009899999999999999
2024-06-14,0.9985,0.0174
2024-06-17,0.9962,-0.0023
2024-06-18,1.011,0.0149
2024-06-19,1.0112,0.0002
2024-06-20,0.9964,-0.0146
2024-06-21,1.002,0.005600000000000001
2024-06-24,0.9838,-0.0182
2024-06-25,0.9692,-0.0148
2024-06-26,0.9883,0.0197
2024-06-27,0.9838,-0.0046
2024-06-28,1.0027,0.0192
2024-06-30,1.0026,-0.0001
2024-07-01,1.0064,0.0038
2024-07-02,1.0083,0.0019
2024-07-03,1.0028,-0.0055000000000000005
2024-07-04,0.9954,-0.0074
2024-07-05,0.9977,0.0023
2024-07-08,0.9937,-0.004
2024-07-09,1.0163,0.0227
2024-07-10,1.0154,-0.0009
2024-07-11,1.0169,0.0015
2024-07-12,1.0141,-0.0028000000000000004
2024-07-15,1.0129,-0.0012
2024-07-16,1.0215,0.0085
2024-07-17,1.004,-0.0171
2024-07-18,1.0098,0.0058
2024-07-19,1.0137,0.0039000000000000003
2024-07-22,1.0089,-0.004699999999999999
2024-07-23,0.9949,-0.0139
2024-07-24,0.9964,0.0015
2024-07-25,0.9843,-0.0121
2024-07-26,0.9782,-0.0062
2024-07-29,0.9868,0.0088
2024-07-30,0.9979,0.011200000000000002
2024-07-31,1.0049,0.006999999999999999
2024-08-01,1.0051,0.0002
2024-08-02,0.9929,-0.0121
2024-08-05,0.9615,-0.0316
2024-08-06,0.9658,0.0045000000000000005
2024-08-07,0.9672,0.0014000000000000002
2024-08-08,0.9563,-0.0113
2024-08-09,0.947,-0.0097
2024-08-12,0.9359,-0.011699999999999999
2024-08-13,0.9428,0.0074
2024-08-14,0.9432,0.0004
2024-08-15,0.9533,0.010700000000000001
2024-08-16,0.9636,0.0108
2024-08-19,0.9696,0.0062
2024-08-20,0.9623,-0.0075
2024-08-21,0.9618,-0.0005
2024-08-22,0.9567,-0.0053
2024-08-23,0.9579,0.0013
2024-08-26,0.954,-0.0040999999999999995
2024-08-27,0.9506,-0.0036
2024-08-28,0.9494,-0.0013
2024-08-29,0.9446,-0.0051
2024-08-30,0.9505,0.0062
2024-09-02,0.9358,-0.0155
2024-09-03,0.9445,0.009300000000000001
2024-09-04,0.9408,-0.0039000000000000003
2024-09-05,0.9409,0.0001
2024-09-06,0.9301,-0.0115
2024-09-09,0.9277,-0.0026
2024-09-10,0.9408,0.0141
2024-09-11,0.935,-0.0062
2024-09-12,0.933,-0.0021
2024-09-13,0.9404,0.0079
2024-09-18,0.9406,0.0002
2024-09-19,0.944,0.0036
2024-09-20,0.9564,0.0131
2024-09-23,0.9638,0.0077
2024-09-24,1.0044,0.0421
2024-09-25,1.0179,0.0134
2024-09-26,1.0534,0.0349
2024-09-27,1.0921,0.036699999999999997
2024-09-30,1.1937,0.09300000000000001
2024-10-08,1.2863,0.0776
2024-10-09,1.246,-0.0313
2024-10-10,1.2236,-0.018000000000000002
2024-10-11,1.1705,-0.0434
2024-10-14,1.2131,0.0364
2024-10-15,1.1914,-0.0179
2024-10-16,1.2081,0.013999999999999999
2024-10-17,1.2045,-0.003
2024-10-18,1.2513,0.038900000000000004
2024-10-21,1.2648,0.0108
2024-10-22,1.2525,-0.0097
2024-10-23,1.2343,-0.014499999999999999
2024-10-24,1.2325,-0.0015
2024-10-25,1.2441,0.009399999999999999
2024-10-28,1.2706,0.0213
2024-10-29,1.2731,0.002
2024-10-30,1.2828,0.0076
2024-10-31,1.2937,0.0085
2024-11-01,1.2374,-0.0435
2024-11-04,1.2584,0.017
2024-11-05,1.3015,0.0342
2024-11-06,1.3018,0.0002
2024-11-07,1.3303,0.0219
2024-11-08,1.3339,0.0027
2024-11-11,1.3541,0.0151
2024-11-12,1.3437,-0.0077
