date,nav,ret
2012-03-15,1.0,0.0
2012-03-16,1.0,0.0
2012-03-23,1.0,0.0
2012-03-30,1.001,0.001
2012-04-06,1.002,0.000999
2012-04-13,1.003,0.000998
2012-04-16,1.003,0.0
2012-04-17,1.003,0.0
2012-04-18,1.003,0.0
2012-04-19,1.004,0.000997
2012-04-20,1.005,0.000996
2012-04-23,1.005,0.0
2012-04-24,1.006,0.000995
2012-04-25,1.006,0.0
2012-04-26,1.006,0.0
2012-04-27,1.006,0.0
2012-05-02,1.007,0.000994
2012-05-03,1.007,0.0
2012-05-04,1.008,0.000993
2012-05-07,1.008,0.0
2012-05-08,1.008,0.0
2012-05-09,1.007,-0.000992
2012-05-10,1.007,0.0
2012-05-11,1.008,0.000993
2012-05-14,1.009,0.000992
2012-05-15,1.009,0.0
2012-05-16,1.008,-0.000991
2012-05-17,1.01,0.001984
2012-05-18,1.009,-0.00099
2012-05-21,1.01,0.000991
2012-05-22,1.013,0.00297
2012-05-23,1.014,0.000987
2012-05-24,1.014,0.0
2012-05-25,1.013,-0.000986
2012-05-28,1.017,0.003948999999999999
2012-05-29,1.02,0.00295
2012-05-30,1.021,0.00098
2012-05-31,1.021,0.0
2012-06-01,1.023,0.001959
2012-06-04,1.019,-0.00391
2012-06-05,1.019,0.0
2012-06-06,1.019,0.0
2012-06-07,1.02,0.000981
2012-06-08,1.023,0.0029409999999999996
2012-06-11,1.028,0.004888
2012-06-12,1.03,0.001946
2012-06-13,1.033,0.0029130000000000002
2012-06-14,1.03,-0.002904
2012-06-15,1.031,0.0009710000000000001
2012-06-18,1.034,0.00291
2012-06-19,1.031,-0.0029010000000000004
2012-06-20,1.029,-0.00194
2012-06-21,1.025,-0.003887
2012-06-25,1.021,-0.003902
2012-06-26,1.021,0.0
2012-06-27,1.022,0.000979
2012-06-28,1.021,-0.000978
2012-06-29,1.024,0.002938
2012-06-30,1.024,0.0
2012-07-02,1.026,0.001953
2012-07-03,1.026,0.0
2012-07-04,1.028,0.001949
2012-07-05,1.024,-0.003891
2012-07-06,1.03,0.005859
2012-07-09,1.032,0.0019420000000000001
2012-07-10,1.03,-0.001938
2012-07-11,1.033,0.0029130000000000002
2012-07-12,1.034,0.000968
2012-07-13,1.035,0.000967
2012-07-16,1.031,-0.003865
2012-07-17,1.029,-0.00194
2012-07-18,1.031,0.001944
2012-07-19,1.033,0.00194
2012-07-20,1.03,-0.002904
2012-07-23,1.028,-0.0019420000000000001
2012-07-24,1.028,0.0
2012-07-25,1.025,-0.002918
2012-07-26,1.023,-0.001951
2012-07-27,1.022,-0.000978
2012-07-30,1.021,-0.000978
2012-07-31,1.02,-0.000979
2012-08-01,1.023,0.0029409999999999996
2012-08-02,1.021,-0.001955
2012-08-03,1.023,0.001959
2012-08-06,1.026,0.002933
2012-08-07,1.027,0.0009750000000000001
2012-08-08,1.026,-0.000974
2012-08-09,1.03,0.003899
2012-08-10,1.028,-0.0019420000000000001
2012-08-13,1.024,-0.003891
2012-08-14,1.027,0.00293
2012-08-15,1.025,-0.0019470000000000002
2012-08-16,1.025,0.0
2012-08-17,1.022,-0.0029270000000000003
2012-08-20,1.021,-0.000978
2012-08-21,1.022,0.000979
2012-08-22,1.02,-0.001957
2012-08-23,1.017,-0.0029409999999999996
2012-08-24,1.015,-0.001967
2012-08-27,1.012,-0.002956
2012-08-28,1.009,-0.002964
2012-08-29,1.007,-0.001982
2012-08-30,1.003,-0.003972
2012-08-31,1.004,0.000997
2012-09-03,1.006,0.001992
2012-09-04,1.007,0.000994
2012-09-05,1.004,-0.002979
2012-09-06,1.004,0.0
2012-09-07,1.01,0.005976
2012-09-10,1.01,0.0
2012-09-11,1.008,-0.00198
2012-09-12,1.009,0.000992
2012-09-13,1.006,-0.002973
2012-09-14,1.004,-0.001988
2012-09-17,0.998,-0.005976
2012-09-18,0.997,-0.001002
2012-09-19,0.996,-0.001003
2012-09-20,0.992,-0.0040160000000000005
2012-09-21,0.99,-0.002016
2012-09-24,0.991,0.00101
2012-09-25,0.993,0.0020180000000000003
2012-09-26,0.992,-0.001007
2012-09-27,0.995,0.003024
2012-09-28,1.001,0.00603
2012-09-30,1.001,0.0
2012-10-08,1.0,-0.000999
2012-10-09,1.005,0.005
2012-10-10,1.006,0.000995
2012-10-11,1.005,-0.000994
2012-10-12,1.004,-0.000995
2012-10-15,1.002,-0.001992
2012-10-16,1.004,0.001996
2012-10-17,1.005,0.000996
2012-10-18,1.012,0.006965
2012-10-19,1.012,0.0
2012-10-22,1.013,0.000988
2012-10-23,1.009,-0.003948999999999999
2012-10-24,1.006,-0.002973
2012-10-25,1.003,-0.0029820000000000003
2012-10-26,1.001,-0.001994
2012-10-29,1.001,0.0
2012-10-30,1.004,0.002997
2012-10-31,1.006,0.001992
2012-11-01,1.009,0.0029820000000000003
2012-11-02,1.009,0.0
2012-11-05,1.008,-0.000991
2012-11-06,1.007,-0.000992
2012-11-07,1.007,0.0
2012-11-08,1.007,0.0
2012-11-09,1.006,-0.000993
2012-11-12,1.007,0.000994
2012-11-13,1.005,-0.001986
2012-11-14,1.006,0.000995
2012-11-15,1.006,0.0
2012-11-16,1.004,-0.001988
2012-11-19,1.005,0.000996
2012-11-20,1.006,0.000995
2012-11-21,1.008,0.001988
2012-11-22,1.007,-0.000992
2012-11-23,1.009,0.001986
2012-11-26,1.009,0.0
2012-11-27,1.008,-0.000991
2012-11-28,1.007,-0.000992
2012-11-29,1.006,-0.000993
2012-11-30,1.009,0.0029820000000000003
2012-12-03,1.008,-0.000991
2012-12-04,1.011,0.002976
2012-12-05,1.016,0.004946
2012-12-06,1.017,0.000984
2012-12-07,1.02,0.00295
2012-12-10,1.023,0.0029409999999999996
2012-12-11,1.02,-0.002933
2012-12-12,1.021,0.00098
2012-12-13,1.019,-0.001959
2012-12-14,1.028,0.008832
2012-12-17,1.028,0.0
2012-12-18,1.027,-0.000973
2012-12-19,1.026,-0.000974
2012-12-20,1.027,0.0009750000000000001
2012-12-21,1.028,0.000974
2012-12-24,1.028,0.0
2012-12-25,1.034,0.005837
2012-12-26,1.035,0.000967
2012-12-27,1.033,-0.0019320000000000001
2012-12-28,1.034,0.000968
2012-12-31,1.036,0.001934
2013-01-04,1.037,0.000965
2013-01-07,1.04,0.002893
2013-01-08,1.042,0.001923
2013-01-09,1.043,0.00096
2013-01-10,1.044,0.000959
2013-01-11,1.04,-0.0038309999999999998
2013-01-14,1.046,0.005769
2013-01-15,1.05,0.003824
