序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
2808,009592,博时研究精选持有期混合C,2026-07-31,1.2016,1.2808,2.07,-2.83,-13.78,-5.37,-3.88,28.6,45.28,39.57,0.97,29.55,28.116,0.00%
2809,015749,博时优享回报混合A,2026-07-31,1.2254,1.2254,4.5,-8.8,-30.14,-3.72,1.48,28.6,74.78,44.81,5.44,22.54,28.1531,0.15%
2810,024202,永赢制造升级智选混合发起A,2026-07-31,1.2555,1.2555,1.77,-0.01,-30.22,-7.01,-6.62,28.58,,,-1.26,25.55,25.6631,0.15%
2811,006369,弘毅远方国企转型升级混合A,2026-07-31,1.9415,1.9765,0.84,-0.22,-4.82,1.39,2.04,28.57,70.77,39.82,8.95,100.65,27.3783,0.15%
2812,013553,汇添富成长领先混合C,2026-07-31,1.2213,1.2213,2.12,-5.95,-24.6,-5.44,-0.84,28.57,76.08,45.64,8.36,22.13,28.9243,0.00%
2813,011629,银河核心优势混合A,2026-07-31,0.7348,0.7348,0.52,-1.44,-31.26,-20.43,-30.23,28.53,16.23,-9.49,-20.87,-26.52,26.9743,0.15%
2814,019321,易方达中证500质量成长ETF联接发起式C,2026-07-31,1.5853,1.5853,2.11,0.9,-8.41,0.03,-0.92,28.53,60.81,,8.87,58.53,27.7335,0.00%
2815,010559,汇安鑫利优选混合C,2026-07-31,0.8859,0.8859,1.11,1.43,-8.07,6.49,4.75,28.52,63.63,26.45,10.85,-11.41,27.431,0.00%
2816,011842,嘉实兴锐优选一年持有混合C,2026-07-31,0.9865,0.9865,2.56,-2.81,-13.33,-2.47,2.6,28.52,65.69,29.34,11.65,-1.35,27.8015,0.00%
2817,005968,创金合信工业周期股票A,2026-07-31,2.0362,2.0362,2.63,-2.58,-21.1,-6.88,-8.03,28.51,31.82,-10.8,-5.95,103.62,26.7555,0.15%
2818,020009,国泰金鹏蓝筹混合,2026-07-31,1.648,3.895,2.81,-4.07,-25.09,-9.95,-5.12,28.5,56.42,43.99,4.08,922.89,25.4883,0.15%
2819,014145,长信先进装备三个月持有混合C,2026-07-31,1.0053,1.0053,2.2,-7.12,-30.63,-9.67,8.2,28.49,60.64,45.19,10.78,0.53,27.8032,0.00%
2820,015971,华泰柏瑞景气驱动混合C,2026-07-31,1.5881,1.5881,4.02,-8.46,-30.37,-14.43,-4.45,28.47,78.88,60.61,2.31,58.81,27.8252,0.00%
2821,019536,东方红新兴成长混合C,2026-07-31,1.2788,1.2788,0.99,-2.52,-12.72,-2.4,8.83,28.47,,,12.94,27.88,27.5229,0.00%
2822,010792,华安成长先锋混合A,2026-07-31,1.2827,1.2827,4.51,-12.09,-38.36,-12.41,-0.36,28.46,72.78,22.65,14.79,28.27,27.2141,0.15%
2823,005037,银华新能源新材料A,2026-07-31,1.4214,1.6844,0.4,1.96,-16.16,-22.96,-15.55,28.45,54.52,12.11,-11.48,66.94,27.3542,0.15%
2824,233007,大摩卓越成长混合,2026-07-31,3.2935,3.6655,0.44,-0.43,-9.81,-0.9,5.78,28.44,46.68,13.95,13.96,285.91,28.2615,0.15%
2825,519995,长信金利趋势混合A,2026-07-31,0.4588,4.1692,1.53,-2.11,-14.94,-8.39,-4.22,28.4,58.83,41.8,1.78,735.25,27.5952,1.50%
2826,014308,嘉实多元动力混合C,2026-07-31,0.7609,0.7609,0.09,5.48,9.37,0.11,4.58,28.4,34.84,8.98,10.26,-23.91,27.2621,0.00%
2827,018072,长信均衡优选混合C,2026-07-31,1.4605,1.4605,1.62,-1.76,-15.34,-7.19,-3.9,28.4,64.36,41.11,1.9,46.05,27.9905,0.00%
2828,004945,长信中证500指数增强A,2026-07-31,2.0823,2.0823,2.34,-0.35,-13.45,-11.95,-4.13,28.39,68.59,49.13,4.66,108.21,27.7406,0.15%
2829,013960,万家新机遇成长一年持有期混合发起式A,2026-07-31,1.0777,1.0777,2.69,-3.97,-34.57,-0.76,1.93,28.39,20.9,23.14,3.97,7.77,28.7729,0.15%
2830,015874,工银锂电池ETF联接C,2026-07-31,0.799,0.799,0.6,2.9,-13.07,-21.87,-9.75,28.39,70.29,13.77,-10.74,-20.1,28.3534,0.00%
2831,018827,鑫元科技创新混合A,2026-07-31,1.1627,1.1627,4.32,-11.27,-36.22,-13.94,6.91,28.38,52.63,,6.73,16.27,28.1495,0.12%
2832,019253,富安达科技创新混合C,2026-07-31,1.3916,1.3916,3.17,-9.76,-28.31,-2.07,9.79,28.38,54.79,,8.79,36.48,28.2817,0.00%
2833,007733,南方智锐混合A,2026-07-31,1.6279,1.6979,-0.28,4.34,13.03,-4.68,-6.19,28.37,60.12,43.96,1.36,69.95,26.9615,0.15%
2834,550009,中信保诚中小盘混合A,2026-07-31,4.4585,5.3545,4.72,-4.93,-22.68,-16.94,-3.03,28.36,72.57,41.61,4.0,513.74,25.8539,0.15%
2835,011450,招商企业优选混合A,2026-07-31,0.7617,0.7617,4.41,-12.65,-34.33,-17.79,-7.25,28.36,65.05,28.86,4.86,-23.83,31.4409,0.15%
2836,023911,国联上证科创板综合指数增强A,2026-07-31,1.383,1.383,3.45,-5.08,-24.01,-6.93,-1.94,28.36,,,6.02,38.3,26.7412,0.12%
2837,021642,富国资源精选混合发起式A,2026-07-31,1.2757,1.2757,4.26,-3.07,-35.57,-38.04,-18.15,28.34,27.56,,-6.27,27.57,27.3154,0.15%
2838,002031,华夏策略混合,2026-07-31,5.956,6.556,0.25,2.04,-23.03,1.97,3.78,28.33,44.04,20.01,13.36,711.66,25.6805,0.15%
2839,006104,华泰柏瑞量化智慧混合C,2026-07-31,2.3292,2.4788,2.14,-0.51,-15.06,-5.88,-2.89,28.32,73.65,51.93,6.54,146.8,27.3344,0.00%
2840,020518,易方达深证50ETF联接发起式C,2026-07-31,1.5882,1.5882,1.64,-2.05,-10.93,-2.08,6.18,28.32,50.57,,5.44,58.82,28.4848,0.00%
2841,010186,嘉实核心成长混合A,2026-07-31,0.8244,0.8244,2.26,-3.44,-19.04,-0.31,5.76,28.29,55.46,14.5,16.79,-17.56,27.5766,0.15%
2842,002311,创金合信中证500指数增强A,2026-07-31,1.6196,1.8402,2.51,0.73,-11.5,-3.9,-1.77,28.27,71.21,39.01,7.82,90.36,27.1172,0.15%
2843,013151,长信低碳环保行业量化股票C,2026-07-31,1.8638,1.8638,0.78,0.12,-19.71,-20.9,-8.09,28.27,66.96,10.56,-6.94,-33.14,27.3348,0.00%
2844,018972,富国致弘量化选股股票C,2026-07-31,1.3889,1.3889,1.88,-1.27,-15.84,-5.01,1.65,28.27,55.57,,9.93,38.89,26.9445,0.00%
2845,001421,南方量化成长股票A,2026-07-31,1.469,1.469,3.44,0.24,-16.95,-8.72,-5.34,28.27,62.0,26.97,5.57,46.9,25.5878,0.15%
2846,970184,招商资管核心优势混合A,2026-07-31,1.3197,1.3197,2.06,-2.02,-17.29,-8.61,-3.88,28.26,34.25,13.4,4.45,31.97,26.9308,0.15%
2847,001181,南方改革机遇,2026-07-31,2.315,2.315,1.05,-0.47,-17.14,-4.34,-0.9,28.25,49.94,36.02,6.78,131.5,27.6889,0.15%
2848,015611,万家匠心致远一年持有期混合C,2026-07-31,0.9637,0.9637,2.79,-4.06,-34.98,1.75,3.86,28.25,29.63,-1.61,5.74,-3.63,28.6134,0.00%
2849,023890,国泰海通上证科创板综合价格指数增强C,2026-07-31,1.5204,1.5204,3.39,-5.49,-27.81,-9.67,-2.93,28.25,,,7.81,52.04,26.5418,0.00%
2850,010505,申万菱信创业板量化精选股票C,2026-07-31,1.187,1.187,2.29,0.91,-8.34,-8.44,-3.3,28.21,106.76,62.83,1.49,18.7,26.9926,0.00%
2851,008312,圆信永丰优选价值C,2026-07-31,1.4315,1.4315,0.74,2.94,-4.65,-6.55,1.45,28.19,44.25,20.08,6.57,43.15,27.6643,0.00%
2852,008071,长信利泰灵活配置混合E,2026-07-31,1.243,1.643,2.14,2.7,0.97,-3.28,-2.03,28.18,77.72,33.34,7.76,35.59,27.6312,0.00%
2853,020698,国泰海通科创板量化选股股票发起A,2026-07-31,1.8713,1.8713,3.36,-5.81,-28.19,-10.04,-3.16,28.17,98.78,,7.39,87.13,26.5932,0.15%
2854,002316,创金合信中证500指数增强C,2026-07-31,1.6127,1.8335,2.52,0.74,-11.51,-3.93,-1.81,28.15,70.87,38.61,7.76,89.55,27.0043,0.00%
2855,010133,南方创新成长混合C,2026-07-31,0.8766,0.8766,0.98,-7.13,-17.67,2.1,-0.02,28.14,51.01,21.24,3.63,-12.34,29.3684,0.00%
2856,270005,广发聚丰混合A,2026-07-31,0.7202,5.8929,0.84,3.91,-6.27,-11.69,-18.25,28.13,52.01,2.81,-3.19,465.58,26.373,0.15%
2857,020966,东吴科技创新混合A,2026-07-31,1.6124,1.6124,3.37,-8.65,-25.35,-15.35,-5.46,28.13,,,-2.7,61.24,29.5413,0.15%
2858,004448,博时汇智回报灵活配置混合,2026-07-31,3.0376,3.0376,1.68,-4.1,-29.66,-10.25,-9.57,28.11,62.81,38.15,-1.34,203.76,27.5284,0.15%
2859,014032,南方发展机遇一年持有混合C,2026-07-31,1.7217,1.7217,-0.44,3.84,11.04,-6.5,-9.32,28.11,78.92,81.59,-2.22,72.17,26.9129,0.00%
2860,006682,景顺长城中证500指数增强A,2026-07-31,1.6274,1.885,2.23,-0.36,-15.12,-6.44,-4.96,28.08,63.27,38.63,5.92,90.43,27.0703,0.15%
2861,011499,富国沪深300基本面精选股票C,2026-07-31,1.1128,1.1128,0.5,-1.59,-6.27,-7.24,-4.46,28.06,64.49,34.75,0.78,11.28,26.7282,0.00%
2862,004987,诺德新享灵活配置混合,2026-07-31,1.6754,2.1054,0.16,2.31,12.56,-9.19,-4.93,28.05,17.79,5.01,8.78,104.15,26.8186,0.15%
2863,016981,银河核心优势混合C,2026-07-31,0.7251,0.7251,0.53,-1.43,-31.27,-20.5,-30.37,28.04,15.3,-10.59,-21.06,-26.99,26.4783,0.00%
2864,165313,建信优势动力混合(LOF),2026-07-31,3.738,3.738,2.98,-7.57,-33.61,-8.87,-3.91,28.01,90.81,45.39,10.46,273.8,27.7949,0.15%
2865,010285,长城价值成长六个月持有期混合C,2026-07-31,0.8203,0.8203,1.67,-4.9,-30.95,-5.91,-3.4,28.01,56.55,20.19,1.23,-17.97,27.6136,0.00%
2866,018224,广发均衡价值混合C,2026-07-31,2.3017,2.3017,-0.1,-0.09,-16.54,5.95,0.97,28.01,64.28,27.51,11.27,18.57,28.2284,0.00%
2867,166110,信澳量化先锋(LOF)C,2026-07-31,0.9856,1.2772,4.73,-10.35,-24.32,4.88,8.63,28.0,74.47,8.99,13.74,27.89,27.9169,0.00%
2868,012454,淳厚鑫悦混合A,2026-07-31,1.1054,1.1054,3.9,-6.8,-27.76,-8.9,-13.78,27.98,99.49,64.32,8.33,10.54,26.7515,1.50%
2869,015224,汇添富进取成长混合C,2026-07-31,1.0158,1.0158,3.19,-9.06,-28.97,-11.26,-8.17,27.98,50.07,13.4,0.75,1.58,27.7254,0.00%
2870,015750,博时优享回报混合C,2026-07-31,1.2011,1.2011,4.5,-8.81,-30.17,-3.84,1.24,27.97,73.04,42.65,5.14,20.11,27.5324,0.00%
2871,005038,银华新能源新材料C,2026-07-31,1.3684,1.6274,0.4,1.95,-16.19,-23.03,-15.72,27.94,53.29,10.77,-11.68,60.9,26.8564,0.00%
2872,009379,中银成长优选股票A,2026-07-31,1.1191,1.1191,2.31,-7.41,-30.21,-12.56,-6.29,27.94,63.83,24.19,-3.96,11.91,26.2523,0.15%
2873,015896,天弘中证细分化工产业主题ETF联接A,2026-07-31,0.8549,0.8549,-0.29,2.43,-8.29,-16.5,-13.02,27.94,43.9,10.2,-3.86,-14.51,28.4019,0.10%
2874,398011,中海分红增利混合,2026-07-31,0.7838,2.5318,5.66,-9.4,-38.48,-16.46,-6.77,27.93,43.45,13.69,-2.28,279.5,25.1077,0.15%
2875,013530,弘毅远方国企转型升级混合C,2026-07-31,1.8951,1.8951,0.84,-0.23,-4.86,1.26,1.79,27.93,69.07,37.74,8.63,0.88,26.7541,0.00%
2876,019997,长信优势行业混合A,2026-07-31,1.4899,1.4899,1.46,-2.37,-17.89,4.08,12.04,27.93,53.69,,14.49,48.99,28.8172,0.15%
2877,008934,大成科技消费股票A,2026-07-31,1.0866,1.0866,4.78,-9.99,-32.51,-12.97,-6.07,27.91,56.28,19.07,6.75,8.81,28.1217,0.15%
2878,012148,国投瑞银产业趋势混合A,2026-07-31,0.8423,0.8423,4.36,-8.64,-34.52,-29.78,-18.64,27.91,57.65,-9.78,-16.66,-15.77,26.0928,0.15%
2879,021855,博时中证油气资源ETF发起式联接A,2026-07-31,1.2173,1.2173,0.8,1.92,5.46,-12.31,-6.24,27.91,,,10.98,21.73,29.2937,0.10%
2880,021977,中欧中证细分化工产业主题指数发起A,2026-07-31,1.5475,1.5475,-0.28,1.89,-8.97,-16.99,-13.2,27.9,,,-3.88,54.75,28.3593,0.10%
2881,014020,诺德量化先锋一年持有混合A,2026-07-31,0.9918,0.9918,-0.12,3.18,4.21,1.73,-1.57,27.89,63.58,34.99,4.37,-0.82,26.2635,0.15%
2882,020236,路博迈中国动力股票A,2026-07-31,1.5377,1.5377,2.53,-6.17,-28.43,-18.2,-14.64,27.89,61.25,,-2.88,53.77,27.3458,0.08%
2883,013884,交银主题优选混合C,2026-07-31,2.4156,2.4156,1.1,2.86,-0.99,2.62,6.1,27.88,61.4,19.85,13.47,16.27,26.4977,0.00%
2884,013881,长信中证500指数增强C,2026-07-31,2.0416,2.0416,2.34,-0.36,-13.48,-12.04,-4.33,27.88,67.25,47.33,4.42,25.42,27.2421,0.00%
2885,009076,工银圆兴混合,2026-07-31,1.7049,1.7049,2.0,-6.33,-23.99,-10.41,-3.69,27.87,71.19,36.03,-1.17,70.49,26.3731,0.15%
2886,017824,华安新材料主题股票发起式A,2026-07-31,1.5575,1.5575,1.92,0.97,-24.03,-21.04,-14.99,27.87,55.5,,-10.98,55.75,25.211,0.15%
2887,023912,国联上证科创板综合指数增强C,2026-07-31,1.3767,1.3767,3.44,-5.09,-24.04,-7.01,-2.13,27.87,,,5.78,37.67,26.2564,0.00%
2888,012426,南方价值臻选混合A,2026-07-31,1.2801,1.2801,0.66,-0.25,-13.61,-2.16,1.52,27.86,50.9,38.6,8.26,28.01,27.3731,0.15%
2889,202105,南方广利回报债券A/B,2026-07-31,2.1661,2.4981,1.04,-2.11,-11.09,0.09,3.65,27.85,53.18,38.67,10.84,173.62,27.1484,0.08%
2890,007657,东方红中证竞争力指数A,2026-07-31,1.6629,1.6629,1.13,-0.26,-5.72,-1.75,1.87,27.85,62.66,40.13,6.16,66.29,27.8367,0.12%
2891,017766,华夏兴和混合C,2026-07-31,3.415,3.415,0.06,2.58,-7.55,-17.07,-8.4,27.85,33.35,-3.04,-5.35,-11.46,27.1407,0.00%
2892,018828,鑫元科技创新混合C,2026-07-31,1.1491,1.1491,4.31,-11.28,-36.25,-14.02,6.7,27.85,51.4,,6.47,14.91,27.6352,0.00%
2893,014789,长城产业趋势混合C,2026-07-31,1.0181,1.0181,2.11,-2.79,-22.12,-9.56,-2.65,27.84,53.95,18.98,0.49,1.8,27.1512,0.00%
2894,008265,南方ESG股票C,2026-07-31,1.5926,1.5926,1.67,-3.44,-23.16,-5.28,-1.55,27.8,65.46,57.28,6.83,59.26,28.074,0.00%
2895,024203,永赢制造升级智选混合发起C,2026-07-31,1.2471,1.2471,1.76,-0.02,-30.26,-7.15,-6.91,27.8,,,-1.6,24.71,24.9224,0.00%
2896,013527,嘉实中证细分化工产业主题ETF发起联接A,2026-07-31,0.9591,0.9591,-0.27,2.49,-8.16,-16.42,-12.85,27.79,42.74,9.2,-3.91,-4.09,28.2219,0.10%
2897,010187,嘉实核心成长混合C,2026-07-31,0.8056,0.8056,2.25,-3.46,-19.08,-0.42,5.54,27.77,54.21,13.13,16.5,-19.44,27.0662,0.00%
2898,100020,富国天益价值混合A,2026-07-31,1.7244,5.4907,3.05,-3.26,-31.73,-7.93,9.87,27.76,34.94,1.75,11.22,1622.25,26.8687,0.15%
2899,001886,中欧行业成长混合(LOF)E,2026-07-31,2.3496,2.7251,1.05,-0.86,-8.7,-4.62,-5.28,27.76,60.23,44.4,3.37,200.91,27.3703,0.15%
2900,970185,招商资管核心优势混合C,2026-07-31,1.2411,1.2411,2.06,-2.02,-17.31,-8.68,-4.06,27.76,33.19,12.05,4.22,24.11,26.4493,0.00%
2901,166006,中欧行业成长混合(LOF)A,2026-07-31,2.3393,2.7056,1.05,-0.86,-8.7,-4.62,-5.28,27.75,60.23,44.38,3.37,225.59,27.3643,0.15%
2902,011236,摩根行业睿选股票A,2026-07-31,1.0321,1.0321,0.18,2.87,-2.82,-15.17,5.55,27.75,89.55,49.17,2.33,3.21,28.9803,0.15%
2903,013961,万家新机遇成长一年持有期混合发起式C,2026-07-31,1.0529,1.0529,2.68,-3.98,-34.59,-0.88,1.67,27.75,19.7,21.3,3.66,5.29,28.1212,0.00%
2904,410007,华富价值增长混合A,2026-07-31,2.9294,3.7294,0.79,-0.15,-4.82,-2.2,-1.33,27.71,58.59,17.13,8.56,407.41,26.8084,0.15%
2905,010793,华安成长先锋混合C,2026-07-31,1.2413,1.2413,4.5,-12.1,-38.39,-12.54,-0.65,27.71,70.67,20.44,14.39,24.13,26.4568,0.00%
2906,022167,富国资源精选混合发起式C,2026-07-31,1.2631,1.2631,4.25,-3.08,-35.6,-38.12,-18.36,27.7,,,-6.54,23.88,26.6901,0.00%
2907,002512,长城久润混合A,2026-07-31,1.1403,1.3854,1.31,0.35,-22.07,-12.45,-10.76,27.69,53.43,8.8,2.86,39.79,27.1805,0.15%
2908,015897,天弘中证细分化工产业主题ETF联接C,2026-07-31,0.848,0.848,-0.28,2.43,-8.3,-16.54,-13.11,27.69,43.34,9.55,-3.96,-15.2,28.1548,0.00%
2909,004703,南方兴盛先锋混合A,2026-07-31,2.3114,2.3814,-0.08,3.57,5.83,-0.49,-0.94,27.67,48.93,45.78,6.35,140.98,26.0855,0.15%
2910,010852,中欧内需成长混合A,2026-07-31,0.9776,0.9776,1.4,-1.38,-28.6,-5.47,-3.04,27.67,98.78,52.44,6.34,-2.24,27.3248,0.15%
2911,021673,国泰黄金股ETF联接A,2026-07-31,1.3682,1.3682,2.69,5.06,18.3,-10.66,-30.62,27.67,45.09,,-7.3,36.82,23.0506,0.10%
2912,013528,嘉实中证细分化工产业主题ETF发起联接C,2026-07-31,0.9524,0.9524,-0.27,2.49,-8.17,-16.44,-12.9,27.67,42.38,8.67,-3.96,-4.76,28.0796,0.00%
2913,019797,银河国企主题混合发起式A,2026-07-31,1.418,1.418,-0.04,-3.11,-7.89,6.38,4.04,27.66,41.9,,14.24,41.8,28.0939,0.15%
2914,015039,长信金利趋势混合C,2026-07-31,0.4775,0.7787,1.53,-2.13,-14.99,-8.52,-4.5,27.66,56.92,39.27,1.44,28.71,26.8661,0.00%
2915,023832,华泰柏瑞中证油气产业ETF发起式联接A,2026-07-31,1.3346,1.3346,0.46,2.17,4.82,-10.73,-3.49,27.66,,,10.89,33.46,29.0716,0.12%
2916,020699,国泰海通科创板量化选股股票发起C,2026-07-31,1.8541,1.8541,3.36,-5.83,-28.22,-10.14,-3.36,27.65,97.18,,7.13,85.41,26.0949,0.00%
2917,021856,博时中证油气资源ETF发起式联接C,2026-07-31,1.2128,1.2128,0.8,1.92,5.44,-12.36,-6.33,27.65,,,10.85,21.28,29.035,0.00%
2918,016333,长城产业臻选混合C,2026-07-31,1.2226,1.2226,2.06,-3.36,-22.28,-10.33,-3.51,27.62,60.68,28.94,-0.29,22.26,26.9706,0.00%
2919,005969,创金合信工业周期股票C,2026-07-31,1.9246,1.9246,2.62,-2.59,-21.14,-7.04,-8.35,27.61,29.99,-12.65,-6.33,92.46,25.8814,0.00%
2920,010025,广发聚丰混合C,2026-07-31,0.704,1.1023,0.83,3.9,-6.31,-11.78,-18.41,27.61,50.81,1.6,-3.4,-36.04,25.8716,0.00%
2921,020967,东吴科技创新混合C,2026-07-31,1.5998,1.5998,3.37,-8.65,-25.37,-15.44,-5.65,27.61,,,-2.94,59.98,29.0057,0.00%
2922,016256,中信保诚中小盘混合C,2026-07-31,4.3482,5.1102,4.71,-4.94,-22.72,-17.06,-3.32,27.6,70.55,39.12,3.64,13.29,25.1173,0.00%
2923,000173,汇添富美丽30混合A,2026-07-31,3.422,3.674,3.1,-6.09,-29.21,-13.26,-8.33,27.59,51.28,22.78,0.85,282.37,25.9014,0.15%
2924,002537,平安安盈灵活配置混合A,2026-07-31,3.0076,3.0076,1.55,-1.11,-22.06,-5.67,-1.98,27.59,71.71,34.77,4.8,200.76,28.5244,0.12%
2925,008245,圆信永丰致优混合A,2026-07-31,2.1855,2.4155,0.87,2.32,-7.99,-6.75,0.66,27.59,45.08,21.64,5.76,143.0,27.1597,0.15%
2926,007734,南方智锐混合C,2026-07-31,1.5611,1.6311,-0.28,4.33,12.98,-4.82,-6.48,27.58,58.17,41.34,0.98,63.03,26.1903,0.00%
2927,165516,中信保诚周期轮动混合(LOF)A,2026-07-31,6.8337,7.9727,3.92,-5.32,-22.91,-17.08,-1.67,27.58,68.48,41.34,5.81,879.43,25.9134,0.15%
2928,021978,中欧中证细分化工产业主题指数发起C,2026-07-31,1.5409,1.5409,-0.28,1.88,-8.99,-17.04,-13.31,27.58,,,-4.02,54.09,28.0455,0.00%
2929,016935,景顺长城中证500指数增强C,2026-07-31,1.6042,1.8588,2.22,-0.37,-15.14,-6.54,-5.15,27.57,62.02,37.01,5.67,31.24,26.5798,0.00%
2930,022756,鹏扬中证A500指数增强A,2026-07-31,1.3394,1.3394,1.54,-0.88,-10.39,-4.6,1.07,27.56,,,6.02,33.94,27.1985,0.12%
2931,010455,博时产业精选混合A,2026-07-31,0.9416,0.9416,4.04,-10.2,-34.51,-13.73,-8.82,27.54,47.38,23.54,-2.84,-5.84,27.987,0.15%
2932,002121,广发沪港深新起点股票A,2026-07-31,2.2959,2.3809,1.27,-0.95,-12.84,2.21,1.23,27.53,62.82,66.38,11.42,145.75,28.2196,0.15%
2933,018851,博时标普石油天然气勘探及生产精选行业指数发起(QDII)A人民币,2026-07-30,1.1076,1.1076,1.56,-0.29,12.33,-2.31,21.53,27.52,14.9,,33.03,10.76,,0.10%
2934,001215,博时沪港深优质企业基金A,2026-07-31,1.585,1.585,3.73,-9.79,-33.79,-10.96,-4.69,27.51,80.73,34.78,-1.12,58.5,27.8226,0.15%
2935,013179,广发国证新能源车电池ETF联接A,2026-07-31,0.7596,0.7596,0.61,2.48,-13.46,-22.38,-10.34,27.51,69.67,13.19,-11.33,-24.04,27.4924,0.12%
2936,014534,南方MSCI中国A50互联互通ETF联接A,2026-07-31,1.2425,1.2425,0.46,-1.06,-3.19,0.08,5.72,27.5,50.68,37.22,5.83,24.25,27.7241,0.12%
2937,013341,工银核心机遇混合A,2026-07-31,0.9294,0.9294,1.0,1.39,-9.04,-21.62,-25.83,27.49,67.4,3.83,-11.95,-7.06,25.7135,0.15%
2938,013590,南方比较优势混合A,2026-07-31,1.347,1.347,3.04,-1.05,-14.75,-6.16,-2.24,27.44,47.89,33.52,8.59,34.7,26.8242,0.15%
2939,014410,华夏时代领航两年持有混合A,2026-07-31,1.3948,1.3948,1.08,1.21,-3.54,2.18,6.46,27.43,63.77,42.27,13.91,39.48,26.5814,0.15%
2940,164212,天弘全球新能源汽车股票(QDII-LOF)A,2026-07-30,1.6642,1.6642,2.76,-13.47,-37.75,-18.45,2.53,27.42,64.32,57.52,5.15,66.42,,0.12%
2941,021674,国泰黄金股ETF联接C,2026-07-31,1.3625,1.3625,2.69,5.05,18.27,-10.7,-30.69,27.41,44.5,,-7.41,36.25,22.8141,0.00%
2942,012149,国投瑞银产业趋势混合C,2026-07-31,0.8252,0.8252,4.36,-8.65,-34.54,-29.85,-18.8,27.4,56.38,-10.86,-16.86,-17.48,25.6012,0.00%
2943,013812,景顺长城景气进取混合A,2026-07-31,0.9235,0.9235,1.28,1.05,-11.96,-7.66,2.7,27.4,45.34,13.16,15.87,-7.65,27.5905,0.15%
2944,023833,华泰柏瑞中证油气产业ETF发起式联接C,2026-07-31,1.3308,1.3308,0.46,2.17,4.8,-10.77,-3.58,27.4,,,10.76,33.08,28.8162,0.00%
2945,005674,诺德消费升级混合,2026-07-31,1.4771,1.4771,1.9,0.31,-14.32,2.59,9.58,27.39,44.4,11.82,19.21,47.7,27.2704,0.15%
2946,014535,南方MSCI中国A50互联互通ETF联接C,2026-07-31,1.2304,1.2304,0.47,-1.05,-3.19,0.06,5.67,27.38,50.36,36.51,5.77,23.04,27.6084,0.00%
2947,006392,中信保诚创新成长混合A,2026-07-31,3.355,3.355,1.78,-0.44,-12.85,-3.52,-1.22,27.36,51.91,15.5,6.75,235.5,26.8671,0.15%
2948,024674,兴合景气智选混合发起式A,2026-07-31,1.2736,1.2736,1.89,-3.99,-17.58,-0.48,-0.38,27.36,,,6.63,27.36,,0.15%
2949,007658,东方红中证竞争力指数C,2026-07-31,1.6165,1.6165,1.13,-0.27,-5.75,-1.85,1.67,27.34,61.38,38.47,5.92,61.65,27.3336,0.00%
2950,202107,南方广利回报债券C,2026-07-31,2.2039,2.4209,1.03,-2.11,-11.13,-0.01,3.44,27.33,51.96,36.97,10.58,159.57,26.6391,0.00%
2951,011451,招商企业优选混合C,2026-07-31,0.7295,0.7295,4.42,-12.66,-34.37,-17.95,-7.61,27.33,62.29,25.69,4.38,-27.05,30.4076,0.00%
2952,018865,泓德数字经济混合发起式A,2026-07-31,1.1873,1.6873,2.99,-7.34,-29.87,-0.9,1.84,27.32,96.78,,11.49,64.8,25.5614,0.15%
2953,012455,淳厚鑫悦混合C,2026-07-31,1.0793,1.0793,3.9,-6.81,-27.79,-9.01,-13.99,27.31,97.49,61.86,8.02,7.93,26.0864,0.00%
2954,017878,华安匠心甄选混合A,2026-07-31,1.3872,1.3872,0.82,-5.57,-20.95,6.18,24.11,27.31,85.93,49.35,34.09,38.72,30.4127,0.15%
2955,160919,大成产业升级股票(LOF)A,2026-07-31,3.6081,5.5941,0.68,1.46,-9.79,-6.31,-0.38,27.29,35.91,21.65,4.44,240.67,26.4359,0.15%
2956,000273,华润元大安鑫灵活配置混合A,2026-07-31,2.3395,3.0615,0.72,-6.54,-11.69,18.55,6.98,27.26,57.55,32.11,15.66,256.53,25.5164,0.12%
2957,006341,中金MSCI质量A,2026-07-31,2.1641,2.1641,1.46,-0.83,-5.68,-2.75,-0.25,27.26,49.2,11.22,2.52,116.41,27.3749,0.10%
2958,013180,广发国证新能源车电池ETF联接C,2026-07-31,0.7522,0.7522,0.62,2.47,-13.47,-22.42,-10.43,27.25,69.0,12.52,-11.44,-24.78,27.2327,0.00%
2959,017825,华安新材料主题股票发起式C,2026-07-31,1.5367,1.5367,1.92,0.97,-24.06,-21.13,-15.2,27.25,53.98,,-11.24,53.67,24.6108,0.00%
2960,020380,华富价值增长混合C,2026-07-31,2.9006,2.9006,0.79,-0.15,-4.86,-2.3,-1.53,27.21,57.35,,8.3,31.52,26.3107,0.00%
2961,020237,路博迈中国动力股票C,2026-07-31,1.5215,1.5215,2.52,-6.18,-28.45,-18.3,-14.85,27.21,59.77,,-3.18,52.15,26.6755,0.00%
2962,024810,华夏财富优选一年持有混合(FOF)A,2026-07-29,1.6441,1.6441,0.09,-3.42,-16.94,-2.74,4.77,27.2,,,13.33,28.6,,0.10%
2963,014455,中银成长优选股票C,2026-07-31,1.0891,1.0891,2.31,-7.42,-30.25,-12.69,-6.56,27.19,61.88,21.99,-4.3,-8.51,25.5157,0.00%
