date,close,pe
2022-08-17,6222.34,8.62
2022-08-18,6180.65,8.56
2022-08-19,6326.69,8.7
2022-08-22,6425.65,8.82
2022-08-23,6581.05,8.96
2022-08-24,6508.62,8.96
2022-08-25,6814.22,9.31
2022-08-26,6676.19,9.16
2022-08-29,6822.44,9.28
2022-08-30,6517.52,9.07
2022-08-31,6352.09,8.93
2022-09-01,6491.83,7.74
2022-09-02,6440.18,7.73
2022-09-05,6776.59,8.05
2022-09-06,6903.67,8.16
2022-09-07,6915.01,8.13
2022-09-08,6779.97,8.05
2022-09-09,6833.67,8.13
2022-09-13,6761.16,8.06
2022-09-14,6670.3,8.0
2022-09-15,6629.72,8.01
2022-09-16,6329.06,7.7
2022-09-19,6405.48,7.71
2022-09-20,6455.77,7.63
2022-09-21,6512.8,7.69
2022-09-22,6698.29,7.89
2022-09-23,6552.84,7.87
2022-09-26,6363.48,7.54
2022-09-27,6333.13,7.54
2022-09-28,6269.87,7.5
2022-09-29,6434.56,7.62
2022-09-30,6464.39,7.65
2022-10-10,6517.18,7.78
2022-10-11,6487.52,7.7
2022-10-12,6532.39,7.73
2022-10-13,6275.32,7.54
2022-10-14,6339.47,7.62
2022-10-17,6304.56,7.57
2022-10-18,6312.31,7.55
2022-10-19,6315.51,7.52
2022-10-20,6180.1,7.48
2022-10-21,6228.05,7.55
2022-10-24,6098.52,7.45
2022-10-25,6044.96,7.39
2022-10-26,5948.87,7.28
2022-10-27,5967.97,7.34
2022-10-28,5907.19,7.32
2022-10-31,5653.65,6.96
2022-11-01,5679.74,6.66
2022-11-02,5793.14,6.76
2022-11-03,5761.56,6.76
2022-11-04,5966.83,6.92
2022-11-07,6062.7,7.04
2022-11-08,6008.09,7.02
2022-11-09,5915.17,6.93
2022-11-10,5923.97,6.89
2022-11-11,6048.49,7.01
2022-11-14,5882.36,6.87
2022-11-15,5915.46,6.88
2022-11-16,5944.56,6.93
2022-11-17,5727.5,6.8
2022-11-18,5673.34,6.75
2022-11-21,5650.37,6.71
2022-11-22,5697.34,6.83
2022-11-23,5756.24,6.94
2022-11-24,5809.84,6.94
2022-11-25,5921.81,7.1
2022-11-28,5840.38,7.02
2022-11-29,5922.04,7.09
2022-11-30,5995.05,7.16
2022-12-01,5911.99,7.07
2022-12-02,5852.72,7.02
2022-12-05,5945.47,7.17
2022-12-06,5941.61,7.17
2022-12-07,5835.47,7.03
2022-12-08,5802.41,6.98
2022-12-09,5832.7,6.99
2022-12-12,5682.26,6.45
2022-12-13,5700.2,6.47
2022-12-14,5738.21,6.5
2022-12-15,5653.43,6.42
2022-12-16,5686.69,6.46
2022-12-19,5518.89,6.32
2022-12-20,5494.92,6.3
2022-12-21,5485.55,6.29
2022-12-22,5354.34,6.24
2022-12-23,5353.36,6.23
2022-12-26,5370.05,6.23
2022-12-27,5478.9,6.3
2022-12-28,5449.8,6.33
2022-12-29,5332.62,6.21
2022-12-30,5334.51,6.22
2023-01-03,5375.54,6.27
2023-01-04,5275.44,6.21
2023-01-05,5292.19,6.21
2023-01-06,5351.8,6.23
2023-01-09,5400.57,6.26
2023-01-10,5356.79,6.23
2023-01-11,5543.29,6.34
2023-01-12,5551.95,6.39
2023-01-13,5548.25,6.42
2023-01-16,5549.12,6.43
2023-01-17,5512.83,6.4
2023-01-18,5559.92,6.43
2023-01-19,5612.23,6.47
2023-01-20,5763.55,6.58
2023-01-30,5671.41,6.52
2023-01-31,5716.07,6.51
2023-02-01,5723.67,6.53
2023-02-02,5773.02,6.54
2023-02-03,5709.39,6.49
2023-02-06,5670.9,6.47
2023-02-07,5697.73,6.5
2023-02-08,5660.79,6.47
2023-02-09,5673.99,6.49
2023-02-10,5595.55,6.43
2023-02-13,5576.07,6.43
2023-02-14,5591.05,6.45
2023-02-15,5561.53,6.42
2023-02-16,5490.61,6.4
2023-02-17,5599.82,6.44
2023-02-20,5754.3,6.59
2023-02-21,5951.0,6.69
2023-02-22,5961.1,6.67
2023-02-23,6011.78,6.7
2023-02-24,5992.96,6.68
2023-02-27,6044.86,6.69
2023-02-28,5994.2,6.7
2023-03-01,6018.51,6.76
2023-03-02,6065.63,6.84
2023-03-03,6085.62,6.97
2023-03-06,5959.64,6.94
2023-03-07,5996.96,7.09
2023-03-08,5973.23,7.05
2023-03-09,5954.47,7.05
2023-03-10,5816.61,6.89
2023-03-13,5922.32,7.17
2023-03-14,5826.7,7.05
2023-03-15,5830.87,7.11
2023-03-16,5638.55,6.91
2023-03-17,5723.98,7.2
2023-03-20,5690.24,7.15
2023-03-21,5673.09,7.06
2023-03-22,5735.51,7.12
2023-03-23,5785.0,7.2
2023-03-24,5726.76,7.06
2023-03-27,5777.22,7.02
2023-03-28,5780.83,7.13
2023-03-29,5740.35,7.05
2023-03-30,5930.99,7.41
2023-03-31,5884.26,7.37
2023-04-03,5899.81,7.39
2023-04-04,5948.34,7.57
2023-04-06,5871.56,7.54
2023-04-07,5809.27,7.47
2023-04-10,5776.36,7.68
2023-04-11,5772.12,7.76
2023-04-12,5873.83,7.98
2023-04-13,5832.31,7.91
2023-04-14,5856.29,7.99
2023-04-17,6034.4,8.39
2023-04-18,6152.95,8.41
2023-04-19,6140.86,8.33
2023-04-20,6106.65,8.41
2023-04-21,6002.58,8.32
2023-04-24,5954.88,8.33
2023-04-25,5940.99,8.56
2023-04-26,6019.0,8.54
2023-04-27,6016.05,8.54
2023-04-28,6076.21,8.83
2023-05-04,6080.17,8.34
2023-05-05,6001.97,8.27
2023-05-08,6211.46,8.77
2023-05-09,6192.68,8.48
2023-05-10,6070.34,8.16
2023-05-11,6083.37,8.06
2023-05-12,5995.82,7.95
2023-05-15,6086.79,7.99
2023-05-16,6090.83,8.03
2023-05-17,6055.21,7.99
2023-05-18,6084.55,8.18
2023-05-19,6009.3,8.01
2023-05-22,5947.36,7.94
2023-05-23,5898.68,7.82
2023-05-24,5818.54,7.67
2023-05-25,5737.06,7.6
2023-05-26,5645.78,7.54
2023-05-29,5724.33,7.91
2023-05-30,5699.37,7.9
2023-05-31,5542.34,7.71
2023-06-01,5565.77,7.82
2023-06-02,5608.14,7.86
2023-06-05,5615.98,7.94
2023-06-06,5617.6,7.91
2023-06-07,5574.18,7.89
2023-06-08,5495.28,8.0
2023-06-09,5517.02,8.05
2023-06-12,5535.38,7.97
2023-06-13,5490.27,7.85
2023-06-14,5477.61,7.85
2023-06-15,5474.28,7.81
2023-06-16,5471.53,7.73
2023-06-19,5422.4,7.65
2023-06-20,5343.72,7.5
2023-06-21,5283.12,7.53
2023-06-26,5232.55,7.43
2023-06-27,5316.64,7.65
2023-06-28,5401.1,7.61
2023-06-29,5339.77,7.55
2023-06-30,5414.35,7.6
2023-07-03,5556.76,7.88
2023-07-04,5546.29,7.86
2023-07-05,5575.38,7.88
2023-07-06,5581.47,7.87
2023-07-07,5632.83,7.89
2023-07-10,5636.11,7.82
2023-07-11,5598.25,7.8
2023-07-12,5573.65,7.82
2023-07-13,5635.66,8.12
2023-07-14,5671.17,8.14
2023-07-17,5527.94,7.73
2023-07-18,5499.45,7.66
2023-07-19,5517.83,7.71
2023-07-20,5498.15,7.61
2023-07-21,5454.72,7.58
2023-07-24,5416.86,7.54
2023-07-25,5500.42,7.64
2023-07-26,5469.99,7.49
2023-07-27,5436.7,7.47
2023-07-28,5494.42,7.55
2023-07-31,5457.82,7.49
2023-08-01,5491.99,7.59
2023-08-02,5372.78,7.26
2023-08-03,5375.46,7.23
2023-08-04,5365.52,7.26
2023-08-07,5357.8,7.31
2023-08-08,5378.97,7.38
2023-08-09,5345.66,7.37
2023-08-10,5407.15,7.5
2023-08-11,5299.2,7.36
2023-08-14,5287.14,7.39
2023-08-15,5305.89,7.41
2023-08-16,5266.28,7.28
2023-08-17,5254.38,7.31
2023-08-18,5225.65,7.28
2023-08-21,5155.45,7.18
2023-08-22,5237.7,7.34
2023-08-23,5301.55,7.38
2023-08-24,5260.42,7.3
2023-08-25,5235.59,7.33
2023-08-28,5380.79,7.46
2023-08-29,5366.28,7.38
2023-08-30,5322.8,7.37
2023-08-31,5318.53,7.36
2023-09-01,5509.6,7.46
2023-09-04,5684.14,7.67
2023-09-05,5713.59,7.69
2023-09-06,5749.22,7.76
2023-09-07,5772.77,7.85
2023-09-08,5677.35,7.71
2023-09-11,5712.98,7.75
2023-09-12,5691.69,7.73
2023-09-13,5755.36,7.85
2023-09-14,5920.89,7.96
2023-09-15,5861.66,7.85
2023-09-18,5885.73,7.81
2023-09-19,5940.05,7.92
2023-09-20,5914.13,7.81
2023-09-21,5875.54,7.73
2023-09-22,5856.82,7.81
2023-09-25,5832.38,7.73
2023-09-26,5784.72,7.69
2023-09-27,5738.04,7.7
2023-09-28,5763.28,7.67
2023-10-09,5806.13,7.66
2023-10-10,5696.47,7.52
2023-10-11,5623.68,7.39
2023-10-12,5627.72,7.4
2023-10-13,5665.26,7.43
2023-10-16,5728.96,7.52
2023-10-17,5767.33,7.61
2023-10-18,5738.43,7.62
2023-10-19,5651.19,7.43
2023-10-20,5613.3,7.37
2023-10-23,5507.49,7.25
2023-10-24,5579.8,7.38
2023-10-25,5602.71,7.13
2023-10-26,5552.58,7.2
2023-10-27,5528.74,7.18
2023-10-30,5456.65,6.95
2023-10-31,5516.53,6.99
2023-11-01,5476.2,7.0
2023-11-02,5479.43,7.07
2023-11-03,5505.17,7.11
2023-11-06,5400.1,6.9
2023-11-07,5437.11,6.92
2023-11-08,5387.27,6.86
2023-11-09,5532.35,6.97
2023-11-10,5600.42,6.99
2023-11-13,5642.05,7.05
2023-11-14,5570.4,6.99
2023-11-15,5627.35,7.08
2023-11-16,5634.34,7.05
2023-11-17,5612.76,6.99
2023-11-20,5611.13,7.03
2023-11-21,5632.91,7.05
2023-11-22,5627.77,7.04
2023-11-23,5697.99,7.06
2023-11-24,5742.35,7.09
2023-11-27,5836.5,7.12
2023-11-28,5841.29,7.09
2023-11-29,5917.8,7.1
2023-11-30,5911.56,7.17
2023-12-01,5973.56,7.18
2023-12-04,6026.81,7.22
2023-12-05,5889.86,7.08
2023-12-06,5893.36,6.95
2023-12-07,5882.72,6.91
2023-12-08,5872.35,6.98
2023-12-11,6054.22,7.25
2023-12-12,6095.29,7.3
2023-12-13,6031.61,7.18
2023-12-14,6043.43,7.17
2023-12-15,5990.59,7.12
2023-12-18,6003.93,7.17
2023-12-19,5984.53,7.17
2023-12-20,6016.2,7.19
2023-12-21,6020.28,7.18
2023-12-22,6087.73,7.28
2023-12-25,6156.46,7.37
2023-12-26,6057.71,7.35
2023-12-27,6143.91,7.47
2023-12-28,6004.62,7.38
2023-12-29,6062.17,7.43
2024-01-02,6280.18,7.57
2024-01-03,6364.0,7.71
2024-01-04,6414.38,7.81
2024-01-05,6401.35,7.82
2024-01-08,6370.72,7.8
2024-01-09,6434.58,7.83
2024-01-10,6362.47,7.77
2024-01-11,6240.84,7.6
2024-01-12,6263.45,7.63
2024-01-15,6295.13,7.72
2024-01-16,6304.04,7.74
2024-01-17,6217.06,7.64
2024-01-18,6175.03,7.62
2024-01-19,6069.68,7.53
2024-01-22,5889.48,7.43
2024-01-23,6017.72,7.47
2024-01-24,6162.67,7.71
2024-01-25,6409.28,8.2
2024-01-26,6475.22,8.45
2024-01-29,6454.78,8.42
2024-01-30,6399.5,8.42
2024-01-31,6427.37,8.48
2024-02-01,6337.42,8.3
2024-02-02,6345.8,8.33
2024-02-05,6408.01,8.53
2024-02-06,6392.22,8.4
2024-02-07,6557.48,8.56
2024-02-08,6553.73,8.52
2024-02-19,6860.07,8.92
2024-02-20,6956.82,8.94
2024-02-21,6918.93,8.94
2024-02-22,7306.09,9.37
2024-02-23,7156.98,9.22
2024-02-26,6990.91,9.0
2024-02-27,6989.03,9.01
2024-02-28,6940.68,8.99
2024-02-29,6933.15,8.98
2024-03-01,6994.14,8.95
2024-03-04,7183.97,9.22
2024-03-05,7178.44,9.22
2024-03-06,7228.35,9.2
2024-03-07,7288.04,9.3
2024-03-08,7237.15,9.32
2024-03-11,6972.04,9.09
2024-03-12,6698.47,8.75
2024-03-13,6665.53,8.74
2024-03-14,6710.61,8.82
2024-03-15,6598.05,8.79
2024-03-18,6475.86,8.74
2024-03-19,6545.17,8.79
2024-03-20,6592.02,8.94
2024-03-21,6583.44,8.96
2024-03-22,6603.6,8.93
2024-03-25,6593.16,9.05
2024-03-26,6455.02,8.94
2024-03-27,6440.74,8.95
2024-03-28,6459.75,8.98
2024-03-29,6600.37,9.34
2024-04-01,6469.62,9.21
2024-04-02,6517.78,9.37
2024-04-03,6724.64,9.55
2024-04-08,6701.38,9.58
2024-04-09,6717.96,9.48
2024-04-10,6842.41,9.61
2024-04-11,6934.36,9.61
2024-04-12,6901.44,9.6
2024-04-15,7099.58,9.95
2024-04-16,7128.3,10.1
2024-04-17,7182.61,10.12
2024-04-18,7182.11,9.95
2024-04-19,7207.29,10.13
2024-04-22,6859.64,9.79
2024-04-23,6662.79,9.58
2024-04-24,6608.86,9.61
2024-04-25,6675.68,9.7
2024-04-26,6585.11,9.71
2024-04-29,6550.33,9.41
2024-04-30,6590.03,9.5
2024-05-06,6631.42,11.78
2024-05-07,6691.52,11.9
2024-05-08,6845.3,12.06
2024-05-09,6840.69,12.0
2024-05-10,6853.7,12.02
2024-05-13,6773.4,11.93
2024-05-14,6648.26,11.8
2024-05-15,6670.81,11.79
2024-05-16,6648.13,11.7
2024-05-17,6695.91,11.8
2024-05-20,6955.5,12.12
2024-05-21,6989.93,12.14
2024-05-22,7010.97,12.12
2024-05-23,6893.6,12.01
2024-05-24,6798.76,11.99
2024-05-27,6955.24,12.26
2024-05-28,6995.87,12.42
2024-05-29,7091.53,12.54
2024-05-30,6926.71,12.28
2024-05-31,6926.74,12.19
2024-06-03,6925.53,12.25
2024-06-04,6813.08,12.02
2024-06-05,6733.62,11.88
2024-06-06,6829.32,12.14
2024-06-07,6847.48,12.14
2024-06-11,6716.72,11.94
2024-06-12,6961.28,12.22
2024-06-13,6866.34,12.11
2024-06-14,6805.67,12.03
2024-06-17,6639.13,11.79
2024-06-18,6652.28,11.86
2024-06-19,6619.19,11.92
2024-06-20,6668.68,12.13
2024-06-21,6605.9,12.03
2024-06-24,6468.5,12.0
2024-06-25,6460.04,11.98
2024-06-26,6439.09,11.79
2024-06-27,6375.95,11.76
2024-06-28,6426.64,12.18
2024-07-01,6635.96,12.39
2024-07-02,6603.15,12.55
2024-07-03,6482.39,12.41
2024-07-04,6444.35,12.47
2024-07-05,6407.42,12.36
2024-07-08,6277.68,12.19
2024-07-09,6330.79,12.2
2024-07-10,6026.48,11.8
2024-07-11,6069.28,11.87
2024-07-12,5897.22,11.71
2024-07-15,6024.37,11.95
2024-07-16,6015.97,11.95
2024-07-17,5901.42,11.63
2024-07-18,5908.57,11.74
2024-07-19,5884.43,11.61
2024-07-22,5794.62,11.35
2024-07-23,5680.34,11.21
2024-07-24,5687.01,11.35
2024-07-25,5614.53,11.08
2024-07-26,5644.59,11.01
2024-07-29,5589.85,11.05
2024-07-30,5493.95,10.7
2024-07-31,5678.88,10.86
2024-08-01,5636.96,10.88
2024-08-02,5588.33,10.78
2024-08-05,5504.09,10.44
2024-08-06,5557.98,10.46
2024-08-07,5605.68,10.6
2024-08-08,5568.64,10.54
2024-08-09,5586.83,10.67
2024-08-12,5624.8,10.7
2024-08-13,5599.7,10.74
2024-08-14,5522.53,10.72
2024-08-15,5637.59,10.88
2024-08-16,5649.14,10.99
2024-08-19,5649.0,11.02
2024-08-20,5448.63,10.8
2024-08-21,5413.21,10.82
2024-08-22,5399.76,10.83
2024-08-23,5418.75,10.89
2024-08-26,5420.77,10.98
2024-08-27,5512.17,11.31
2024-08-28,5508.43,11.2
2024-08-29,5473.76,10.94
2024-08-30,5536.67,10.97
2024-09-02,5615.1,11.34
2024-09-03,5543.22,11.02
2024-09-04,5458.33,10.69
2024-09-05,5388.6,10.54
2024-09-06,5273.19,10.4
2024-09-09,5128.04,10.11
2024-09-10,5149.94,10.22
2024-09-11,5037.73,10.0
2024-09-12,5070.83,10.12
2024-09-13,5012.54,10.1
2024-09-18,5167.43,10.34
2024-09-19,5208.56,10.2
2024-09-20,5225.65,10.3
2024-09-23,5327.62,10.46
2024-09-24,5638.52,10.96
2024-09-25,5660.99,11.01
2024-09-26,5881.06,11.16
2024-09-27,5963.15,11.11
2024-09-30,6353.99,11.78
2024-10-08,6296.9,11.85
2024-10-09,5787.34,10.94
2024-10-10,6090.78,11.44
2024-10-11,5956.93,11.31
2024-10-14,6069.12,11.41
2024-10-15,5894.89,11.06
2024-10-16,5873.71,11.03
2024-10-17,5806.73,10.92
2024-10-18,5882.28,11.12
2024-10-21,5873.56,11.03
2024-10-22,5904.19,11.07
2024-10-23,5902.95,11.05
2024-10-24,5849.08,11.0
2024-10-25,5861.14,10.94
2024-10-28,5941.63,10.96
2024-10-29,5772.04,10.74
2024-10-30,5709.45,10.63
2024-10-31,5669.07,10.58
2024-11-01,5736.58,11.21
2024-11-04,5757.71,11.13
2024-11-05,5802.61,11.21
2024-11-06,5738.51,11.12
2024-11-07,5876.43,11.28
2024-11-08,5834.4,11.16
2024-11-11,5732.6,10.94
2024-11-12,5687.65,10.83
2024-11-13,5729.57,10.94
2024-11-14,5654.14,10.91
2024-11-15,5666.05,10.96
2024-11-18,5770.29,11.14
2024-11-19,5749.02,11.08
2024-11-20,5764.76,11.1
2024-11-21,5772.29,11.1
2024-11-22,5591.24,10.88
2024-11-25,5593.27,10.92
2024-11-26,5564.09,10.9
2024-11-27,5612.65,10.98
2024-11-28,5554.18,10.94
2024-11-29,5586.16,10.93
2024-12-02,5596.83,10.89
2024-12-03,5661.58,11.01
2024-12-04,5773.33,11.4
2024-12-05,5746.25,11.26
2024-12-06,5782.0,11.31
2024-12-09,5778.17,11.4
2024-12-10,5764.54,11.35
2024-12-11,5873.92,11.49
2024-12-12,5857.94,11.48
2024-12-13,5710.74,11.26
2024-12-16,5773.66,13.42
2024-12-17,5747.3,13.36
2024-12-18,5776.07,13.44
2024-12-19,5667.12,13.26
2024-12-20,5567.87,12.96
2024-12-23,5520.45,13.08
2024-12-24,5539.41,13.11
2024-12-25,5588.21,13.37
2024-12-26,5530.74,13.17
2024-12-27,5531.4,13.15
2024-12-30,5601.75,13.33
2024-12-31,5568.97,13.37
2025-01-02,5428.26,13.1
2025-01-03,5443.61,13.08
2025-01-06,5451.3,13.03
2025-01-07,5395.53,12.88
2025-01-08,5343.57,12.85
2025-01-09,5243.83,12.52
2025-01-10,5162.1,12.36
2025-01-13,5153.1,12.27
2025-01-14,5236.72,12.41
2025-01-15,5215.05,12.37
2025-01-16,5282.74,12.49
2025-01-17,5255.15,12.41
2025-01-20,5181.06,12.23
2025-01-21,5115.35,12.06
2025-01-22,5076.2,11.96
2025-01-23,5094.45,12.04
2025-01-24,5131.74,12.15
2025-01-27,5180.31,12.31
2025-02-05,5090.71,12.05
2025-02-06,5114.91,12.11
2025-02-07,5170.26,12.17
2025-02-10,5149.49,12.12
2025-02-11,5130.0,12.1
2025-02-12,5110.67,12.05
2025-02-13,5112.34,12.02
2025-02-14,5107.47,12.02
2025-02-17,5061.27,11.85
2025-02-18,5017.79,11.71
2025-02-19,4984.22,11.57
2025-02-20,4976.62,11.55
2025-02-21,4958.27,11.45
2025-02-24,4962.34,11.49
2025-02-25,4957.67,11.44
2025-02-26,4990.16,11.42
2025-02-27,4963.3,11.45
2025-02-28,4921.05,11.34
2025-03-03,4929.39,11.33
2025-03-04,4877.77,11.21
2025-03-05,4855.09,11.26
2025-03-06,4879.96,11.26
2025-03-07,4905.84,11.35
2025-03-10,4962.98,11.4
2025-03-11,4966.56,11.44
2025-03-12,4932.37,11.33
