date,close
2005-01-04,981.182
2005-01-05,985.459
2005-01-06,976.057
2005-01-07,982.918
2005-01-10,988.166
2005-01-11,989.988
2005-01-12,988.353
2005-01-13,988.504
2005-01-14,983.534
2005-01-17,959.567
2005-01-18,964.722
2005-01-19,959.127
2005-01-20,952.423
2005-01-21,980.389
2005-01-24,995.501
2005-01-25,1000.481
2005-01-26,992.152
2005-01-27,979.558
2005-01-28,971.96
2005-01-31,962.9
2005-02-01,965.282
2005-02-02,1015.563
2005-02-03,1009.4
2005-02-04,1032.173
2005-02-16,1039.818
2005-02-17,1032.372
2005-02-18,1016.994
2005-02-21,1037.464
2005-02-22,1054.066
2005-02-23,1052.909
2005-02-24,1052.304
2005-02-25,1052.356
2005-02-28,1044.448
2005-03-01,1038.291
2005-03-02,1019.315
2005-03-03,1027.63
2005-03-04,1021.305
2005-03-07,1025.32
2005-03-08,1042.22
2005-03-09,1044.422
2005-03-10,1019.438
2005-03-11,1023.994
2005-03-14,1028.625
2005-03-15,1007.429
2005-03-16,1000.251
2005-03-17,986.174
2005-03-18,975.696
2005-03-21,980.707
2005-03-22,968.313
2005-03-23,959.876
2005-03-24,967.407
2005-03-25,965.416
2005-03-28,964.941
2005-03-29,960.126
2005-03-30,947.264
2005-03-31,951.063
2005-04-01,982.742
2005-04-04,963.604
2005-04-05,952.705
2005-04-06,964.733
2005-04-07,971.149
2005-04-08,989.072
2005-04-11,983.877
2005-04-12,970.752
2005-04-13,995.041
2005-04-14,988.564
2005-04-15,977.553
2005-04-18,963.623
2005-04-19,961.523
2005-04-20,955.561
2005-04-21,947.14
2005-04-22,947.879
2005-04-25,939.673
2005-04-26,942.135
2005-04-27,920.384
2005-04-28,926.343
2005-04-29,916.095
2005-05-09,898.543
2005-05-10,904.663
2005-05-11,896.517
2005-05-12,873.193
2005-05-13,869.601
2005-05-16,859.829
2005-05-17,863.854
2005-05-18,864.976
2005-05-19,864.743
2005-05-20,863.706
2005-05-23,839.164
2005-05-24,838.402
2005-05-25,837.352
2005-05-26,830.965
2005-05-27,825.848
2005-05-30,831.888
2005-05-31,834.569
2005-06-01,820.326
2005-06-02,802.81
2005-06-03,797.74
2005-06-06,813.7
2005-06-07,810.672
2005-06-08,879.31
2005-06-09,885.822
2005-06-10,875.212
2005-06-13,859.38
2005-06-14,858.403
2005-06-15,851.182
2005-06-16,863.349
2005-06-17,872.519
2005-06-20,885.675
2005-06-21,878.801
2005-06-22,875.11
2005-06-23,870.203
2005-06-24,875.614
2005-06-27,888.173
2005-06-28,880.356
2005-06-29,883.65
2005-06-30,866.569
2005-07-01,860.503
2005-07-04,855.506
2005-07-05,843.825
2005-07-06,837.606
2005-07-07,842.624
2005-07-08,828.784
2005-07-11,822.785
2005-07-12,846.069
2005-07-13,841.36
2005-07-14,843.456
2005-07-15,834.641
2005-07-18,825.252
2005-07-19,824.258
2005-07-20,834.371
2005-07-21,838.172
2005-07-22,848.181
2005-07-25,846.382
2005-07-26,865.043
2005-07-27,879.796
2005-07-28,876.808
2005-07-29,874.572
2005-08-01,879.013
2005-08-02,886.828
2005-08-03,889.612
2005-08-04,888.363
2005-08-05,902.528
2005-08-08,910.802
2005-08-09,918.431
2005-08-10,922.256
2005-08-11,928.33
2005-08-12,924.959
2005-08-15,935.365
2005-08-16,927.191
2005-08-17,933.735
2005-08-18,923.163
2005-08-19,925.541
2005-08-22,928.478
2005-08-23,922.434
2005-08-24,931.885
2005-08-25,929.107
2005-08-26,925.005
2005-08-29,909.428
2005-08-30,907.339
2005-08-31,920.844
2005-09-01,933.306
2005-09-02,932.882
2005-09-05,934.96
2005-09-06,916.971
2005-09-07,929.502
2005-09-08,933.229
2005-09-09,932.487
2005-09-12,932.533
2005-09-13,941.897
2005-09-14,947.074
2005-09-15,951.542
2005-09-16,947.822
2005-09-19,957.255
2005-09-20,951.673
2005-09-21,935.862
2005-09-22,916.052
2005-09-23,912.6
2005-09-26,910.702
2005-09-27,899.484
2005-09-28,895.658
2005-09-29,907.406
2005-09-30,911.086
2005-10-10,898.994
2005-10-11,908.776
2005-10-12,909.643
2005-10-13,904.417
2005-10-14,892.95
2005-10-17,878.416
2005-10-18,881.621
2005-10-19,875.876
2005-10-20,874.78
2005-10-21,876.923
2005-10-24,871.133
2005-10-25,860.05
2005-10-26,841.512
2005-10-27,836.118
2005-10-28,830.099
2005-10-31,838.366
2005-11-01,832.85
2005-11-02,844.455
2005-11-03,835.455
2005-11-04,841.091
2005-11-07,841.709
2005-11-08,845.985
2005-11-09,845.018
2005-11-10,827.36
2005-11-11,824.704
2005-11-14,820.741
2005-11-15,819.718
2005-11-16,833.644
2005-11-17,828.941
2005-11-18,847.738
2005-11-21,849.788
2005-11-22,833.539
2005-11-23,839.3
2005-11-24,845.123
2005-11-25,844.023
2005-11-28,841.047
2005-11-29,829.994
2005-11-30,829.094
2005-12-01,829.537
2005-12-02,829.657
2005-12-05,820.584
2005-12-06,829.226
2005-12-07,839.448
2005-12-08,838.419
2005-12-09,849.416
2005-12-12,849.379
2005-12-13,851.264
2005-12-14,854.369
2005-12-15,855.809
2005-12-16,861.266
2005-12-19,869.361
2005-12-20,870.558
2005-12-21,865.007
2005-12-22,869.172
2005-12-23,875.618
2005-12-26,886.53
2005-12-27,888.329
2005-12-28,895.085
2005-12-29,898.398
2005-12-30,891.022
2006-01-04,901.879
2006-01-05,917.227
2006-01-06,923.19
2006-01-09,923.681
2006-01-10,924.123
2006-01-11,918.893
2006-01-12,927.347
2006-01-13,921.026
2006-01-16,907.051
2006-01-17,913.017
2006-01-18,930.55
2006-01-19,945.272
2006-01-20,947.333
2006-01-23,948.235
2006-01-24,946.591
2006-01-25,955.004
2006-02-06,978.324
2006-02-07,975.223
2006-02-08,979.346
2006-02-09,967.511
2006-02-10,978.941
2006-02-13,977.052
2006-02-14,976.024
2006-02-15,983.92
2006-02-16,959.418
2006-02-17,958.658
2006-02-20,962.183
2006-02-21,984.039
2006-02-22,983.631
2006-02-23,988.269
2006-02-24,997.227
2006-02-27,992.386
2006-02-28,993.248
2006-03-01,998.384
2006-03-02,981.507
2006-03-03,990.722
2006-03-06,987.258
2006-03-07,966.582
2006-03-08,958.039
2006-03-09,958.598
2006-03-10,961.322
2006-03-13,973.459
2006-03-14,973.943
2006-03-15,983.068
2006-03-16,978.634
2006-03-17,977.092
2006-03-20,990.546
2006-03-21,987.798
2006-03-22,990.149
2006-03-23,993.204
2006-03-24,987.796
2006-03-27,986.635
2006-03-28,986.823
2006-03-29,994.508
2006-03-30,983.964
2006-03-31,983.723
2006-04-03,993.366
2006-04-04,1003.277
2006-04-05,1004.414
2006-04-06,1003.197
2006-04-07,1002.479
2006-04-10,1015.012
2006-04-11,1018.878
2006-04-12,1013.504
2006-04-13,999.597
2006-04-14,1026.502
2006-04-17,1035.415
2006-04-18,1043.379
2006-04-19,1046.805
2006-04-20,1029.063
2006-04-21,1046.437
2006-04-24,1038.932
2006-04-25,1024.351
2006-04-26,1039.567
2006-04-27,1035.746
2006-04-28,1045.014
2006-05-08,1081.565
2006-05-09,1103.283
2006-05-10,1110.147
2006-05-11,1097.53
2006-05-12,1134.301
2006-05-15,1178.116
2006-05-16,1162.918
2006-05-17,1176.143
2006-05-18,1179.758
2006-05-19,1207.453
2006-05-22,1222.209
2006-05-23,1185.095
2006-05-24,1164.527
2006-05-25,1151.416
2006-05-26,1168.632
2006-05-29,1198.871
2006-05-30,1193.262
2006-05-31,1193.828
2006-06-01,1220.383
2006-06-02,1212.806
2006-06-05,1222.264
2006-06-06,1223.951
2006-06-07,1156.38
2006-06-08,1159.98
2006-06-09,1126.479
2006-06-12,1122.806
2006-06-13,1117.539
2006-06-14,1096.499
2006-06-15,1096.577
2006-06-16,1125.534
2006-06-19,1128.696
2006-06-20,1135.869
2006-06-21,1138.197
2006-06-22,1129.935
2006-06-23,1132.225
2006-06-26,1152.44
2006-06-27,1154.428
2006-06-28,1160.771
2006-06-29,1188.148
2006-06-30,1184.44
2006-07-03,1200.674
2006-07-04,1183.016
2006-07-05,1161.588
2006-07-06,1184.599
2006-07-07,1172.589
2006-07-10,1173.497
2006-07-11,1176.868
2006-07-12,1183.192
2006-07-13,1132.113
2006-07-14,1139.793
2006-07-17,1151.895
2006-07-18,1151.509
2006-07-19,1124.247
2006-07-20,1130.694
2006-07-21,1137.911
2006-07-24,1137.045
2006-07-25,1152.528
2006-07-26,1156.271
2006-07-27,1143.504
2006-07-28,1136.87
2006-07-31,1101.733
2006-08-01,1096.17
2006-08-02,1093.967
2006-08-03,1094.293
2006-08-04,1068.447
2006-08-07,1050.884
2006-08-08,1075.633
2006-08-09,1074.532
2006-08-10,1096.733
2006-08-11,1098.507
2006-08-14,1071.883
2006-08-15,1093.119
2006-08-16,1105.824
2006-08-17,1094.887
2006-08-18,1091.549
2006-08-21,1091.322
2006-08-22,1097.871
2006-08-23,1098.089
2006-08-24,1104.267
2006-08-25,1110.773
2006-08-28,1131.674
2006-08-29,1132.832
2006-08-30,1135.394
2006-08-31,1137.649
2006-09-01,1126.875
2006-09-04,1142.921
2006-09-05,1142.188
2006-09-06,1148.262
2006-09-07,1133.474
2006-09-08,1134.991
2006-09-11,1140.067
2006-09-12,1153.745
2006-09-13,1148.937
2006-09-14,1142.936
2006-09-15,1164.079
2006-09-18,1174.872
2006-09-19,1174.177
2006-09-20,1172.03
2006-09-21,1176.033
2006-09-22,1159.474
2006-09-25,1152.91
2006-09-26,1146.866
2006-09-27,1153.584
2006-09-28,1159.44
2006-09-29,1169.8
2006-10-09,1189.969
2006-10-10,1188.239
2006-10-11,1196.557
2006-10-12,1202.459
2006-10-13,1199.695
2006-10-16,1190.948
2006-10-17,1182.785
2006-10-18,1197.833
2006-10-19,1199.76
2006-10-20,1192.561
