date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12,Sx_V0,Sx_V1,Sx_V2,Sx_V3,Sx_V4,Sx_V5,rk_V0,rk_V1,rk_V2,rk_V3,rk_V4,rk_V5
2021-03-31,519033,27.4,0.588,0.4,0.35,0.25,0.7274,0.696,True,0.00708,0.645,1.436,0.2049,0.2353,1.844,1.0,0.0,44.2,100.0,0.1493,0.0182,27.423828749999995,27.30495139481271,27.423828749999995,27.423828749999995,34.445196749999994,34.32631939481271,0.42592592592592593,0.42592592592592593,0.39814814814814814,0.42592592592592593,0.5231481481481481,0.44907407407407407
2021-03-31,377150,26.9,0.588,0.4,0.35,0.25,0.7551,0.645,True,0.0436,0.71,1.268,0.1166,0.1692,1.544,1.0,0.0,50.0,60.0,-0.0241,-0.1531,26.91,26.375391476476665,26.984270833333333,24.047777777777778,34.10863199999999,33.64829430981,0.4212962962962963,0.4166666666666667,0.3888888888888889,0.3425925925925926,0.5185185185185185,0.4305555555555556
2021-03-31,580006,26.7,0.588,0.4,0.35,0.25,0.6624,0.734,True,0.00633,0.581,1.369,0.0929,0.1786,1.156,1.0,33.7,37.9,0.0,0.5251,0.0917,26.730525,25.770216929293966,37.19059444444444,29.816787282690857,26.730525,36.23028637373841,0.4166666666666667,0.4027777777777778,0.6342592592592593,0.46296296296296297,0.3194444444444444,0.4861111111111111
2021-03-31,470009,26.2,0.588,0.4,0.35,0.25,0.7189,0.687,True,0.01193,0.774,1.253,0.1215,0.1582,1.59,1.0,0.0,50.0,60.0,0.0365,-0.1693,26.162499999999998,26.108530624628397,25.652387152777774,23.90775462962963,34.90963,34.345547777406175,0.41203703703703703,0.4074074074074074,0.37962962962962965,0.33796296296296297,0.5324074074074074,0.4537037037037037
2021-03-31,160706,26.1,0.588,0.4,0.35,0.25,0.7029,0.709,False,-0.00396,0.516,1.661,0.1189,0.1382,1.077,1.0,0.0,31.6,60.0,-0.0046,-0.1482,26.046,22.73445208518674,21.940097222222224,20.72476039304611,37.872,30.45454930740897,0.4074074074074074,0.375,0.2916666666666667,0.26851851851851855,0.5694444444444444,0.37962962962962965
2021-03-31,100056,25.8,0.588,0.4,0.35,0.25,0.6997,0.704,False,-0.00394,0.194,1.038,0.1901,0.1753,1.512,1.0,30.0,10.3,60.0,0.1207,-0.0441,25.85034146666667,26.12334569745566,34.29034146666667,33.63724622857143,25.85034146666667,34.56334569745566,0.4027777777777778,0.41203703703703703,0.5648148148148148,0.5694444444444444,0.2824074074074074,0.46296296296296297
2021-03-31,160215,24.8,0.588,0.4,0.35,0.25,0.648,0.717,True,0.0011,0.548,1.265,0.0835,0.0672,1.302,1.0,35.1,34.7,0.0,0.0914,-0.0506,24.831534,23.035091747687204,24.831534,24.831534,24.831534,23.035091747687204,0.39814814814814814,0.37962962962962965,0.37037037037037035,0.38425925925925924,0.26851851851851855,0.2175925925925926
2021-03-31,000698,24.7,0.588,0.4,0.35,0.25,0.6959,0.702,True,0.00114,0.581,1.495,0.0213,0.034,1.253,1.0,30.4,37.9,0.0,0.412,0.1063,24.7502883375,23.77977747167732,24.7502883375,24.7502883375,24.7502883375,23.77977747167732,0.39351851851851855,0.3888888888888889,0.36574074074074076,0.37962962962962965,0.2638888888888889,0.22685185185185186
2021-03-31,161211,24.5,0.588,0.4,0.35,0.25,0.663,0.741,False,-0.01057,0.516,1.233,0.0934,0.0923,0.814,1.0,33.6,31.6,0.0,-0.0209,-0.0739,24.489,21.478554852857748,24.489,26.380534391534393,24.489,21.478554852857748,0.3888888888888889,0.3425925925925926,0.3611111111111111,0.4027777777777778,0.25925925925925924,0.18518518518518517
2021-03-31,270028,24.5,0.588,0.4,0.35,0.25,0.6904,0.722,True,0.00802,0.71,1.197,0.0682,0.122,1.561,1.0,30.9,50.0,0.0,0.286,0.0144,24.4820708,24.21079537841297,24.4820708,24.4820708,24.4820708,24.21079537841297,0.38425925925925924,0.39351851851851855,0.35648148148148145,0.37037037037037035,0.25462962962962965,0.23148148148148148
2021-03-31,020001,24.3,0.588,0.4,0.35,0.25,0.6515,0.712,True,0.00205,0.548,1.393,0.0842,0.0669,1.329,1.0,34.7,34.7,0.0,0.061,-0.1189,24.350597250000007,22.42900408565173,24.350597250000007,24.350597250000007,24.350597250000007,22.42900408565173,0.37962962962962965,0.37037037037037035,0.3425925925925926,0.36574074074074076,0.25,0.2037037037037037
2021-03-31,580001,24.2,0.588,0.4,0.35,0.25,0.6986,0.711,True,0.0066,0.548,1.548,0.0548,0.0724,1.118,1.0,30.1,34.7,0.0,-0.0728,-0.2269,24.192600000000006,22.110754698346515,24.192600000000006,24.192600000000006,24.192600000000006,22.110754698346515,0.375,0.35185185185185186,0.33796296296296297,0.35185185185185186,0.24537037037037038,0.19907407407407407
2021-03-31,610001,23.6,0.588,0.4,0.35,0.25,0.6867,0.731,True,0.00666,0.516,1.56,0.0242,0.0439,1.09,1.0,31.3,31.6,0.0,0.0637,-0.198,23.564700000000002,20.255346576625513,23.564700000000002,23.564700000000002,23.564700000000002,20.255346576625513,0.37037037037037035,0.3055555555555556,0.3287037037037037,0.3333333333333333,0.2361111111111111,0.14814814814814814
2021-03-31,162201,23.4,0.588,0.4,0.35,0.25,0.6953,0.702,True,0.00588,0.613,1.364,-0.0503,-0.1402,1.436,1.0,30.5,41.0,0.0,0.6802,0.2537,23.40777285,23.12792285991433,23.40777285,23.40777285,23.40777285,23.12792285991433,0.36574074074074076,0.38425925925925924,0.32407407407407407,0.32407407407407407,0.23148148148148148,0.2222222222222222
2021-03-31,320007,23.1,0.588,0.4,0.35,0.25,0.654,0.702,False,-0.01636,0.548,1.585,0.0663,-0.0119,1.422,1.0,34.5,34.7,0.0,0.3255,-0.015,23.053548,21.201542842069554,23.053548,23.053548,23.053548,21.201542842069554,0.3611111111111111,0.3333333333333333,0.3148148148148148,0.3194444444444444,0.22685185185185186,0.17592592592592593
2021-03-31,040025,22.9,0.588,0.4,0.35,0.25,0.7129,0.699,True,0.00719,0.742,1.008,0.096,0.1023,0.945,1.0,0.0,65.3,0.0,0.2434,-0.0512,22.866666666666667,22.322452011578896,24.35682870370371,26.04504913076342,34.09266666666667,35.03861404861594,0.35185185185185186,0.3611111111111111,0.3472222222222222,0.39814814814814814,0.5138888888888888,0.4675925925925926
2021-03-31,165521,22.9,0.588,0.4,0.35,0.25,0.6615,0.748,False,-0.00893,0.484,0.938,0.0784,0.072,0.817,1.0,33.8,26.9,0.0,-0.0057,-0.0758,22.95150000000001,28.550679390418367,22.95150000000001,22.95150000000001,22.95150000000001,28.550679390418367,0.35648148148148145,0.47685185185185186,0.3101851851851852,0.3148148148148148,0.2222222222222222,0.32407407407407407
2021-03-31,240010,22.8,0.588,0.4,0.35,0.25,0.6815,0.746,True,0.00394,0.548,1.402,0.0983,0.1326,1.37,1.0,31.8,34.7,0.0,0.2268,-0.0854,22.746442499999997,20.863521912650732,27.982011076388886,27.14306476001512,22.746442499999997,26.099090489039614,0.3472222222222222,0.3287037037037037,0.4074074074074074,0.4166666666666667,0.21296296296296297,0.25462962962962965
2021-03-31,240020,22.4,0.588,0.4,0.35,0.25,0.7537,0.655,True,0.04186,0.645,0.921,0.0468,0.0593,1.469,1.0,0.0,73.9,0.0,0.1407,-0.1084,22.4076146875,22.323775072706873,22.4076146875,22.4076146875,30.004973687499998,29.92113407270687,0.3425925925925926,0.36574074074074076,0.3055555555555556,0.3101851851851852,0.4398148148148148,0.36574074074074076
2021-03-31,161721,22.0,0.588,0.4,0.35,0.25,0.5052,0.636,False,-0.004,0.516,1.321,0.0061,-0.0974,1.763,1.0,49.0,31.6,0.0,-0.0655,0.0226,22.017139200000003,19.699755528514785,22.017139200000003,22.017139200000003,22.017139200000003,19.699755528514785,0.33796296296296297,0.2962962962962963,0.2962962962962963,0.30092592592592593,0.2037037037037037,0.14351851851851852
2021-03-31,540010,21.9,0.588,0.4,0.35,0.25,0.6918,0.713,False,-0.01334,0.613,1.432,-0.0363,-0.0986,1.558,1.0,30.8,41.0,0.0,0.225,-0.1228,21.900934425000003,21.61641563236023,21.900934425000003,21.900934425000003,21.900934425000003,21.61641563236023,0.3333333333333333,0.3472222222222222,0.28703703703703703,0.2962962962962963,0.19907407407407407,0.18981481481481483
2021-03-31,161118,21.5,0.588,0.4,0.35,0.25,0.6944,0.72,False,-0.01678,0.613,1.555,0.0951,0.1344,1.579,1.0,30.5,41.0,0.0,0.0868,-0.0972,21.5386525125,21.245788794237,25.38477519768519,24.290860562386623,21.5386525125,25.091911479422187,0.3287037037037037,0.33796296296296297,0.375,0.3611111111111111,0.18981481481481483,0.24074074074074073
2021-03-31,000878,21.2,0.588,0.4,0.35,0.25,0.7504,0.647,True,0.0611,0.71,1.009,0.0306,0.023,1.338,1.0,0.0,65.2,0.0,0.0674,-0.2381,21.234558333333343,20.422771024293834,21.234558333333343,21.234558333333343,29.591214333333347,28.779427024293838,0.32407407407407407,0.3148148148148148,0.26851851851851855,0.28703703703703703,0.4166666666666667,0.3287037037037037
2021-03-31,161025,21.1,0.588,0.4,0.35,0.25,0.6885,0.703,False,-0.00327,0.581,1.677,0.0418,0.0183,1.559,1.0,31.1,37.9,0.0,0.0971,-0.1707,21.0972088125,20.273705952995584,21.0972088125,21.0972088125,21.0972088125,20.273705952995584,0.3194444444444444,0.3101851851851852,0.2638888888888889,0.2824074074074074,0.18518518518518517,0.1527777777777778
2021-03-31,000522,20.7,0.588,0.4,0.35,0.25,0.6702,0.686,False,-0.00419,0.613,1.429,-0.0175,-0.0636,1.691,1.0,32.9,41.0,0.0,0.0631,-0.1527,20.7625762125,20.501692923563247,20.7625762125,20.7625762125,20.7625762125,20.501692923563247,0.3148148148148148,0.32407407407407407,0.25462962962962965,0.2777777777777778,0.18055555555555555,0.1574074074074074
2021-03-31,080012,20.6,0.588,0.4,0.35,0.25,0.6784,0.749,False,-0.01173,0.516,1.142,0.0267,0.0256,1.48,1.0,32.1,31.6,0.0,0.055,-0.2652,20.544023999999997,18.605903299318275,20.544023999999997,20.544023999999997,20.544023999999997,18.605903299318275,0.3101851851851852,0.25925925925925924,0.25,0.2638888888888889,0.1712962962962963,0.125
2021-03-31,000220,20.5,0.588,0.4,0.35,0.25,0.764,0.655,True,0.0562,0.645,1.002,0.0329,0.0794,1.263,1.0,0.0,60.5,0.0,0.0879,-0.2055,20.49810072916667,20.239281066828855,20.49810072916667,20.49810072916667,28.401060729166666,28.142241066828852,0.3055555555555556,0.30092592592592593,0.24537037037037038,0.25925925925925924,0.36574074074074076,0.3101851851851852
2021-03-31,165522,20.2,0.588,0.4,0.35,0.25,0.6339,0.708,False,-0.00371,0.516,1.607,0.0067,-0.0498,1.624,1.0,36.4,31.6,0.0,0.0396,-0.1849,20.1916332,17.5827555213683,20.1916332,20.1916332,20.1916332,17.5827555213683,0.30092592592592593,0.2175925925925926,0.24074074074074073,0.25462962962962965,0.1574074074074074,0.12037037037037036
2021-03-31,580002,19.9,0.588,0.4,0.35,0.25,0.6975,0.706,False,-0.00894,0.613,1.562,0.0713,0.1184,1.695,1.0,30.2,41.0,0.0,0.0273,-0.1115,19.906352812499996,19.63422568287093,19.906352812499996,19.906352812499996,19.906352812499996,19.63422568287093,0.2962962962962963,0.2916666666666667,0.2361111111111111,0.24537037037037038,0.1527777777777778,0.1388888888888889
2021-03-31,233008,19.7,0.588,0.4,0.35,0.25,0.7412,0.649,True,0.02391,0.516,1.361,0.1389,0.1526,1.689,1.0,0.0,31.6,60.0,0.0704,-0.1625,19.677753,17.212529488675145,22.314133208333335,21.85345594784581,26.876157000000003,27.04731369700848,0.2916666666666667,0.2037037037037037,0.30092592592592593,0.2916666666666667,0.32407407407407407,0.28703703703703703
2021-03-31,110005,19.6,0.588,0.4,0.35,0.25,0.6456,0.727,False,-0.02818,0.484,1.256,0.2037,0.1185,1.389,1.0,35.3,0.0,30.0,0.2604,0.0723,19.5783588,24.802490094103845,35.4246088,26.908596895238095,19.5783588,40.64874009410384,0.2777777777777778,0.39814814814814814,0.5925925925925926,0.4074074074074074,0.14351851851851852,0.5925925925925926
2021-03-31,100038,19.6,0.588,0.4,0.35,0.25,0.7097,0.708,False,-0.00193,0.548,1.311,0.1451,0.1374,0.947,1.0,0.0,34.7,30.0,0.0064,-0.1217,19.638,17.652934375447902,30.04887962962963,29.780825648778038,31.056000000000004,39.48181400507754,0.2824074074074074,0.2222222222222222,0.44907407407407407,0.4583333333333333,0.4722222222222222,0.5416666666666666
2021-03-31,000020,19.6,0.588,0.4,0.35,0.25,0.7314,0.678,True,0.00744,0.71,1.03,0.0819,0.1277,1.378,1.0,0.0,61.6,0.0,0.0491,-0.1649,19.66241666666667,19.041248495471773,19.66241666666667,19.66241666666667,28.87809266666667,28.256924495471775,0.28703703703703703,0.27314814814814814,0.23148148148148148,0.24074074074074073,0.375,0.3148148148148148
2021-03-31,217019,19.5,0.588,0.4,0.35,0.25,0.6845,0.719,False,-0.00579,0.613,1.692,0.0674,0.07,1.754,1.0,31.5,41.0,0.0,0.0706,-0.1675,19.492531875,19.229369112169866,19.492531875,19.492531875,19.492531875,19.229369112169866,0.27314814814814814,0.2777777777777778,0.22685185185185186,0.2361111111111111,0.13425925925925927,0.12962962962962962
2021-03-31,160211,19.0,0.588,0.4,0.35,0.25,0.7145,0.697,True,0.02165,0.645,1.379,0.1231,0.1844,1.949,1.0,0.0,44.2,60.0,0.0793,-0.1379,19.045302187499995,18.94887901665036,21.454273541666662,19.05357599702381,26.007117187499997,28.319665370817013,0.26851851851851855,0.26851851851851855,0.2777777777777778,0.22685185185185186,0.30092592592592593,0.3194444444444444
2021-03-31,519983,18.7,0.588,0.4,0.35,0.25,0.6856,0.707,True,0.01144,0.452,1.461,0.1143,0.0058,1.341,1.0,31.4,0.0,30.0,0.07,-0.0909,18.6472572,22.141899971551133,11.676007199999999,17.660585573015872,18.6472572,15.170649971551134,0.25462962962962965,0.35648148148148145,0.06018518518518518,0.21296296296296297,0.12037037037037036,0.06481481481481481
2021-03-31,379010,18.7,0.588,0.4,0.35,0.25,0.7299,0.689,True,0.02853,0.742,1.722,0.1406,0.1271,1.704,1.0,0.0,50.0,30.0,0.0365,-0.2278,18.7,18.328737474390095,24.431203703703705,24.248514739229027,26.334088,31.694029178093796,0.2638888888888889,0.25462962962962965,0.35185185185185186,0.35648148148148145,0.3148148148148148,0.4074074074074074
2021-03-31,000404,18.7,0.588,0.4,0.35,0.25,0.6881,0.748,True,0.01228,0.548,1.421,0.0685,0.0884,1.684,1.0,31.2,34.7,0.0,0.2664,-0.0566,18.6483918,17.08361695834764,18.6483918,18.6483918,18.6483918,17.08361695834764,0.25925925925925924,0.19907407407407407,0.21296296296296297,0.2222222222222222,0.125,0.1111111111111111
2021-03-31,000531,18.6,0.588,0.4,0.35,0.25,0.6941,0.749,False,-0.01603,0.419,0.891,0.0956,0.0961,1.676,1.0,30.6,34.9,0.0,0.2116,-0.1566,18.6093862,20.453254684370318,19.193674394444447,20.743691755555556,18.6093862,21.037542878814765,0.25,0.3194444444444444,0.2222222222222222,0.27314814814814814,0.11574074074074074,0.1712962962962963
2021-03-31,000523,18.5,0.588,0.4,0.35,0.25,0.7335,0.647,True,0.05574,0.645,0.997,-0.0968,-0.112,1.481,1.0,0.0,61.3,0.0,0.125,-0.1614,18.441825937500006,18.19905960099326,18.441825937500006,18.441825937500006,27.0282309375,26.785464600993254,0.24537037037037038,0.24537037037037038,0.20833333333333334,0.2175925925925926,0.3333333333333333,0.27314814814814814
2021-03-31,519130,17.5,0.588,0.4,0.35,0.25,0.7102,0.694,True,0.00294,0.29,0.036,0.0426,0.0603,0.163,1.0,0.0,50.0,0.0,0.023,-0.0032,17.5,17.814721315613035,17.5,17.5,28.88799999999999,29.202721315613026,0.2222222222222222,0.2361111111111111,0.18518518518518517,0.19907407407407407,0.3819444444444444,0.3472222222222222
2021-03-31,519050,17.5,0.588,0.4,0.35,0.25,0.7131,0.703,True,0.00308,0.29,0.06,0.0441,0.0616,0.212,1.0,0.0,50.0,0.0,0.0215,-0.0048,17.5,17.814706037156462,17.5,17.5,28.714,29.02870603715646,0.2222222222222222,0.23148148148148148,0.18518518518518517,0.19907407407407407,0.37037037037037035,0.3333333333333333
2021-03-31,202007,17.5,0.588,0.4,0.35,0.25,0.728,0.681,False,-0.0013,0.71,1.55,0.0565,0.0935,0.908,1.0,0.0,50.0,0.0,-0.0814,-0.2309,17.5,16.673361823409518,17.5,17.5,27.82,26.993361823409522,0.2222222222222222,0.18981481481481483,0.18518518518518517,0.19907407407407407,0.35185185185185186,0.2824074074074074
2021-03-31,000573,17.5,0.588,0.4,0.35,0.25,0.7014,0.701,True,0.00418,0.29,-0.002,0.0267,0.0474,0.148,1.0,0.0,50.0,0.0,0.0353,0.0216,17.5,17.81473696569963,17.5,17.5,29.416,29.73073696569963,0.2222222222222222,0.24074074074074073,0.18518518518518517,0.19907407407407407,0.41203703703703703,0.3611111111111111
2021-03-31,163801,17.5,0.588,0.4,0.35,0.25,0.7074,0.671,True,0.02058,0.71,1.156,0.1079,0.1416,0.952,1.0,0.0,50.0,0.0,-0.0689,-0.3032,17.5,17.546363057198317,26.440972222222218,24.644274376417233,29.055999999999997,38.04333527942053,0.2222222222222222,0.20833333333333334,0.38425925925925924,0.375,0.39814814814814814,0.5092592592592593
2021-03-31,580005,17.5,0.588,0.4,0.35,0.25,0.7085,0.714,True,0.01086,0.839,1.16,0.0988,0.1812,0.866,1.0,0.0,50.0,0.0,-0.0871,-0.1317,17.5,18.229048383326234,31.07060185185185,24.907407407407412,28.989999999999995,43.28965023517808,0.2222222222222222,0.25,0.4861111111111111,0.3888888888888889,0.39351851851851855,0.6435185185185185
2021-03-31,100029,17.5,0.588,0.4,0.35,0.25,0.7406,0.684,True,0.02985,0.71,1.144,0.046,0.1031,1.125,1.0,0.0,50.0,0.0,0.1279,-0.0776,17.5,17.700583581123407,17.5,17.5,27.064,27.264583581123404,0.2222222222222222,0.22685185185185186,0.18518518518518517,0.19907407407407407,0.33796296296296297,0.2916666666666667
2021-03-31,040007,17.5,0.588,0.4,0.35,0.25,0.7102,0.697,True,0.00062,0.71,1.619,0.1027,0.1062,1.124,1.0,0.0,50.0,0.0,0.1949,-0.0762,17.5,16.671284285595327,21.30497685185185,22.339695137314187,28.88799999999999,31.86426113744717,0.2222222222222222,0.18518518518518517,0.27314814814814814,0.3055555555555556,0.3819444444444444,0.41203703703703703
2021-03-31,000017,17.5,0.588,0.4,0.35,0.25,0.7312,0.691,True,0.01082,0.774,1.108,0.0983,0.1705,1.065,1.0,0.0,50.0,0.0,-0.04,-0.1948,17.5,18.86306360997538,29.442997685185183,24.074034706475185,27.628000000000007,40.93406129516057,0.2222222222222222,0.2638888888888889,0.4212962962962963,0.3472222222222222,0.3425925925925926,0.6018518518518519
2021-03-31,310388,17.1,0.588,0.4,0.35,0.25,0.7506,0.672,True,0.03833,0.774,1.478,0.0948,0.1346,1.242,1.0,0.0,50.0,0.0,-0.1002,-0.2852,17.1325,16.85296330307047,21.45953269675926,19.9141301532187,25.908255999999998,29.955751999829733,0.19907407407407407,0.19444444444444445,0.2824074074074074,0.25,0.2916666666666667,0.37037037037037035
2021-03-31,000541,17.0,0.588,0.4,0.35,0.25,0.7147,0.713,True,0.00499,0.806,1.17,0.042,0.1936,1.252,1.0,0.0,50.0,0.0,0.3551,-0.02,17.044999999999998,17.5805854194976,17.721388888888892,17.044999999999998,27.873932,29.085906308386495,0.19444444444444445,0.21296296296296297,0.2037037037037037,0.18518518518518517,0.35648148148148145,0.3425925925925926
2021-03-31,000742,16.1,0.588,0.4,0.35,0.25,0.7266,0.685,True,0.02674,0.677,1.236,0.0333,0.0335,1.25,1.0,0.0,47.3,0.0,0.0862,-0.1037,16.126621875,15.989177233753438,16.126621875,16.126621875,26.270521875000007,26.13307723375344,0.18981481481481483,0.17592592592592593,0.16666666666666666,0.16203703703703703,0.3101851851851852,0.25925925925925924
2021-03-31,110026,15.9,0.588,0.4,0.35,0.25,0.7117,0.705,True,0.01431,0.774,1.546,0.0855,0.1331,1.385,1.0,0.0,50.0,0.0,0.1524,-0.1024,15.88125,15.616903039977275,17.56180555555555,16.386274092970524,26.134185000000002,27.550393595532825,0.18518518518518517,0.16666666666666666,0.19907407407407407,0.1712962962962963,0.3055555555555556,0.30092592592592593
2021-03-31,210007,15.6,0.588,0.4,0.35,0.25,0.6961,0.698,True,0.00331,0.129,1.002,0.0562,0.0723,1.458,1.0,30.4,16.3,0.0,0.0276,0.0059,15.563695766666672,15.517405045740727,15.563695766666672,15.563695766666672,15.563695766666672,15.517405045740727,0.18055555555555555,0.1527777777777778,0.16203703703703703,0.1527777777777778,0.09722222222222222,0.08796296296296297
2021-03-31,519087,15.5,0.588,0.4,0.35,0.25,0.7147,0.69,True,0.02805,0.677,1.455,0.0423,0.0391,1.327,1.0,0.0,47.3,0.0,0.007,-0.28,15.489827062500003,15.09890466233539,15.489827062500003,15.489827062500003,25.901834062500004,25.510911662335392,0.17592592592592593,0.125,0.1574074074074074,0.14814814814814814,0.28703703703703703,0.24537037037037038
2021-03-31,460007,15.2,0.588,0.4,0.35,0.25,0.7178,0.705,False,-0.00472,0.677,1.619,0.0414,-0.0116,1.358,1.0,0.0,47.3,0.0,0.1903,0.1101,15.233455125000003,14.83828852149996,15.233455125000003,15.233455125000003,25.301827125,24.90666052149996,0.1712962962962963,0.11574074074074074,0.1527777777777778,0.14351851851851852,0.2777777777777778,0.2361111111111111
2021-03-31,050013,15.0,0.588,0.4,0.35,0.25,0.7005,0.72,False,-0.00814,0.355,1.326,0.1254,0.1637,0.75,1.0,0.0,0.0,60.0,-0.0571,-0.1673,15.0,15.979331170870626,16.464120370370374,14.271384479717819,26.970000000000002,29.413451541241002,0.16666666666666666,0.1712962962962963,0.1712962962962963,0.12962962962962962,0.3287037037037037,0.35185185185185186
2021-03-31,470008,14.8,0.588,0.4,0.35,0.25,0.7173,0.683,True,0.01938,0.742,1.342,0.0907,0.1425,1.507,1.0,0.0,50.0,0.0,0.0123,-0.1985,14.81375,14.447934924171483,18.830706018518523,16.616481481481486,24.093082999999996,27.744223942690006,0.16203703703703703,0.1111111111111111,0.2175925925925926,0.17592592592592593,0.24074074074074073,0.3055555555555556
2021-03-31,160716,14.4,0.588,0.4,0.35,0.25,0.64,0.72,False,-0.00071,0.29,1.196,0.0893,0.1134,0.822,1.0,35.9,0.0,0.0,-0.0352,-0.0281,14.340000000000002,15.160657086730485,14.340000000000002,15.204355001259765,14.340000000000002,15.160657086730485,0.1527777777777778,0.13425925925925927,0.14351851851851852,0.1388888888888889,0.08796296296296297,0.06018518518518518
2021-03-31,200007,14.3,0.588,0.4,0.35,0.25,0.7203,0.716,True,0.01531,0.613,1.11,0.0793,0.0936,1.094,1.0,0.0,41.0,0.0,0.0741,-0.1635,14.356124999999999,15.607179760027327,14.356124999999999,14.356124999999999,25.138124999999995,26.389179760027325,0.1574074074074074,0.16203703703703703,0.14814814814814814,0.13425925925925927,0.27314814814814814,0.26851851851851855
2021-03-31,000311,14.1,0.588,0.4,0.35,0.25,0.7029,0.711,False,-0.00017,0.484,0.986,0.146,0.1288,1.109,1.0,0.0,19.0,30.0,-0.008,-0.1579,14.150000000000006,19.59932511544035,23.765162037037044,23.539723481985394,25.97600000000001,41.0404871524774,0.14814814814814814,0.28703703703703703,0.3333333333333333,0.3287037037037037,0.2962962962962963,0.6157407407407407
2021-03-31,164809,13.7,0.588,0.4,0.35,0.25,0.633,0.74,True,0.00365,0.323,1.523,0.0438,-0.0163,1.321,1.0,36.5,0.0,0.0,0.1321,-0.0239,13.728913500000003,14.23937135332286,13.728913500000003,13.728913500000003,13.728913500000003,14.23937135332286,0.14351851851851852,0.10185185185185185,0.1388888888888889,0.125,0.08333333333333333,0.041666666666666664
2021-03-31,519068,13.7,0.588,0.4,0.35,0.25,0.7524,0.662,True,0.02741,0.613,1.303,0.0588,0.1335,1.288,1.0,0.0,41.0,0.0,-0.0816,-0.2264,13.724455499999998,13.483371007392236,13.724455499999998,13.724455499999998,22.1907915,21.949707007392238,0.1388888888888889,0.0787037037037037,0.13425925925925927,0.12037037037037036,0.20833333333333334,0.19444444444444445
2021-03-31,162711,13.6,0.588,0.4,0.35,0.25,0.6315,0.739,True,0.00457,0.258,1.603,0.0478,-0.0107,1.348,1.0,36.7,0.0,0.0,0.1454,-0.0131,13.585809000000003,13.759517169766218,13.585809000000003,13.585809000000003,13.585809000000003,13.759517169766218,0.12962962962962962,0.08333333333333333,0.125,0.1111111111111111,0.07407407407407407,0.023148148148148147
2021-03-31,160625,13.6,0.588,0.4,0.35,0.25,0.6592,0.795,False,-0.0204,0.484,1.283,-0.0198,-0.077,1.044,1.0,34.0,0.0,0.0,0.0328,-0.1192,13.5912,19.29125747178434,13.5912,13.5912,13.5912,19.29125747178434,0.13425925925925927,0.2824074074074074,0.12962962962962962,0.11574074074074074,0.0787037037037037,0.13425925925925927
2021-03-31,560006,13.5,0.588,0.4,0.35,0.25,0.6926,0.738,True,0.00318,0.323,1.079,0.0948,0.0536,0.911,1.0,30.7,3.5,0.0,0.2087,-0.0773,13.513600000000004,15.219545376879804,13.513600000000004,15.677951851851859,13.513600000000004,15.219545376879804,0.125,0.1388888888888889,0.12037037037037036,0.1574074074074074,0.06944444444444445,0.06944444444444445
2021-03-31,470006,13.4,0.588,0.4,0.35,0.25,0.7659,0.652,True,0.04553,0.677,1.09,0.0673,0.1286,1.633,1.0,0.0,49.0,0.0,0.0603,-0.1905,13.416229604166668,14.256469257076937,13.416229604166668,13.416229604166668,19.720270604166664,20.56051025707693,0.12037037037037036,0.10648148148148148,0.11574074074074074,0.10648148148148148,0.14814814814814814,0.16203703703703703
2021-03-31,000925,13.3,0.588,0.4,0.35,0.25,0.7367,0.696,True,0.00101,0.516,1.437,0.1525,0.1191,1.765,1.0,0.0,31.6,30.0,0.0322,-0.0781,13.306755,10.942172060039013,21.03607357638889,19.328630000000004,20.336820000000003,25.7015556364279,0.11574074074074074,0.05555555555555555,0.25925925925925924,0.23148148148148148,0.16203703703703703,0.25
2021-03-31,410009,13.0,0.588,0.4,0.35,0.25,0.6512,0.731,False,-0.00684,0.419,1.428,0.0961,0.0427,1.325,1.0,34.8,0.0,0.0,-0.0645,-0.2546,13.034249999999998,15.281153695033936,13.034249999999998,16.25690625,13.034249999999998,15.281153695033936,0.1111111111111111,0.14351851851851852,0.1111111111111111,0.16666666666666666,0.06481481481481481,0.07407407407407407
2021-03-31,160628,13.0,0.588,0.4,0.35,0.25,0.5017,0.633,False,-0.0093,0.484,1.341,0.0184,-0.0507,1.886,1.0,49.3,0.0,0.0,-0.0419,0.067,12.9650409,16.655021708441545,12.9650409,12.9650409,12.9650409,16.655021708441545,0.10185185185185185,0.18055555555555555,0.10185185185185185,0.09722222222222222,0.05555555555555555,0.10185185185185185
2021-03-31,690003,13.0,0.588,0.4,0.35,0.25,0.6479,0.829,True,0.0252,0.065,1.296,0.0517,-0.0225,1.343,1.0,35.1,0.0,0.0,-0.0537,-0.1993,13.02861915,13.150715618470011,13.02861915,13.02861915,13.02861915,13.150715618470011,0.10648148148148148,0.07407407407407407,0.10648148148148148,0.10185185185185185,0.06018518518518518,0.018518518518518517
2021-03-31,580003,12.8,0.588,0.4,0.35,0.25,0.7208,0.72,True,0.00201,0.742,1.947,0.0957,0.1993,1.743,1.0,0.0,50.0,0.0,0.0804,-0.0838,12.74875,12.386967500015654,23.267311921296297,16.699609788359787,20.581582,30.738361421311954,0.09722222222222222,0.06481481481481481,0.3194444444444444,0.18055555555555555,0.17592592592592593,0.3888888888888889
