date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12,Sx_V0,Sx_V1,Sx_V2,Sx_V3,Sx_V4,Sx_V5,rk_V0,rk_V1,rk_V2,rk_V3,rk_V4,rk_V5
2019-03-31,000409,72.4,0.3612,0.4,0.35,0.25,0.3476,0.895,True,-0.00476,0.774,0.857,0.1252,0.0799,1.019,1.0,64.4,90.5,60.0,0.0036,0.196,72.41860000000001,71.78437319443353,71.56790555555557,67.90045941043086,72.41860000000001,70.93367874998908,0.9490740740740741,0.9490740740740741,0.8888888888888888,0.8888888888888888,0.9490740740740741,0.8935185185185185
2019-03-31,720001,72.2,0.3612,0.4,0.35,0.25,0.3507,0.913,True,-0.0036,0.548,0.939,0.3236,0.3338,1.091,1.0,64.1,61.6,100.0,0.2117,0.4471,72.15236666666667,70.11153277566949,72.15236666666667,72.15236666666667,72.15236666666667,70.11153277566949,0.9444444444444444,0.9398148148148148,0.9027777777777778,0.9166666666666666,0.9444444444444444,0.8842592592592593
2019-03-31,165521,71.3,0.3612,0.4,0.35,0.25,0.3775,0.87,True,0.01424,0.677,0.839,0.1329,0.2259,0.901,1.0,61.4,90.8,60.0,-0.0067,-0.09,71.342625,70.21254026211875,81.342625,74.332042989418,71.342625,80.21254026211875,0.9398148148148148,0.9444444444444444,0.9768518518518519,0.9305555555555556,0.9398148148148148,0.9722222222222222
2019-03-31,000595,71.0,0.3612,0.4,0.35,0.25,0.3612,0.858,True,0.04144,0.581,0.599,0.1438,0.0723,1.048,1.0,63.0,87.9,60.0,0.197,0.4002,70.977325,69.85765045775955,78.48166527777778,77.227325,70.977325,77.36199073553733,0.9351851851851852,0.9259259259259259,0.9583333333333334,0.9722222222222222,0.9351851851851852,0.9583333333333334
2019-03-31,000020,70.9,0.3612,0.4,0.35,0.25,0.3502,0.869,True,0.01182,0.71,0.881,0.1429,0.0698,1.087,1.0,64.1,86.5,60.0,0.1194,0.3995,70.91720000000001,70.05645742027207,77.1917949074074,76.7951761904762,70.91720000000001,76.33105232767949,0.9305555555555556,0.9351851851851852,0.9490740740740741,0.9583333333333334,0.9305555555555556,0.9444444444444444
2019-03-31,000742,70.0,0.3612,0.4,0.35,0.25,0.3536,0.895,True,0.01591,0.645,0.806,0.1553,0.0838,1.284,1.0,63.8,93.1,60.0,0.0174,0.0096,70.03720055,68.28833677171365,79.61720054999999,79.30356959761905,70.03720055,77.86833677171364,0.9259259259259259,0.9120370370370371,0.9675925925925926,0.9861111111111112,0.9259259259259259,0.9629629629629629
2019-03-31,050022,68.5,0.3612,0.4,0.35,0.25,0.3408,0.871,True,0.01747,0.419,0.751,0.2956,0.132,1.175,1.0,65.0,50.0,100.0,0.209,0.3562,68.50880000000001,69.9231706468407,68.50880000000001,68.50880000000001,68.50880000000001,69.9231706468407,0.9166666666666666,0.9305555555555556,0.875,0.9027777777777778,0.9166666666666666,0.8796296296296297
2019-03-31,530019,68.5,0.3612,0.4,0.35,0.25,0.3492,0.869,True,0.00804,0.548,0.831,0.1454,0.0769,1.008,1.0,64.2,79.5,60.0,-0.0608,-0.0229,68.51086666666669,65.53080190524219,77.93216296296296,75.5049142857143,68.51086666666669,74.95209820153846,0.9212962962962963,0.8703703703703703,0.9537037037037037,0.9537037037037037,0.9212962962962963,0.9398148148148148
2019-03-31,519674,68.1,0.3612,0.4,0.35,0.25,0.3416,0.918,True,0.0088,0.645,0.9,0.1268,0.0913,0.978,1.0,64.9,77.5,60.0,0.2259,0.7009,68.09239166666669,67.98209002807869,71.87132685185188,67.1135556878307,68.09239166666669,71.76102521326388,0.9120370370370371,0.9027777777777778,0.8981481481481481,0.8657407407407407,0.9120370370370371,0.9074074074074074
2019-03-31,040025,68.0,0.3612,0.4,0.35,0.25,0.3542,0.863,True,0.0204,0.871,0.78,0.1335,0.0585,0.822,1.0,63.7,100.0,30.0,0.0032,0.0754,67.9862,66.50901744326504,75.14187129629629,74.47374409171076,67.9862,73.66468873956133,0.9074074074074074,0.875,0.9351851851851852,0.9444444444444444,0.9074074074074074,0.9305555555555556
2019-03-31,161903,68.0,0.3612,0.4,0.35,0.25,0.3546,0.887,True,0.00732,0.742,1.192,0.247,0.2366,0.74,1.0,63.7,50.0,100.0,0.1883,0.6225,67.9706,68.00871542249796,67.9706,67.9706,67.9706,68.00871542249796,0.9027777777777778,0.9074074074074074,0.8703703703703703,0.8935185185185185,0.9027777777777778,0.8611111111111112
2019-03-31,000746,67.9,0.3612,0.4,0.35,0.25,0.3556,0.878,True,0.02788,0.516,0.991,0.2348,0.1927,1.146,1.0,63.6,49.8,100.0,0.0931,0.3268,67.83593333333334,64.42370213357859,67.83593333333334,67.83593333333334,67.83593333333334,64.42370213357859,0.8935185185185185,0.8611111111111112,0.8611111111111112,0.8796296296296297,0.8935185185185185,0.7870370370370371
2019-03-31,673010,67.9,0.3612,0.4,0.35,0.25,0.3566,0.867,True,0.01717,0.419,0.784,0.188,0.1303,1.058,1.0,63.5,50.0,100.0,-0.006,0.0408,67.8926,68.77626911918023,67.8926,67.8926,67.8926,68.77626911918023,0.8981481481481481,0.9212962962962963,0.8657407407407407,0.8842592592592593,0.8981481481481481,0.875
2019-03-31,000613,67.6,0.3612,0.4,0.35,0.25,0.369,0.862,True,0.02169,0.742,0.926,0.1253,0.1137,1.027,1.0,62.3,79.0,60.0,0.0004,-0.0135,67.559,67.14785250269897,72.56768055555555,64.26534920634921,67.559,72.15653305825452,0.8888888888888888,0.8935185185185185,0.9074074074074074,0.8472222222222222,0.8888888888888888,0.9166666666666666
2019-03-31,481012,67.4,0.3612,0.4,0.35,0.25,0.3687,0.851,True,0.04064,0.742,1.179,0.2167,0.2002,1.208,1.0,62.3,50.0,100.0,0.0353,0.0062,67.1510172,67.29369809079253,67.1510172,67.1510172,67.1510172,67.29369809079253,0.875,0.8981481481481481,0.8472222222222222,0.8703703703703703,0.875,0.8472222222222222
2019-03-31,162605,67.4,0.3612,0.4,0.35,0.25,0.3692,0.832,True,0.08434,0.774,1.122,0.2164,0.1528,1.065,1.0,62.3,50.0,100.0,0.1128,0.1709,67.4012,68.48746011549262,67.4012,67.4012,67.4012,68.48746011549262,0.8842592592592593,0.9166666666666666,0.8564814814814815,0.875,0.8842592592592593,0.8703703703703703
2019-03-31,630008,67.2,0.3612,0.4,0.35,0.25,0.3459,0.898,True,0.01043,0.645,0.913,0.1248,0.0606,0.788,1.0,64.5,75.3,60.0,0.0561,0.145,67.16635833333333,67.07593212069276,61.68603425925926,60.189317517006806,67.16635833333333,61.59560804661868,0.8796296296296297,0.8888888888888888,0.7268518518518519,0.7314814814814815,0.8796296296296297,0.7453703703703703
2019-03-31,000362,67.0,0.3612,0.4,0.35,0.25,0.3547,0.865,True,0.02856,0.677,0.561,0.1306,0.0514,1.097,1.0,63.7,97.3,30.0,0.0546,0.5023,67.006825,66.50923880033838,71.6306675925926,71.0941265873016,67.006825,71.13308139293098,0.8657407407407407,0.8796296296296297,0.8935185185185185,0.9120370370370371,0.8657407407407407,0.8981481481481481
2019-03-31,320022,67.0,0.3612,0.4,0.35,0.25,0.3367,0.894,True,0.05024,0.806,0.956,0.1625,0.0781,0.798,1.0,65.4,73.9,60.0,0.0561,0.2642,67.0687,66.8697728906115,77.0687,74.36036666666668,67.0687,76.8697728906115,0.8703703703703703,0.8842592592592593,0.9398148148148148,0.9351851851851852,0.8703703703703703,0.9490740740740741
2019-03-31,080002,64.8,0.3612,0.4,0.35,0.25,0.3499,0.879,True,0.01801,0.516,0.876,0.1378,0.1022,0.925,1.0,64.1,68.9,60.0,0.0429,0.0594,64.76656666666668,61.3751960014566,74.76656666666668,71.06286296296297,64.76656666666668,71.3751960014566,0.8611111111111112,0.8333333333333334,0.9305555555555556,0.9074074074074074,0.8611111111111112,0.9027777777777778
2019-03-31,164205,63.9,0.3612,0.4,0.35,0.25,0.3587,0.849,True,0.0955,0.387,0.867,0.1541,0.1048,0.983,1.0,63.3,38.9,100.0,0.136,0.2395,63.90236666666667,65.19315790259033,63.90236666666667,63.90236666666667,63.90236666666667,65.19315790259033,0.8564814814814815,0.8657407407407407,0.7777777777777778,0.8379629629629629,0.8564814814814815,0.8101851851851852
2019-03-31,162714,63.1,0.3612,0.4,0.35,0.25,0.3625,0.868,True,0.03264,0.645,1.331,0.196,0.1269,1.277,1.0,62.9,44.2,100.0,0.0098,0.0768,63.0846159375,62.97229603609143,63.0846159375,63.0846159375,63.0846159375,62.97229603609143,0.8518518518518519,0.8564814814814815,0.7685185185185185,0.8240740740740741,0.8518518518518519,0.7685185185185185
2019-03-31,050010,63.0,0.3612,0.4,0.35,0.25,0.3452,0.88,True,-0.00137,0.516,1.082,0.2915,0.1231,1.186,1.0,64.6,34.6,100.0,0.1649,0.3392,62.9332,60.87631633709332,62.9332,62.9332,62.9332,60.87631633709332,0.8472222222222222,0.8194444444444444,0.7638888888888888,0.8194444444444444,0.8472222222222222,0.7268518518518519
2019-03-31,580001,62.8,0.3612,0.4,0.35,0.25,0.3496,0.888,True,0.00819,0.548,1.162,0.1544,0.104,1.201,1.0,64.2,34.7,100.0,0.0197,0.1017,62.7721982,61.49523534735082,62.7721982,62.7721982,62.7721982,61.49523534735082,0.8379629629629629,0.8379629629629629,0.75,0.8101851851851852,0.8379629629629629,0.7407407407407407
2019-03-31,460007,62.8,0.3612,0.4,0.35,0.25,0.3504,0.862,True,0.04899,0.548,1.398,0.277,0.1631,1.195,1.0,64.1,34.7,100.0,0.081,0.375,62.772400000000005,60.716173063107085,62.772400000000005,62.772400000000005,62.772400000000005,60.716173063107085,0.8425925925925926,0.8148148148148148,0.7546296296296297,0.8148148148148148,0.8425925925925926,0.7129629629629629
2019-03-31,310368,62.7,0.3612,0.4,0.35,0.25,0.3533,0.867,True,0.0223,0.548,1.224,0.1581,0.0951,1.184,1.0,63.8,34.7,100.0,0.0478,0.0598,62.6593,60.9164209301518,62.6593,62.6593,62.6593,60.9164209301518,0.8333333333333334,0.8240740740740741,0.7453703703703703,0.8055555555555556,0.8333333333333334,0.7314814814814815
2019-03-31,000534,62.5,0.3612,0.4,0.35,0.25,0.3382,0.9,True,-0.00051,0.548,0.942,0.1256,0.0668,0.972,1.0,65.3,61.1,60.0,-0.0026,0.2271,62.46486666666668,60.412400536393676,59.26318842592594,57.255824716553306,62.46486666666668,57.210722295652936,0.8287037037037037,0.7962962962962963,0.6805555555555556,0.6990740740740741,0.8287037037037037,0.6620370370370371
2019-03-31,161721,62.3,0.3612,0.4,0.35,0.25,0.3712,0.845,True,0.0587,0.613,0.988,0.1852,0.2063,1.437,1.0,62.1,59.6,100.0,-0.091,-0.0829,62.333208320833336,61.92234048810817,62.333208320833336,62.333208320833336,62.333208320833336,61.92234048810817,0.8240740740740741,0.8518518518518519,0.7407407407407407,0.7824074074074074,0.8240740740740741,0.7546296296296297
2019-03-31,160625,62.2,0.3612,0.4,0.35,0.25,0.3658,0.877,True,0.01687,0.548,1.179,0.218,0.3012,1.201,1.0,62.6,34.7,100.0,-0.0561,-0.1029,62.140714100000004,60.696059056840625,62.140714100000004,62.140714100000004,62.140714100000004,60.696059056840625,0.8148148148148148,0.8101851851851852,0.7361111111111112,0.7777777777777778,0.8148148148148148,0.7083333333333334
2019-03-31,519068,62.1,0.3612,0.4,0.35,0.25,0.3801,0.849,True,0.04866,0.677,0.995,0.137,0.0957,1.105,1.0,61.2,64.7,60.0,0.0935,0.1214,62.141225000000006,61.61644226328323,71.05615555555556,68.10683346560847,62.141225000000006,70.53137281883879,0.8194444444444444,0.8425925925925926,0.8842592592592593,0.8981481481481481,0.8194444444444444,0.8888888888888888
2019-03-31,260104,62.1,0.3612,0.4,0.35,0.25,0.3678,0.832,True,0.08642,0.548,1.101,0.2086,0.1469,1.059,1.0,62.4,34.7,100.0,0.1374,0.2246,62.0938,61.82269264003605,62.0938,62.0938,62.0938,61.82269264003605,0.8101851851851852,0.8472222222222222,0.7314814814814815,0.7731481481481481,0.8101851851851852,0.75
2019-03-31,110019,61.5,0.3612,0.4,0.35,0.25,0.3615,0.862,True,0.03033,0.613,1.498,0.1719,0.1005,1.295,1.0,63.0,41.0,100.0,0.0139,0.0936,61.4911378125,61.15065942644056,61.4911378125,61.4911378125,61.4911378125,61.15065942644056,0.8055555555555556,0.8287037037037037,0.7129629629629629,0.7638888888888888,0.8055555555555556,0.7361111111111112
2019-03-31,000743,61.3,0.3612,0.4,0.35,0.25,0.3343,0.935,True,0.00923,0.71,0.289,0.0117,-0.0688,0.733,1.0,65.7,100.0,0.0,0.0539,0.1655,61.262299999999996,60.43096039050285,61.262299999999996,61.262299999999996,61.262299999999996,60.43096039050285,0.8009259259259259,0.8009259259259259,0.7037037037037037,0.7546296296296297,0.8009259259259259,0.7037037037037037
2019-03-31,519697,60.8,0.3612,0.4,0.35,0.25,0.3476,0.881,True,0.0321,0.903,0.524,0.1104,0.0607,0.585,1.0,64.4,100.0,0.0,0.0345,0.147,60.7436,60.669017001882494,64.98260462962963,62.59057026958932,60.7436,64.90802163151213,0.7962962962962963,0.8055555555555556,0.8009259259259259,0.8009259259259259,0.7962962962962963,0.8009259259259259
2019-03-31,000339,60.5,0.3612,0.4,0.35,0.25,0.3542,0.867,True,0.04087,0.806,0.768,0.1071,0.071,0.769,1.0,63.7,100.0,0.0,0.1855,0.5828,60.4862,59.1021211113206,66.46131574074073,61.99342789115646,60.4862,65.07723685206133,0.7916666666666666,0.7731481481481481,0.8333333333333334,0.7685185185185185,0.7916666666666666,0.8055555555555556
2019-03-31,161604,60.4,0.3612,0.4,0.35,0.25,0.3621,0.862,True,0.03016,0.613,1.616,0.175,0.0966,1.326,1.0,62.9,41.0,100.0,0.0113,0.0921,60.46856882499999,60.12831413039061,60.46856882499999,60.46856882499999,60.46856882499999,60.12831413039061,0.7870370370370371,0.7870370370370371,0.6944444444444444,0.7453703703703703,0.7870370370370371,0.6898148148148148
2019-03-31,580009,60.4,0.3612,0.4,0.35,0.25,0.3572,0.884,True,0.01735,0.71,0.701,0.1156,0.0919,0.806,1.0,63.4,100.0,0.0,0.1025,0.1908,60.369200000000006,59.053983624576475,73.43343611111112,65.4617925925926,60.369200000000006,72.11821973568759,0.7824074074074074,0.7685185185185185,0.9120370370370371,0.8611111111111112,0.7824074074074074,0.9120370370370371
2019-03-31,160916,60.3,0.3612,0.4,0.35,0.25,0.3581,0.857,True,0.03386,0.871,0.795,0.0605,0.03,0.813,1.0,63.3,100.0,0.0,0.0517,0.2148,60.33410000000001,58.5514519037055,60.33410000000001,60.33410000000001,60.33410000000001,58.5514519037055,0.7777777777777778,0.7546296296296297,0.6898148148148148,0.7407407407407407,0.7777777777777778,0.6759259259259259
2019-03-31,000849,60.3,0.3612,0.4,0.35,0.25,0.3582,0.889,True,0.02606,0.903,0.361,0.0965,0.0824,0.667,1.0,63.3,100.0,0.0,-0.0833,-0.0786,60.330200000000005,60.29146304810355,66.44999166666668,60.330200000000005,60.330200000000005,66.41125471477022,0.7731481481481481,0.7916666666666666,0.8287037037037037,0.7361111111111112,0.7731481481481481,0.8333333333333334
2019-03-31,000259,60.3,0.3612,0.4,0.35,0.25,0.3588,0.868,True,0.02058,0.71,0.494,0.1051,0.0431,0.964,1.0,63.3,100.0,0.0,0.0717,0.2379,60.306799999999996,59.450948606041635,61.00124444444444,61.23178110355253,60.306799999999996,60.14539305048608,0.7685185185185185,0.7777777777777778,0.6990740740740741,0.75,0.7685185185185185,0.6944444444444444
2019-03-31,002031,60.2,0.3612,0.4,0.35,0.25,0.3605,0.87,True,0.02071,0.871,0.767,0.115,0.0787,0.659,1.0,63.1,100.0,0.0,0.0455,0.144,60.2405,58.98723191525133,69.68783796296296,64.55739342403628,60.2405,68.43456987821429,0.7638888888888888,0.7638888888888888,0.8796296296296297,0.8518518518518519,0.7638888888888888,0.8657407407407407
2019-03-31,169101,60.2,0.3612,0.4,0.35,0.25,0.3625,0.847,True,0.01587,0.774,0.432,0.1212,0.0394,0.998,1.0,62.9,100.0,0.0,0.022,0.0592,60.1625,59.857008708170234,64.54618055555555,65.20218253968254,60.1625,64.24068926372578,0.7592592592592593,0.7824074074074074,0.7870370370370371,0.8564814814814815,0.7592592592592593,0.7824074074074074
2019-03-31,270041,59.3,0.3612,0.4,0.35,0.25,0.3612,0.873,True,0.05863,0.677,0.65,0.0882,0.0196,1.016,1.0,63.0,97.3,0.0,0.0577,0.2056,59.253325000000004,58.585429342764854,59.253325000000004,59.253325000000004,59.253325000000004,58.585429342764854,0.7546296296296297,0.7592592592592593,0.6759259259259259,0.7175925925925926,0.7546296296296297,0.6805555555555556
2019-03-31,100039,58.5,0.3612,0.4,0.35,0.25,0.3477,0.896,True,0.01543,0.613,1.041,0.1284,0.0683,0.738,1.0,64.4,50.8,60.0,0.1433,0.3514,58.53749166666667,58.479289553617335,57.50595231481481,55.716291427311674,58.53749166666667,57.44775020176548,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666
2019-03-31,000547,58.4,0.3612,0.4,0.35,0.25,0.356,0.871,True,0.06057,0.645,0.732,0.1203,0.0649,1.007,1.0,63.5,94.2,0.0,0.1099,0.2885,58.364125,57.427777840416525,66.3647037037037,63.91598000125977,58.364125,65.42835654412022,0.7453703703703703,0.7314814814814815,0.8240740740740741,0.8425925925925926,0.7453703703703703,0.8148148148148148
2019-03-31,110013,58.3,0.3612,0.4,0.35,0.25,0.3467,0.877,True,0.02361,0.71,1.163,0.1334,0.0836,1.068,1.0,64.4,50.0,60.0,0.0627,0.2686,58.2787,58.245467176674104,63.39588749999999,61.302013492063494,58.2787,63.3626546766741,0.7407407407407407,0.7407407407407407,0.7731481481481481,0.7592592592592593,0.7407407407407407,0.7731481481481481
2019-03-31,202007,57.9,0.3612,0.4,0.35,0.25,0.3574,0.878,True,0.02309,0.71,1.27,0.1432,0.0695,0.742,1.0,63.4,50.0,60.0,0.1019,0.2513,57.8614,57.21059974473517,64.24450185185185,63.51616190476191,57.8614,63.59370159658702,0.7361111111111112,0.7129629629629629,0.7824074074074074,0.8333333333333334,0.7361111111111112,0.7777777777777778
2019-03-31,160706,57.4,0.3612,0.4,0.35,0.25,0.3698,0.861,True,0.0234,0.774,1.394,0.1304,0.1203,1.02,1.0,62.2,50.0,60.0,0.0044,-0.0107,57.3778,57.113732229061455,66.14805462962963,58.71377883597884,57.3778,65.88398685869109,0.7199074074074074,0.7083333333333334,0.8194444444444444,0.7129629629629629,0.7199074074074074,0.8240740740740741
2019-03-31,160615,57.4,0.3612,0.4,0.35,0.25,0.3701,0.862,True,0.02393,0.806,1.304,0.1298,0.1152,1.016,1.0,62.2,50.0,60.0,0.0207,0.0288,57.3661,57.30260427654815,65.62998888888889,58.37139100529102,57.3661,65.56649316543704,0.7129629629629629,0.7222222222222222,0.8101851851851852,0.7083333333333334,0.7129629629629629,0.8194444444444444
2019-03-31,202015,57.4,0.3612,0.4,0.35,0.25,0.3697,0.861,True,0.02246,0.806,1.319,0.1311,0.1222,1.019,1.0,62.2,50.0,60.0,0.0171,0.0099,57.3817,57.296968841230516,66.94767222222222,59.70974232804233,57.3817,66.86294106345274,0.7268518518518519,0.7175925925925926,0.8379629629629629,0.7268518518518519,0.7268518518518519,0.8425925925925926
2019-03-31,100038,57.4,0.3612,0.4,0.35,0.25,0.3686,0.86,True,0.02526,0.903,1.141,0.1284,0.123,0.881,1.0,62.3,50.0,60.0,0.0261,0.0126,57.4246,58.462637237676546,65.50764398148148,57.27248359788359,57.4246,66.54568121915803,0.7314814814814815,0.7453703703703703,0.8055555555555556,0.7037037037037037,0.7314814814814815,0.8379629629629629
2019-03-31,165309,57.4,0.3612,0.4,0.35,0.25,0.3698,0.862,True,0.02384,0.839,1.286,0.1351,0.1254,0.977,1.0,62.2,50.0,60.0,0.0047,-0.0099,57.3778,57.41974059789911,67.37780000000001,62.351344973544975,57.3778,67.41974059789911,0.7199074074074074,0.7268518518518519,0.8518518518518519,0.7870370370370371,0.7199074074074074,0.8518518518518519
2019-03-31,161211,57.0,0.3612,0.4,0.35,0.25,0.3803,0.863,True,0.02021,0.806,1.143,0.1256,0.2124,0.904,1.0,61.2,50.0,60.0,0.007,-0.046,56.9683,57.8386224578625,66.9683,54.170680952380955,56.9683,67.8386224578625,0.7083333333333334,0.7361111111111112,0.8425925925925926,0.6296296296296297,0.7083333333333334,0.8564814814814815
2019-03-31,160628,56.5,0.3612,0.4,0.35,0.25,0.3694,0.853,True,0.04818,0.581,1.05,0.1499,0.1576,1.489,1.0,62.2,46.2,100.0,-0.0932,-0.0844,56.52647097083334,56.06643208941628,56.52647097083334,56.52647097083334,56.52647097083334,56.06643208941628,0.7037037037037037,0.6944444444444444,0.6527777777777778,0.6851851851851852,0.7037037037037037,0.6527777777777778
2019-03-31,519181,56.1,0.3612,0.4,0.35,0.25,0.3508,0.893,True,-0.01361,0.645,1.195,0.1487,0.0732,1.105,1.0,64.1,44.2,60.0,-0.0033,0.2351,56.066925,56.38767363027965,65.99458703703702,62.46573452380952,56.066925,66.31533566731667,0.6990740740740741,0.6990740740740741,0.8148148148148148,0.7916666666666666,0.6990740740740741,0.8287037037037037
2019-03-31,610001,55.9,0.3612,0.4,0.35,0.25,0.3558,0.886,True,0.00048,0.645,1.247,0.1449,0.0735,0.947,1.0,63.6,44.2,60.0,0.0294,0.0757,55.871925,55.927562325097995,64.56984166666666,62.568353571428574,55.871925,64.62547899176465,0.6944444444444444,0.6898148148148148,0.7916666666666666,0.7962962962962963,0.6944444444444444,0.7916666666666666
2019-03-31,000878,55.1,0.3612,0.4,0.35,0.25,0.3525,0.853,True,0.04474,0.774,0.894,0.085,0.0282,1.037,1.0,63.9,84.4,0.0,0.1084,0.2551,55.069166666666675,54.83225251669354,55.069166666666675,55.069166666666675,55.069166666666675,54.83225251669354,0.6851851851851852,0.6759259259259259,0.6481481481481481,0.6574074074074074,0.6851851851851852,0.6342592592592593
2019-03-31,000311,55.1,0.3612,0.4,0.35,0.25,0.3685,0.864,True,0.02339,0.742,0.882,0.0999,0.0787,1.038,1.0,62.3,86.3,0.0,0.0186,0.0005,55.14516666666667,54.626448321391734,61.337296296296294,55.14516666666667,55.14516666666667,60.81857795102136,0.6898148148148148,0.6666666666666666,0.7083333333333334,0.6620370370370371,0.6898148148148148,0.7222222222222222
2019-03-31,162201,54.8,0.3612,0.4,0.35,0.25,0.3448,0.889,True,0.03085,0.29,1.027,0.2624,0.2024,1.21,1.0,64.6,12.1,100.0,0.013,0.2998,54.83557766666667,55.260316792289935,54.83557766666667,54.83557766666667,54.83557766666667,55.260316792289935,0.6759259259259259,0.6851851851851852,0.6435185185185185,0.6527777777777778,0.6759259259259259,0.6435185185185185
2019-03-31,310388,54.8,0.3612,0.4,0.35,0.25,0.3541,0.873,True,0.03833,0.613,1.27,0.1417,0.0937,1.143,1.0,63.7,41.0,60.0,0.1112,0.3113,54.846225,54.6609542822047,64.846225,63.45733611111111,54.846225,64.6609542822047,0.6805555555555556,0.6712962962962963,0.7962962962962963,0.8287037037037037,0.6805555555555556,0.7962962962962963
