code,name,ftype,channel,S_total,S_v4_raw,rating,F_value,val_pct,trend_ok,trend_ma20,bonus,F_alpha,ir_winrate,down_capture,F_momentum,mom_4m1m,mom_7m1m,rank4,rank7,scale,tenure_days,is_passive,penalty_str,water,weights_mode,last_date,error
003598,华商润丰灵活配置混合A,混合型-灵活,右侧,21.5,-0.33812808541455897,Sell/Avoid 红灯,0.0,0.8098,True,True,0,98.5,0.742,0.523,0.0,-0.0415,-0.0553,0.17076923076923076,0.15692307692307692,39.56,2693,False,,0.8557,标准,2026-08-07,
017125,华宝中证港股通互联网ETF发起联接A,指数型-股票,左侧,21.2,-0.14171691969273273,Sell/Avoid 红灯,0.0,0.7147,True,True,0,28.8,0.548,1.694,0.0,-0.2091,-0.2924,0.03538461538461538,0.016923076923076923,1.95,3915,True,回撤比值1.89(平滑35%)(-35%),0.8557,标准,2026-08-07,
012907,鹏扬中证科创创业50ETF联接A,指数型-股票,右侧,21.2,-0.22211636865783893,Sell/Avoid 红灯,0.0,0.8142,False,False,0,44.1,0.613,1.118,9.3,0.3743,0.3869,0.4323076923076923,0.37615384615384617,9.05,2530,True,,0.8557,标准,2026-08-07,
005186,长安鑫兴混合A,混合型-灵活,右侧,21.1,-0.28936803351397333,Sell/Avoid 红灯,0.0,0.7882,True,True,0,98.7,0.806,0.663,0.0,-0.1328,0.019,0.09846153846153846,0.21846153846153846,0.43,754,False,经理任期2年(归因平滑9%)(-9%),0.8557,标准,2026-08-07,
012894,天弘中证科创创业50ETF联接A,指数型-股票,右侧,21.0,-0.2230050612992305,Sell/Avoid 红灯,0.0,0.8143,False,False,0,42.2,0.613,1.165,10.6,0.3757,0.3872,0.4376923076923077,0.37846153846153846,9.96,1334,True,,0.8557,标准,2026-08-07,
017412,创金合信中证科创创业50指数增强A,指数型-股票,右侧,20.9,-0.17303508963909345,Sell/Avoid 红灯,0.0,0.8141,True,True,0,13.3,0.452,1.151,19.7,0.3916,0.4233,0.46153846153846156,0.4153846153846154,1.14,3272,True,,0.8557,标准,2026-08-07,
011196,摩根优势成长混合A,混合型-偏股,右侧,20.8,-0.21837073409567612,Sell/Avoid 红灯,0.0,0.8102,True,True,0,50.3,0.677,1.116,0.0,0.2062,0.2565,0.3,0.2923076923076923,1.78,3544,False,回撤比值1.41(平滑10%)(-10%),0.8557,标准,2026-08-07,
002810,金信转型创新成长混合发起式A,混合型-灵活,右侧,20.8,-0.27655266353770835,Sell/Avoid 红灯,0.0,0.818,True,True,0,79.7,0.71,0.91,0.0,0.0394,0.1518,0.2076923076923077,0.2630769230769231,1.15,1909,False,,0.8557,标准,2026-08-07,
005962,宝盈人工智能股票A,股票型,右侧,20.8,-0.13813769151597446,Sell/Avoid 红灯,0.0,0.818,True,True,0,49.9,0.806,1.294,0.0,0.334,0.3951,0.3723076923076923,0.3830769230769231,9.51,253,False,经理任期0年(归因平滑23%)(-23%); 回撤比值1.22(平滑1%)(-1%),0.8557,标准,2026-08-07,
001302,前海开源金银珠宝混合A,混合型-灵活,右侧,20.6,-0.24963468763638744,Sell/Avoid 红灯,0.0,0.7907,True,True,0,95.5,0.677,0.633,0.0,-0.2148,-0.0508,0.026153846153846153,0.16615384615384615,13.04,3964,False,回撤比值1.77(平滑29%)(-29%),0.8557,标准,2026-08-07,
014317,广发价值领航一年持有混合A,混合型-偏股,右侧,20.6,-0.3257730820280652,Sell/Avoid 红灯,0.0,0.8018,True,True,0,89.5,0.613,0.626,0.0,0.0369,0.0242,0.20307692307692307,0.22153846153846155,8.41,1857,False,,0.8557,标准,2026-08-07,
010350,景顺长城品质长青混合A,混合型-偏股,右侧,20.4,-0.3249691396082135,Sell/Avoid 红灯,0.0,0.8104,True,True,0,87.8,0.645,0.808,0.0,0.1645,0.0962,0.2815384615384615,0.25384615384615383,45.41,2705,False,,0.8557,标准,2026-08-07,
213003,宝盈策略增长混合,混合型-偏股,右侧,20.1,-0.22851887606933655,Sell/Avoid 红灯,0.0,0.8187,False,False,0,49.2,0.774,1.992,6.0,0.3587,0.4113,0.3984615384615385,0.4,22.39,1443,False,回撤比值1.35(平滑8%)(-8%),0.8557,标准,2026-08-07,
001018,易方达新经济混合,混合型-灵活,右侧,20.0,-0.2252261928164119,Sell/Avoid 红灯,0.0,0.8169,True,True,0,46.0,0.613,1.09,0.0,0.2578,0.319,0.32153846153846155,0.32153846153846155,42.62,5056,False,,0.8557,标准,2026-08-07,
000220,富国医疗保健行业混合A,混合型-偏股,左侧,19.7,-0.1396242389559688,Sell/Avoid 红灯,0.0,0.755,True,True,0,9.3,0.419,1.158,0.0,0.0714,-0.0189,0.24,0.18615384615384614,6.63,2306,False,回撤比值1.30(平滑5%)(-5%),0.8557,标准,2026-08-07,
010114,华宝新兴成长混合A,混合型-偏股,右侧,19.6,-0.24530796592890428,Sell/Avoid 红灯,0.0,0.8101,True,True,0,60.4,0.516,0.867,0.0,0.2518,0.2367,0.3169230769230769,0.28307692307692306,2.83,1692,False,,0.8557,标准,2026-08-07,
161631,融通人工智能指数(LOF)A,指数型-股票,右侧,19.5,-0.2306340196445981,Sell/Avoid 红灯,0.0,0.8128,False,False,0,49.9,0.806,1.286,0.0,0.3596,0.3681,0.4023076923076923,0.34615384615384615,9.79,4299,True,回撤比值1.32(平滑6%)(-6%),0.8557,标准,2026-08-07,
011021,汇添富互联网核心资产六个月持有混合A,混合型-偏股,右侧,19.5,-0.24741303367006187,Sell/Avoid 红灯,0.0,0.8129,False,False,0,56.4,0.677,1.044,5.6,0.3429,0.4285,0.38,0.4246153846153846,16.56,2028,False,,0.8557,标准,2026-08-07,
011839,天弘中证人工智能A,指数型-股票,右侧,19.4,-0.24139543800504618,Sell/Avoid 红灯,0.0,0.8128,False,False,0,57.4,0.806,1.068,0.0,0.3595,0.3662,0.4,0.3415384615384615,13.55,557,True,回撤比值1.33(平滑6%)(-6%),0.8557,标准,2026-08-07,
002967,浙商大数据智选消费混合A,混合型-灵活,左侧,19.2,-0.23547800773305463,Sell/Avoid 红灯,0.0,0.7695,True,True,0,48.0,0.194,0.735,0.0,-0.0122,-0.0551,0.19230769230769232,0.15846153846153846,1.11,1845,False,,0.8557,标准,2026-08-07,
001322,东吴新趋势价值线混合,混合型-灵活,右侧,19.2,-0.23580986730823986,Sell/Avoid 红灯,0.0,0.8134,True,True,0,49.6,0.742,1.224,0.0,0.2648,0.2748,0.3292307692307692,0.30153846153846153,16.55,5060,False,回撤比值1.25(平滑3%)(-3%),0.8557,标准,2026-08-07,
001069,华泰柏瑞消费成长混合,混合型-灵活,右侧,18.9,-0.311997181085378,Sell/Avoid 红灯,0.0,0.8007,True,True,0,88.0,0.613,0.725,0.0,0.1053,0.1732,0.25846153846153846,0.26461538461538464,10.32,752,False,经理任期2年(归因平滑9%)(-9%),0.8557,标准,2026-08-07,
012733,易方达中证人工智能主题ETF联接A,指数型-股票,右侧,18.8,-0.24508157873814387,Sell/Avoid 红灯,0.0,0.8128,False,False,0,58.6,0.806,1.055,0.0,0.3545,0.3616,0.39384615384615385,0.34,43.51,2330,True,回撤比值1.35(平滑7%)(-7%),0.8557,标准,2026-08-07,
580001,东吴嘉禾优势精选混合A,混合型-灵活,右侧,18.8,-0.23812727607719456,Sell/Avoid 红灯,0.0,0.8136,True,True,0,49.5,0.806,1.639,0.0,0.2624,0.2682,0.3261538461538461,0.2969230769230769,9.22,5060,False,回撤比值1.26(平滑3%)(-3%),0.8557,标准,2026-08-07,
013304,易方达中证科创创业50联接A,指数型-股票,右侧,18.8,-0.24021233740473194,Sell/Avoid 红灯,0.0,0.8142,False,False,0,44.2,0.613,1.117,6.3,0.3697,0.3823,0.4230769230769231,0.36615384615384616,25.01,1747,True,,0.8557,标准,2026-08-07,
005826,华夏潜龙精选股票,股票型,右侧,18.7,-0.262565513793125,Sell/Avoid 红灯,0.0,0.8213,True,True,0,78.4,0.677,0.908,0.0,0.3117,0.38,0.35384615384615387,0.3646153846153846,2.05,633,False,经理任期1年(归因平滑13%)(-13%),0.8557,标准,2026-08-07,
011122,汇添富ESG可持续成长股票A,股票型,右侧,18.7,-0.3442956273549552,Sell/Avoid 红灯,0.0,0.8111,False,False,0,84.5,0.677,0.866,0.0,0.1292,0.2338,0.26153846153846155,0.28,20.87,2028,False,,0.8557,标准,2026-08-07,
017434,华宝中证沪港深新消费指数A,指数型-股票,左侧,18.6,-0.1693033381908529,Sell/Avoid 红灯,0.0,0.7165,True,False,0,16.4,0.484,1.266,0.0,-0.1787,-0.2497,0.06538461538461539,0.03076923076923077,1.23,2011,True,回撤比值1.64(平滑22%)(-22%),0.8557,标准,2026-08-07,
240017,华宝新兴产业混合,混合型-偏股,右侧,18.6,-0.22820861788387262,Sell/Avoid 红灯,0.0,0.8107,True,True,0,40.2,0.613,1.322,0.0,0.2827,0.2834,0.3330769230769231,0.3076923076923077,4.87,1692,False,,0.8557,标准,2026-08-07,
110013,易方达科翔混合,混合型-偏股,右侧,18.6,-0.2206157406546281,Sell/Avoid 红灯,0.0,0.8172,True,True,0,35.0,0.581,1.404,0.0,0.2553,0.3155,0.32,0.32,52.54,5056,False,,0.8557,标准,2026-08-07,
013298,南方中证科创创业50ETF联接A,指数型-股票,右侧,18.2,-0.23669991251569958,Sell/Avoid 红灯,0.0,0.8142,False,False,0,39.9,0.581,1.105,5.2,0.3691,0.3774,0.42,0.36153846153846153,4.67,2824,True,,0.8557,标准,2026-08-07,
005865,浦银安盛量化多策略混合A,混合型-灵活,左侧,18.2,-0.23270772230755624,Sell/Avoid 红灯,0.0,0.8314,True,True,0,50.5,0.258,0.426,0.0,0.136,0.0246,0.26461538461538464,0.2230769230769231,0.02,3440,False,回撤比值1.54(平滑17%)(-17%),0.8557,标准,2026-08-07,
001563,华富健康文娱灵活配置混合A,混合型-灵活,左侧,18.2,-0.07680514888687909,Sell/Avoid 红灯,0.0,0.747,True,True,0,3.1,0.323,1.191,0.0,-0.022,-0.0625,0.18461538461538463,0.1523076923076923,0.25,318,False,经理任期0年(归因平滑21%)(-21%); 回撤比值1.79(平滑30%)(-30%),0.8557,标准,2026-08-07,
005335,浙商全景消费混合A,混合型-偏股,左侧,18.1,-0.20141884503675625,Sell/Avoid 红灯,0.0,0.768,True,True,0,27.5,0.065,0.936,0.0,-0.0412,-0.111,0.1723076923076923,0.13076923076923078,0.09,1845,False,回撤比值1.44(平滑12%)(-12%),0.8557,标准,2026-08-07,
519181,万家和谐增长混合A,混合型-灵活,右侧,18.0,-0.2428756824117511,Sell/Avoid 红灯,0.0,0.7901,True,True,0,47.6,0.71,1.475,0.0,0.1801,0.1975,0.28615384615384615,0.2692307692307692,13.45,4106,False,,0.8557,标准,2026-08-07,
011486,博时创新精选混合A,混合型-偏股,右侧,18.0,-0.21658793570060278,Sell/Avoid 红灯,0.0,0.8157,True,True,0,30.9,0.548,1.171,0.0,0.3423,0.3588,0.37846153846153846,0.3384615384615385,6.87,3833,False,回撤比值1.40(平滑10%)(-10%),0.8557,标准,2026-08-07,
004634,前海联合泳涛混合A,混合型-灵活,左侧,17.9,-0.14541889044235948,Sell/Avoid 红灯,0.0,0.8366,True,True,0,3.1,0.032,1.14,0.0,0.174,0.0936,0.2846153846153846,0.2523076923076923,0.07,3422,False,回撤比值1.93(平滑36%)(-36%),0.8557,标准,2026-08-07,
023117,华安高端装备股票发起式A,股票型,新星,17.6,-0.21059345209594296,Sell/Avoid 红灯,0.0,0.818,False,False,0,51.3,0.875,1.197,5.8,0.3338,0.4494,0.3707692307692308,0.44,0.3,433,False,经理任期1年(归因平滑18%)(-18%); 回撤比值1.55(平滑18%)(-18%),0.8557,标准,2026-08-07,
008585,华夏人工智能ETF联接A,指数型-股票,右侧,17.5,-0.24913060524272493,Sell/Avoid 红灯,0.0,0.8127,False,False,0,53.7,0.806,1.117,0.0,0.3516,0.3575,0.38769230769230767,0.3353846153846154,28.12,3156,True,回撤比值1.34(平滑7%)(-7%),0.8557,标准,2026-08-07,
013302,招商中证科创创业50ETF联接A,指数型-股票,右侧,17.2,-0.24222583192998795,Sell/Avoid 红灯,0.0,0.8142,False,False,0,40.1,0.581,1.102,1.7,0.3635,0.372,0.4076923076923077,0.3523076923076923,3.75,645,True,,0.8557,标准,2026-08-07,
501081,中欧科创主题混合(LOF)A,混合型-偏股,右侧,17.0,-0.2779414692042841,Sell/Avoid 红灯,0.0,0.8154,True,True,0,60.2,0.645,0.999,0.0,0.2403,0.2577,0.3153846153846154,0.29384615384615387,14.07,2361,False,回撤比值1.21(平滑1%)(-1%),0.8557,标准,2026-08-07,
377240,摩根新兴动力混合A,混合型-偏股,右侧,17.0,-0.24517378078995947,Sell/Avoid 红灯,0.0,0.8103,True,True,0,46.2,0.677,1.342,0.0,0.2068,0.2722,0.30153846153846153,0.29846153846153844,123.85,5499,False,回撤比值1.25(平滑2%)(-2%),0.8557,标准,2026-08-07,
006235,东方城镇消费主题混合A,混合型-偏股,左侧,16.9,-0.16362156785606266,Sell/Avoid 红灯,0.0,0.7638,True,True,0,3.1,0.0,1.14,0.0,-0.161,-0.3026,0.07230769230769231,0.012307692307692308,0.17,4112,False,回撤比值2.11(平滑45%)(-45%),0.8557,标准,2026-08-07,
013315,嘉实中证科创创业50ETF发起联接A,指数型-股票,右侧,16.8,-0.2286776245184087,Sell/Avoid 红灯,0.0,0.8142,False,False,0,25.9,0.516,1.125,6.5,0.3713,0.3783,0.42615384615384616,0.3630769230769231,2.82,3141,True,,0.8557,标准,2026-08-07,
023384,平安中证人工智能主题ETF发起式联接A,指数型-股票,新星,16.8,-0.2649949029696812,Sell/Avoid 红灯,0.0,0.8127,False,False,0,54.9,0.889,1.103,0.0,0.3485,0.3579,0.38153846153846155,0.33692307692307694,0.81,404,True,回撤比值1.28(平滑4%)(-4%),0.8557,标准,2026-08-07,
011099,富国价值创造混合A,混合型-偏股,左侧,16.6,-0.24267026272485562,Sell/Avoid 红灯,20.0,0.712,True,False,20,19.5,0.161,0.982,0.0,-0.1542,-0.2117,0.07846153846153846,0.052307692307692305,17.99,3334,False,回撤比值1.34(平滑7%)(-7%),0.8557,标准,2026-08-07,
021580,华夏人工智能ETF联接D,指数型-股票,新星,16.5,-0.2566603728147071,Sell/Avoid 红灯,0.0,0.8127,False,False,0,51.1,0.95,1.214,0.0,0.3509,0.3567,0.38461538461538464,0.33384615384615385,14.63,3157,True,回撤比值1.31(平滑5%)(-5%),0.8557,标准,2026-08-07,
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,右侧,16.2,-0.24078585402991307,Sell/Avoid 红灯,0.0,0.8189,False,False,0,45.5,0.516,0.959,0.0,0.3282,0.2914,0.3676923076923077,0.30923076923076925,7.83,1616,False,回撤比值1.67(平滑23%)(-23%),0.8557,标准,2026-08-07,
013310,华夏科创创业50ETF联接A,指数型-股票,右侧,16.1,-0.24250249542281513,Sell/Avoid 红灯,0.0,0.8142,False,False,0,32.8,0.548,1.122,4.1,0.3675,0.3771,0.41615384615384615,0.35846153846153844,8.18,4864,True,,0.8557,标准,2026-08-07,
012898,兴银中证科创创业50指数A,指数型-股票,右侧,16.0,-0.25110318134653853,Sell/Avoid 红灯,0.0,0.8141,False,False,0,41.1,0.581,1.088,1.8,0.3636,0.3707,0.40923076923076923,0.3507692307692308,2.09,1843,True,,0.8557,标准,2026-08-07,
375010,摩根中国优势混合A,混合型-灵活,右侧,16.0,-0.2619963426388723,Sell/Avoid 红灯,0.0,0.8104,True,True,0,47.6,0.71,1.845,0.0,0.1955,0.253,0.2953846153846154,0.28923076923076924,43.47,5499,False,回撤比值1.21(平滑1%)(-1%),0.8557,标准,2026-08-07,
018362,东方阿尔法瑞丰混合发起A,混合型-偏股,左侧,16.0,-0.17448881321522805,Sell/Avoid 红灯,0.0,0.8324,True,True,0,0.8,0.267,1.36,0.0,0.0513,0.1823,0.21846153846153846,0.26615384615384613,0.38,1178,False,回撤比值1.84(平滑32%)(-32%),0.8557,标准,2026-08-07,
010054,万家健康产业混合A,混合型-偏股,左侧,15.6,-0.2036663460486329,Sell/Avoid 红灯,0.0,0.7925,True,True,0,17.8,0.032,0.992,0.0,-0.1607,-0.1386,0.07384615384615385,0.12461538461538461,0.4,2001,False,回撤比值1.97(平滑39%)(-39%),0.8557,标准,2026-08-07,
004316,前海开源沪港深裕鑫A,混合型-灵活,左侧,15.3,-0.27277332737505133,Sell/Avoid 红灯,0.0,0.7536,True,True,0,54.1,0.387,0.537,0.0,-0.2514,-0.2612,0.013846153846153847,0.027692307692307693,0.9,4429,False,回撤比值1.50(平滑15%)(-15%),0.8557,标准,2026-08-07,
006926,长城量化精选股票A,股票型,左侧,15.2,-0.19963333320935497,Sell/Avoid 红灯,0.0,0.7942,True,True,0,11.3,0.0,1.036,0.0,-0.0878,-0.1428,0.14923076923076922,0.11846153846153847,0.21,1374,False,回撤比值2.03(平滑42%)(-42%),0.8557,标准,2026-08-07,
008840,德邦大消费混合A,混合型-偏股,左侧,15.0,-0.2008439862111329,Sell/Avoid 红灯,0.0,0.7502,False,False,0,11.8,0.0,1.032,0.0,-0.2237,-0.3118,0.023076923076923078,0.007692307692307693,0.22,1503,False,回撤比值2.16(平滑48%)(-48%),0.8557,标准,2026-08-07,
673010,西部利得新动向混合A,混合型-灵活,右侧,14.9,-0.2776728370407079,Sell/Avoid 红灯,0.0,0.8167,True,True,0,47.0,0.484,0.915,0.0,0.2189,0.2812,0.30923076923076925,0.30615384615384617,14.95,2759,False,,0.8557,标准,2026-08-07,
016243,广发成长领航一年持有混合A,混合型-偏股,右侧,14.9,-0.330887930256082,Sell/Avoid 红灯,0.0,0.8184,False,False,0,70.7,0.516,0.702,0.0,0.1815,0.2084,0.28923076923076924,0.27384615384615385,17.35,3153,False,回撤比值1.53(平滑17%)(-17%),0.8557,标准,2026-08-07,
009542,银华富利精选混合A,混合型-偏股,左侧,14.6,-0.23665073132881745,Sell/Avoid 红灯,20.0,0.7473,True,True,20,1.9,0.129,1.177,0.0,-0.1199,-0.1289,0.1123076923076923,0.12615384615384614,9.02,3230,False,回撤比值1.37(平滑8%)(-8%),0.8557,标准,2026-08-07,
011917,山证资管品质生活混合A,混合型-偏股,左侧,14.2,-0.25986872132092154,Sell/Avoid 红灯,0.0,0.8052,True,True,0,47.1,0.129,0.757,0.0,0.0494,-0.0426,0.2169230769230769,0.17307692307692307,0.69,990,False,经理任期2年(归因平滑3%)(-3%); 回撤比值1.54(平滑17%)(-17%),0.8557,标准,2026-08-07,
011002,同泰大健康主题混合A,混合型-偏股,左侧,14.2,-0.20102540810836636,Sell/Avoid 红灯,0.0,0.7653,True,True,0,2.5,0.29,1.187,0.0,-0.3097,-0.3398,0.0015384615384615385,0.0015384615384615385,0.09,1613,False,回撤比值2.12(平滑46%)(-46%),0.8557,标准,2026-08-07,
018438,财通资管品质消费混合发起式A,混合型-偏股,左侧,14.0,-0.258755625791788,Sell/Avoid 红灯,0.0,0.7357,True,False,0,48.8,0.419,0.834,0.0,-0.2518,-0.3125,0.012307692307692308,0.006153846153846154,0.69,1619,False,回撤比值1.78(平滑29%)(-29%),0.8557,标准,2026-08-07,
410009,华富量子生命力混合A,混合型-偏股,右侧,13.9,-0.31408738261956115,Sell/Avoid 红灯,0.0,0.808,True,True,0,49.2,0.774,1.478,0.0,0.0566,0.2392,0.2230769230769231,0.2846153846153846,0.45,1738,False,,0.8557,标准,2026-08-07,
010282,中信建投智享生活混合A,混合型-偏股,左侧,13.6,-0.20657664065820017,Sell/Avoid 红灯,0.0,0.8231,True,True,0,0.5,0.0,1.269,0.0,-0.1424,-0.1475,0.08923076923076922,0.11384615384615385,0.23,3354,False,回撤比值2.30(平滑55%)(-55%),0.8557,标准,2026-08-07,
018128,博时北证50成份指数发起式A,指数型-股票,左侧,12.8,-0.367011611439342,Sell/Avoid 红灯,0.0,0.8337,True,True,0,68.2,0.516,0.778,0.0,-0.1125,-0.1494,0.12923076923076923,0.1123076923076923,2.51,1472,True,回撤比值1.46(平滑13%)(-13%),0.8557,标准,2026-08-07,
018112,工银北证50成份指数A,指数型-股票,左侧,12.8,-0.3723732975481133,Sell/Avoid 红灯,0.0,0.8337,True,True,0,70.8,0.516,0.699,0.0,-0.1161,-0.1535,0.12461538461538461,0.10615384615384615,1.61,5402,True,回撤比值1.46(平滑13%)(-13%),0.8557,标准,2026-08-07,
017515,易方达北证50成份指数A,指数型-股票,左侧,12.6,-0.36807057136145194,Sell/Avoid 红灯,0.0,0.8338,True,True,0,68.0,0.516,0.782,0.0,-0.1155,-0.1525,0.12692307692307692,0.10923076923076923,2.98,2234,True,回撤比值1.46(平滑13%)(-13%),0.8557,标准,2026-08-07,
017523,南方北证50成份指数发起A,指数型-股票,左侧,12.6,-0.37032769835568313,Sell/Avoid 红灯,0.0,0.8339,True,True,0,69.6,0.516,0.745,0.0,-0.1189,-0.1556,0.11846153846153847,0.10153846153846154,0.93,3649,True,回撤比值1.50(平滑15%)(-15%),0.8557,标准,2026-08-07,
011069,工银成长精选混合A,混合型-偏股,左侧,12.6,-0.32786206222330316,Sell/Avoid 红灯,0.0,0.81,True,True,0,45.7,0.194,0.788,0.0,0.0657,0.049,0.2323076923076923,0.2323076923076923,9.32,4275,False,回撤比值1.25(平滑3%)(-3%),0.8557,标准,2026-08-07,
519766,交银荣鑫灵活配置混合A,混合型-灵活,右侧,12.5,-0.32582570849298564,Sell/Avoid 红灯,0.0,0.8204,True,True,0,60.7,0.452,0.27,0.0,0.2083,0.1033,0.3046153846153846,0.2553846153846154,2.49,379,False,经理任期1年(归因平滑20%)(-20%),0.8557,标准,2026-08-07,
017512,广发北证50成份指数A,指数型-股票,左侧,12.4,-0.3806359483322769,Sell/Avoid 红灯,0.0,0.8336,True,True,0,70.1,0.516,0.729,0.0,-0.1182,-0.155,0.12,0.10307692307692308,3.94,4506,True,回撤比值1.43(平滑11%)(-11%),0.8557,标准,2026-08-07,
016847,中欧高端装备股票发起A,股票型,左侧,12.4,-0.243015962924411,Sell/Avoid 红灯,0.0,0.8327,True,True,0,21.6,0.419,1.011,0.0,-0.0228,0.0229,0.18153846153846154,0.22,2.71,3821,False,回撤比值1.71(平滑25%)(-25%),0.8557,标准,2026-08-07,
017517,招商北证50成份指数发起式A,指数型-股票,左侧,12.4,-0.37906043667959033,Sell/Avoid 红灯,0.0,0.8338,True,True,0,69.7,0.516,0.742,0.0,-0.1174,-0.1526,0.12153846153846154,0.1076923076923077,0.88,4107,True,回撤比值1.42(平滑11%)(-11%),0.8557,标准,2026-08-07,
017521,富国北证50成份指数A,指数型-股票,左侧,12.2,-0.3666510640733702,Sell/Avoid 红灯,0.0,0.8336,True,True,0,64.1,0.516,0.835,0.0,-0.1155,-0.1513,0.12692307692307692,0.11076923076923077,1.19,4010,True,回撤比值1.46(平滑13%)(-13%),0.8557,标准,2026-08-07,
007811,淳厚信泽混合A,混合型-灵活,左侧,12.2,-0.24676327842837667,Sell/Avoid 红灯,0.0,0.8295,True,True,0,45.7,0.387,0.839,0.0,-0.03,0.0526,0.17846153846153845,0.23384615384615384,0.73,386,False,经理任期1年(归因平滑19%)(-19%); 回撤比值1.65(平滑22%)(-22%),0.8557,标准,2026-08-07,
017519,汇添富北证50成份指数A,指数型-股票,左侧,12.1,-0.37378254620629714,Sell/Avoid 红灯,0.0,0.8334,True,True,0,68.1,0.516,0.78,0.0,-0.1195,-0.157,0.11538461538461539,0.09846153846153846,2.3,1481,True,回撤比值1.49(平滑14%)(-14%),0.8557,标准,2026-08-07,
002567,大成国家安全主题灵活配置混合A,混合型-灵活,左侧,12.0,-0.34485361602256615,Sell/Avoid 红灯,0.0,0.8164,True,True,0,47.2,0.387,0.824,0.0,-0.042,-0.1211,0.16923076923076924,0.12923076923076923,0.15,1809,False,,0.8557,标准,2026-08-07,
016073,创金合信软件产业股票发起A,股票型,左侧,12.0,-0.19090624848207052,Sell/Avoid 红灯,0.0,0.7881,True,True,0,6.5,0.226,1.087,0.0,-0.1206,-0.1398,0.1076923076923077,0.12307692307692308,0.49,257,False,经理任期0年(归因平滑23%)(-23%); 回撤比值1.90(平滑35%)(-35%),0.8557,标准,2026-08-07,
002802,广发成长智选混合A,混合型-偏股,左侧,11.9,-0.2855261021130132,Sell/Avoid 红灯,0.0,0.8166,True,True,0,38.2,0.29,0.874,0.0,-0.0833,-0.0446,0.15076923076923077,0.16923076923076924,0.21,1123,False,回撤比值1.49(平滑14%)(-14%),0.8557,标准,2026-08-07,
017525,华夏北证50成份指数A,指数型-股票,左侧,11.9,-0.3784578189731863,Sell/Avoid 红灯,0.0,0.8338,True,True,0,67.9,0.516,0.784,0.0,-0.1201,-0.1579,0.11076923076923077,0.09692307692307692,2.24,3156,True,回撤比值1.48(平滑14%)(-14%),0.8557,标准,2026-08-07,
018120,万家北证50成份指数发起式A,指数型-股票,左侧,11.8,-0.38196401664777846,Sell/Avoid 红灯,0.0,0.8336,True,True,0,69.5,0.516,0.747,0.0,-0.1208,-0.1589,0.10461538461538461,0.09307692307692307,0.93,2474,True,回撤比值1.49(平滑14%)(-14%),0.8557,标准,2026-08-07,
018114,鹏扬北证50成份指数A,指数型-股票,左侧,11.8,-0.3900051952367686,Sell/Avoid 红灯,0.0,0.8336,True,True,0,68.7,0.516,0.768,0.0,-0.1206,-0.1589,0.1076923076923077,0.09307692307692307,0.3,2530,True,回撤比值1.43(平滑12%)(-12%),0.8557,标准,2026-08-07,
017527,嘉实北证50成份指数A,指数型-股票,左侧,11.7,-0.37775402921231516,Sell/Avoid 红灯,0.0,0.8338,True,True,0,66.2,0.516,0.81,0.0,-0.1194,-0.1585,0.11692307692307692,0.09538461538461539,1.09,1972,True,回撤比值1.48(平滑14%)(-14%),0.8557,标准,2026-08-07,
110025,易方达资源行业混合,混合型-偏股,右侧,11.7,-0.27012312556478846,Sell/Avoid 红灯,0.0,0.8034,True,True,0,35.1,0.581,1.372,0.0,-0.0939,0.073,0.14615384615384616,0.24461538461538462,27.63,621,False,经理任期1年(归因平滑13%)(-13%),0.8557,标准,2026-08-07,
017977,信澳优享生活混合A,混合型-偏股,左侧,11.6,-0.25686998188493626,Sell/Avoid 红灯,0.0,0.8263,True,True,0,23.1,0.226,0.962,0.0,0.0408,0.0797,0.20923076923076922,0.24769230769230768,1.53,2272,False,回撤比值1.39(平滑10%)(-10%),0.8557,标准,2026-08-07,
290012,泰信行业精选混合A,混合型-灵活,左侧,11.6,-0.2971524775270614,Sell/Avoid 红灯,0.0,0.8014,True,True,0,43.5,0.129,0.817,0.0,-0.1206,-0.14,0.1076923076923077,0.12153846153846154,0.95,4156,False,回撤比值1.64(平滑22%)(-22%),0.8557,标准,2026-08-07,
001830,融通跨界成长灵活配置混合,混合型-灵活,左侧,11.6,-0.33156098728812133,Sell/Avoid 红灯,0.0,0.8123,True,True,0,45.4,0.29,0.804,0.0,-0.0512,-0.1955,0.16307692307692306,0.06461538461538462,0.12,3991,False,回撤比值1.41(平滑11%)(-11%),0.8557,标准,2026-08-07,
015630,申万菱信乐融一年持有混合A,混合型-偏股,左侧,11.5,-0.3173066991813255,Sell/Avoid 红灯,0.0,0.8189,True,True,0,52.4,0.355,0.556,0.0,-0.0827,-0.1456,0.1523076923076923,0.11538461538461539,0.88,1627,False,回撤比值1.84(平滑32%)(-32%),0.8557,标准,2026-08-07,
590002,中邮核心成长混合A,混合型-偏股,左侧,11.1,-0.2326775832563859,Sell/Avoid 红灯,0.0,0.8218,True,True,0,0.9,0.29,1.868,0.0,0.0538,0.0869,0.22,0.25,29.48,4392,False,回撤比值1.69(平滑24%)(-24%),0.8557,标准,2026-08-07,
