date,code,S,water,R_MDD,fwd6
2019-03-31,290012,84.74126598420062,0.3612,1.032,0.0072
2019-03-31,519150,82.79584730579394,0.3612,0.824,0.0094
2019-03-31,000423,82.92580363008616,0.3612,0.907,-0.0765
2019-03-31,040011,77.21820221741461,0.3612,0.617,0.0031
2019-03-31,519736,78.79696199829336,0.3612,0.84,0.0629
2019-03-31,000652,74.35705489892769,0.3612,0.7,0.005
2019-03-31,000251,83.50138123758671,0.3612,0.879,0.0131
2019-03-31,000017,73.53756919132718,0.3612,1.049,0.1109
2019-03-31,519158,80.26147268811309,0.3612,1.005,0.0736
2019-03-31,000390,80.9194477771651,0.3612,0.818,0.1068
2019-03-31,450009,73.5138243684971,0.3612,0.774,0.0422
2019-03-31,000409,70.93367874998908,0.3612,1.019,0.0036
2019-03-31,720001,70.11153277566949,0.3612,1.091,0.2117
2019-03-31,165521,80.21254026211875,0.3612,0.901,-0.0067
2019-03-31,000595,77.36199073553733,0.3612,1.048,0.197
2019-03-31,000020,76.33105232767949,0.3612,1.087,0.1194
2019-03-31,000742,77.86833677171364,0.3612,1.284,0.0174
2019-03-31,050022,69.9231706468407,0.3612,1.175,0.209
2019-03-31,530019,74.95209820153846,0.3612,1.008,-0.0608
2019-03-31,519674,71.76102521326388,0.3612,0.978,0.2259
2019-03-31,040025,73.66468873956133,0.3612,0.822,0.0032
2019-03-31,161903,68.00871542249796,0.3612,0.74,0.1883
2019-03-31,000746,64.42370213357859,0.3612,1.146,0.0931
2019-03-31,673010,68.77626911918023,0.3612,1.058,-0.006
2019-03-31,000613,72.15653305825452,0.3612,1.027,0.0004
2019-03-31,481012,67.29369809079253,0.3612,1.208,0.0353
2019-03-31,162605,68.48746011549262,0.3612,1.065,0.1128
2019-03-31,630008,61.59560804661868,0.3612,0.788,0.0561
2019-03-31,000362,71.13308139293098,0.3612,1.097,0.0546
2019-03-31,320022,76.8697728906115,0.3612,0.798,0.0561
2019-03-31,080002,71.3751960014566,0.3612,0.925,0.0429
2019-03-31,164205,65.19315790259033,0.3612,0.983,0.136
2019-03-31,162714,62.97229603609143,0.3612,1.277,0.0098
2019-03-31,050010,60.87631633709332,0.3612,1.186,0.1649
2019-03-31,580001,61.49523534735082,0.3612,1.201,0.0197
2019-03-31,460007,60.716173063107085,0.3612,1.195,0.081
2019-03-31,310368,60.9164209301518,0.3612,1.184,0.0478
2019-03-31,000534,57.210722295652936,0.3612,0.972,-0.0026
2019-03-31,161721,61.92234048810817,0.3612,1.437,-0.091
2019-03-31,160625,60.696059056840625,0.3612,1.201,-0.0561
2019-03-31,519068,70.53137281883879,0.3612,1.105,0.0935
2019-03-31,260104,61.82269264003605,0.3612,1.059,0.1374
2019-03-31,110019,61.15065942644056,0.3612,1.295,0.0139
2019-03-31,000743,60.43096039050285,0.3612,0.733,0.0539
2019-03-31,519697,64.90802163151213,0.3612,0.585,0.0345
2019-03-31,000339,65.07723685206133,0.3612,0.769,0.1855
2019-03-31,161604,60.12831413039061,0.3612,1.326,0.0113
2019-03-31,580009,72.11821973568759,0.3612,0.806,0.1025
2019-03-31,160916,58.5514519037055,0.3612,0.813,0.0517
2019-03-31,000849,66.41125471477022,0.3612,0.667,-0.0833
2019-03-31,000259,60.14539305048608,0.3612,0.964,0.0717
2019-03-31,002031,68.43456987821429,0.3612,0.659,0.0455
2019-03-31,169101,64.24068926372578,0.3612,0.998,0.022
2019-03-31,270041,58.585429342764854,0.3612,1.016,0.0577
2019-03-31,100039,57.44775020176548,0.3612,0.738,0.1433
2019-03-31,000547,65.42835654412022,0.3612,1.007,0.1099
2019-03-31,110013,63.3626546766741,0.3612,1.068,0.0627
2019-03-31,202007,63.59370159658702,0.3612,0.742,0.1019
2019-03-31,160706,65.88398685869109,0.3612,1.02,0.0044
2019-03-31,160615,65.56649316543704,0.3612,1.016,0.0207
2019-03-31,202015,66.86294106345274,0.3612,1.019,0.0171
2019-03-31,100038,66.54568121915803,0.3612,0.881,0.0261
2019-03-31,165309,67.41974059789911,0.3612,0.977,0.0047
2019-03-31,161211,67.8386224578625,0.3612,0.904,0.007
2019-03-31,160628,56.06643208941628,0.3612,1.489,-0.0932
2019-03-31,519181,66.31533566731667,0.3612,1.105,-0.0033
2019-03-31,610001,64.62547899176465,0.3612,0.947,0.0294
2019-03-31,000878,54.83225251669354,0.3612,1.037,0.1084
2019-03-31,000311,60.81857795102136,0.3612,1.038,0.0186
2019-03-31,162201,55.260316792289935,0.3612,1.21,0.013
2019-03-31,310388,64.6609542822047,0.3612,1.143,0.1112
2019-03-31,582003,53.422918433070095,0.3612,1.283,0.092
2019-03-31,519050,52.30567788967377,0.3612,0.174,0.0532
2019-03-31,202213,51.000693492040284,0.3612,0.119,0.1002
2019-03-31,000066,50.996671550066225,0.3612,0.049,0.0389
2019-03-31,240020,52.20406727761974,0.3612,1.152,0.2006
2019-03-31,320011,53.69461898294176,0.3612,0.676,0.0099
2019-03-31,000590,50.32994212036933,0.3612,0.102,0.0408
2019-03-31,233010,59.56256367985085,0.3612,1.213,-0.0291
2019-03-31,519991,51.834210729743376,0.3612,0.901,0.0514
2019-03-31,000884,50.42237591310192,0.3612,1.031,0.0966
2019-03-31,100029,50.77528188147002,0.3612,0.919,0.0684
2019-03-31,020009,55.91227273675038,0.3612,1.249,0.0425
2019-03-31,000828,56.80926808062298,0.3612,1.207,0.0848
2019-03-31,163801,48.31702380970481,0.3612,0.755,0.0699
2019-03-31,000823,54.86911721349063,0.3612,1.147,-0.0191
2019-03-31,240011,51.010200593382365,0.3612,1.122,0.1208
2019-03-31,213002,49.25292578758854,0.3612,1.224,0.0702
2019-03-31,200007,47.8491972070503,0.3612,1.003,0.1278
2019-03-31,000688,48.14307085977616,0.3612,0.946,0.0027
2019-03-31,000117,60.375610250637536,0.3612,1.314,0.1131
2019-03-31,162214,50.679225830098325,0.3612,1.289,0.0557
2019-03-31,740101,57.63785605879036,0.3612,1.107,0.0188
2019-03-31,000531,44.19598356607391,0.3612,1.377,0.0118
2019-03-31,202027,46.99154983675254,0.3612,0.994,0.1262
2019-03-31,630016,62.06974095929487,0.3612,1.335,0.0646
2019-03-31,200008,62.58373831510216,0.3612,1.299,0.1081
2019-03-31,519918,54.7743899994219,0.3612,1.098,-0.0081
2019-03-31,377150,46.518680075877654,0.3612,1.178,0.0721
2019-03-31,165522,44.50309112290092,0.3612,1.46,-0.0262
2019-03-31,379010,44.48921979090397,0.3612,1.48,0.0903
2019-03-31,160716,49.80185927450189,0.3612,0.831,-0.0015
2019-03-31,000166,48.80993470142608,0.3612,0.543,0.1782
2019-03-31,000679,44.76375848514925,0.3612,0.625,0.0157
2019-03-31,310398,49.04257930016416,0.3612,0.851,0.0056
2019-03-31,000689,44.466888343786835,0.3612,0.831,-0.006
2019-03-31,020001,42.7335852495131,0.3612,1.081,0.0316
2019-03-31,160220,44.36241322710298,0.3612,0.663,0.0791
2019-03-31,160215,42.56594478134063,0.3612,1.07,0.0265
2019-03-31,000684,44.66031210284304,0.3612,0.663,-0.0198
2019-03-31,202002,43.649015692396134,0.3612,0.966,0.1377
2019-03-31,377240,47.62285122353776,0.3612,1.548,0.0426
2019-03-31,000714,44.84134091433702,0.3612,0.098,0.0195
2019-03-31,519130,46.24264935524721,0.3612,0.128,0.0338
2019-03-31,000845,49.449338019751124,0.3612,1.029,0.0796
2019-03-31,165515,60.80616994990317,0.3612,1.008,0.008
2019-03-31,050013,51.28600274768167,0.3612,0.836,-0.0165
2019-03-31,100056,38.884208917326404,0.3612,1.268,0.0268
2019-03-31,000573,45.90336310964,0.3612,0.075,0.0591
2019-03-31,000354,41.37211763760104,0.3612,1.189,0.0563
2019-03-31,519671,52.92176787761048,0.3612,0.842,0.0054
2019-03-31,470098,42.054886884023745,0.3612,1.075,0.0101
2019-03-31,688888,40.77081837071732,0.3612,1.142,-0.0265
2019-03-31,690003,41.46619583771416,0.3612,1.028,-0.1824
2019-03-31,000209,41.50244152885859,0.3612,1.564,0.0315
2019-03-31,161601,40.91538637084362,0.3612,0.886,-0.0145
2019-03-31,040007,52.65743143275307,0.3612,0.991,0.0796
2019-03-31,080015,40.30757643159548,0.3612,1.327,-0.0499
2019-03-31,420005,37.28634649236392,0.3612,1.133,0.0232
2019-03-31,620002,44.023288341314014,0.3612,1.162,0.0229
2019-03-31,580006,51.75876500779655,0.3612,1.185,0.0056
2019-03-31,310328,50.399482197148245,0.3612,1.068,0.0932
2019-03-31,240005,54.15606434389196,0.3612,1.041,0.0207
2019-03-31,519087,52.46780509490521,0.3612,1.133,0.0411
2019-03-31,260117,48.522891754910994,0.3612,0.913,0.0124
2019-03-31,240004,49.615391063414414,0.3612,1.263,-0.0783
2019-03-31,400007,39.361569033266456,0.3612,0.89,0.0046
2019-03-31,000541,39.64941678022557,0.3612,1.667,0.0894
2019-03-31,519025,50.122360419986876,0.3612,1.305,0.0453
2019-03-31,110005,36.85504946167146,0.3612,1.263,0.0445
2019-03-31,630001,45.59087551342165,0.3612,1.343,0.0517
2019-03-31,519908,54.03401744455147,0.3612,1.08,-0.0732
2019-03-31,210007,36.721758451342374,0.3612,1.356,-0.1526
2019-03-31,320016,34.35804672621834,0.3612,0.965,-0.0584
2019-03-31,470009,41.046414760419516,0.3612,1.299,0.0555
2019-03-31,540010,46.63549402114274,0.3612,1.44,0.0681
2019-03-31,000220,36.11196702087742,0.3612,0.987,0.215
2019-03-31,630006,32.22867524675399,0.3612,1.248,0.0858
2019-03-31,110026,40.871058059834205,0.3612,1.486,-0.0319
2019-03-31,110025,31.963828646047336,0.3612,1.302,-0.1198
2019-03-31,270028,35.68578926658783,0.3612,1.437,0.0699
2019-03-31,217019,43.71467646780222,0.3612,1.526,0.0099
2019-03-31,164809,39.663088553243625,0.3612,1.199,-0.0913
2019-03-31,206002,50.32711834292118,0.3612,1.159,0.0696
2019-03-31,000523,46.54194807568239,0.3612,1.138,0.0805
2019-03-31,000698,39.24594253956727,0.3612,1.187,0.1674
2019-03-31,519698,44.908647380627556,0.3612,1.231,-0.0095
2019-03-31,162711,33.38478302436254,0.3612,1.22,-0.0947
2019-03-31,000522,43.01461384720161,0.3612,1.458,0.1162
2019-03-31,310358,34.578411528846054,0.3612,1.453,-0.013
2019-03-31,740001,32.60469105130349,0.3612,1.113,-0.0806
2019-03-31,288001,32.874538083485575,0.3612,0.811,0.0484
2019-03-31,519679,32.36435031539607,0.3612,1.262,0.126
2019-03-31,470006,31.859755785082193,0.3612,1.27,0.2085
2019-03-31,080012,30.961274968127174,0.3612,1.575,0.0945
2019-03-31,161025,43.6256888787487,0.3612,1.385,0.0647
2019-03-31,240017,30.15488678971937,0.3612,1.31,0.052
2019-03-31,161118,27.531919402530402,0.3612,1.381,-0.0511
2019-03-31,110029,37.59497563644586,0.3612,1.393,0.0484
2019-03-31,519110,44.82133377222211,0.3612,1.431,-0.0415
2019-03-31,000404,24.35889035601998,0.3612,1.426,0.1712
2019-03-31,257070,45.344460026261174,0.3612,1.422,0.2158
2019-03-31,000591,30.174134268604117,0.3612,0.844,0.0488
2019-03-31,481015,44.94318467879093,0.3612,1.495,0.0111
2019-03-31,560006,33.98252282086286,0.3612,0.957,0.0422
2019-03-31,630011,33.36161620223438,0.3612,1.806,0.0741
2019-03-31,320007,38.08385857791155,0.3612,1.535,0.1092
2019-03-31,580005,43.780996243677215,0.3612,0.877,0.0919
2019-03-31,000124,30.12609656027658,0.3612,1.036,0.0625
2019-03-31,000411,30.400081193914367,0.3612,0.992,0.0314
2019-03-31,164304,33.61663428294171,0.3612,1.602,-0.127
2019-03-31,700001,35.53001382928885,0.3612,1.083,0.0158
2019-03-31,519033,33.973816846663965,0.3612,1.575,0.1369
2019-03-31,580002,38.9459314910528,0.3612,1.624,0.0918
2019-03-31,240008,31.360774997227455,0.3612,1.188,-0.0694
2019-03-31,163803,28.389422049804363,0.3612,0.943,-0.0055
2019-03-31,240009,39.018042143447424,0.3612,0.975,0.0483
2019-03-31,410009,29.029847712225504,0.3612,1.179,0.0198
2019-03-31,590007,25.33557687658128,0.3612,1.249,-0.0588
2019-03-31,050024,28.92480711395457,0.3612,1.23,-0.0767
2019-03-31,160314,41.017277466800685,0.3612,1.175,-0.0119
2019-03-31,470008,27.79270579291329,0.3612,1.208,0.156
2019-03-31,240010,25.653804302359603,0.3612,1.241,-0.0237
2019-03-31,110002,26.585602335055437,0.3612,1.248,0.1034
2019-03-31,112002,26.955162372131884,0.3612,1.255,0.1058
2019-03-31,163818,26.40084148699112,0.3612,1.269,0.0384
2019-03-31,000697,19.317787852987095,0.3612,1.696,0.0873
2019-03-31,580003,27.91865493253857,0.3612,1.675,0.0954
2019-03-31,350002,25.474469049635,0.3612,1.332,0.1072
2019-03-31,162202,35.46995941341003,0.3612,1.319,0.0126
2019-03-31,590005,28.77173087418299,0.3612,1.408,0.0201
2019-03-31,519983,23.732685252309306,0.3612,1.402,-0.0603
2019-03-31,377530,25.0543119173646,0.3612,1.378,0.1268
2019-03-31,165508,25.676462690622103,0.3612,1.358,0.0447
2019-03-31,519013,28.314752424740604,0.3612,1.397,0.0589
2019-03-31,202019,23.233427110680818,0.3612,1.387,-0.0062
2019-03-31,213003,22.620049105815152,0.3612,1.436,0.0277
2019-03-31,590002,22.361722966627205,0.3612,1.432,-0.0427
2019-03-31,270025,22.1811579826118,0.3612,1.523,0.0294
2019-03-31,519120,21.767392673071612,0.3612,1.544,0.0559
2019-03-31,375010,22.542593760025333,0.3612,1.561,0.047
2019-03-31,000654,35.990587846353215,0.3612,1.537,0.038
2019-03-31,290004,22.108441363857207,0.3612,1.576,-0.0011
2019-03-31,000925,19.85784633584559,0.3612,1.6,0.0233
2019-03-31,233008,19.02395985917944,0.3612,1.737,0.1054
2019-03-31,160211,20.804310355677632,0.3612,1.761,0.1393
2019-06-30,000390,87.73283193753343,0.3202,0.819,0.2808
2019-06-30,519150,86.52199948250126,0.3202,0.795,0.0507
2019-06-30,000339,86.07849044454444,0.3202,0.753,0.2847
2019-06-30,000423,87.01996654471458,0.3202,0.88,0.0642
2019-06-30,270041,85.70207886317766,0.3202,0.997,0.1202
2019-06-30,240020,84.29438077568226,0.3202,1.108,0.2286
2019-06-30,000362,85.11060150244454,0.3202,1.074,0.2542
2019-06-30,000878,83.5571701863924,0.3202,1.005,0.1715
2019-06-30,000595,83.61202721672437,0.3202,1.027,0.1895
2019-06-30,000547,81.5606977423845,0.3202,0.994,0.208
2019-06-30,080002,81.51627718048628,0.3202,0.908,0.0836
2019-06-30,582003,82.17011411305809,0.3202,1.273,0.1613
2019-06-30,519674,80.93310851527752,0.3202,0.989,0.556
2019-06-30,630008,76.56363066316877,0.3202,0.784,0.1709
2019-06-30,320022,78.14268695118216,0.3202,0.802,0.2874
2019-06-30,290012,87.92120067017223,0.3202,1.03,0.2311
2019-06-30,000746,77.67699743695674,0.3202,1.137,0.247
2019-06-30,000652,77.61983044990724,0.3202,0.697,0.1905
2019-06-30,519068,77.54412034224875,0.3202,1.068,0.0787
2019-06-30,000259,76.26811650867236,0.3202,0.94,0.1702
2019-06-30,160916,76.33664427575104,0.3202,0.792,0.1583
2019-06-30,519736,80.83470574783317,0.3202,0.819,0.2034
2019-06-30,000251,86.02446822974676,0.3202,0.862,0.072
2019-06-30,000311,75.59459426077153,0.3202,1.02,0.0602
2019-06-30,162605,73.86021933145956,0.3202,1.033,0.1035
2019-06-30,000020,76.29826591767637,0.3202,1.072,0.3193
2019-06-30,040011,77.18974436335154,0.3202,0.59,0.1352
2019-06-30,630016,70.80092917935505,0.3202,1.317,0.1975
2019-06-30,050010,69.88618288238061,0.3202,1.178,0.2989
2019-06-30,161903,71.36448125428154,0.3202,0.717,0.3416
2019-06-30,260104,68.02094213211183,0.3202,1.029,0.1271
2019-06-30,050022,73.27760431164448,0.3202,1.167,0.2923
2019-06-30,481012,71.38498070775742,0.3202,1.172,0.1143
2019-06-30,310388,69.54783070450333,0.3202,1.137,0.1693
2019-06-30,000017,76.46314785614845,0.3202,1.038,0.2003
2019-06-30,164205,71.10458000929421,0.3202,0.962,0.2167
2019-06-30,200008,68.54602021064271,0.3202,1.254,0.0546
2019-06-30,450009,78.18194207306878,0.3202,0.751,0.129
2019-06-30,162714,67.76977616784848,0.3202,1.25,0.1561
2019-06-30,460007,67.69706536459562,0.3202,1.176,0.1932
2019-06-30,377240,65.36835596658894,0.3202,1.527,0.2982
2019-06-30,377150,65.70089071081527,0.3202,1.168,0.1133
2019-06-30,000117,67.30490063876974,0.3202,1.282,0.1304
2019-06-30,310368,67.0862335085765,0.3202,1.169,0.1178
2019-06-30,000531,71.49236097142351,0.3202,1.396,0.066
2019-06-30,000523,71.45415034583534,0.3202,1.099,0.1446
2019-06-30,110019,65.22010026086001,0.3202,1.265,0.1594
2019-06-30,161604,63.004509193996576,0.3202,1.295,0.1576
2019-06-30,000828,61.26534826445636,0.3202,1.21,0.2802
2019-06-30,040007,60.45930389510845,0.3202,0.991,0.2625
2019-06-30,519697,63.01987849955841,0.3202,0.578,0.1742
2019-06-30,470008,61.23994475295093,0.3202,1.182,0.2008
2019-06-30,000411,58.229220382542614,0.3202,0.974,0.1151
2019-06-30,000849,62.102278208053626,0.3202,0.656,0.0629
2019-06-30,580009,61.28003594279729,0.3202,0.797,0.2077
2019-06-30,040025,65.88185374260364,0.3202,0.807,0.0805
2019-06-30,002031,61.116526270948484,0.3202,0.648,0.1415
2019-06-30,169101,61.28899171480043,0.3202,0.978,0.2157
2019-06-30,162214,59.328427071297604,0.3202,1.279,0.1756
2019-06-30,100029,66.79841288140821,0.3202,0.907,0.1737
2019-06-30,100038,64.35259942833558,0.3202,0.863,0.088
2019-06-30,165521,67.15999451573026,0.3202,0.887,0.0376
2019-06-30,000166,63.85565244336624,0.3202,0.547,0.2893
2019-06-30,162201,60.75395410449253,0.3202,1.197,0.2831
2019-06-30,000688,57.95701189087673,0.3202,0.934,0.0613
2019-06-30,202007,68.72330794578819,0.3202,0.736,0.1869
2019-06-30,519158,64.79955322666356,0.3202,0.995,0.3094
2019-06-30,202015,57.51026491943973,0.3202,0.996,0.0909
2019-06-30,165309,59.7375863473753,0.3202,0.955,0.0707
2019-06-30,000845,72.46519404408602,0.3202,1.011,0.1727
2019-06-30,160615,57.592634400417,0.3202,0.993,0.1004
2019-06-30,200007,58.07532463602174,0.3202,0.993,0.1322
2019-06-30,320011,57.77583731705964,0.3202,0.657,0.0633
2019-06-30,673010,70.45105975729088,0.3202,1.032,0.1307
2019-06-30,000613,65.7036917728691,0.3202,1.004,0.0747
2019-06-30,700001,58.16303645029018,0.3202,1.061,0.1202
2019-06-30,740101,60.38549047070978,0.3202,1.081,0.1091
2019-06-30,530019,70.887260367963,0.3202,0.988,0.0554
2019-06-30,000409,56.43144095599659,0.3202,1.014,0.2904
2019-06-30,000590,54.71591790531437,0.3202,0.101,0.0493
2019-06-30,000743,53.35335116294047,0.3202,0.777,0.1227
2019-06-30,000884,57.881849879876334,0.3202,0.99,0.19
2019-06-30,000742,56.7559793624353,0.3202,1.275,0.0739
2019-06-30,110005,61.649667884349235,0.3202,1.253,0.1242
2019-06-30,519991,54.99437585433532,0.3202,0.89,0.129
2019-06-30,519050,52.21361579927671,0.3202,0.17,0.0654
2019-06-30,160625,66.31137358912653,0.3202,1.175,0.0421
2019-06-30,206002,60.671480613671584,0.3202,1.15,0.3057
2019-06-30,470098,57.40299248190854,0.3202,1.054,0.1811
2019-06-30,233010,55.21985090483008,0.3202,1.194,0.1159
2019-06-30,320016,57.994228160725115,0.3202,0.965,0.0712
2019-06-30,519698,54.795657155740436,0.3202,1.222,0.1115
2019-06-30,470006,62.94790096484351,0.3202,1.229,0.1959
2019-06-30,240011,58.177129319326994,0.3202,1.106,0.1803
2019-06-30,213002,52.220768218199524,0.3202,1.187,0.0935
2019-06-30,310328,52.807718956111174,0.3202,1.052,0.1445
2019-06-30,000220,67.83317037332225,0.3202,0.946,0.2514
2019-06-30,160716,50.51516080092787,0.3202,0.812,0.0332
2019-06-30,161721,53.86692128207851,0.3202,1.374,0.1862
2019-06-30,110013,62.387422158877996,0.3202,1.062,0.2921
2019-06-30,310398,50.29615810837775,0.3202,0.831,0.0411
2019-06-30,519110,51.04616187816495,0.3202,1.427,0.0435
2019-06-30,720001,63.44613288109957,0.3202,1.103,0.3618
2019-06-30,202027,47.911378096171944,0.3202,0.98,0.285
2019-06-30,519671,49.410319796260445,0.3202,0.822,0.0431
2019-06-30,379010,53.120347876200206,0.3202,1.465,0.3182
2019-06-30,481015,50.87288877802358,0.3202,1.494,0.1703
2019-06-30,470009,55.73373938877013,0.3202,1.277,0.196
2019-06-30,375010,48.17409377815274,0.3202,1.571,0.2391
2019-06-30,161211,54.11704384273145,0.3202,0.885,0.0595
2019-06-30,000541,47.994989440855186,0.3202,1.645,0.2775
2019-06-30,165515,51.92764340772377,0.3202,0.984,0.0669
2019-06-30,000066,49.45652739169013,0.3202,0.047,0.1096
2019-06-30,100039,55.98116283626307,0.3202,0.74,0.3097
2019-06-30,160220,45.53670311813859,0.3202,0.646,0.1703
2019-06-30,000689,47.57889451805431,0.3202,0.815,0.0866
2019-06-30,000714,48.53585447265175,0.3202,0.096,0.0466
2019-06-30,160628,44.433171895175924,0.3202,1.426,0.1308
2019-06-30,000679,45.30932236856688,0.3202,0.632,0.1333
2019-06-30,420005,41.472387788254395,0.3202,1.098,0.2313
2019-06-30,000684,45.44946440483688,0.3202,0.75,0.1068
2019-06-30,202213,47.103279786700796,0.3202,0.12,0.2041
2019-06-30,160706,56.037768703127746,0.3202,0.997,0.0756
2019-06-30,519130,48.32914990050644,0.3202,0.126,0.0651
2019-06-30,000573,50.08159081795103,0.3202,0.073,0.067
2019-06-30,260117,51.80161748310064,0.3202,0.894,0.0981
2019-06-30,000354,43.608269724211226,0.3202,1.158,0.2418
2019-06-30,050013,45.155347769944804,0.3202,0.816,0.0779
2019-06-30,161601,42.27902847748783,0.3202,0.866,0.0509
2019-06-30,080015,43.67201912832555,0.3202,1.31,0.0702
2019-06-30,202002,43.319377239808574,0.3202,0.96,0.2134
2019-06-30,620002,51.728542066924916,0.3202,1.129,0.1654
2019-06-30,519181,44.12578190602802,0.3202,1.086,0.3516
2019-06-30,519087,58.462771133193314,0.3202,1.083,0.1588
2019-06-30,688888,42.28527310859127,0.3202,1.121,0.2233
2019-06-30,690003,42.84891087256008,0.3202,1.035,0.0417
2019-06-30,163801,46.998786771824875,0.3202,0.739,0.1411
2019-06-30,377530,56.34265903898337,0.3202,1.338,0.2638
2019-06-30,020001,40.56533272640342,0.3202,1.058,0.1991
2019-06-30,165508,51.68506080131852,0.3202,1.327,0.1139
2019-06-30,519013,51.220245763276246,0.3202,1.372,0.2321
2019-06-30,610001,39.95893233130111,0.3202,0.94,0.1815
2019-06-30,320007,50.00150994700455,0.3202,1.512,0.5895
2019-06-30,020009,40.180684607686906,0.3202,1.242,0.1659
2019-06-30,160215,38.20822100567304,0.3202,1.047,0.2012
2019-06-30,100056,41.32024346666522,0.3202,1.24,0.1042
2019-06-30,290004,42.2841512802138,0.3202,1.525,0.1509
2019-06-30,519033,48.81206904611855,0.3202,1.567,0.2641
2019-06-30,519908,40.82259873800904,0.3202,1.061,0.1519
2019-06-30,560006,48.28786239124449,0.3202,0.917,0.0514
2019-06-30,740001,44.54339013542099,0.3202,1.111,-0.057
2019-06-30,233008,40.85626015995423,0.3202,1.61,0.1696
2019-06-30,210007,37.51461787845136,0.3202,1.434,0.0297
2019-06-30,080012,37.10567376500454,0.3202,1.568,0.3244
2019-06-30,000534,40.38991722003755,0.3202,0.966,0.2661
2019-06-30,630011,44.68581532727123,0.3202,1.809,0.2489
2019-06-30,162711,33.52792103086922,0.3202,1.201,0.0598
2019-06-30,164809,38.866956776781265,0.3202,1.182,0.0648
2019-06-30,288001,35.33957544526047,0.3202,0.805,0.0683
2019-06-30,519679,41.199828513424116,0.3202,1.259,0.2287
2019-06-30,540010,33.024178235043976,0.3202,1.439,0.3405
2019-06-30,000591,34.05936962822915,0.3202,0.833,0.1932
2019-06-30,000404,44.16798866991421,0.3202,1.424,0.5065
2019-06-30,161025,38.78734477954172,0.3202,1.375,0.2348
2019-06-30,165522,46.15608807333198,0.3202,1.463,0.2216
2019-06-30,110029,41.515957727970004,0.3202,1.381,0.2558
2019-06-30,590005,35.14056186021019,0.3202,1.409,0.1493
2019-06-30,110026,40.741187047254165,0.3202,1.471,0.1778
2019-06-30,257070,34.716446290452666,0.3202,1.425,0.3895
2019-06-30,270025,36.338772342662416,0.3202,1.481,0.0637
2019-06-30,217019,45.05914488507009,0.3202,1.513,0.2479
2019-06-30,519918,34.12153149209576,0.3202,1.089,0.2048
2019-06-30,580005,36.29541637174804,0.3202,0.856,0.1767
2019-06-30,000124,32.83145352526726,0.3202,1.026,0.2146
2019-06-30,240017,31.78883074060907,0.3202,1.297,0.1997
2019-06-30,270028,37.05268685786598,0.3202,1.415,0.3457
2019-06-30,580003,37.87379567041151,0.3202,1.652,0.2088
2019-06-30,000522,31.560412468215688,0.3202,1.477,0.2645
2019-06-30,400007,34.45679769908815,0.3202,0.875,0.1439
2019-06-30,240008,30.56677677000104,0.3202,1.152,0.112
2019-06-30,580006,30.331581021405196,0.3202,1.158,0.0684
2019-06-30,163803,31.186271678172854,0.3202,0.926,0.1127
2019-06-30,160314,30.485470015276572,0.3202,1.154,0.1734
2019-06-30,050024,32.17926249094813,0.3202,1.198,0.0113
2019-06-30,590007,28.30847822335762,0.3202,1.222,0.0854
2019-06-30,000698,28.513808365378356,0.3202,1.175,0.4352
2019-06-30,580001,37.053989838612395,0.3202,1.18,0.1016
2019-06-30,240010,28.57158672647916,0.3202,1.222,0.1553
2019-06-30,240004,28.57875725521919,0.3202,1.227,0.1876
2019-06-30,163818,28.42014760957883,0.3202,1.256,0.2502
2019-06-30,162202,31.03841051321512,0.3202,1.271,0.2699
2019-06-30,000823,31.990619548469603,0.3202,1.127,0.1847
2019-06-30,240009,37.34829121461494,0.3202,0.969,0.1891
2019-06-30,240005,34.99917078861083,0.3202,1.023,0.1728
2019-06-30,410009,28.491423107937102,0.3202,1.143,0.1488
2019-06-30,110002,31.298142039252145,0.3202,1.227,0.1427
2019-06-30,112002,30.329566094634355,0.3202,1.233,0.1456
2019-06-30,630006,29.7160868094717,0.3202,1.23,0.2183
2019-06-30,519983,27.81333001974953,0.3202,1.369,0.0785
2019-06-30,110025,32.630814809283294,0.3202,1.302,0.0438
2019-06-30,519025,42.39836183801087,0.3202,1.285,0.2442
2019-06-30,350002,29.4624981587997,0.3202,1.321,0.1878
2019-06-30,630001,27.71777930800183,0.3202,1.317,0.1611
2019-06-30,202019,32.28692390336695,0.3202,1.357,0.1242
2019-06-30,161118,27.84419602552617,0.3202,1.366,0.1525
2019-06-30,213003,26.371842265978422,0.3202,1.387,0.1357
2019-06-30,160211,27.45142016908969,0.3202,1.743,0.2083
2019-06-30,000209,26.101522898012455,0.3202,1.498,0.2597
2019-06-30,164304,26.00325567696213,0.3202,1.563,0.0473
2019-06-30,310358,31.219900233690485,0.3202,1.422,0.1131
2019-06-30,590002,25.820836125793665,0.3202,1.409,0.1257
2019-06-30,000654,36.01047999548823,0.3202,1.498,0.1543
2019-06-30,580002,25.497051627916882,0.3202,1.603,0.2715
2019-06-30,519120,25.875104497765747,0.3202,1.548,0.251
2019-06-30,000925,25.024578157781615,0.3202,1.556,0.0959
2019-06-30,000697,24.206999580398495,0.3202,1.681,0.2117
2019-09-30,000390,89.26755844551039,0.2629,0.828,0.1833
2019-09-30,000878,87.45317264504104,0.2629,1.016,0.1323
2019-09-30,000020,87.1068047260371,0.2629,1.07,0.2502
2019-09-30,000547,88.15639383240465,0.2629,0.954,0.1609
