date,equity,n_pos,drawdown
2007-04-25,100000.0,0,0.0
2007-04-26,100000.0,0,0.0
2007-04-27,100000.0,0,0.0
2007-04-30,100000.0,0,0.0
2007-05-08,100000.0,0,0.0
2007-05-09,100000.0,0,0.0
2007-05-10,100000.0,0,0.0
2007-05-11,100000.0,0,0.0
2007-05-14,100000.0,0,0.0
2007-05-15,100000.0,0,0.0
2007-05-16,100000.0,0,0.0
2007-05-17,100000.0,0,0.0
2007-05-18,100000.0,0,0.0
2007-05-21,100000.0,0,0.0
2007-05-22,100000.0,0,0.0
2007-05-23,100000.0,0,0.0
2007-05-24,100000.0,0,0.0
2007-05-25,100000.0,0,0.0
2007-05-28,100000.0,0,0.0
2007-05-29,100000.0,0,0.0
2007-05-30,100000.0,0,0.0
2007-05-31,100000.0,0,0.0
2007-06-01,100000.0,0,0.0
2007-06-04,100000.0,0,0.0
2007-06-05,100000.0,0,0.0
2007-06-06,100000.0,0,0.0
2007-06-07,100000.0,0,0.0
2007-06-08,100000.0,0,0.0
2007-06-11,100000.0,0,0.0
2007-06-12,100000.0,0,0.0
2007-06-13,100000.0,0,0.0
2007-06-14,100000.0,0,0.0
2007-06-15,100000.0,0,0.0
2007-06-18,100000.0,0,0.0
2007-06-19,100000.0,0,0.0
2007-06-20,100000.0,0,0.0
2007-06-21,100000.0,0,0.0
2007-06-22,100000.0,0,0.0
2007-06-25,100000.0,0,0.0
2007-06-26,100000.0,0,0.0
2007-06-27,100000.0,0,0.0
2007-06-28,100000.0,0,0.0
2007-06-29,100000.0,0,0.0
2007-07-02,100000.0,0,0.0
2007-07-03,100000.0,0,0.0
2007-07-04,100000.0,0,0.0
2007-07-05,100000.0,0,0.0
2007-07-06,100000.0,0,0.0
2007-07-09,100000.0,0,0.0
2007-07-10,100000.0,0,0.0
2007-07-11,100000.0,0,0.0
2007-07-12,100000.0,0,0.0
2007-07-13,100000.0,0,0.0
2007-07-16,100000.0,0,0.0
2007-07-17,100000.0,0,0.0
2007-07-18,100000.0,0,0.0
2007-07-19,100000.0,0,0.0
2007-07-20,100000.0,0,0.0
2007-07-23,100000.0,0,0.0
2007-07-24,100000.0,0,0.0
2007-07-25,100000.0,0,0.0
2007-07-26,100000.0,0,0.0
2007-07-27,100000.0,0,0.0
2007-07-30,100000.0,0,0.0
2007-07-31,100000.0,0,0.0
2007-08-01,100000.0,0,0.0
2007-08-02,100000.0,0,0.0
2007-08-03,100000.0,0,0.0
2007-08-06,100000.0,0,0.0
2007-08-07,100000.0,0,0.0
2007-08-08,100000.0,0,0.0
2007-08-09,100000.0,0,0.0
2007-08-10,100000.0,0,0.0
2007-08-13,100000.0,0,0.0
2007-08-14,100000.0,0,0.0
2007-08-15,100000.0,0,0.0
2007-08-16,100000.0,0,0.0
2007-08-17,100000.0,0,0.0
2007-08-20,100000.0,0,0.0
2007-08-21,100000.0,0,0.0
2007-08-22,100000.0,0,0.0
2007-08-23,100000.0,0,0.0
2007-08-24,100000.0,0,0.0
2007-08-27,100000.0,0,0.0
2007-08-28,100000.0,0,0.0
2007-08-29,100000.0,0,0.0
2007-08-30,100000.0,0,0.0
2007-08-31,100000.0,0,0.0
2007-09-03,100000.0,0,0.0
2007-09-04,100000.0,0,0.0
2007-09-05,100000.0,0,0.0
2007-09-06,100000.0,0,0.0
2007-09-07,100000.0,0,0.0
2007-09-10,100000.0,0,0.0
2007-09-11,100000.0,0,0.0
2007-09-12,100000.0,0,0.0
2007-09-13,100000.0,0,0.0
2007-09-14,100000.0,0,0.0
2007-09-17,100000.0,0,0.0
2007-09-18,100000.0,0,0.0
2007-09-19,100000.0,0,0.0
2007-09-20,100000.0,0,0.0
2007-09-21,100000.0,0,0.0
2007-09-24,100000.0,0,0.0
2007-09-25,100000.0,0,0.0
2007-09-26,100000.0,0,0.0
2007-09-27,100000.0,0,0.0
2007-09-28,100000.0,0,0.0
2007-10-08,100000.0,0,0.0
2007-10-09,100000.0,0,0.0
2007-10-10,100000.0,0,0.0
2007-10-11,100000.0,0,0.0
2007-10-12,100000.0,0,0.0
2007-10-15,100000.0,0,0.0
2007-10-16,100000.0,0,0.0
2007-10-17,100000.0,0,0.0
2007-10-18,100000.0,0,0.0
2007-10-19,100000.0,0,0.0
2007-10-22,100000.0,0,0.0
2007-10-23,100000.0,0,0.0
2007-10-24,100000.0,0,0.0
2007-10-25,100000.0,0,0.0
2007-10-26,100000.0,0,0.0
2007-10-29,100000.0,0,0.0
2007-10-30,100000.0,0,0.0
2007-10-31,100000.0,0,0.0
2007-11-01,100000.0,0,0.0
2007-11-02,100000.0,0,0.0
2007-11-05,100000.0,0,0.0
2007-11-06,100000.0,0,0.0
2007-11-07,100000.0,0,0.0
2007-11-08,100000.0,0,0.0
2007-11-09,100000.0,0,0.0
2007-11-12,100000.0,0,0.0
2007-11-13,100000.0,0,0.0
2007-11-14,100000.0,0,0.0
2007-11-15,100000.0,0,0.0
2007-11-16,100000.0,0,0.0
2007-11-19,100000.0,0,0.0
2007-11-20,100000.0,0,0.0
2007-11-21,100000.0,0,0.0
2007-11-22,100000.0,0,0.0
2007-11-23,100000.0,0,0.0
2007-11-26,100000.0,0,0.0
2007-11-27,100000.0,0,0.0
2007-11-28,100000.0,0,0.0
2007-11-29,100000.0,0,0.0
2007-11-30,100000.0,0,0.0
2007-12-03,100000.0,0,0.0
2007-12-04,100000.0,0,0.0
2007-12-05,100000.0,0,0.0
2007-12-06,100000.0,0,0.0
2007-12-07,100000.0,0,0.0
2007-12-10,100000.0,0,0.0
2007-12-11,100000.0,0,0.0
2007-12-12,100000.0,0,0.0
2007-12-13,100000.0,0,0.0
2007-12-14,100000.0,0,0.0
2007-12-17,100000.0,0,0.0
2007-12-18,100000.0,0,0.0
2007-12-19,100000.0,0,0.0
2007-12-20,100000.0,0,0.0
2007-12-21,100000.0,0,0.0
2007-12-24,100000.0,0,0.0
2007-12-25,100000.0,0,0.0
2007-12-26,100000.0,0,0.0
2007-12-27,100000.0,0,0.0
2007-12-28,100000.0,0,0.0
2008-01-02,100000.0,0,0.0
2008-01-03,100000.0,0,0.0
2008-01-04,100000.0,0,0.0
2008-01-07,100000.0,0,0.0
2008-01-08,100000.0,0,0.0
2008-01-09,100000.0,0,0.0
2008-01-10,100000.0,0,0.0
2008-01-11,100000.0,0,0.0
2008-01-14,100000.0,0,0.0
2008-01-15,100000.0,0,0.0
2008-01-16,100000.0,0,0.0
2008-01-17,100000.0,0,0.0
2008-01-18,100000.0,0,0.0
2008-01-21,100000.0,0,0.0
2008-01-22,100000.0,0,0.0
2008-01-23,100000.0,0,0.0
2008-01-24,100000.0,0,0.0
2008-01-25,100000.0,0,0.0
2008-01-28,100000.0,0,0.0
2008-01-29,100000.0,0,0.0
2008-01-30,100000.0,0,0.0
2008-01-31,100000.0,0,0.0
2008-02-01,100000.0,0,0.0
2008-02-04,100000.0,0,0.0
2008-02-05,100000.0,0,0.0
2008-02-13,100000.0,0,0.0
2008-02-14,100000.0,0,0.0
2008-02-15,100000.0,0,0.0
2008-02-18,100000.0,0,0.0
2008-02-19,100000.0,0,0.0
2008-02-20,100000.0,0,0.0
2008-02-21,100000.0,0,0.0
2008-02-22,100000.0,0,0.0
2008-02-25,100000.0,0,0.0
2008-02-26,100000.0,0,0.0
2008-02-27,100000.0,0,0.0
2008-02-28,100000.0,0,0.0
2008-02-29,100000.0,0,0.0
2008-03-03,100000.0,0,0.0
2008-03-04,100000.0,0,0.0
2008-03-05,100000.0,0,0.0
2008-03-06,100000.0,0,0.0
2008-03-07,100000.0,0,0.0
2008-03-10,100000.0,0,0.0
2008-03-11,100000.0,0,0.0
2008-03-12,100000.0,0,0.0
2008-03-13,100000.0,0,0.0
2008-03-14,100000.0,0,0.0
2008-03-17,100000.0,0,0.0
2008-03-18,100000.0,0,0.0
2008-03-19,100000.0,0,0.0
2008-03-20,100000.0,0,0.0
2008-03-21,100000.0,0,0.0
2008-03-24,100000.0,0,0.0
2008-03-25,100000.0,0,0.0
2008-03-26,100000.0,0,0.0
2008-03-27,100000.0,0,0.0
2008-03-28,100000.0,0,0.0
2008-03-31,99985.02246630055,1,-0.000149775336994451
2008-04-01,99522.20107758457,1,-0.004777989224154289
2008-04-02,99295.62262510412,1,-0.007043773748958815
2008-04-03,99444.88520754385,1,-0.0055511479245615725
2008-04-07,99854.01501984266,1,-0.0014598498015734318
2008-04-08,99954.95518350694,1,-0.0004504481649305614
2008-04-09,99723.54448914895,1,-0.0027645551085105913
2008-04-10,99830.3907262191,1,-0.0016960927378089075
2008-04-11,99869.04866123947,1,-0.00130951338760521
2008-04-14,99494.28145784764,1,-0.005057185421523558
2008-04-15,99614.01367325793,1,-0.0038598632674207156
2008-04-16,99528.64406675463,1,-0.004713559332453765
2008-04-17,99357.90485374804,1,-0.006420951462519642
2008-04-18,99253.20627973456,1,-0.007467937202654484
2008-04-21,99163.00443135372,1,-0.008369955686462816
2008-04-22,99121.12500174833,1,-0.008788749982516775
2008-04-23,99372.40157938068,1,-0.006275984206193241
2008-04-24,99943.14303669515,1,-0.0005685696330484102
2008-04-25,99978.04256136631,1,-0.00021957438633690707
2008-04-28,99862.06875630523,1,-0.0013793124369476661
2008-04-29,99909.85425931652,1,-0.0009014574068347825
2008-04-30,100210.52708725265,1,0.0
2008-05-05,100474.68964322511,1,0.0
2008-05-06,100423.68264562881,1,-0.0005076601657334479
2008-05-07,100151.46635319377,1,-0.0032169623133853076
2008-05-08,100441.40086584647,1,-0.0003313150555313005
2008-05-09,100446.23310772401,1,-0.00028322093456711883
2008-05-12,100510.66299942462,1,0.0
2008-05-13,100603.01251086214,1,0.0
2008-05-14,100681.93912819537,1,0.0
2008-05-15,100501.5354314337,1,-0.001791817860519851
2008-05-16,100487.57562156524,1,-0.0019304704330600497
2008-05-19,100494.55552649946,1,-0.0018611441467900613
2008-05-20,100073.0766516247,1,-0.006047385279254858
2008-05-21,100214.82241336603,1,-0.004639528388846181
2008-05-22,100106.36542900334,1,-0.005716752221658794
2008-05-23,100119.78832310764,1,-0.005583432440370073
2008-05-26,99994.68695005563,1,-0.0068259728019807175
2008-05-27,100044.62011612361,1,-0.006330023215586733
2008-05-28,100162.74158424138,1,-0.005156809140246299
2008-05-29,100038.17712695354,1,-0.006394016710605355
2008-05-30,100044.08320035943,1,-0.006335356006838322
2008-06-02,100089.72104031402,1,-0.005882068750456826
2008-06-03,100016.70049638668,1,-0.006607328360667242
2008-06-04,99821.26315822819,1,-0.008548464376230469
2008-06-05,99772.40382368857,1,-0.009033748380121276
2008-06-06,99714.9538369222,1,-0.009604357044036838
2008-06-10,99279.51515217897,1,-0.013929250749041944
2008-06-11,99217.76983929923,1,-0.014542521742969772
2008-06-12,99111.46051799324,1,-0.01559841441077614
2008-06-13,98913.87551677806,1,-0.017560881591345612
2008-06-16,98797.36479595282,1,-0.01871809729293139
2008-06-17,98638.97464552218,1,-0.020291270712137877
2008-06-18,98900.98953843795,1,-0.017688868581382744
2008-06-19,98484.8798212049,1,-0.021821781801331985
2008-06-20,98664.74660220242,1,-0.020035296732063612
2008-06-23,98577.22933264243,1,-0.020904541706065927
2008-06-24,98732.39798848804,1,-0.01936336503436864
2008-06-25,98983.67456612039,1,-0.016867618728644396
2008-06-26,99019.11100655571,1,-0.01651565450604231
2008-06-27,98695.88771652436,1,-0.019725994839473904
2008-06-30,98715.44755781314,0,-0.019531721254180012
2008-07-01,98715.44755781314,0,-0.019531721254180012
2008-07-02,98715.44755781314,0,-0.019531721254180012
2008-07-03,98715.44755781314,0,-0.019531721254180012
2008-07-04,98715.44755781314,0,-0.019531721254180012
2008-07-07,98715.44755781314,0,-0.019531721254180012
2008-07-08,98715.44755781314,0,-0.019531721254180012
2008-07-09,98715.44755781314,0,-0.019531721254180012
2008-07-10,98715.44755781314,0,-0.019531721254180012
2008-07-11,98715.44755781314,0,-0.019531721254180012
2008-07-14,98715.44755781314,0,-0.019531721254180012
2008-07-15,98715.44755781314,0,-0.019531721254180012
2008-07-16,98715.44755781314,0,-0.019531721254180012
2008-07-17,98715.44755781314,0,-0.019531721254180012
2008-07-18,98715.44755781314,0,-0.019531721254180012
2008-07-21,98715.44755781314,0,-0.019531721254180012
2008-07-22,98715.44755781314,0,-0.019531721254180012
2008-07-23,98715.44755781314,0,-0.019531721254180012
2008-07-24,98715.44755781314,0,-0.019531721254180012
2008-07-25,98715.44755781314,0,-0.019531721254180012
2008-07-28,98715.44755781314,0,-0.019531721254180012
2008-07-29,98715.44755781314,0,-0.019531721254180012
2008-07-30,98715.44755781314,0,-0.019531721254180012
2008-07-31,98715.44755781314,0,-0.019531721254180012
2008-08-01,98715.44755781314,0,-0.019531721254180012
2008-08-04,98715.44755781314,0,-0.019531721254180012
2008-08-05,98715.44755781314,0,-0.019531721254180012
2008-08-06,98715.44755781314,0,-0.019531721254180012
2008-08-07,98715.44755781314,0,-0.019531721254180012
2008-08-08,98715.44755781314,0,-0.019531721254180012
2008-08-11,98715.44755781314,0,-0.019531721254180012
2008-08-12,98715.44755781314,0,-0.019531721254180012
2008-08-13,98715.44755781314,0,-0.019531721254180012
2008-08-14,98715.44755781314,0,-0.019531721254180012
2008-08-15,98715.44755781314,0,-0.019531721254180012
2008-08-18,98715.44755781314,0,-0.019531721254180012
2008-08-19,98715.44755781314,0,-0.019531721254180012
2008-08-20,98715.44755781314,0,-0.019531721254180012
2008-08-21,98715.44755781314,0,-0.019531721254180012
2008-08-22,98715.44755781314,0,-0.019531721254180012
2008-08-25,98715.44755781314,0,-0.019531721254180012
2008-08-26,98715.44755781314,0,-0.019531721254180012
2008-08-27,98715.44755781314,0,-0.019531721254180012
2008-08-28,98715.44755781314,0,-0.019531721254180012
2008-08-29,98715.44755781314,0,-0.019531721254180012
2008-09-01,98715.44755781314,0,-0.019531721254180012
2008-09-02,98715.44755781314,0,-0.019531721254180012
2008-09-03,98715.44755781314,0,-0.019531721254180012
2008-09-04,98715.44755781314,0,-0.019531721254180012
2008-09-05,98715.44755781314,0,-0.019531721254180012
2008-09-08,98715.44755781314,0,-0.019531721254180012
2008-09-09,98715.44755781314,0,-0.019531721254180012
2008-09-10,98715.44755781314,0,-0.019531721254180012
2008-09-11,98715.44755781314,0,-0.019531721254180012
2008-09-12,98715.44755781314,0,-0.019531721254180012
2008-09-16,98715.44755781314,0,-0.019531721254180012
2008-09-17,98715.44755781314,0,-0.019531721254180012
2008-09-18,98715.44755781314,0,-0.019531721254180012
2008-09-19,98715.44755781314,0,-0.019531721254180012
2008-09-22,98715.44755781314,0,-0.019531721254180012
2008-09-23,98715.44755781314,0,-0.019531721254180012
2008-09-24,98715.44755781314,0,-0.019531721254180012
2008-09-25,98715.44755781314,0,-0.019531721254180012
2008-09-26,98700.6624183886,1,-0.019678571221041663
2008-10-06,98458.31630168021,1,-0.022085617795699064
2008-10-07,98429.13750501967,1,-0.02237542942341708
2008-10-08,98293.78030939994,1,-0.023719833363108567
2008-10-09,98185.98086618182,1,-0.024790526321066597
2008-10-10,97936.34005030831,1,-0.027270025802653364
2008-10-13,97953.36101502695,1,-0.027100969019817955
2008-10-14,97891.76133318804,1,-0.02771279356722245
2008-10-15,97802.60389894749,1,-0.02859832909636062
2008-10-16,97605.64702148884,1,-0.03055455758345671
2008-10-17,97629.15216324317,1,-0.03032109821668394
2008-10-20,97702.09915489452,1,-0.029596569147389062
2008-10-21,97735.33056220235,1,-0.02926650590471047
2008-10-22,97666.4361811983,1,-0.02995078335904444
2008-10-23,97705.34124341235,1,-0.029564367855420493
2008-10-24,97689.13080082316,1,-0.029725374315263786
2008-10-27,97423.27954236045,1,-0.03236588025669396
2008-10-28,97501.08966678857,1,-0.03159304924944606
2008-10-29,97445.97416198532,1,-0.0321404712129133
2008-10-30,97511.62645447154,1,-0.0314883950505479
2008-10-31,97451.64781689153,1,-0.032084118951968166
2008-11-03,97404.63753338289,1,-0.032551037685513706
2008-11-04,97365.73247116883,1,-0.032937453189137655
2008-11-05,97485.68974632883,1,-0.03174600538629724
2008-11-06,97439.48998494964,1,-0.032204873796850664
2008-11-07,97480.82661355208,1,-0.03179430732425015
2008-11-10,97750.73048266208,1,-0.02911354976785918
2008-11-11,97684.2676680464,1,-0.029773676253216808
2008-11-12,97679.40453526966,1,-0.029821978191169718
2008-11-13,94345.72701680279,1,-0.06293295665794507
2008-11-14,94529.7155401901,1,-0.06110553333872348
2008-11-17,94738.83024959064,1,-0.059028550006745006
2008-11-18,94477.84212390469,1,-0.061620754010222156
2008-11-19,94705.59884228281,1,-0.05935861324942371
2008-11-20,94745.31442662633,1,-0.058964147422807534
2008-11-21,94684.52526691685,1,-0.059567921647220023
2008-11-24,94570.24164666307,1,-0.060703017189115305
2008-11-25,94546.73650490875,1,-0.060936476555887964
2008-11-26,94566.99955814524,1,-0.060735218481083875
2008-11-27,94617.25193017173,1,-0.06023609845556965
2008-11-28,94614.00984165388,1,-0.060268299747538334
2008-12-01,94752.60912579145,1,-0.05889169451587817
2008-12-02,94820.69298466605,1,-0.05821546738453631
2008-12-03,94947.9449589912,1,-0.056951566674766196
2008-12-04,94947.13443686173,1,-0.05695961699775853
2008-12-05,94989.28158759362,1,-0.0565410002021659
2008-12-08,95127.88087173119,1,-0.05516439497050574
2008-12-09,95039.53395962011,1,-0.05604188017665168
2008-12-10,95155.43862413282,1,-0.05489068398877206
2008-12-11,95077.6284997047,1,-0.05566351499601996
2008-12-12,95011.9762072185,1,-0.05631559115838525
2008-12-15,95097.08103081174,1,-0.05547030724420787
2008-12-16,95121.39669469552,1,-0.05522879755444299
2008-12-17,95191.91211995849,1,-0.05452841945412468
2008-12-18,95238.11188133768,1,-0.05406955104357125
2008-12-19,95313.49043937742,1,-0.05332087100529981
2008-12-22,95350.77445733256,1,-0.0529505561476602
2008-12-23,95179.7542880166,1,-0.054649174299007064
2008-12-24,95107.6178184947,1,-0.055365653045309826
2008-12-25,95108.42834062417,1,-0.0553576027223176
2008-12-26,95101.94416358849,1,-0.05542200530625496
2008-12-29,95113.29147340092,1,-0.05530930078436458
2008-12-30,95144.90183644985,1,-0.054995338187670106
2008-12-31,95144.42828917896,2,-0.055000041586064974
2009-01-05,95355.5110341101,2,-0.052903511197805675
2009-01-06,95530.66341014755,2,-0.05116385086195896
2009-01-07,95437.43555037543,2,-0.05208981494826259
2009-01-08,95213.31433364592,2,-0.054315846932451395
2009-01-09,95391.7218739119,2,-0.052543855433173525
2009-01-12,95408.15574539288,2,-0.05238062981770275
2009-01-13,95135.42935231718,2,-0.05508942143849638
2009-01-14,95499.78037579036,2,-0.05147058943517879
2009-01-15,95483.4296977471,2,-0.05163298875113209
2009-01-16,95545.55109427022,2,-0.051015982393675774
2009-01-19,95615.16446742891,2,-0.050324563716587556
2009-01-20,95652.32606481426,2,-0.049955464772853175
2009-01-21,95604.90815065408,2,-0.050426432203265925
2009-01-22,95766.9780885875,2,-0.04881671014847855
2009-01-23,95699.82717241216,2,-0.04948367104292295
2009-02-02,95875.9956845866,2,-0.047733918170661305
2009-02-03,96148.95858226478,2,-0.045022777522777724
2009-02-04,96339.33141617582,2,-0.04313194352057759
2009-02-05,96143.12327965669,2,-0.04508073531201595
2009-02-06,96577.01281938794,2,-0.040771228130407344
2009-02-09,96962.57291450753,2,-0.036941741943925854
2009-02-10,97088.94898814977,2,-0.035686540914460885
2009-02-11,97085.6367819049,2,-0.035719438634484346
2009-02-12,97183.84545584998,2,-0.03474400376706466
2009-02-13,97574.03691831743,2,-0.03086851759897813
2009-02-16,97843.88962639475,2,-0.028188268187673837
2009-02-17,97381.07087031615,2,-0.0327851080984477
2009-02-18,96848.08253843617,2,-0.03807889104000739
2009-02-19,97096.23894814131,2,-0.03561413507827349
2009-02-20,97361.94637378644,2,-0.03297505772293163
2009-02-23,97713.60477492282,2,-0.029482292246011066
2009-02-24,97125.01011415034,2,-0.03532837214742257
2009-02-25,97092.92200272286,2,-0.035647079869039144
2009-02-26,96415.16990770985,2,-0.04237869529958871
2009-02-27,96257.069386986,2,-0.043948992038932766
2009-03-02,96470.7061188753,2,-0.041827094767791784
2009-03-03,96500.31395843514,2,-0.041533021771023804
2009-03-04,97144.66825926489,2,-0.03513312218218778
2009-03-05,97134.28478274668,2,-0.03523625365351346
2009-03-06,97060.6104624036,2,-0.03596800674628298
2009-03-09,96723.89204823266,2,-0.0393123842690698
2009-03-10,96864.2573512568,2,-0.03791823846457332
2009-03-11,96801.10200371241,2,-0.03854551430064934
2009-03-12,96783.88376152335,2,-0.03871653049618706
2009-03-13,96749.04438566728,2,-0.03906256451338763
2009-03-16,96860.94514501194,2,-0.03795113618459689
2009-03-17,97224.02097368777,2,-0.03434496975773116
2009-03-18,97311.68452341278,2,-0.03347427188992991
2009-03-19,97514.39465185186,2,-0.031460900572349626
2009-03-20,97423.27866042791,2,-0.032365889016284344
2009-03-23,97671.59312047141,2,-0.029899563256235773
2009-03-24,97761.64900945273,2,-0.02900510403384593
2009-03-25,97477.42199539984,2,-0.031828122904102085
2009-03-26,97702.71739860467,2,-0.029590428585183903
2009-03-27,97768.06780793495,2,-0.02894135080722149
2009-03-30,97691.46635794065,2,-0.029702176936094227
2009-03-31,97744.06871595615,0,-0.029179716219991714
2009-04-01,97744.06871595615,0,-0.029179716219991714
2009-04-02,97744.06871595615,0,-0.029179716219991714
2009-04-03,97744.06871595615,0,-0.029179716219991714
2009-04-07,97744.06871595615,0,-0.029179716219991714
2009-04-08,97744.06871595615,0,-0.029179716219991714
2009-04-09,97744.06871595615,0,-0.029179716219991714
2009-04-10,97744.06871595615,0,-0.029179716219991714
2009-04-13,97744.06871595615,0,-0.029179716219991714
2009-04-14,97744.06871595615,0,-0.029179716219991714
2009-04-15,97744.06871595615,0,-0.029179716219991714
2009-04-16,97744.06871595615,0,-0.029179716219991714
2009-04-17,97744.06871595615,0,-0.029179716219991714
2009-04-20,97744.06871595615,0,-0.029179716219991714
2009-04-21,97744.06871595615,0,-0.029179716219991714
2009-04-22,97744.06871595615,0,-0.029179716219991714
2009-04-23,97744.06871595615,0,-0.029179716219991714
2009-04-24,97744.06871595615,0,-0.029179716219991714
2009-04-27,97744.06871595615,0,-0.029179716219991714
2009-04-28,97744.06871595615,0,-0.029179716219991714
2009-04-29,97744.06871595615,0,-0.029179716219991714
2009-04-30,97744.06871595615,0,-0.029179716219991714
2009-05-04,97744.06871595615,0,-0.029179716219991714
2009-05-05,97744.06871595615,0,-0.029179716219991714
2009-05-06,97744.06871595615,0,-0.029179716219991714
2009-05-07,97744.06871595615,0,-0.029179716219991714
2009-05-08,97744.06871595615,0,-0.029179716219991714
2009-05-11,97744.06871595615,0,-0.029179716219991714
2009-05-12,97744.06871595615,0,-0.029179716219991714
2009-05-13,97744.06871595615,0,-0.029179716219991714
2009-05-14,97744.06871595615,0,-0.029179716219991714
2009-05-15,97744.06871595615,0,-0.029179716219991714
2009-05-18,97744.06871595615,0,-0.029179716219991714
