code,name,entry_date,exit_date,entry_px,exit_px,entry_S,exit_S,entry_water,exit_reason,hold_days,gross_ret,net_ret,ann_ret,pnl_yuan,alloc_yuan
008327,东财通信C,2024-06-30,2025-06-30,1.079,1.4016,79.7,31.2,0.356,S<45,365,0.299,0.2905,0.2908,1452.75,5000.0
007195,长城短债C,2024-09-30,2026-06-30,1.1751,1.2348,100.0,,0.6495,期末清算,638,0.0508,0.044,0.0249,222.81,5065.79
