date,equity,n_pos,drawdown
2024-04-01,50000.0,0,0.0
2024-04-02,50000.0,0,0.0
2024-04-03,50000.0,0,0.0
2024-04-08,50000.0,0,0.0
2024-04-09,50000.0,0,0.0
2024-04-10,50000.0,0,0.0
2024-04-11,50000.0,0,0.0
2024-04-12,50000.0,0,0.0
2024-04-15,50000.0,0,0.0
2024-04-16,50000.0,0,0.0
2024-04-17,50000.0,0,0.0
2024-04-18,50000.0,0,0.0
2024-04-19,50000.0,0,0.0
2024-04-22,50000.0,0,0.0
2024-04-23,50000.0,0,0.0
2024-04-24,50000.0,0,0.0
2024-04-25,50000.0,0,0.0
2024-04-26,50000.0,0,0.0
2024-04-29,50000.0,0,0.0
2024-04-30,50000.0,0,0.0
2024-05-06,50000.0,0,0.0
2024-05-07,50000.0,0,0.0
2024-05-08,50000.0,0,0.0
2024-05-09,50000.0,0,0.0
2024-05-10,50000.0,0,0.0
2024-05-13,50000.0,0,0.0
2024-05-14,50000.0,0,0.0
2024-05-15,50000.0,0,0.0
2024-05-16,50000.0,0,0.0
2024-05-17,50000.0,0,0.0
2024-05-20,50000.0,0,0.0
2024-05-21,50000.0,0,0.0
2024-05-22,50000.0,0,0.0
2024-05-23,50000.0,0,0.0
2024-05-24,50000.0,0,0.0
2024-05-27,50000.0,0,0.0
2024-05-28,50000.0,0,0.0
2024-05-29,50000.0,0,0.0
2024-05-30,50000.0,0,0.0
2024-05-31,50000.0,0,0.0
2024-06-03,50000.0,0,0.0
2024-06-04,50000.0,0,0.0
2024-06-05,50000.0,0,0.0
2024-06-06,50000.0,0,0.0
2024-06-07,50000.0,0,0.0
2024-06-11,50000.0,0,0.0
2024-06-12,50000.0,0,0.0
2024-06-13,50000.0,0,0.0
2024-06-14,50000.0,0,0.0
2024-06-17,50000.0,0,0.0
2024-06-18,50000.0,0,0.0
2024-06-19,50000.0,0,0.0
2024-06-20,50000.0,0,0.0
2024-06-21,50000.0,0,0.0
2024-06-24,50000.0,0,0.0
2024-06-25,50000.0,0,0.0
2024-06-26,50000.0,0,0.0
2024-06-27,50000.0,0,0.0
2024-06-28,49992.511233150275,1,-0.000149775336994451
2024-07-01,50051.736574933704,1,0.0
2024-07-02,49993.43662911564,1,-0.001164793667663866
2024-07-03,49942.07715303782,1,-0.002190921422510761
2024-07-04,49920.7930458344,1,-0.0026161635551499307
2024-07-05,49925.42002566123,1,-0.002523719613271802
2024-07-08,49895.80735476952,1,-0.0031153608412914924
2024-07-09,50144.27617147032,1,0.0
2024-07-10,50215.531660803514,1,0.0
2024-07-11,50258.099875210355,1,0.0
2024-07-12,50171.57535244862,1,-0.001721603542047423
2024-07-15,50137.79839971276,1,-0.0023936733739695626
2024-07-16,50254.86098933157,1,-6.444505237612752e-05
2024-07-17,50123.45476224958,1,-0.00267907289163527
2024-07-18,50105.40954092494,1,-0.0030381238977307268
2024-07-19,50103.096051011526,1,-0.0030841560779993893
2024-07-22,50112.81270864787,1,-0.0028908209208710067
2024-07-23,49967.525542085394,1,-0.005781641841741902
2024-07-24,49931.43509943611,1,-0.006499743853932927
2024-07-25,49811.13362393851,1,-0.00889341722790249
2024-07-26,49886.55339511585,1,-0.007392768151144757
2024-07-29,49902.28512652708,1,-0.007079749325317741
2024-07-30,49874.523247566096,1,-0.00763213548854158
2024-07-31,49998.52630692515,1,-0.005164810626142158
2024-08-01,49996.67551499442,1,-0.005201636370357088
2024-08-02,49797.71538244071,1,-0.00916040387346062
2024-08-05,49568.217183029905,1,-0.013726796156110388
2024-08-06,49649.65202798212,1,-0.012106463410654134
2024-08-07,49658.905987635786,1,-0.011922334689579484
2024-08-08,49615.87507524626,1,-0.012778533242576273
2024-08-09,49638.54727639773,1,-0.012327417875943603
2024-08-12,49629.75601472675,1,-0.01250234016096441
