code,name,ftype,channel,S_total,rating,F_value,val_pct,trend_ok,trend_ma20,bonus,F_alpha,ir_winrate,down_capture,F_momentum,mom_4m1m,mom_7m1m,rank4,rank7,scale,tenure_days,is_passive,penalty_str,water,weights_mode,last_date,error
008293,农银汇理创新医疗混合,混合型-偏股,左侧,13.4,Sell/Avoid 红灯,32.7,0.6719,False,False,0,1.8,0.29,1.23,0.0,0.1028,0.0004,0.24461538461538462,0.19076923076923077,4.82,1985,False,回撤比值1.25(平滑2%)(-2%),0.839,标准,2026-07-31,
470009,汇添富民营活力混合,混合型-偏股,右侧,13.4,Sell/Avoid 红灯,0.0,0.7622,False,False,0,35.2,0.581,1.32,7.2,0.3862,0.4826,0.38769230769230767,0.42615384615384616,52.08,3796,False,回撤比值1.31(平滑5%)(-5%),0.839,标准,2026-07-31,
023036,中欧资源精选混合发起A,混合型-偏股,新星,13.4,Sell/Avoid 红灯,0.0,0.7465,True,True,0,99.4,0.8,0.375,0.0,-0.1813,0.0026,0.043076923076923075,0.19692307692307692,8.84,965,False,经理任期2年(归因平滑4%)(-4%); 回撤比值2.40(平滑60%)(-60%),0.839,标准,2026-07-31,
013348,创金合信大健康混合A,混合型-偏股,左侧,13.4,Sell/Avoid 红灯,38.6,0.6121,True,False,0,4.4,0.226,1.118,0.0,0.0532,-0.0291,0.2076923076923077,0.1676923076923077,0.28,2832,False,回撤比值1.62(平滑21%)(-21%),0.839,标准,2026-07-31,
015630,申万菱信乐融一年持有混合A,混合型-偏股,左侧,13.3,Sell/Avoid 红灯,0.0,0.7594,False,False,0,56.6,0.419,0.561,0.0,-0.0027,-0.1139,0.1723076923076923,0.1,0.88,1627,False,回撤比值1.86(平滑33%)(-33%),0.839,标准,2026-07-31,
013310,华夏科创创业50ETF联接A,指数型-股票,右侧,13.3,Sell/Avoid 红灯,0.0,0.7597,False,False,0,32.5,0.548,1.128,7.6,0.4285,0.3981,0.43846153846153846,0.35307692307692307,8.18,4864,True,,0.839,标准,2026-07-31,
000913,农银医疗保健股票,股票型,左侧,13.1,Sell/Avoid 红灯,32.7,0.672,False,False,0,0.9,0.29,1.483,0.0,0.1047,0.0012,0.24615384615384617,0.19230769230769232,10.93,1985,False,回撤比值1.25(平滑2%)(-2%),0.839,标准,2026-07-31,
011917,山证资管品质生活混合A,混合型-偏股,左侧,13.1,Sell/Avoid 红灯,0.0,0.745,False,False,0,46.8,0.097,0.763,0.0,0.086,-0.0474,0.23384615384615384,0.15384615384615385,0.69,990,False,经理任期2年(归因平滑3%)(-3%); 回撤比值1.55(平滑18%)(-18%),0.839,标准,2026-07-31,
010110,广发医药健康混合A,混合型-偏股,左侧,13.0,Sell/Avoid 红灯,34.3,0.6556,False,False,0,1.3,0.29,1.285,0.0,0.0478,-0.026,0.20307692307692307,0.1723076923076923,9.76,4189,False,回撤比值1.37(平滑8%)(-8%),0.839,标准,2026-07-31,
000220,富国医疗保健行业混合A,混合型-偏股,左侧,13.0,Sell/Avoid 红灯,30.2,0.6977,False,False,0,4.5,0.355,1.176,0.0,0.1285,-0.0069,0.2553846153846154,0.18615384615384614,6.63,2306,False,回撤比值1.30(平滑5%)(-5%),0.839,标准,2026-07-31,
007965,民生加银品质消费股票A,股票型,左侧,12.9,Sell/Avoid 红灯,38.1,0.6165,True,True,0,1.4,0.29,1.28,0.0,-0.1099,-0.2026,0.09692307692307692,0.04923076923076923,0.05,4611,False,回撤比值1.55(平滑18%)(-18%),0.839,标准,2026-07-31,
005682,财通资管消费精选混合A,混合型-灵活,右侧,12.7,Sell/Avoid 红灯,0.0,0.7149,False,False,0,42.3,0.613,1.162,0.0,0.2637,0.5524,0.3046153846153846,0.4846153846153846,1.84,2937,False,回撤比值1.49(平滑14%)(-14%),0.839,标准,2026-07-31,
004040,金鹰医疗健康产业A,股票型,左侧,12.5,Sell/Avoid 红灯,30.3,0.6972,False,False,0,8.0,0.194,1.068,0.0,0.2436,0.1909,0.3,0.2630769230769231,1.08,2965,False,回撤比值1.53(平滑16%)(-16%),0.839,标准,2026-07-31,
240017,华宝新兴产业混合,混合型-偏股,右侧,12.3,Sell/Avoid 红灯,0.0,0.7581,False,False,0,35.2,0.581,1.328,0.0,0.3412,0.3561,0.35846153846153844,0.32461538461538464,4.87,1692,False,,0.839,标准,2026-07-31,
162717,广发成长新动能混合A,混合型-偏股,左侧,12.3,Sell/Avoid 红灯,0.0,0.7466,False,False,0,42.6,0.258,0.833,0.0,-0.184,-0.1753,0.04,0.06307692307692307,0.4,2265,False,回撤比值1.55(平滑18%)(-18%),0.839,标准,2026-07-31,
000878,中海医药健康产业精选混合A,混合型-灵活,左侧,12.2,Sell/Avoid 红灯,34.9,0.65,True,False,0,0.5,0.226,1.329,0.0,0.1771,0.091,0.27076923076923076,0.23692307692307693,1.92,2791,False,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
005067,融通逆向策略灵活配置混合A,混合型-灵活,左侧,12.2,Sell/Avoid 红灯,0.0,0.7692,False,False,0,44.0,0.258,0.817,0.0,-0.0499,0.0379,0.14923076923076922,0.21846153846153846,0.07,2634,False,回撤比值1.62(平滑21%)(-21%),0.839,标准,2026-07-31,
320016,诺安多策略混合A,混合型-偏股,右侧,12.2,Sell/Avoid 红灯,0.0,0.7137,True,True,0,47.8,0.71,1.329,0.0,-0.1538,-0.0503,0.07076923076923076,0.14923076923076922,13.9,1586,False,回撤比值1.74(平滑27%)(-27%),0.839,标准,2026-07-31,
017412,创金合信中证科创创业50指数增强A,指数型-股票,右侧,12.1,Sell/Avoid 红灯,0.0,0.7592,False,False,0,18.2,0.484,1.161,23.1,0.4668,0.4594,0.4907692307692308,0.3984615384615385,1.14,3272,True,,0.839,标准,2026-07-31,
023407,华宝创业板人工智能ETF发起式联接A,指数型-股票,新星,12.0,Sell/Avoid 红灯,0.0,0.756,False,False,0,50.3,1.0,1.301,0.0,0.2865,0.4179,0.3169230769230769,0.3723076923076923,6.04,2208,True,回撤比值1.83(平滑32%)(-32%),0.839,标准,2026-07-31,
290012,泰信行业精选混合A,混合型-灵活,左侧,11.8,Sell/Avoid 红灯,0.0,0.7455,False,False,0,43.7,0.258,0.821,0.0,-0.1395,-0.1422,0.07769230769230769,0.08153846153846153,0.95,4156,False,回撤比值1.65(平滑23%)(-23%),0.839,标准,2026-07-31,
024662,富国创业板人工智能ETF发起式联接A,指数型-股票,新星,11.8,Sell/Avoid 红灯,0.0,0.7559,False,False,0,51.3,1.0,1.204,0.0,0.2921,0.4243,0.3230769230769231,0.37538461538461537,2.02,741,True,回撤比值1.88(平滑34%)(-34%),0.839,标准,2026-07-31,
009852,银华品质消费股票A,股票型,左侧,11.6,Sell/Avoid 红灯,32.8,0.6717,True,True,0,0.8,0.258,1.325,0.0,-0.13,-0.2012,0.08615384615384615,0.05076923076923077,2.62,2826,False,回撤比值1.47(平滑13%)(-13%),0.839,标准,2026-07-31,
002802,广发成长智选混合A,混合型-偏股,左侧,11.6,Sell/Avoid 红灯,0.0,0.7567,False,False,0,39.1,0.323,0.873,0.0,0.0152,0.0532,0.18461538461538463,0.22615384615384615,0.21,1123,False,回撤比值1.50(平滑15%)(-15%),0.839,标准,2026-07-31,
014074,嘉实内需精选混合A,混合型-偏股,左侧,11.4,Sell/Avoid 红灯,36.3,0.635,True,True,0,0.7,0.194,1.264,0.0,-0.1744,-0.251,0.04923076923076923,0.027692307692307693,1.13,2538,False,回撤比值1.65(平滑23%)(-23%),0.839,标准,2026-07-31,
002482,宝盈互联网沪港深混合,混合型-灵活,右侧,11.3,Sell/Avoid 红灯,0.0,0.7599,False,False,0,47.8,0.71,1.344,0.0,0.3157,0.3933,0.3384615384615385,0.34615384615384615,5.27,2090,False,回撤比值1.85(平滑32%)(-32%),0.839,标准,2026-07-31,
002443,前海开源沪港深龙头精选混合A,混合型-灵活,左侧,11.3,Sell/Avoid 红灯,0.0,0.7529,False,False,0,34.5,0.226,0.896,0.0,-0.0934,-0.1614,0.10923076923076923,0.07076923076923076,0.4,1241,False,回撤比值1.33(平滑6%)(-6%),0.839,标准,2026-07-31,
018438,财通资管品质消费混合发起式A,混合型-偏股,左侧,11.2,Sell/Avoid 红灯,0.0,0.7093,True,True,0,45.3,0.387,0.843,0.0,-0.2333,-0.3212,0.02,0.010769230769230769,0.69,1619,False,回撤比值1.79(平滑30%)(-30%),0.839,标准,2026-07-31,
011815,恒越优势精选混合A,混合型-偏股,右侧,10.9,Sell/Avoid 红灯,0.0,0.7632,False,False,0,28.9,0.516,1.08,10.7,0.4197,0.4618,0.4238461538461539,0.4,8.58,1213,False,回撤比值1.49(平滑15%)(-15%),0.839,标准,2026-07-31,
013315,嘉实中证科创创业50ETF发起联接A,指数型-股票,右侧,10.9,Sell/Avoid 红灯,0.0,0.7597,False,False,0,25.6,0.516,1.131,7.7,0.43,0.3969,0.44153846153846155,0.34923076923076923,2.82,3141,True,,0.839,标准,2026-07-31,
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,右侧,10.8,Sell/Avoid 红灯,0.0,0.7627,False,False,0,44.1,0.516,0.967,0.0,0.3331,0.3016,0.3553846153846154,0.2853846153846154,7.83,1616,False,回撤比值1.80(平滑30%)(-30%),0.839,标准,2026-07-31,
008424,国联品牌优选混合A,混合型-偏股,左侧,10.8,Sell/Avoid 红灯,41.3,0.5839,True,True,0,0.4,0.129,1.303,0.0,-0.2363,-0.3176,0.018461538461538463,0.012307692307692308,0.23,4808,False,回撤比值1.90(平滑35%)(-35%),0.839,标准,2026-07-31,
164403,前海开源沪港深农业混合A,混合型-灵活,左侧,10.6,Sell/Avoid 红灯,36.8,0.6301,True,True,0,0.9,0.226,1.264,0.0,-0.2199,-0.2372,0.026153846153846153,0.03076923076923077,1.71,3964,False,回撤比值1.79(平滑30%)(-30%),0.839,标准,2026-07-31,
018045,东方创新医疗股票A,股票型,左侧,10.5,Sell/Avoid 红灯,36.4,0.634,True,False,0,1.0,0.29,1.379,0.0,-0.0588,-0.175,0.14307692307692307,0.06461538461538462,0.07,893,False,经理任期2年(归因平滑6%)(-6%); 回撤比值1.71(平滑25%)(-25%),0.839,标准,2026-07-31,
012690,广发消费领先混合A,混合型-偏股,左侧,10.4,Sell/Avoid 红灯,0.0,0.7431,False,False,0,30.0,0.161,0.922,0.0,-0.1441,-0.1669,0.07384615384615385,0.06769230769230769,2.23,2298,False,回撤比值1.22(平滑1%)(-1%),0.839,标准,2026-07-31,
320007,诺安成长混合A,混合型-偏股,右侧,10.1,Sell/Avoid 红灯,0.0,0.7701,False,False,0,15.8,0.484,1.783,18.5,0.4406,0.4681,0.45692307692307693,0.4123076923076923,119.28,1460,False,回撤比值1.21(平滑1%)(-1%),0.839,标准,2026-07-31,
011486,博时创新精选混合A,混合型-偏股,右侧,9.7,Sell/Avoid 红灯,0.0,0.7606,False,False,0,30.7,0.548,1.178,0.9,0.3976,0.4057,0.39692307692307693,0.36153846153846153,6.87,3833,False,回撤比值1.44(平滑12%)(-12%),0.839,标准,2026-07-31,
001018,易方达新经济混合,混合型-灵活,右侧,9.6,Sell/Avoid 红灯,0.0,0.7627,False,False,0,27.5,0.516,1.098,0.0,0.239,0.3198,0.2969230769230769,0.2969230769230769,42.62,5056,False,,0.839,标准,2026-07-31,
007861,金元顺安医疗健康混合A,混合型-偏股,左侧,9.4,Sell/Avoid 红灯,32.2,0.6777,False,False,0,3.7,0.097,1.127,0.0,-0.0052,-0.0661,0.16615384615384615,0.13692307692307693,0.42,1250,False,回撤比值1.87(平滑34%)(-34%),0.839,标准,2026-07-31,
007811,淳厚信泽混合A,混合型-灵活,左侧,9.4,Sell/Avoid 红灯,0.0,0.7657,False,False,0,43.2,0.355,0.847,0.0,-0.0427,0.0892,0.15384615384615385,0.2353846153846154,0.73,386,False,经理任期1年(归因平滑19%)(-19%); 回撤比值1.66(平滑23%)(-23%),0.839,标准,2026-07-31,
003655,信澳新财富混合A,混合型-灵活,左侧,8.9,Sell/Avoid 红灯,0.0,0.7559,False,False,0,46.1,0.097,0.778,0.0,-0.1644,-0.1485,0.05384615384615385,0.07846153846153846,0.05,317,False,经理任期0年(归因平滑21%)(-21%); 回撤比值1.80(平滑30%)(-30%),0.839,标准,2026-07-31,
000541,华商创新成长混合发起式A,混合型-灵活,右侧,8.5,Sell/Avoid 红灯,0.0,0.762,False,False,0,24.2,0.516,1.17,0.0,0.2673,0.4772,0.3076923076923077,0.41923076923076924,37.77,2412,False,,0.839,标准,2026-07-31,
008234,光大消费主题股票A,股票型,左侧,8.4,Sell/Avoid 红灯,35.3,0.646,True,True,0,0.5,0.129,1.276,0.0,-0.1598,-0.2402,0.06,0.02923076923076923,0.5,856,False,经理任期2年(归因平滑6%)(-6%); 回撤比值1.94(平滑37%)(-37%),0.839,标准,2026-07-31,
006775,前海开源优质成长混合,混合型-偏股,左侧,8.0,Sell/Avoid 红灯,0.0,0.7644,False,False,0,28.5,0.032,0.93,0.0,0.0704,0.0275,0.2246153846153846,0.21384615384615385,1.64,4219,False,回撤比值1.60(平滑20%)(-20%),0.839,标准,2026-07-31,
110013,易方达科翔混合,混合型-偏股,右侧,7.8,Sell/Avoid 红灯,0.0,0.7634,False,False,0,22.2,0.516,1.411,0.0,0.2345,0.315,0.29384615384615387,0.29384615384615387,52.54,5056,False,,0.839,标准,2026-07-31,
009542,银华富利精选混合A,混合型-偏股,左侧,7.7,Sell/Avoid 红灯,20.0,0.7084,False,False,20,1.5,0.161,1.201,0.0,-0.1065,-0.1323,0.09846153846153846,0.08923076923076922,9.02,3230,False,回撤比值1.39(平滑9%)(-9%),0.839,标准,2026-07-31,
005335,浙商全景消费混合A,混合型-偏股,左侧,7.7,Sell/Avoid 红灯,0.0,0.7149,False,False,0,25.3,0.129,0.949,0.0,-0.0274,-0.1191,0.16,0.09692307692307692,0.09,1845,False,回撤比值1.45(平滑13%)(-13%),0.839,标准,2026-07-31,
015150,恒越匠心优选一年持有混合A,混合型-偏股,左侧,7.6,Sell/Avoid 红灯,0.0,0.7545,False,False,0,43.9,0.258,0.818,0.0,-0.1349,-0.1589,0.08461538461538462,0.07384615384615385,0.16,1213,False,回撤比值2.21(平滑50%)(-50%),0.839,标准,2026-07-31,
001563,华富健康文娱灵活配置混合A,混合型-灵活,左侧,7.6,Sell/Avoid 红灯,31.2,0.6882,False,False,0,4.1,0.355,1.19,0.0,0.0328,-0.0263,0.19384615384615383,0.17076923076923076,0.25,318,False,经理任期0年(归因平滑21%)(-21%); 回撤比值1.81(平滑31%)(-31%),0.839,标准,2026-07-31,
008842,同泰远见混合A,混合型-灵活,左侧,7.4,Sell/Avoid 红灯,0.0,0.7359,True,True,0,24.7,0.387,0.976,0.0,-0.1775,-0.1657,0.047692307692307694,0.06923076923076923,0.08,1613,False,回撤比值1.49(平滑15%)(-15%),0.839,标准,2026-07-31,
006377,广发趋势动力混合A,混合型-灵活,左侧,7.2,Sell/Avoid 红灯,0.0,0.7596,False,False,0,24.7,0.0,0.952,0.0,-0.1141,-0.1298,0.09384615384615384,0.09076923076923077,0.26,2298,False,回撤比值1.53(平滑16%)(-16%),0.839,标准,2026-07-31,
011287,前海开源聚慧三年持有混合,混合型-偏股,左侧,7.1,Sell/Avoid 红灯,0.0,0.7642,False,False,0,25.5,0.032,0.947,0.0,0.0537,0.0138,0.20923076923076922,0.20153846153846153,1.35,4219,False,回撤比值1.60(平滑20%)(-20%),0.839,标准,2026-07-31,
019374,广发睿杰精选混合发起式A1,混合型-偏股,新星,6.7,Sell/Avoid 红灯,0.0,0.7646,False,False,0,23.3,0.269,0.963,6.0,0.3107,0.565,0.33384615384615385,0.4969230769230769,9.66,1770,False,回撤比值1.81(平滑30%)(-30%),0.839,标准,2026-07-31,
161725,招商中证白酒指数(LOF)A,指数型-股票,左侧,6.7,Sell/Avoid 红灯,39.7,0.6003,True,True,0,0.0,0.0,1.943,0.0,-0.2222,-0.3021,0.024615384615384615,0.016923076923076923,197.4,3267,True,回撤比值2.36(平滑58%)(-58%),0.839,标准,2026-07-31,
017977,信澳优享生活混合A,混合型-偏股,左侧,6.6,Sell/Avoid 红灯,0.0,0.7655,False,False,0,21.0,0.194,0.974,0.0,0.0744,0.1262,0.22615384615384615,0.2523076923076923,1.53,2272,False,回撤比值1.40(平滑10%)(-10%),0.839,标准,2026-07-31,
160628,鹏华中证800地产指数(LOF)A,指数型-股票,左侧,6.3,Sell/Avoid 红灯,31.8,0.6813,True,True,0,0.0,0.097,1.752,0.0,-0.2474,-0.2783,0.016923076923076923,0.021538461538461538,1.01,2693,True,回撤比值2.20(平滑50%)(-50%),0.839,标准,2026-07-31,
160421,华安智增精选混合,混合型-灵活,左侧,6.2,Sell/Avoid 红灯,0.0,0.7594,False,False,0,23.7,0.097,0.957,0.0,-0.1014,0.0306,0.1,0.2153846153846154,0.76,3094,False,回撤比值1.71(平滑26%)(-26%),0.839,标准,2026-07-31,
006216,前海开源价值成长混合A,混合型-灵活,左侧,6.2,Sell/Avoid 红灯,0.0,0.7643,False,False,0,22.1,0.032,0.967,0.0,0.065,0.0218,0.22153846153846155,0.20923076923076922,0.8,4219,False,回撤比值1.59(平滑19%)(-19%),0.839,标准,2026-07-31,
017434,华宝中证沪港深新消费指数A,指数型-股票,左侧,6.2,Sell/Avoid 红灯,0.0,0.7043,True,True,0,22.6,0.516,1.275,0.0,-0.224,-0.3078,0.021538461538461538,0.015384615384615385,1.23,2011,True,回撤比值1.64(平滑22%)(-22%),0.839,标准,2026-07-31,
008188,前海开源稳健增长三年混合,混合型-偏股,左侧,6.2,Sell/Avoid 红灯,0.0,0.7643,False,False,0,22.5,0.032,0.964,0.0,0.0458,0.0081,0.20153846153846153,0.2,6.64,4219,False,回撤比值1.62(平滑21%)(-21%),0.839,标准,2026-07-31,
005433,申万菱信医药先锋股票A,股票型,左侧,6.0,Sell/Avoid 红灯,36.5,0.6338,False,False,0,0.2,0.065,1.335,0.0,-0.0602,-0.145,0.14,0.08,0.95,1475,False,回撤比值2.38(平滑59%)(-59%),0.839,标准,2026-07-31,
007393,上银未来生活灵活配置混合A,混合型-灵活,左侧,5.9,Sell/Avoid 红灯,0.0,0.7644,False,False,0,23.1,0.355,0.975,0.0,-0.0779,-0.0815,0.11384615384615385,0.13076923076923078,0.24,2372,False,回撤比值1.74(平滑27%)(-27%),0.839,标准,2026-07-31,
012506,东方品质消费一年持有期混合A,混合型-偏股,左侧,5.1,Sell/Avoid 红灯,0.0,0.7145,True,True,0,18.9,0.032,0.985,0.0,-0.1251,-0.2038,0.0876923076923077,0.047692307692307694,0.36,4112,False,回撤比值1.65(平滑22%)(-22%),0.839,标准,2026-07-31,
014673,富国中证港股通互联网ETF发起式联接A,指数型-股票,左侧,4.9,Sell/Avoid 红灯,0.0,0.7087,True,True,0,22.1,0.516,1.56,0.0,-0.253,-0.3583,0.011538461538461539,0.0015384615384615385,19.57,3495,True,回撤比值1.94(平滑37%)(-37%),0.839,标准,2026-07-31,
000976,长城新兴产业混合A,混合型-灵活,左侧,4.9,Sell/Avoid 红灯,0.0,0.7649,False,False,0,20.9,0.129,0.974,0.0,-0.0273,-0.0211,0.16153846153846155,0.17692307692307693,0.41,2671,False,回撤比值1.86(平滑33%)(-33%),0.839,标准,2026-07-31,
008273,广发优质生活混合A,混合型-偏股,左侧,4.8,Sell/Avoid 红灯,0.0,0.7662,False,False,0,14.1,0.194,1.017,0.0,0.0611,0.0174,0.22,0.20461538461538462,4.39,2298,False,回撤比值1.24(平滑2%)(-2%),0.839,标准,2026-07-31,
011275,交银成长动力一年持有混合A,混合型-偏股,左侧,4.7,Sell/Avoid 红灯,0.0,0.7307,True,True,0,14.3,0.419,1.072,0.0,-0.1214,-0.1883,0.08923076923076922,0.055384615384615386,8.2,3886,False,回撤比值1.31(平滑6%)(-6%),0.839,标准,2026-07-31,
013477,华宝中证金融科技主题ETF发起式联接A,指数型-股票,左侧,4.6,Sell/Avoid 红灯,0.0,0.7377,True,True,0,16.7,0.323,1.008,0.0,-0.2049,-0.2159,0.03230769230769231,0.04153846153846154,2.25,4971,True,回撤比值1.63(平滑22%)(-22%),0.839,标准,2026-07-31,
011121,广发兴诚混合A,混合型-偏股,左侧,4.3,Sell/Avoid 红灯,20.0,0.7416,False,False,20,0.4,0.0,1.292,0.0,-0.1965,-0.1562,0.038461538461538464,0.07692307692307693,5.7,2846,False,回撤比值2.13(平滑47%)(-47%),0.839,标准,2026-07-31,
016541,交银启衡混合A,混合型-偏股,左侧,3.9,Sell/Avoid 红灯,0.0,0.7423,False,False,0,13.2,0.419,1.085,0.0,-0.1395,-0.1391,0.07769230769230769,0.08307692307692308,0.28,4094,False,回撤比值1.49(平滑15%)(-15%),0.839,标准,2026-07-31,
016847,中欧高端装备股票发起A,股票型,左侧,3.8,Sell/Avoid 红灯,0.0,0.7699,False,False,0,14.8,0.323,1.021,0.0,-0.0739,0.0916,0.11846153846153847,0.23846153846153847,2.71,3821,False,回撤比值1.72(平滑26%)(-26%),0.839,标准,2026-07-31,
012523,国联高质量成长混合A,混合型-偏股,左侧,3.7,Sell/Avoid 红灯,0.0,0.7559,False,False,0,15.3,0.065,1.008,0.0,-0.1361,-0.2263,0.08307692307692308,0.03538461538461538,1.46,3345,False,回撤比值1.80(平滑30%)(-30%),0.839,标准,2026-07-31,
519767,交银科技创新灵活配置混合A,混合型-灵活,左侧,3.7,Sell/Avoid 红灯,0.0,0.7435,False,False,0,11.7,0.387,1.071,0.0,-0.0771,-0.0598,0.11538461538461539,0.14153846153846153,1.61,4094,False,回撤比值1.38(平滑9%)(-9%),0.839,标准,2026-07-31,
008840,德邦大消费混合A,混合型-偏股,左侧,3.7,Sell/Avoid 红灯,0.0,0.7139,True,True,0,20.1,0.0,0.978,0.0,-0.2043,-0.295,0.033846153846153845,0.018461538461538463,0.22,1503,False,回撤比值2.15(平滑47%)(-47%),0.839,标准,2026-07-31,
017125,华宝中证港股通互联网ETF发起联接A,指数型-股票,左侧,3.6,Sell/Avoid 红灯,0.0,0.7093,True,True,0,15.8,0.484,1.694,0.0,-0.2505,-0.3537,0.015384615384615385,0.003076923076923077,1.95,3915,True,回撤比值1.89(平滑35%)(-35%),0.839,标准,2026-07-31,
011013,长城消费30股票A,股票型,左侧,3.5,Sell/Avoid 红灯,0.0,0.7256,False,False,0,10.8,0.097,1.04,0.0,-0.1146,-0.1946,0.09230769230769231,0.052307692307692305,1.29,8076,False,回撤比值1.37(平滑9%)(-9%),0.839,标准,2026-07-31,
161721,招商沪深300地产等权重指数A,指数型-股票,左侧,3.3,Sell/Avoid 红灯,33.0,0.6691,True,True,0,0.0,0.032,1.966,0.0,-0.2795,-0.3222,0.003076923076923077,0.009230769230769232,2.22,523,True,回撤比值2.70(平滑75%)(-75%),0.839,标准,2026-07-31,
010054,万家健康产业混合A,混合型-偏股,左侧,3.3,Sell/Avoid 红灯,0.0,0.7304,False,False,0,15.8,0.032,1.004,0.0,-0.14,-0.1294,0.07538461538461538,0.09230769230769231,0.4,2001,False,回撤比值2.00(平滑40%)(-40%),0.839,标准,2026-07-31,
006364,招商丰韵混合A,混合型-偏股,左侧,3.2,Sell/Avoid 红灯,0.0,0.7498,False,False,0,17.9,0.323,1.0,0.0,-0.0385,-0.1384,0.15538461538461537,0.08615384615384615,1.77,18,False,经理任期0年(归因平滑30%)(-30%); 回撤比值1.76(平滑28%)(-28%),0.839,标准,2026-07-31,
012210,申万菱信智能汽车股票A,股票型,左侧,3.1,Sell/Avoid 红灯,0.0,0.7458,True,True,0,11.8,0.161,1.033,0.0,-0.1828,-0.2327,0.04153846153846154,0.03230769230769231,0.73,786,False,经理任期2年(归因平滑8%)(-8%); 回撤比值1.57(平滑18%)(-18%),0.839,标准,2026-07-31,
004926,中航军民融合精选A,混合型-偏股,左侧,3.0,Sell/Avoid 红灯,0.0,0.7479,False,False,0,12.0,0.355,1.052,0.0,-0.2756,-0.2215,0.004615384615384616,0.03923076923076923,0.25,3153,False,回撤比值1.78(平滑29%)(-29%),0.839,标准,2026-07-31,
002919,东吴智慧医疗量化混合A,混合型-灵活,左侧,2.9,Sell/Avoid 红灯,0.0,0.7115,True,False,0,9.1,0.129,1.056,0.0,0.1292,0.0775,0.2569230769230769,0.23384615384615384,0.73,1847,False,回撤比值1.39(平滑10%)(-10%),0.839,标准,2026-07-31,
011201,财通优势行业轮动混合A,混合型-偏股,左侧,2.7,Sell/Avoid 红灯,0.0,0.759,False,False,0,8.1,0.129,1.066,0.0,0.1413,0.0944,0.26,0.24,5.28,1957,False,回撤比值1.33(平滑6%)(-6%),0.839,标准,2026-07-31,
001978,泰信互联网+主题混合A,混合型-灵活,左侧,2.2,Sell/Avoid 红灯,0.0,0.7609,False,False,0,11.4,0.258,1.04,0.0,-0.2568,-0.2907,0.008461538461538461,0.02,0.06,1658,False,回撤比值2.11(平滑46%)(-46%),0.839,标准,2026-07-31,
014957,华富消费成长股票A,股票型,左侧,2.2,Sell/Avoid 红灯,0.0,0.7409,False,False,0,9.0,0.097,1.057,0.0,-0.1452,-0.1768,0.07230769230769231,0.06,0.66,318,False,经理任期0年(归因平滑21%)(-21%); 回撤比值1.41(平滑10%)(-10%),0.839,标准,2026-07-31,
006926,长城量化精选股票A,股票型,左侧,2.0,Sell/Avoid 红灯,0.0,0.7411,False,False,0,9.8,0.0,1.048,0.0,-0.0384,-0.1268,0.15692307692307692,0.09384615384615384,0.21,1374,False,回撤比值2.05(平滑43%)(-43%),0.839,标准,2026-07-31,
008180,同泰慧利混合A,混合型-偏股,左侧,1.7,Sell/Avoid 红灯,0.0,0.768,False,False,0,9.3,0.129,1.054,0.0,0.0071,-0.0217,0.17692307692307693,0.1753846153846154,0.18,447,False,经理任期1年(归因平滑18%)(-18%); 回撤比值1.92(平滑36%)(-36%),0.839,标准,2026-07-31,
010143,交银施罗德启欣混合,混合型-偏股,左侧,1.7,Sell/Avoid 红灯,0.0,0.7263,True,True,0,5.2,0.387,1.222,0.0,-0.155,-0.2215,0.06923076923076923,0.03923076923076923,9.31,3886,False,回撤比值1.30(平滑5%)(-5%),0.839,标准,2026-07-31,
006877,天治量化核心精选混合A,混合型-偏股,左侧,1.2,Sell/Avoid 红灯,0.0,0.7497,False,False,0,5.3,0.065,1.099,0.0,-0.05,-0.049,0.1476923076923077,0.15076923076923077,0.01,1935,False,回撤比值1.91(平滑36%)(-36%),0.839,标准,2026-07-31,
017648,信澳聚优智选混合A,混合型-偏股,左侧,1.1,Sell/Avoid 红灯,0.0,0.7609,False,False,0,4.1,0.29,1.137,0.0,-0.0995,-0.0411,0.10461538461538461,0.16,0.06,1357,False,回撤比值1.63(平滑22%)(-22%),0.839,标准,2026-07-31,
006181,格林伯锐灵活配置A,混合型-灵活,左侧,1.0,Sell/Avoid 红灯,0.0,0.7553,False,False,0,3.5,0.258,1.143,0.0,-0.2015,-0.1816,0.03538461538461538,0.05692307692307692,0.02,1411,False,回撤比值1.49(平滑14%)(-14%),0.839,标准,2026-07-31,
005255,浦银安盛港股通量化混合A,混合型-灵活,左侧,1.0,Sell/Avoid 红灯,0.0,0.7507,False,False,0,3.5,0.355,1.225,0.0,-0.0967,-0.1766,0.1076923076923077,0.06153846153846154,0.25,1452,False,回撤比值1.61(平滑20%)(-20%),0.839,标准,2026-07-31,
519150,新华优选消费混合,混合型-偏股,左侧,1.0,Sell/Avoid 红灯,0.0,0.7149,True,True,0,2.8,0.097,1.15,0.0,-0.1563,-0.1929,0.06461538461538462,0.05384615384615385,1.07,4029,False,,0.839,标准,2026-07-31,
