code,name,ftype,channel,S_total,rating,F_value,val_pct,trend_ok,trend_ma20,bonus,F_alpha,ir_winrate,down_capture,F_momentum,mom_4m1m,mom_7m1m,rank4,rank7,scale,tenure_days,is_passive,penalty_str,water,weights_mode,last_date,error
006720,平安核心优势混合A,混合型-偏股,左侧,19.9,Sell/Avoid 红灯,37.5,0.6229,True,False,0,33.7,0.355,0.915,0.0,0.1071,-0.0118,0.24769230769230768,0.18307692307692308,0.44,4226,False,回撤比值1.71(平滑26%)(-26%),0.839,标准,2026-07-31,
010387,易方达医药生物股票A,股票型,左侧,19.8,Sell/Avoid 红灯,37.6,0.6221,True,False,0,24.2,0.516,1.168,0.0,0.0449,-0.0399,0.2,0.16153846153846155,17.87,3634,False,回撤比值1.51(平滑16%)(-16%),0.839,标准,2026-07-31,
018983,国泰海通新材料混合发起A,混合型-偏股,新星,19.8,Sell/Avoid 红灯,0.0,0.7711,False,False,0,1.5,0.296,1.267,100.0,0.6321,0.7259,0.7246153846153847,0.6738461538461539,0.19,1251,False,回撤比值1.65(平滑22%)(-22%),0.839,标准,2026-07-31,
018112,工银北证50成份指数A,指数型-股票,左侧,19.7,Sell/Avoid 红灯,0.0,0.7735,False,False,0,64.5,0.484,0.7,0.0,-0.0632,-0.0975,0.13384615384615384,0.11692307692307692,1.61,5402,True,回撤比值1.46(平滑13%)(-13%),0.839,标准,2026-07-31,
018177,华夏科创50指数增强A,指数型-股票,右侧,19.7,Sell/Avoid 红灯,0.0,0.7668,False,False,0,16.1,0.483,1.276,56.3,0.5257,0.6113,0.5676923076923077,0.5492307692307692,9.04,3922,True,,0.839,标准,2026-07-31,
017517,招商北证50成份指数发起式A,指数型-股票,左侧,19.7,Sell/Avoid 红灯,0.0,0.7737,False,False,0,63.4,0.484,0.742,0.0,-0.0629,-0.0972,0.13538461538461538,0.11846153846153847,0.88,4107,True,回撤比值1.42(平滑11%)(-11%),0.839,标准,2026-07-31,
018114,鹏扬北证50成份指数A,指数型-股票,左侧,19.4,Sell/Avoid 红灯,0.0,0.7736,False,False,0,62.4,0.484,0.768,0.0,-0.0645,-0.1016,0.1276923076923077,0.1076923076923077,0.3,2530,True,回撤比值1.43(平滑11%)(-11%),0.839,标准,2026-07-31,
023117,华安高端装备股票发起式A,股票型,新星,19.3,Sell/Avoid 红灯,0.0,0.7608,False,False,0,51.3,1.0,1.205,42.0,0.4722,0.6019,0.49846153846153846,0.5384615384615384,0.3,433,False,经理任期1年(归因平滑18%)(-18%); 回撤比值1.54(平滑17%)(-17%),0.839,标准,2026-07-31,
009008,平安科技创新混合A,混合型-偏股,右侧,19.2,Sell/Avoid 红灯,0.0,0.7651,False,False,0,42.4,0.548,1.019,34.2,0.4695,0.5518,0.4938461538461538,0.48307692307692307,5.56,2042,False,回撤比值1.55(平滑18%)(-18%),0.839,标准,2026-07-31,
018120,万家北证50成份指数发起式A,指数型-股票,左侧,19.0,Sell/Avoid 红灯,0.0,0.7733,False,False,0,63.2,0.484,0.747,0.0,-0.0685,-0.1035,0.12153846153846154,0.10307692307692308,0.93,2474,True,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
017523,南方北证50成份指数发起A,指数型-股票,左侧,18.9,Sell/Avoid 红灯,0.0,0.7737,False,False,0,63.3,0.484,0.745,0.0,-0.0634,-0.0995,0.13230769230769232,0.11384615384615385,0.93,3649,True,回撤比值1.50(平滑15%)(-15%),0.839,标准,2026-07-31,
519929,长信电子信息量化灵活配置混合A,混合型-灵活,右侧,18.9,Sell/Avoid 红灯,0.0,0.7625,False,False,0,48.0,0.71,1.287,18.4,0.4224,0.5203,0.4269230769230769,0.45692307692307693,2.03,4160,False,回撤比值1.43(平滑12%)(-12%),0.839,标准,2026-07-31,
014600,博时回报严选混合A,混合型-偏股,右侧,18.7,Sell/Avoid 红灯,0.0,0.7622,False,False,0,39.6,0.581,1.109,38.4,0.4885,0.5535,0.5138461538461538,0.48615384615384616,1.82,3833,False,回撤比值1.60(平滑20%)(-20%),0.839,标准,2026-07-31,
022704,银河科技成长混合发起式A,混合型-偏股,新星,18.7,Sell/Avoid 红灯,0.0,0.7583,False,False,0,59.5,0.917,1.05,0.0,0.3194,0.3464,0.34307692307692306,0.32,0.28,1494,False,回撤比值1.40(平滑10%)(-10%),0.839,标准,2026-07-31,
004352,华银研究精选股票,股票型,右侧,18.7,Sell/Avoid 红灯,0.0,0.7641,False,False,0,37.2,0.548,1.062,26.5,0.398,0.6222,0.3984615384615385,0.5646153846153846,0.6,928,False,经理任期2年(归因平滑5%)(-5%),0.839,标准,2026-07-31,
004784,招商稳健优选股票A,股票型,右侧,18.6,Sell/Avoid 红灯,0.0,0.7663,False,False,0,48.0,0.613,1.066,11.9,0.4197,0.4657,0.4238461538461539,0.40923076923076923,5.88,1769,False,回撤比值1.32(平滑6%)(-6%),0.839,标准,2026-07-31,
017525,华夏北证50成份指数A,指数型-股票,左侧,18.6,Sell/Avoid 红灯,0.0,0.7735,False,False,0,61.6,0.484,0.784,0.0,-0.0659,-0.1011,0.12461538461538461,0.10923076923076923,2.24,3156,True,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
017519,汇添富北证50成份指数A,指数型-股票,左侧,18.5,Sell/Avoid 红灯,0.0,0.7734,False,False,0,61.8,0.484,0.78,0.0,-0.0654,-0.1009,0.12615384615384614,0.1123076923076923,2.3,1481,True,回撤比值1.49(平滑14%)(-14%),0.839,标准,2026-07-31,
673010,西部利得新动向混合A,混合型-灵活,右侧,18.3,Sell/Avoid 红灯,0.0,0.7622,False,False,0,52.4,0.516,0.92,0.0,0.2092,0.2889,0.28692307692307695,0.28,14.95,2759,False,,0.839,标准,2026-07-31,
023384,平安中证人工智能主题ETF发起式联接A,指数型-股票,新星,18.2,Sell/Avoid 红灯,0.0,0.7588,False,False,0,54.5,0.875,1.109,0.0,0.3021,0.328,0.3261538461538461,0.30615384615384617,0.81,404,True,回撤比值1.29(平滑5%)(-5%),0.839,标准,2026-07-31,
000354,长盛城镇化主题混合A,混合型-偏股,右侧,18.2,Sell/Avoid 红灯,0.0,0.7618,False,False,0,50.4,0.839,1.249,45.7,0.5165,0.5574,0.5507692307692308,0.48923076923076925,5.55,2980,False,回撤比值1.95(平滑37%)(-37%),0.839,标准,2026-07-31,
501099,平安新兴产业混合(LOF),混合型-偏股,右侧,18.2,Sell/Avoid 红灯,0.0,0.7649,False,False,0,33.8,0.548,1.103,41.6,0.4906,0.5673,0.52,0.5030769230769231,2.08,2042,False,回撤比值1.57(平滑18%)(-18%),0.839,标准,2026-07-31,
020661,中加科技创新混合发起式A,混合型-偏股,新星,18.1,Sell/Avoid 红灯,0.0,0.7608,False,False,0,49.2,0.773,1.478,51.1,0.5359,0.5652,0.5723076923076923,0.5,3.82,1278,False,回撤比值1.99(平滑40%)(-40%),0.839,标准,2026-07-31,
017527,嘉实北证50成份指数A,指数型-股票,左侧,18.1,Sell/Avoid 红灯,0.0,0.7736,False,False,0,59.9,0.484,0.809,0.0,-0.0675,-0.1025,0.12307692307692308,0.10615384615384615,1.09,1972,True,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
000534,长盛高端装备混合A,混合型-灵活,右侧,18.1,Sell/Avoid 红灯,0.0,0.7601,False,False,0,44.9,0.645,1.204,12.3,0.3943,0.5231,0.3923076923076923,0.46,13.53,3720,False,回撤比值1.28(平滑4%)(-4%),0.839,标准,2026-07-31,
501075,万家科创主题灵活配置混合(LOF)A,混合型-灵活,右侧,18.1,Sell/Avoid 红灯,0.0,0.761,False,False,0,52.7,0.645,1.056,9.2,0.4042,0.4757,0.4046153846153846,0.4169230769230769,5.72,1117,False,回撤比值1.46(平滑13%)(-13%),0.839,标准,2026-07-31,
004890,中邮健康文娱灵活配置混合A,混合型-灵活,右侧,18.0,Sell/Avoid 红灯,0.0,0.7622,False,False,0,52.8,0.806,1.136,0.0,0.2817,0.2748,0.31384615384615383,0.2784615384615385,1.23,1550,False,回撤比值1.25(平滑3%)(-3%),0.839,标准,2026-07-31,
022941,鹏扬中证科创创业50ETF联接Y,指数型-股票,新星,17.9,Sell/Avoid 红灯,0.0,0.7597,False,False,0,51.3,0.846,1.189,11.0,0.4344,0.4065,0.44769230769230767,0.36615384615384616,0.43,2531,True,回撤比值1.47(平滑14%)(-14%),0.839,标准,2026-07-31,
022334,广发产业甄选混合A,混合型-偏股,新星,17.8,Sell/Avoid 红灯,0.0,0.7728,False,False,0,0.5,0.25,1.495,100.0,0.8221,0.9114,0.9061538461538462,0.86,0.4,1735,False,回撤比值1.78(平滑29%)(-29%),0.839,标准,2026-07-31,
021484,景顺长城上证科创板50成份ETF联接A,指数型-股票,新星,17.8,Sell/Avoid 红灯,0.0,0.7656,False,False,0,46.6,0.684,1.342,11.6,0.4147,0.4736,0.41846153846153844,0.4153846153846154,0.87,112,True,回撤比值1.34(平滑7%)(-7%),0.839,标准,2026-07-31,
001313,摩根智慧互联股票A,股票型,右侧,17.8,Sell/Avoid 红灯,0.0,0.7629,False,False,0,49.6,0.806,1.383,24.7,0.4601,0.4886,0.47692307692307695,0.4323076923076923,9.31,3544,False,回撤比值1.68(平滑24%)(-24%),0.839,标准,2026-07-31,
217019,招商深证TMT50ETF联接A,指数型-股票,右侧,17.8,Sell/Avoid 红灯,0.0,0.7605,False,False,0,46.1,0.677,1.642,6.7,0.413,0.4311,0.4169230769230769,0.37846153846153846,4.02,3267,True,,0.839,标准,2026-07-31,
015287,永赢优质生活混合A,混合型-偏股,左侧,17.7,Sell/Avoid 红灯,0.0,0.7336,False,False,0,50.5,0.258,0.475,0.0,-0.1392,-0.1706,0.08,0.06615384615384616,0.55,1160,False,,0.839,标准,2026-07-31,
017521,富国北证50成份指数A,指数型-股票,左侧,17.6,Sell/Avoid 红灯,0.0,0.7736,False,False,0,57.8,0.484,0.834,0.0,-0.0609,-0.0947,0.13846153846153847,0.12153846153846154,1.19,4010,True,回撤比值1.46(平滑13%)(-13%),0.839,标准,2026-07-31,
009162,富国医药成长30股票A,股票型,左侧,17.6,Sell/Avoid 红灯,32.5,0.6745,False,False,0,25.8,0.419,0.985,0.0,0.018,-0.1051,0.18615384615384614,0.10153846153846154,3.39,2306,False,回撤比值1.61(平滑20%)(-20%),0.839,标准,2026-07-31,
012733,易方达中证人工智能主题ETF联接A,指数型-股票,右侧,17.6,Sell/Avoid 红灯,0.0,0.7589,False,False,0,58.1,0.806,1.06,0.0,0.3067,0.3301,0.3323076923076923,0.30923076923076925,43.51,2330,True,回撤比值1.47(平滑13%)(-13%),0.839,标准,2026-07-31,
022981,天弘中证科创创业50ETF联接Y,指数型-股票,新星,17.6,Sell/Avoid 红灯,0.0,0.7598,False,False,0,50.6,0.769,1.194,11.3,0.4354,0.4061,0.45153846153846156,0.3630769230769231,5.77,1335,True,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
021875,路博迈资源精选股票发起A,股票型,新星,17.5,Sell/Avoid 红灯,0.0,0.7416,True,True,0,88.7,0.812,0.86,0.0,-0.0914,0.1044,0.11076923076923077,0.24461538461538462,4.43,683,False,经理任期1年(归因平滑11%)(-11%); 回撤比值1.93(平滑36%)(-36%),0.839,标准,2026-07-31,
018122,永赢数字经济智选混合发起A,混合型-偏股,右侧,17.5,Sell/Avoid 红灯,0.0,0.762,False,False,0,52.3,0.806,1.148,20.2,0.3858,0.5983,0.3861538461538462,0.5323076923076923,20.89,1210,False,回撤比值1.70(平滑25%)(-25%),0.839,标准,2026-07-31,
501081,中欧科创主题混合(LOF)A,混合型-偏股,右侧,17.5,Sell/Avoid 红灯,0.0,0.7602,False,False,0,50.5,0.581,1.006,0.0,0.2565,0.2728,0.3030769230769231,0.2753846153846154,14.07,2361,False,回撤比值1.22(平滑1%)(-1%),0.839,标准,2026-07-31,
013956,华商医药消费精选混合A,混合型-偏股,左侧,17.4,Sell/Avoid 红灯,33.5,0.664,True,False,0,17.3,0.258,0.998,0.0,-0.0031,-0.0586,0.17076923076923076,0.14461538461538462,1.46,1306,False,回撤比值1.41(平滑11%)(-11%),0.839,标准,2026-07-31,
022910,易方达中证科创创业50联接Y,指数型-股票,新星,17.3,Sell/Avoid 红灯,0.0,0.7597,False,False,0,50.7,0.846,1.226,9.4,0.4303,0.4026,0.44461538461538463,0.35846153846153844,7.18,1748,True,回撤比值1.48(平滑14%)(-14%),0.839,标准,2026-07-31,
011839,天弘中证人工智能A,指数型-股票,右侧,17.2,Sell/Avoid 红灯,0.0,0.7588,False,False,0,56.5,0.774,1.073,0.0,0.3112,0.3348,0.33615384615384614,0.3123076923076923,13.55,557,True,回撤比值1.46(平滑13%)(-13%),0.839,标准,2026-07-31,
410009,华富量子生命力混合A,混合型-偏股,右侧,17.2,Sell/Avoid 红灯,0.0,0.7538,False,False,0,49.2,0.774,1.488,0.0,0.1201,0.3069,0.25076923076923074,0.28923076923076924,0.45,1738,False,,0.839,标准,2026-07-31,
005962,宝盈人工智能股票A,股票型,右侧,17.1,Sell/Avoid 红灯,0.0,0.7641,False,False,0,50.2,0.871,1.301,21.3,0.436,0.4996,0.45384615384615384,0.44,9.51,253,False,经理任期0年(归因平滑23%)(-23%); 回撤比值1.26(平滑3%)(-3%),0.839,标准,2026-07-31,
001322,东吴新趋势价值线混合,混合型-灵活,右侧,17.0,Sell/Avoid 红灯,0.0,0.7579,False,False,0,50.0,0.774,1.233,0.0,0.3716,0.3302,0.3830769230769231,0.31076923076923074,16.55,5060,False,回撤比值1.26(平滑3%)(-3%),0.839,标准,2026-07-31,
017602,华夏国企创新混合发起式A,混合型-偏股,新星,17.0,Sell/Avoid 红灯,0.0,0.7713,False,False,0,19.4,0.5,1.27,40.8,0.4741,0.5913,0.5023076923076923,0.5230769230769231,0.8,5347,False,,0.839,标准,2026-07-31,
023461,中欧中证人工智能主题指数发起A,指数型-股票,新星,16.9,Sell/Avoid 红灯,0.0,0.7588,False,False,0,50.3,0.889,1.287,0.0,0.3278,0.3588,0.3507692307692308,0.32769230769230767,2.48,929,True,回撤比值1.28(平滑4%)(-4%),0.839,标准,2026-07-31,
013313,富国中证科创创业50ETF联接A,指数型-股票,右侧,16.9,Sell/Avoid 红灯,0.0,0.7597,False,False,0,38.6,0.581,1.128,13.4,0.4416,0.4084,0.4584615384615385,0.36923076923076925,4.38,2265,True,,0.839,标准,2026-07-31,
010434,红土创新医疗保健股票A,股票型,左侧,16.8,Sell/Avoid 红灯,0.0,0.7239,False,False,0,52.5,0.355,0.482,0.0,0.2023,0.2195,0.2815384615384615,0.2692307692307692,1.97,1713,False,回撤比值1.38(平滑9%)(-9%),0.839,标准,2026-07-31,
022939,华夏科创创业50ETF发起式联接Y,指数型-股票,新星,16.8,Sell/Avoid 红灯,0.0,0.7597,False,False,0,50.6,0.846,1.233,7.9,0.4287,0.3981,0.44,0.35307692307692307,2.68,4865,True,回撤比值1.49(平滑15%)(-15%),0.839,标准,2026-07-31,
002967,浙商大数据智选消费混合A,混合型-灵活,左侧,16.7,Sell/Avoid 红灯,0.0,0.7134,False,False,0,47.8,0.226,0.744,0.0,0.0085,-0.0458,0.17846153846153845,0.15846153846153846,1.11,1845,False,,0.839,标准,2026-07-31,
021580,华夏人工智能ETF联接D,指数型-股票,新星,16.7,Sell/Avoid 红灯,0.0,0.7588,False,False,0,50.9,0.95,1.225,0.0,0.3034,0.3253,0.32769230769230767,0.30153846153846153,14.63,3157,True,回撤比值1.32(平滑6%)(-6%),0.839,标准,2026-07-31,
240011,华宝大盘精选混合,混合型-偏股,右侧,16.7,Sell/Avoid 红灯,0.0,0.7529,False,False,0,47.6,0.71,1.628,0.0,0.3584,0.3687,0.36923076923076925,0.33153846153846156,10.83,1675,False,,0.839,标准,2026-07-31,
000531,东吴阿尔法灵活配置混合A,混合型-灵活,右侧,16.7,Sell/Avoid 红灯,0.0,0.7583,False,False,0,36.1,0.581,1.213,41.6,0.5208,0.5025,0.56,0.4430769230769231,1.31,772,False,经理任期2年(归因平滑9%)(-9%); 回撤比值1.61(平滑20%)(-20%),0.839,标准,2026-07-31,
020821,大成领先动力混合A,混合型-偏股,新星,16.6,Sell/Avoid 红灯,0.0,0.7642,False,False,0,1.7,0.312,1.288,100.0,0.9654,1.0215,0.98,0.9246153846153846,1.79,2015,False,回撤比值1.90(平滑35%)(-35%),0.839,标准,2026-07-31,
004745,长盛创新驱动混合A,混合型-灵活,右侧,16.6,Sell/Avoid 红灯,0.0,0.7613,False,False,0,38.1,0.581,1.14,14.6,0.4037,0.5235,0.40307692307692305,0.4623076923076923,6.01,3720,False,回撤比值1.25(平滑2%)(-2%),0.839,标准,2026-07-31,
012907,鹏扬中证科创创业50ETF联接A,指数型-股票,右侧,16.4,Sell/Avoid 红灯,0.0,0.7597,False,False,0,38.8,0.581,1.125,11.4,0.4347,0.407,0.4492307692307692,0.3676923076923077,9.05,2530,True,,0.839,标准,2026-07-31,
002567,大成国家安全主题灵活配置混合A,混合型-灵活,左侧,16.3,Sell/Avoid 红灯,0.0,0.7607,False,False,0,46.6,0.387,0.831,0.0,-0.0431,-0.0461,0.1523076923076923,0.15692307692307692,0.15,1809,False,,0.839,标准,2026-07-31,
202027,南方高端装备混合A,混合型-偏股,右侧,16.3,Sell/Avoid 红灯,0.0,0.7645,False,False,0,7.0,0.419,1.357,65.1,0.583,0.5916,0.6307692307692307,0.5246153846153846,13.03,2368,False,回撤比值1.46(平滑13%)(-13%),0.839,标准,2026-07-31,
013296,民生加银聚优精选混合A,混合型-偏股,右侧,16.2,Sell/Avoid 红灯,0.0,0.7659,False,False,0,16.2,0.484,1.305,100.0,0.8194,1.2004,0.9030769230769231,0.9815384615384616,3.24,264,False,经理任期0年(归因平滑23%)(-23%); 回撤比值1.83(平滑32%)(-32%),0.839,标准,2026-07-31,
004316,前海开源沪港深裕鑫A,混合型-灵活,左侧,16.1,Sell/Avoid 红灯,0.0,0.7345,True,True,0,54.1,0.387,0.536,0.0,-0.253,-0.2524,0.011538461538461539,0.026153846153846153,0.9,4429,False,回撤比值1.50(平滑15%)(-15%),0.839,标准,2026-07-31,
008585,华夏人工智能ETF联接A,指数型-股票,右侧,16.1,Sell/Avoid 红灯,0.0,0.7588,False,False,0,53.1,0.774,1.123,0.0,0.3039,0.3261,0.3292307692307692,0.3030769230769231,28.12,3156,True,回撤比值1.47(平滑14%)(-14%),0.839,标准,2026-07-31,
011832,西部利得人工智能主题指数增强A,指数型-股票,右侧,16.0,Sell/Avoid 红灯,0.0,0.76,False,False,0,56.6,0.742,1.066,0.0,0.3438,0.3791,0.36153846153846153,0.34076923076923077,2.06,2096,True,回撤比值1.58(平滑19%)(-19%),0.839,标准,2026-07-31,
580001,东吴嘉禾优势精选混合A,混合型-灵活,右侧,16.0,Sell/Avoid 红灯,0.0,0.7582,False,False,0,48.6,0.742,1.645,0.0,0.3673,0.3192,0.3769230769230769,0.2953846153846154,9.22,5060,False,回撤比值1.32(平滑6%)(-6%),0.839,标准,2026-07-31,
006231,国融融君混合A,混合型-灵活,左侧,16.0,Sell/Avoid 红灯,0.0,0.7679,False,False,0,49.8,0.161,0.586,0.0,-0.1115,-0.0698,0.09538461538461539,0.13384615384615384,0.02,1732,False,回撤比值1.36(平滑8%)(-8%),0.839,标准,2026-07-31,
013356,大摩沪港深精选混合A,混合型-偏股,左侧,15.9,Sell/Avoid 红灯,31.8,0.6817,False,False,0,20.2,0.258,0.98,0.0,0.0278,-0.0793,0.18923076923076923,0.13230769230769232,0.38,4210,False,回撤比值1.59(平滑20%)(-20%),0.839,标准,2026-07-31,
012894,天弘中证科创创业50ETF联接A,指数型-股票,右侧,15.8,Sell/Avoid 红灯,0.0,0.7598,False,False,0,37.0,0.581,1.172,11.5,0.4354,0.4064,0.45153846153846156,0.3646153846153846,9.96,1334,True,,0.839,标准,2026-07-31,
013304,易方达中证科创创业50联接A,指数型-股票,右侧,15.8,Sell/Avoid 红灯,0.0,0.7597,False,False,0,38.9,0.581,1.122,8.9,0.4302,0.4023,0.4430769230769231,0.3569230769230769,25.01,1747,True,,0.839,标准,2026-07-31,
000339,长城医疗保健混合A,混合型-偏股,左侧,15.7,Sell/Avoid 红灯,32.6,0.6733,False,False,0,9.7,0.323,1.065,0.0,0.0601,0.0014,0.21846153846153846,0.19384615384615383,2.33,3833,False,回撤比值1.29(平滑4%)(-4%),0.839,标准,2026-07-31,
013298,南方中证科创创业50ETF联接A,指数型-股票,右侧,15.6,Sell/Avoid 红灯,0.0,0.7597,False,False,0,39.5,0.581,1.111,7.0,0.4279,0.3971,0.4369230769230769,0.3507692307692308,4.67,2824,True,,0.839,标准,2026-07-31,
020899,天弘中证全指通信设备指数发起A,指数型-股票,新星,15.5,Sell/Avoid 红灯,0.0,0.7598,False,False,0,50.4,0.667,1.104,39.5,0.4947,0.5351,0.5292307692307693,0.4723076923076923,14.97,1335,True,回撤比值2.07(平滑44%)(-44%),0.839,标准,2026-07-31,
377240,摩根新兴动力混合A,混合型-偏股,右侧,15.4,Sell/Avoid 红灯,0.0,0.7558,False,False,0,46.1,0.677,1.402,0.0,0.344,0.4049,0.3630769230769231,0.36,123.85,5499,False,回撤比值1.29(平滑4%)(-4%),0.839,标准,2026-07-31,
012898,兴银中证科创创业50指数A,指数型-股票,右侧,15.4,Sell/Avoid 红灯,0.0,0.7596,False,False,0,40.6,0.581,1.094,4.9,0.4229,0.3919,0.4307692307692308,0.34307692307692306,2.09,1843,True,,0.839,标准,2026-07-31,
011069,工银成长精选混合A,混合型-偏股,左侧,15.4,Sell/Avoid 红灯,0.0,0.7502,False,False,0,45.4,0.194,0.793,0.0,0.0523,-0.0083,0.20615384615384616,0.18461538461538463,9.32,4275,False,回撤比值1.26(平滑3%)(-3%),0.839,标准,2026-07-31,
011196,摩根优势成长混合A,混合型-偏股,右侧,15.3,Sell/Avoid 红灯,0.0,0.7577,False,False,0,51.6,0.71,1.122,0.0,0.241,0.2906,0.29846153846153844,0.2815384615384615,1.78,3544,False,回撤比值1.51(平滑15%)(-15%),0.839,标准,2026-07-31,
161631,融通人工智能指数(LOF)A,指数型-股票,右侧,15.2,Sell/Avoid 红灯,0.0,0.7589,False,False,0,49.5,0.774,1.294,0.0,0.3112,0.3361,0.33615384615384614,0.31384615384615383,9.79,4299,True,回撤比值1.45(平滑12%)(-12%),0.839,标准,2026-07-31,
011969,建信港股通精选混合A,混合型-偏股,左侧,15.2,Sell/Avoid 红灯,0.0,0.742,False,False,0,45.2,0.387,0.844,0.0,-0.1576,-0.2075,0.06153846153846154,0.046153846153846156,0.49,3071,False,回撤比值1.28(平滑4%)(-4%),0.839,标准,2026-07-31,
519181,万家和谐增长混合A,混合型-灵活,右侧,15.2,Sell/Avoid 红灯,0.0,0.7416,False,False,0,46.1,0.677,1.464,0.0,0.1768,0.18,0.2692307692307692,0.26,13.45,4106,False,回撤比值1.32(平滑6%)(-6%),0.839,标准,2026-07-31,
013302,招商中证科创创业50ETF联接A,指数型-股票,右侧,15.1,Sell/Avoid 红灯,0.0,0.7597,False,False,0,39.7,0.581,1.108,4.8,0.4226,0.3924,0.42923076923076925,0.3446153846153846,3.75,645,True,,0.839,标准,2026-07-31,
240020,华宝医药生物混合A,混合型-偏股,左侧,15.0,Sell/Avoid 红灯,35.8,0.6407,True,False,0,6.9,0.387,1.152,0.0,0.1328,0.041,0.25846153846153846,0.22153846153846155,4.21,2467,False,回撤比值1.41(平滑10%)(-10%),0.839,标准,2026-07-31,
021749,易方达创业板成长ETF联接发起式A,指数型-股票,新星,14.9,Sell/Avoid 红灯,0.0,0.7565,False,False,0,52.4,1.0,1.159,0.0,0.3594,0.3766,0.3723076923076923,0.3353846153846154,1.75,205,True,回撤比值1.57(平滑19%)(-19%),0.839,标准,2026-07-31,
375010,摩根中国优势混合A,混合型-灵活,右侧,14.9,Sell/Avoid 红灯,0.0,0.7561,False,False,0,43.6,0.645,1.879,0.0,0.3307,0.3791,0.3523076923076923,0.34076923076923077,43.47,5499,False,回撤比值1.25(平滑2%)(-2%),0.839,标准,2026-07-31,
001675,江信同福A,混合型-灵活,左侧,14.8,Sell/Avoid 红灯,0.0,0.756,False,False,0,46.1,0.226,0.782,0.0,-0.076,-0.0272,0.11692307692307692,0.16923076923076924,0.04,2106,False,回撤比值1.37(平滑8%)(-8%),0.839,标准,2026-07-31,
021933,富国中证通信设备主题ETF发起式联接A,指数型-股票,新星,14.8,Sell/Avoid 红灯,0.0,0.7598,False,False,0,57.2,0.706,1.05,10.7,0.4081,0.4772,0.4107692307692308,0.41923076923076924,3.14,1019,True,回撤比值1.90(平滑35%)(-35%),0.839,标准,2026-07-31,
000828,宏利转型机遇股票A,股票型,右侧,14.8,Sell/Avoid 红灯,0.0,0.7602,False,False,0,48.0,0.71,1.295,4.0,0.407,0.4168,0.4076923076923077,0.3707692307692308,30.02,2155,False,回撤比值1.54(平滑17%)(-17%),0.839,标准,2026-07-31,
020691,博时中证全指通信设备指数发起式A,指数型-股票,新星,14.7,Sell/Avoid 红灯,0.0,0.76,False,False,0,52.7,0.7,1.097,31.3,0.4724,0.5101,0.5,0.45076923076923076,4.78,913,True,回撤比值2.08(平滑44%)(-44%),0.839,标准,2026-07-31,
005865,浦银安盛量化多策略混合A,混合型-灵活,左侧,14.6,Sell/Avoid 红灯,0.0,0.7694,False,False,0,50.5,0.258,0.428,0.0,0.0803,0.0448,0.23076923076923078,0.2230769230769231,0.02,3440,False,回撤比值1.55(平滑18%)(-18%),0.839,标准,2026-07-31,
001830,融通跨界成长灵活配置混合,混合型-灵活,左侧,14.5,Sell/Avoid 红灯,0.0,0.7458,False,False,0,46.5,0.355,0.811,0.0,0.0549,-0.084,0.21153846153846154,0.1276923076923077,0.12,3991,False,回撤比值1.42(平滑11%)(-11%),0.839,标准,2026-07-31,
023055,富国科创50ETF联接A,指数型-股票,新星,14.3,Sell/Avoid 红灯,0.0,0.7658,False,False,0,35.5,0.583,1.466,12.9,0.4168,0.4782,0.42,0.4230769230769231,0.86,1468,True,回撤比值1.37(平滑8%)(-8%),0.839,标准,2026-07-31,
008020,华富中证人工智能产业ETF联接A,指数型-股票,右侧,14.2,Sell/Avoid 红灯,0.0,0.7588,False,False,0,49.6,0.742,1.223,0.0,0.2896,0.3771,0.32153846153846155,0.3384615384615385,11.76,6242,True,回撤比值1.56(平滑18%)(-18%),0.839,标准,2026-07-31,
110025,易方达资源行业混合,混合型-偏股,右侧,14.1,Sell/Avoid 红灯,0.0,0.7557,True,True,0,46.2,0.677,1.382,0.0,-0.0644,0.1639,0.12923076923076923,0.2569230769230769,27.63,621,False,经理任期1年(归因平滑13%)(-13%),0.839,标准,2026-07-31,
019385,东财科创50A,指数型-股票,新星,13.8,Sell/Avoid 红灯,0.0,0.7654,False,False,0,38.4,0.6,1.317,6.9,0.4032,0.4641,0.4015384615384615,0.40307692307692305,0.56,2329,True,回撤比值1.38(平滑9%)(-9%),0.839,标准,2026-07-31,
023044,太平科技先锋混合发起式A,混合型-偏股,新星,13.7,Sell/Avoid 红灯,0.0,0.7663,False,False,0,49.9,0.9,1.477,8.9,0.359,0.5251,0.3707692307692308,0.4653846153846154,0.95,489,False,经理任期1年(归因平滑17%)(-17%); 回撤比值1.54(平滑17%)(-17%),0.839,标准,2026-07-31,
013293,长城健康消费混合A,混合型-偏股,左侧,13.5,Sell/Avoid 红灯,0.0,0.7409,False,False,0,41.5,0.194,0.841,0.0,-0.0597,-0.1385,0.14153846153846153,0.08461538461538462,1.81,3833,False,回撤比值1.34(平滑7%)(-7%),0.839,标准,2026-07-31,
