date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12,pct6,pct12,pens_l,other_pen,base,S_now,S_soft,S_clean,rb
2019-03-31,673010,21,67.9,0.9005,63.5,50.0,100.0,0.3612,0.4,0.35,0.25,1.058,-0.3144,-0.2971,0.511,,-0.006,0.0408,0.1875,0.21296296296296297,[],1.0,67.9,67.9,67.9,67.9,"(1.0,1.2]"
2019-03-31,000746,22,67.9,0.9005,63.6,49.8,100.0,0.3612,0.4,0.35,0.25,1.146,-0.3428,-0.2991,0.517,,0.0931,0.3268,0.7731481481481481,0.8564814814814815,[],1.0,67.87,67.9,67.9,67.9,"(1.0,1.2]"
2019-03-31,000613,23,67.6,0.8935,62.3,79.0,60.0,0.3612,0.4,0.35,0.25,1.027,-0.3002,-0.2924,0.469,,0.0004,-0.0135,0.2175925925925926,0.1111111111111111,[],1.0,67.57,67.6,67.6,67.6,"(1.0,1.2]"
2019-03-31,162605,24,67.4,0.8889,62.3,50.0,100.0,0.3612,0.4,0.35,0.25,1.065,-0.3084,-0.2895,0.462,,0.1128,0.1709,0.8657407407407407,0.5694444444444444,[],1.0,67.42,67.4,67.4,67.4,"(1.0,1.2]"
2019-03-31,630008,25,67.2,0.8843,64.5,75.3,60.0,0.3612,0.4,0.35,0.25,0.788,-0.2404,-0.3049,0.564,,0.0561,0.145,0.6180555555555556,0.5370370370370371,[],1.0,67.155,67.2,67.2,67.2,≤1.0
2019-03-31,000362,26,67.0,0.8773,63.7,97.3,30.0,0.3612,0.4,0.35,0.25,1.097,-0.3248,-0.2961,0.504,,0.0546,0.5023,0.5972222222222222,0.9722222222222222,[],1.0,67.035,67.0,67.0,67.0,"(1.0,1.2]"
2019-03-31,320022,27,67.0,0.8773,65.4,73.9,60.0,0.3612,0.4,0.35,0.25,0.798,-0.2447,-0.3068,0.591,,0.0561,0.2642,0.6180555555555556,0.7893518518518519,[],1.0,67.025,67.0,67.0,67.0,≤1.0
2019-03-31,080002,28,64.8,0.8704,64.1,68.9,60.0,0.3612,0.4,0.35,0.25,0.925,-0.2781,-0.3006,0.536,,0.0429,0.0594,0.5185185185185185,0.2638888888888889,[],1.0,64.755,64.8,64.8,64.8,≤1.0
2019-03-31,164205,29,63.9,0.8657,63.3,38.9,100.0,0.3612,0.4,0.35,0.25,0.983,-0.2887,-0.2936,0.495,,0.136,0.2395,0.9074074074074074,0.7083333333333334,[],1.0,63.935,63.9,63.9,63.9,≤1.0
2019-03-31,050010,30,63.0,0.8611,64.6,34.6,100.0,0.3612,0.4,0.35,0.25,1.186,-0.3583,-0.3022,0.558,,0.1649,0.3392,0.9398148148148148,0.875,[],1.0,62.95,63.0,63.0,63.0,"(1.0,1.2]"
2019-03-31,460007,31,62.8,0.8565,64.1,34.7,100.0,0.3612,0.4,0.35,0.25,1.195,-0.3562,-0.298,0.532,,0.081,0.375,0.7314814814814815,0.9074074074074074,[],1.0,62.785,62.8,62.8,62.8,"(1.0,1.2]"
2019-03-31,310368,32,62.7,0.8519,63.8,34.7,100.0,0.3612,0.4,0.35,0.25,1.184,-0.3526,-0.2977,0.518,,0.0478,0.0598,0.5462962962962963,0.26851851851851855,[],1.0,62.665,62.7,62.7,62.7,"(1.0,1.2]"
2019-03-31,000534,33,62.5,0.8472,65.3,61.1,60.0,0.3612,0.4,0.35,0.25,0.972,-0.2979,-0.3065,0.586,,-0.0026,0.2271,0.2037037037037037,0.6805555555555556,[],1.0,62.504999999999995,62.5,62.5,62.5,≤1.0
2019-03-31,519068,34,62.1,0.8403,61.2,64.7,60.0,0.3612,0.4,0.35,0.25,1.105,-0.3186,-0.2884,0.485,,0.0935,0.1214,0.7824074074074074,0.4675925925925926,[],1.0,62.125,62.1,62.1,62.1,"(1.0,1.2]"
2019-03-31,260104,35,62.1,0.8403,62.4,34.7,100.0,0.3612,0.4,0.35,0.25,1.059,-0.3072,-0.29,0.465,,0.1374,0.2246,0.9166666666666666,0.6620370370370371,[],1.0,62.105000000000004,62.1,62.1,62.1,"(1.0,1.2]"
2019-03-31,000743,36,61.3,0.8333,65.7,100.0,0.0,0.3612,0.4,0.35,0.25,0.733,-0.2391,-0.3264,0.615,,0.0539,0.1655,0.5925925925925926,0.5601851851851852,[],1.0,61.28,61.3,61.3,61.3,≤1.0
2019-03-31,519697,37,60.8,0.8287,64.4,100.0,0.0,0.3612,0.4,0.35,0.25,0.585,-0.1765,-0.3017,0.548,,0.0345,0.147,0.4675925925925926,0.5416666666666666,[],1.0,60.760000000000005,60.8,60.8,60.8,≤1.0
2019-03-31,000339,38,60.5,0.8241,63.7,100.0,0.0,0.3612,0.4,0.35,0.25,0.769,-0.2287,-0.2974,0.516,,0.1855,0.5828,0.9583333333333334,0.9861111111111112,[],1.0,60.480000000000004,60.5,60.5,60.5,≤1.0
2019-03-31,580009,39,60.4,0.8194,63.4,100.0,0.0,0.3612,0.4,0.35,0.25,0.806,-0.2409,-0.2987,0.506,,0.1025,0.1908,0.8101851851851852,0.6203703703703703,[],1.0,60.36,60.4,60.4,60.4,≤1.0
2019-03-31,160916,40,60.3,0.8102,63.3,100.0,0.0,0.3612,0.4,0.35,0.25,0.813,-0.2395,-0.2947,0.491,,0.0517,0.2148,0.5763888888888888,0.6481481481481481,[],1.0,60.32,60.3,60.3,60.3,≤1.0
2019-03-31,000259,41,60.3,0.8102,63.3,100.0,0.0,0.3612,0.4,0.35,0.25,0.964,-0.2858,-0.2965,0.501,,0.0717,0.2379,0.6944444444444444,0.6990740740740741,[],1.0,60.32,60.3,60.3,60.3,≤1.0
2019-03-31,000849,42,60.3,0.8102,63.3,100.0,0.0,0.3612,0.4,0.35,0.25,0.667,-0.1992,-0.2987,0.5,,-0.0833,-0.0786,0.041666666666666664,0.05555555555555555,[],1.0,60.32,60.3,60.3,60.3,≤1.0
2019-03-31,002031,43,60.2,0.7986,63.1,100.0,0.0,0.3612,0.4,0.35,0.25,0.659,-0.1951,-0.2962,0.493,,0.0455,0.144,0.5370370370370371,0.5324074074074074,[],1.0,60.24,60.2,60.2,60.2,≤1.0
2019-03-31,169101,44,60.2,0.7986,62.9,100.0,0.0,0.3612,0.4,0.35,0.25,0.998,-0.2922,-0.2927,0.473,,0.022,0.0592,0.4027777777777778,0.25925925925925924,[],1.0,60.16,60.2,60.2,60.2,≤1.0
2019-03-31,270041,45,59.3,0.7917,63.0,97.3,0.0,0.3612,0.4,0.35,0.25,1.016,-0.3013,-0.2967,0.488,,0.0577,0.2056,0.6296296296296297,0.6388888888888888,[],1.0,59.255,59.3,59.3,59.3,"(1.0,1.2]"
2019-03-31,100039,46,58.5,0.787,64.4,50.8,60.0,0.3612,0.4,0.35,0.25,0.738,-0.2236,-0.3029,0.545,,0.1433,0.3514,0.9305555555555556,0.8981481481481481,[],1.0,58.540000000000006,58.5,58.5,58.5,≤1.0
2019-03-31,000547,47,58.4,0.7824,63.5,94.2,0.0,0.3612,0.4,0.35,0.25,1.007,-0.2993,-0.2972,0.509,,0.1099,0.2885,0.8518518518518519,0.8240740740740741,[],1.0,58.370000000000005,58.4,58.4,58.4,"(1.0,1.2]"
2019-03-31,110013,48,58.3,0.7778,64.4,50.0,60.0,0.3612,0.4,0.35,0.25,1.068,-0.3211,-0.3006,0.548,,0.0627,0.2686,0.6481481481481481,0.8055555555555556,[],1.0,58.260000000000005,58.3,58.3,58.3,"(1.0,1.2]"
2019-03-31,202007,49,57.9,0.7731,63.4,50.0,60.0,0.3612,0.4,0.35,0.25,0.742,-0.2217,-0.2986,0.512,,0.1019,0.2513,0.8055555555555556,0.7453703703703703,[],1.0,57.86,57.9,57.9,57.9,≤1.0
2019-03-31,202015,50,57.4,0.7593,62.2,50.0,60.0,0.3612,0.4,0.35,0.25,1.019,-0.2977,-0.292,0.47,,0.0171,0.0099,0.35648148148148145,0.16666666666666666,[],1.0,57.38,57.4,57.4,57.4,"(1.0,1.2]"
2019-03-31,165309,51,57.4,0.7593,62.2,50.0,60.0,0.3612,0.4,0.35,0.25,0.977,-0.2854,-0.2922,0.47,,0.0047,-0.0099,0.25,0.125,[],1.0,57.38,57.4,57.4,57.4,≤1.0
2019-03-31,100038,52,57.4,0.7593,62.3,50.0,60.0,0.3612,0.4,0.35,0.25,0.881,-0.2574,-0.2921,0.466,,0.0261,0.0126,0.4212962962962963,0.1712962962962963,[],1.0,57.42,57.4,57.4,57.4,≤1.0
2019-03-31,160706,53,57.4,0.7593,62.2,50.0,60.0,0.3612,0.4,0.35,0.25,1.02,-0.2979,-0.292,0.47,,0.0044,-0.0107,0.24074074074074073,0.12037037037037036,[],1.0,57.38,57.4,57.4,57.4,"(1.0,1.2]"
2019-03-31,160615,54,57.4,0.7593,62.2,50.0,60.0,0.3612,0.4,0.35,0.25,1.016,-0.2969,-0.2921,0.471,,0.0207,0.0288,0.3958333333333333,0.18981481481481483,[],1.0,57.38,57.4,57.4,57.4,"(1.0,1.2]"
2019-03-31,161211,55,57.0,0.7454,61.2,50.0,60.0,0.3612,0.4,0.35,0.25,0.904,-0.2617,-0.2895,0.49,,0.007,-0.046,0.27314814814814814,0.08333333333333333,[],1.0,56.980000000000004,57.0,57.0,57.0,≤1.0
2019-03-31,519181,56,56.1,0.7407,64.1,44.2,60.0,0.3612,0.4,0.35,0.25,1.105,-0.3335,-0.3019,0.539,,-0.0033,0.2351,0.19907407407407407,0.6944444444444444,[],1.0,56.11,56.1,56.1,56.1,"(1.0,1.2]"
2019-03-31,610001,57,55.9,0.7361,63.6,44.2,60.0,0.3612,0.4,0.35,0.25,0.947,-0.2839,-0.2996,0.52,,0.0294,0.0757,0.44212962962962965,0.3194444444444444,[],1.0,55.910000000000004,55.9,55.9,55.9,≤1.0
2019-03-31,000878,58,55.1,0.7292,63.9,84.4,0.0,0.3612,0.4,0.35,0.25,1.037,-0.3069,-0.296,0.519,,0.1084,0.2551,0.8425925925925926,0.7638888888888888,[],1.0,55.1,55.1,55.1,55.1,"(1.0,1.2]"
2019-03-31,000311,59,55.1,0.7292,62.3,86.3,0.0,0.3612,0.4,0.35,0.25,1.038,-0.3035,-0.2924,0.467,,0.0186,0.0005,0.36574074074074076,0.14351851851851852,[],1.0,55.125,55.1,55.1,55.1,"(1.0,1.2]"
2019-03-31,310388,60,54.8,0.7222,63.7,41.0,60.0,0.3612,0.4,0.35,0.25,1.143,-0.3412,-0.2985,0.514,,0.1112,0.3113,0.8611111111111112,0.8518518518518519,[],1.0,54.830000000000005,54.8,54.8,54.8,"(1.0,1.2]"
2019-03-31,519050,61,54.4,0.7176,61.9,84.7,0.0,0.3612,0.4,0.35,0.25,0.174,-0.0505,-0.2906,0.472,,0.0532,0.1025,0.5879629629629629,0.39814814814814814,[],1.0,54.405,54.4,54.4,54.4,≤1.0
2019-03-31,202213,62,54.3,0.7106,64.4,81.6,0.0,0.3612,0.4,0.35,0.25,0.119,-0.036,-0.3031,0.54,,0.1002,0.2387,0.8009259259259259,0.7037037037037037,[],1.0,54.32,54.3,54.3,54.3,≤1.0
2019-03-31,000066,63,54.3,0.7106,64.4,81.6,0.0,0.3612,0.4,0.35,0.25,0.049,-0.0147,-0.3014,0.531,,0.0389,0.0716,0.4861111111111111,0.2962962962962963,[],1.0,54.32,54.3,54.3,54.3,≤1.0
2019-03-31,240020,64,54.0,0.7037,63.3,81.9,0.0,0.3612,0.4,0.35,0.25,1.152,-0.338,-0.2934,0.492,,0.2006,0.4732,0.9722222222222222,0.9629629629629629,[],1.0,53.985,54.0,54.0,54.0,"(1.0,1.2]"
2019-03-31,320011,65,53.9,0.6991,62.4,82.7,0.0,0.3612,0.4,0.35,0.25,0.676,-0.1973,-0.2918,0.46,,0.0099,0.0283,0.2986111111111111,0.18518518518518517,[],1.0,53.905,53.9,53.9,53.9,≤1.0
2019-03-31,000590,66,53.6,0.6944,62.7,81.6,0.0,0.3612,0.4,0.35,0.25,0.102,-0.0304,-0.2982,0.483,,0.0408,0.0582,0.49074074074074076,0.25,[],1.0,53.64,53.6,53.6,53.6,≤1.0
2019-03-31,519991,67,52.2,0.6898,63.9,76.1,0.0,0.3612,0.4,0.35,0.25,0.901,-0.2677,-0.2973,0.517,,0.0514,0.1893,0.5694444444444444,0.6157407407407407,[],1.0,52.195,52.2,52.2,52.2,≤1.0
2019-03-31,000884,68,51.3,0.6852,63.0,74.5,0.0,0.3612,0.4,0.35,0.25,1.031,-0.3017,-0.2926,0.472,,0.0966,0.2161,0.7962962962962963,0.6527777777777778,[],1.0,51.275000000000006,51.3,51.3,51.3,"(1.0,1.2]"
2019-03-31,100029,69,51.2,0.6806,63.5,73.7,0.0,0.3612,0.4,0.35,0.25,0.919,-0.2733,-0.2975,0.514,,0.0684,0.2667,0.6712962962962963,0.8009259259259259,[],1.0,51.195,51.2,51.2,51.2,≤1.0
2019-03-31,163801,70,50.5,0.6736,63.4,71.7,0.0,0.3612,0.4,0.35,0.25,0.755,-0.2238,-0.2963,0.501,,0.0699,0.2292,0.6828703703703703,0.6851851851851852,[],1.0,50.455,50.5,50.5,50.5,≤1.0
2019-03-31,000823,71,50.5,0.6736,63.7,0.0,100.0,0.3612,0.4,0.35,0.25,1.147,-0.3434,-0.2994,0.525,,-0.0191,0.1252,0.14351851851851852,0.47685185185185186,[],1.0,50.480000000000004,50.5,50.5,50.5,"(1.0,1.2]"
2019-03-31,240011,72,50.2,0.6667,63.0,0.0,100.0,0.3612,0.4,0.35,0.25,1.122,-0.3316,-0.2956,0.492,,0.1208,0.2476,0.8842592592592593,0.7314814814814815,[],1.0,50.2,50.2,50.2,50.2,"(1.0,1.2]"
2019-03-31,200007,73,48.8,0.662,63.1,67.2,0.0,0.3612,0.4,0.35,0.25,1.003,-0.2977,-0.2967,0.494,,0.1278,0.2698,0.9027777777777778,0.8101851851851852,[],1.0,48.760000000000005,48.8,48.8,48.8,"(1.0,1.2]"
2019-03-31,000688,74,48.7,0.6574,63.6,66.5,0.0,0.3612,0.4,0.35,0.25,0.946,-0.2811,-0.297,0.501,,0.0027,0.002,0.2222222222222222,0.14814814814814814,[],1.0,48.715,48.7,48.7,48.7,≤1.0
2019-03-31,740101,75,48.1,0.6528,62.8,44.2,30.0,0.3612,0.4,0.35,0.25,1.107,-0.325,-0.2937,0.478,,0.0188,0.0706,0.37037037037037035,0.2916666666666667,[],1.0,48.09,48.1,48.1,48.1,"(1.0,1.2]"
2019-03-31,202027,76,47.3,0.6481,63.7,62.3,0.0,0.3612,0.4,0.35,0.25,0.994,-0.2966,-0.2983,0.519,,0.1262,0.2518,0.8935185185185185,0.7546296296296297,[],1.0,47.285,47.3,47.3,47.3,≤1.0
2019-03-31,519918,77,46.0,0.6435,64.1,15.4,60.0,0.3612,0.4,0.35,0.25,1.098,-0.3302,-0.3009,0.529,,-0.0081,0.0302,0.1712962962962963,0.19444444444444445,[],1.0,46.03,46.0,46.0,46.0,"(1.0,1.2]"
2019-03-31,377150,78,45.4,0.6389,64.3,34.7,30.0,0.3612,0.4,0.35,0.25,1.178,-0.3532,-0.2998,0.54,,0.0721,0.2255,0.6990740740740741,0.6666666666666666,[],1.0,45.364999999999995,45.4,45.4,45.4,"(1.0,1.2]"
2019-03-31,160716,79,43.5,0.6343,60.8,54.9,0.0,0.3612,0.4,0.35,0.25,0.831,-0.2391,-0.2878,0.491,,-0.0015,-0.0832,0.20833333333333334,0.046296296296296294,[],1.0,43.535,43.5,43.5,43.5,≤1.0
2019-03-31,000166,80,43.3,0.6273,64.4,50.0,0.0,0.3612,0.4,0.35,0.25,0.543,-0.1661,-0.3057,0.564,,0.1782,0.3938,0.9537037037037037,0.9259259259259259,[],1.0,43.260000000000005,43.3,43.3,43.3,≤1.0
2019-03-31,000679,81,43.3,0.6273,64.5,50.0,0.0,0.3612,0.4,0.35,0.25,0.625,-0.1904,-0.3049,0.557,,0.0157,0.0856,0.3472222222222222,0.35185185185185186,[],1.0,43.3,43.3,43.3,43.3,≤1.0
2019-03-31,310398,82,43.1,0.6204,61.0,53.3,0.0,0.3612,0.4,0.35,0.25,0.851,-0.2452,-0.288,0.488,,0.0056,-0.0678,0.2662037037037037,0.06018518518518518,[],1.0,43.055,43.1,43.1,43.1,≤1.0
2019-03-31,000689,83,43.0,0.6157,63.8,50.0,0.0,0.3612,0.4,0.35,0.25,0.831,-0.2459,-0.296,0.51,,-0.006,0.0378,0.1875,0.2037037037037037,[],1.0,43.019999999999996,43.0,43.0,43.0,≤1.0
2019-03-31,160220,84,42.9,0.6088,63.5,50.0,0.0,0.3612,0.4,0.35,0.25,0.663,-0.1961,-0.2958,0.496,,0.0791,0.1437,0.7129629629629629,0.5277777777777778,[],1.0,42.900000000000006,42.9,42.9,42.9,≤1.0
2019-03-31,020001,85,42.9,0.6088,63.4,50.0,0.0,0.3612,0.4,0.35,0.25,1.081,-0.3199,-0.2958,0.501,,0.0316,0.1034,0.4583333333333333,0.4074074074074074,[],1.0,42.86,42.9,42.9,42.9,"(1.0,1.2]"
2019-03-31,000684,86,42.8,0.5995,63.2,50.0,0.0,0.3612,0.4,0.35,0.25,0.663,-0.1937,-0.2922,0.483,,-0.0198,0.1344,0.1388888888888889,0.5092592592592593,[],1.0,42.78,42.8,42.8,42.8,≤1.0
2019-03-31,160215,87,42.8,0.5995,63.3,50.0,0.0,0.3612,0.4,0.35,0.25,1.07,-0.3161,-0.2955,0.499,,0.0265,0.1326,0.42592592592592593,0.5,[],1.0,42.82,42.8,42.8,42.8,"(1.0,1.2]"
2019-03-31,202002,88,42.7,0.5926,63.4,49.5,0.0,0.3612,0.4,0.35,0.25,0.966,-0.2872,-0.2972,0.503,,0.1377,0.3017,0.9212962962962963,0.8379629629629629,[],1.0,42.685,42.7,42.7,42.7,≤1.0
2019-03-31,000714,89,42.5,0.5833,62.4,50.0,0.0,0.3612,0.4,0.35,0.25,0.098,-0.0289,-0.2948,0.481,,0.0195,0.0685,0.375,0.28703703703703703,[],1.0,42.46,42.5,42.5,42.5,≤1.0
2019-03-31,519130,90,42.5,0.5833,62.5,50.0,0.0,0.3612,0.4,0.35,0.25,0.128,-0.0379,-0.2952,0.476,,0.0338,0.0833,0.46296296296296297,0.3472222222222222,[],1.0,42.5,42.5,42.5,42.5,≤1.0
2019-03-31,000845,91,42.5,0.5833,62.5,50.0,0.0,0.3612,0.4,0.35,0.25,1.029,-0.3024,-0.2937,0.472,,0.0796,0.1071,0.7199074074074074,0.41203703703703703,[],1.0,42.5,42.5,42.5,42.5,"(1.0,1.2]"
2019-03-31,165515,92,42.3,0.5741,61.9,50.0,0.0,0.3612,0.4,0.35,0.25,1.008,-0.2936,-0.2912,0.473,,0.008,-0.0111,0.2824074074074074,0.11574074074074074,[],1.0,42.260000000000005,42.3,42.3,42.3,"(1.0,1.2]"
2019-03-31,050013,93,42.2,0.5694,61.8,50.0,0.0,0.3612,0.4,0.35,0.25,0.836,-0.2434,-0.291,0.477,,-0.0165,-0.0035,0.14814814814814814,0.1388888888888889,[],1.0,42.22,42.2,42.2,42.2,≤1.0
2019-03-31,000573,94,42.1,0.5648,61.6,50.0,0.0,0.3612,0.4,0.35,0.25,0.075,-0.0218,-0.2905,0.478,,0.0591,0.1028,0.6388888888888888,0.4027777777777778,[],1.0,42.14,42.1,42.1,42.1,≤1.0
2019-03-31,000354,95,42.0,0.5602,64.2,46.6,0.0,0.3612,0.4,0.35,0.25,1.189,-0.3563,-0.2996,0.526,,0.0563,0.1135,0.625,0.4351851851851852,[],1.0,41.99,42.0,42.0,42.0,"(1.0,1.2]"
2019-03-31,519671,96,41.9,0.5556,61.0,50.0,0.0,0.3612,0.4,0.35,0.25,0.842,-0.2423,-0.2878,0.488,,0.0054,-0.067,0.25925925925925924,0.06481481481481481,[],1.0,41.900000000000006,41.9,41.9,41.9,≤1.0
2019-03-31,688888,97,41.7,0.5486,63.8,46.2,0.0,0.3612,0.4,0.35,0.25,1.142,-0.3383,-0.2961,0.504,,-0.0265,0.108,0.125,0.4166666666666667,[],1.0,41.69,41.7,41.7,41.7,"(1.0,1.2]"
2019-03-31,470098,98,41.7,0.5486,62.7,47.6,0.0,0.3612,0.4,0.35,0.25,1.075,-0.3144,-0.2926,0.47,,0.0101,0.1139,0.3055555555555556,0.4398148148148148,[],1.0,41.74,41.7,41.7,41.7,"(1.0,1.2]"
2019-03-31,690003,99,41.4,0.5417,64.9,44.2,0.0,0.3612,0.4,0.35,0.25,1.028,-0.3072,-0.2989,0.54,,-0.1824,-0.1543,0.004629629629629629,0.013888888888888888,[],1.0,41.43000000000001,41.4,41.4,41.4,"(1.0,1.2]"
2019-03-31,161601,100,41.3,0.537,62.4,46.7,0.0,0.3612,0.4,0.35,0.25,0.886,-0.262,-0.2958,0.48,,-0.0145,0.0136,0.1527777777777778,0.17592592592592593,[],1.0,41.305,41.3,41.3,41.3,≤1.0
2019-03-31,040007,101,40.8,0.5324,64.5,0.0,60.0,0.3612,0.4,0.35,0.25,0.991,-0.3004,-0.303,0.554,,0.0796,0.2465,0.7199074074074074,0.7268518518518519,[],1.0,40.8,40.8,40.8,40.8,≤1.0
2019-03-31,420005,102,40.5,0.5255,63.1,43.7,0.0,0.3612,0.4,0.35,0.25,1.133,-0.3364,-0.2968,0.493,,0.0232,0.1314,0.41203703703703703,0.49537037037037035,[],1.0,40.535000000000004,40.5,40.5,40.5,"(1.0,1.2]"
2019-03-31,620002,103,40.5,0.5255,63.7,0.0,60.0,0.3612,0.4,0.35,0.25,1.162,-0.3448,-0.2967,0.516,,0.0229,0.0776,0.4074074074074074,0.33564814814814814,[],1.0,40.480000000000004,40.5,40.5,40.5,"(1.0,1.2]"
2019-03-31,580006,104,40.2,0.5185,63.1,0.0,60.0,0.3612,0.4,0.35,0.25,1.185,-0.3501,-0.2955,0.489,,0.0056,-0.027,0.2662037037037037,0.10185185185185185,[],1.0,40.24,40.2,40.2,40.2,"(1.0,1.2]"
