date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2022-12-31,000066,92.7,0.1192,0.55,0.35,0.1,0.1849,1.0,False,-0.01519,0.903,0.403,0.087,0.1317,0.76,1.0,86.7,100.0,100.0,-0.0572,-0.24
2022-12-31,000573,92.6,0.1192,0.55,0.35,0.1,0.1862,1.0,True,-0.00501,0.742,0.058,0.0659,0.1112,0.298,1.0,86.5,100.0,100.0,0.047,0.0031
2022-12-31,000390,91.6,0.1192,0.55,0.35,0.1,0.1981,1.0,False,-0.01173,0.968,0.279,0.0618,0.1413,0.863,1.0,84.8,100.0,100.0,0.1133,-0.0071
2022-12-31,000743,91.0,0.1192,0.55,0.35,0.1,0.2059,1.0,False,-0.00584,1.0,0.328,0.0014,0.0184,0.587,1.0,83.6,100.0,100.0,0.0295,-0.0252
2022-12-31,000196,89.1,0.1192,0.55,0.35,0.1,0.1798,1.0,False,-0.0054,0.774,0.105,0.0099,0.0176,0.163,1.0,87.4,100.0,60.0,0.0126,-0.0632
2022-12-31,000423,88.6,0.1192,0.55,0.35,0.1,0.1836,1.0,False,-0.01793,0.581,0.623,0.0206,0.0736,0.723,1.0,86.9,87.9,100.0,0.0278,0.0056
2022-12-31,160220,88.2,0.1192,0.55,0.35,0.1,0.1903,1.0,False,-0.00176,0.71,0.147,-0.0134,0.0047,0.173,1.0,85.9,100.0,60.0,0.0165,-0.0156
2022-12-31,202213,88.1,0.1192,0.55,0.35,0.1,0.192,1.0,False,-0.01001,1.0,0.278,-0.0482,0.0143,0.471,1.0,85.7,100.0,60.0,0.0212,-0.0528
2022-12-31,000259,87.9,0.1192,0.55,0.35,0.1,0.1945,1.0,False,-0.0027,0.968,0.723,-0.0522,0.0285,0.719,1.0,85.3,100.0,60.0,0.0399,-0.1035
2022-12-31,290012,87.3,0.1192,0.55,0.35,0.1,0.1977,0.995,True,0.01021,0.613,0.82,0.1503,0.1472,0.959,1.0,84.8,87.7,100.0,0.3607,0.2943
2022-12-31,000362,82.7,0.1192,0.55,0.35,0.1,0.2021,1.0,False,-0.00887,0.645,0.845,-0.0625,-0.0145,0.959,1.0,84.2,86.7,60.0,-0.0239,-0.1692
2022-12-31,000590,79.6,0.1192,0.55,0.35,0.1,0.194,1.0,False,-0.00516,0.548,0.03,-0.0531,-0.0187,0.209,1.0,85.4,84.7,30.0,-0.0048,-0.0712
2022-12-31,000845,77.2,0.1192,0.55,0.35,0.1,0.1872,1.0,True,-0.00052,0.548,0.753,-0.099,0.0006,0.606,1.0,86.4,84.7,0.0,-0.0783,-0.2224
2022-12-31,519736,77.0,0.1192,0.55,0.35,0.1,0.1979,1.0,True,0.00882,0.774,0.982,-0.0721,0.0176,1.062,1.0,84.8,69.6,60.0,-0.0898,-0.1769
2022-12-31,050024,76.4,0.1192,0.55,0.35,0.1,0.1695,1.0,False,-0.02715,0.871,1.723,-0.0086,0.0186,0.758,1.0,88.9,50.0,100.0,0.0713,0.0419
2022-12-31,260117,76.1,0.1192,0.55,0.35,0.1,0.1736,1.0,False,-0.02489,0.742,1.554,0.0171,0.0898,0.873,1.0,88.3,50.0,100.0,0.0424,0.0088
2022-12-31,288001,75.7,0.1192,0.55,0.35,0.1,0.1789,1.0,True,-0.0133,0.968,1.403,0.0256,0.0566,0.583,1.0,87.6,50.0,100.0,-0.0549,-0.1533
2022-12-31,420005,75.5,0.1192,0.55,0.35,0.1,0.1814,1.0,False,-0.02553,0.871,1.38,0.1179,0.1016,0.765,1.0,87.2,50.0,100.0,-0.032,-0.2237
2022-12-31,160916,75.4,0.1192,0.55,0.35,0.1,0.1989,1.0,True,0.00078,0.71,1.078,0.0114,0.0594,0.946,1.0,84.7,53.7,100.0,0.0141,-0.0667
2022-12-31,240005,75.3,0.1192,0.55,0.35,0.1,0.183,1.0,True,-0.00754,0.806,1.645,0.0815,0.0453,0.553,1.0,87.0,50.0,100.0,-0.0747,-0.2132
2022-12-31,000251,75.0,0.1192,0.55,0.35,0.1,0.1756,0.998,True,-0.00199,0.677,1.263,0.0598,0.0372,0.663,1.0,88.0,47.3,100.0,-0.0832,-0.1902
2022-12-31,270025,75.0,0.1192,0.55,0.35,0.1,0.1871,1.0,True,0.0056,0.774,1.535,0.0235,0.0682,0.739,1.0,86.4,50.0,100.0,0.0219,-0.0864
2022-12-31,519181,74.7,0.1192,0.55,0.35,0.1,0.1906,1.0,False,-0.02253,0.903,1.845,0.0328,0.0234,0.798,1.0,85.9,50.0,100.0,-0.0142,-0.2455
2022-12-31,450009,74.7,0.1192,0.55,0.35,0.1,0.191,1.0,True,-0.00587,0.871,1.381,0.0633,0.1041,0.654,1.0,85.8,50.0,100.0,-0.0353,-0.1472
2022-12-31,320011,74.6,0.1192,0.55,0.35,0.1,0.1925,1.0,True,-0.01145,0.774,1.364,0.04,0.0837,0.779,1.0,85.6,50.0,100.0,0.1834,0.0148
2022-12-31,020009,74.3,0.1192,0.55,0.35,0.1,0.1956,1.0,False,-0.00805,0.935,2.003,-0.0473,0.0357,0.929,1.0,85.1,50.0,100.0,0.0909,-0.0224
2022-12-31,164809,74.3,0.1192,0.55,0.35,0.1,0.1959,1.0,False,-0.0185,0.742,1.946,-0.0168,0.0366,0.864,1.0,85.1,50.0,100.0,0.0246,-0.0987
2022-12-31,162711,74.3,0.1192,0.55,0.35,0.1,0.1957,1.0,False,-0.01808,0.774,2.167,-0.0156,0.0404,0.868,1.0,85.1,50.0,100.0,0.0275,-0.0941
2022-12-31,160211,73.8,0.1192,0.55,0.35,0.1,0.2029,1.0,True,0.00225,0.774,1.886,-0.0425,0.0463,1.091,1.0,84.1,50.0,100.0,-0.0445,-0.1886
2022-12-31,163818,72.9,0.1192,0.55,0.35,0.1,0.2132,1.0,False,-0.00537,0.839,1.784,-0.0403,0.0476,1.102,1.0,82.6,50.0,100.0,0.0309,-0.1707
