date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2020-06-30,000423,78.6,0.4848,0.4,0.35,0.25,0.5301,0.775,True,0.0065,0.71,0.285,0.1893,0.2284,0.94,1.0,46.6,100.0,100.0,0.0873,0.1091
2020-06-30,000595,78.1,0.4848,0.4,0.35,0.25,0.5443,0.773,True,0.07481,0.806,0.504,0.1334,0.1826,1.064,1.0,45.2,100.0,100.0,0.2628,0.3928
2020-06-30,160916,78.1,0.4848,0.4,0.35,0.25,0.5444,0.765,True,0.03418,0.774,0.744,0.2207,0.2038,0.828,1.0,45.2,100.0,100.0,0.2017,0.1961
2020-06-30,000362,78.1,0.4848,0.4,0.35,0.25,0.544,0.846,True,0.06171,0.774,0.419,0.1871,0.3482,1.055,1.0,45.2,100.0,100.0,0.1266,0.2667
2020-06-30,000523,78.0,0.4848,0.4,0.35,0.25,0.5453,0.794,True,0.06233,0.71,0.757,0.1985,0.3326,1.13,1.0,45.1,100.0,100.0,0.0654,0.1753
2020-06-30,000259,77.9,0.4848,0.4,0.35,0.25,0.5484,0.826,True,0.06646,0.806,0.456,0.1295,0.1954,0.954,1.0,44.8,100.0,100.0,0.2722,0.3706
2020-06-30,000339,77.1,0.4848,0.4,0.35,0.25,0.5692,0.791,True,0.09821,0.839,0.607,0.216,0.3103,0.769,1.0,42.8,100.0,100.0,0.1097,0.2543
2020-06-30,240020,77.1,0.4848,0.4,0.35,0.25,0.5695,0.772,True,0.10163,0.774,0.72,0.2669,0.2939,1.146,1.0,42.7,100.0,100.0,0.0937,0.2802
2020-06-30,000220,76.2,0.4848,0.4,0.35,0.25,0.5914,0.788,True,0.09366,0.71,0.686,0.3049,0.3189,0.966,1.0,40.6,100.0,100.0,0.1101,0.3227
2020-06-30,000684,71.3,0.4848,0.4,0.35,0.25,0.5813,0.856,True,0.07447,0.548,0.466,0.3054,0.2549,0.721,1.0,41.6,84.7,100.0,0.2836,0.5023
2020-06-30,000746,70.7,0.4848,0.4,0.35,0.25,0.5634,0.74,True,0.08882,0.742,0.913,0.1201,0.2101,1.195,1.0,43.3,81.2,100.0,0.4515,0.4871
2020-06-30,320022,70.3,0.4848,0.4,0.35,0.25,0.5357,0.779,True,0.07424,0.871,0.938,0.1641,0.2326,0.84,1.0,46.0,77.0,100.0,0.2323,0.387
2020-06-30,519991,69.7,0.4848,0.4,0.35,0.25,0.5434,0.765,True,0.05602,0.774,0.945,0.123,0.1828,0.929,1.0,45.3,75.9,100.0,0.2926,0.3754
2020-06-30,200007,69.0,0.4848,0.4,0.35,0.25,0.5543,0.839,True,0.0779,0.742,0.948,0.1915,0.2037,0.979,1.0,44.2,75.3,100.0,0.2158,0.3304
2020-06-30,000534,68.7,0.4848,0.4,0.35,0.25,0.5379,0.843,True,0.07215,0.645,0.93,0.1662,0.2661,0.987,1.0,45.8,72.5,100.0,0.262,0.4779
