date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2022-03-31,160220,100.0,0.2388,0.4,0.35,0.25,0.2541,0.371,False,0.00237,0.71,0.189,0.0125,0.0305,0.452,1.0,,100.0,100.0,0.0035,0.016
2022-03-31,000390,100.0,0.2388,0.4,0.35,0.25,0.2114,0.389,False,0.00092,1.0,0.319,0.1316,0.0781,0.939,1.0,,100.0,100.0,-0.0197,0.2623
2022-03-31,202213,100.0,0.2388,0.4,0.35,0.25,0.2652,0.379,False,-0.00493,1.0,0.305,-0.0497,-0.0145,0.525,1.0,,100.0,100.0,-0.0457,0.0312
2022-03-31,000743,100.0,0.2388,0.4,0.35,0.25,0.2522,0.408,True,0.00194,1.0,0.378,0.0264,0.0602,0.817,1.0,,100.0,100.0,0.0257,0.0864
2022-03-31,000573,98.4,0.2388,0.4,0.35,0.25,0.244,0.386,False,-0.00283,0.677,0.008,0.0041,0.0079,0.131,1.0,,97.3,100.0,0.013,0.1871
2022-03-31,000196,96.6,0.2388,0.4,0.35,0.25,0.2462,0.382,True,0.00023,0.645,0.054,-0.0007,0.0091,0.191,1.0,,94.2,100.0,-0.0012,0.0319
2022-03-31,000845,90.8,0.2388,0.4,0.35,0.25,0.2284,0.375,True,0.0464,0.677,0.879,0.0515,0.0573,0.639,1.0,,84.2,100.0,-0.096,-0.1103
2022-03-31,290012,86.9,0.2388,0.4,0.35,0.25,0.2236,0.358,True,0.00414,0.613,0.873,0.0954,0.0421,1.234,1.0,,78.8,100.0,-0.1081,0.6294
2022-03-31,000066,83.3,0.2388,0.4,0.35,0.25,0.268,0.381,False,-0.00125,0.968,0.466,-0.095,-0.0288,0.793,1.0,,100.0,60.0,-0.0268,0.0422
2022-03-31,000423,78.1,0.2388,0.4,0.35,0.25,0.2375,0.382,False,0.01244,0.613,0.71,-0.0035,-0.0481,0.813,1.0,,91.0,60.0,-0.0916,0.0068
2022-03-31,000259,73.4,0.2388,0.4,0.35,0.25,0.2871,0.366,False,-0.00613,0.935,0.902,-0.0751,-0.0305,0.63,1.0,,83.0,60.0,-0.0315,0.0557
2022-03-31,000362,71.0,0.2388,0.4,0.35,0.25,0.258,0.396,False,-0.01338,0.774,0.927,-0.0393,-0.0362,0.836,1.0,,78.8,60.0,-0.1464,-0.0965
2022-03-31,580005,70.8,0.2388,0.4,0.35,0.25,0.2422,0.387,False,-0.00461,0.806,1.682,-0.0315,0.0284,0.961,1.0,,50.0,100.0,-0.0234,0.006
2022-03-31,240005,70.8,0.2388,0.4,0.35,0.25,0.2128,0.392,True,0.03589,0.774,1.819,0.0472,0.0523,0.641,1.0,,50.0,100.0,-0.0936,0.0042
2022-03-31,420005,70.8,0.2388,0.4,0.35,0.25,0.2318,0.396,True,0.01165,1.0,1.77,-0.0348,0.03,0.913,1.0,,50.0,100.0,-0.1147,0.0606
2022-03-31,519918,70.8,0.2388,0.4,0.35,0.25,0.2193,0.401,True,0.02721,0.968,1.473,0.0049,0.0047,0.788,1.0,,50.0,100.0,-0.1644,-0.1446
2022-03-31,519697,70.8,0.2388,0.4,0.35,0.25,0.2732,0.378,False,0.0009,0.903,1.114,-0.007,-0.0151,0.652,1.0,,50.0,100.0,-0.0524,0.0034
2022-03-31,000714,70.8,0.2388,0.4,0.35,0.25,0.2573,0.386,False,-0.00194,0.484,0.193,-0.0162,-0.0057,0.415,1.0,,50.0,100.0,-0.0308,-0.0039
2022-03-31,000590,70.8,0.2388,0.4,0.35,0.25,0.2474,0.381,False,0.00039,0.484,0.02,-0.0212,-0.0114,0.207,1.0,,50.0,100.0,0.0186,-0.0047
2022-03-31,519013,70.8,0.2388,0.4,0.35,0.25,0.2735,0.377,False,-0.01722,0.903,2.537,-0.0549,-0.0003,0.906,1.0,,50.0,100.0,-0.0413,-0.0629
2022-03-31,110029,70.8,0.2388,0.4,0.35,0.25,0.2772,0.374,False,-0.0235,0.968,2.602,-0.0499,-0.0043,0.734,1.0,,50.0,100.0,-0.0872,-0.0769
2022-03-31,519181,70.8,0.2388,0.4,0.35,0.25,0.2137,0.419,True,0.03342,0.968,2.018,-0.023,-0.0136,1.071,1.0,,50.0,100.0,-0.0674,-0.0695
2022-03-31,720001,70.8,0.2388,0.4,0.35,0.25,0.2233,0.363,True,0.0428,0.968,1.636,0.0107,0.0477,1.013,1.0,,50.0,100.0,-0.0873,-0.1714
2022-03-31,160215,70.8,0.2388,0.4,0.35,0.25,0.2549,0.376,False,-0.01024,0.839,2.038,0.0002,0.0517,0.673,1.0,,50.0,100.0,-0.057,0.0079
2022-03-31,460007,70.8,0.2388,0.4,0.35,0.25,0.2653,0.359,True,0.05501,0.839,2.487,-0.0093,0.0352,0.817,1.0,,50.0,100.0,-0.2043,-0.2105
2022-03-31,240008,70.8,0.2388,0.4,0.35,0.25,0.2351,0.39,False,-0.00034,0.871,1.887,-0.0072,0.0573,0.745,1.0,,50.0,100.0,-0.1111,-0.0387
2022-03-31,020001,70.8,0.2388,0.4,0.35,0.25,0.2502,0.379,False,-0.01248,0.806,2.35,-0.0329,0.0026,0.714,1.0,,50.0,100.0,-0.0686,-0.0001
2022-03-31,519130,70.8,0.2388,0.4,0.35,0.25,0.2714,0.37,False,-0.00077,0.452,0.071,-0.0115,-0.0036,0.197,1.0,,50.0,100.0,-0.0175,0.0294
2022-03-31,519033,70.8,0.2388,0.4,0.35,0.25,0.2572,0.378,True,0.00473,1.0,1.987,-0.0422,-0.0058,1.071,1.0,,50.0,100.0,-0.0497,-0.0245
2022-03-31,688888,70.8,0.2388,0.4,0.35,0.25,0.2246,0.391,True,0.01639,1.0,1.508,0.0468,0.0286,0.81,1.0,,50.0,100.0,-0.0389,0.0421
2022-03-31,206002,70.8,0.2388,0.4,0.35,0.25,0.262,0.38,False,-0.02621,0.871,2.049,0.0044,0.0135,0.706,1.0,,50.0,100.0,0.0563,-0.0014
2022-03-31,202019,70.8,0.2388,0.4,0.35,0.25,0.2602,0.377,False,-0.00294,0.806,2.623,-0.0477,-0.0226,0.924,1.0,,50.0,100.0,-0.1383,-0.1382
2022-03-31,000652,70.8,0.2388,0.4,0.35,0.25,0.2577,0.374,False,-0.0211,0.839,1.617,-0.055,0.0051,0.783,1.0,,50.0,100.0,-0.0875,0.0043
2022-03-31,165309,70.8,0.2388,0.4,0.35,0.25,0.2604,0.376,False,-0.00327,0.774,2.279,-0.0547,-0.0305,0.893,1.0,,50.0,100.0,-0.0874,-0.0046
2022-03-31,519050,70.8,0.2388,0.4,0.35,0.25,0.2585,0.381,False,-0.00076,0.419,0.092,-0.0095,0.0026,0.173,1.0,,50.0,100.0,-0.0098,-0.0078
2022-03-31,350002,70.8,0.2388,0.4,0.35,0.25,0.2399,0.386,False,-0.00963,0.871,2.164,-0.0343,0.057,0.646,1.0,,50.0,100.0,0.1232,0.4605
2022-03-31,270025,70.8,0.2388,0.4,0.35,0.25,0.2437,0.376,False,-0.01411,0.806,1.939,0.0082,0.0174,0.967,1.0,,50.0,100.0,-0.0506,0.1153
2022-03-31,240004,70.8,0.2388,0.4,0.35,0.25,0.2003,0.4,True,0.04528,0.871,1.967,0.0833,0.1011,0.896,1.0,,50.0,100.0,-0.0398,0.146
2022-03-31,590007,70.8,0.2388,0.4,0.35,0.25,0.237,0.388,True,0.00455,0.742,2.266,-0.0219,-0.0167,0.789,1.0,,50.0,100.0,-0.0912,-0.0577
2022-03-31,165515,70.8,0.2388,0.4,0.35,0.25,0.2602,0.376,False,-0.00406,0.806,1.953,-0.049,-0.02,0.805,1.0,,50.0,100.0,-0.094,-0.0132
2022-03-31,162711,69.3,0.2388,0.4,0.35,0.25,0.2367,0.392,False,-0.00464,0.677,2.573,-0.031,-0.0096,0.818,1.0,,47.3,100.0,-0.0846,0.0259
2022-03-31,164809,69.3,0.2388,0.4,0.35,0.25,0.237,0.393,False,-0.00467,0.677,2.42,-0.0332,-0.0163,0.818,1.0,,47.3,100.0,-0.0849,0.0218
2022-03-31,582003,67.5,0.2388,0.4,0.35,0.25,0.2721,0.375,False,-0.03322,0.935,0.711,-0.0921,-0.0984,1.389,1.0,,100.0,30.0,-0.0021,-0.1712
2022-03-31,050024,67.5,0.2388,0.4,0.35,0.25,0.2087,0.398,True,0.00864,0.645,2.27,0.096,0.1301,0.946,1.0,,44.2,100.0,-0.0043,0.0442
2022-03-31,000251,65.6,0.2388,0.4,0.35,0.25,0.2274,0.384,True,0.03446,0.613,1.415,0.0387,0.0405,0.729,1.0,,41.0,100.0,-0.0718,-0.0814
2022-03-31,050013,63.8,0.2388,0.4,0.35,0.25,0.2464,0.384,False,-0.00736,0.581,2.183,-0.0416,-0.0075,1.025,1.0,,37.9,100.0,-0.1108,-0.0318
2022-03-31,310398,61.9,0.2388,0.4,0.35,0.25,0.2148,0.39,True,0.01797,0.548,1.897,0.0317,0.0252,0.678,1.0,,34.7,100.0,-0.0935,0.0012
2022-03-31,161211,60.1,0.2388,0.4,0.35,0.25,0.2243,0.385,True,0.02524,0.516,2.024,0.0081,-0.0056,0.764,1.0,,31.6,100.0,-0.1149,-0.0455
2022-03-31,519671,60.1,0.2388,0.4,0.35,0.25,0.2138,0.391,True,0.01889,0.516,1.927,0.0299,0.0174,0.741,1.0,,31.6,100.0,-0.0935,0.006
2022-03-31,165521,60.1,0.2388,0.4,0.35,0.25,0.2272,0.384,True,0.01982,0.516,1.602,-0.0038,-0.0152,0.731,1.0,,31.6,100.0,-0.1267,-0.049
2022-03-31,169101,60.1,0.2388,0.4,0.35,0.25,0.2556,0.372,False,-0.02044,0.71,1.033,-0.0518,-0.0341,1.238,1.0,,61.2,60.0,-0.104,-0.1372
2022-03-31,000654,54.2,0.2388,0.4,0.35,0.25,0.2547,0.379,False,-0.02515,0.839,2.192,-0.0937,-0.0533,0.88,1.0,,50.0,60.0,-0.0958,0.0678
2022-03-31,161118,54.2,0.2388,0.4,0.35,0.25,0.271,0.372,False,-0.02095,0.839,2.434,-0.083,-0.0291,0.854,1.0,,50.0,60.0,-0.0977,-0.0356
2022-03-31,160615,54.2,0.2388,0.4,0.35,0.25,0.2594,0.377,False,-0.00304,0.774,2.331,-0.0583,-0.0367,0.929,1.0,,50.0,60.0,-0.092,-0.0136
2022-03-31,164205,54.2,0.2388,0.4,0.35,0.25,0.276,0.365,False,-0.02394,0.806,1.38,-0.082,-0.0238,1.135,1.0,,50.0,60.0,-0.0031,0.0277
2022-03-31,288001,54.2,0.2388,0.4,0.35,0.25,0.228,0.383,True,0.01996,0.903,1.929,-0.0576,-0.0448,0.917,1.0,,50.0,60.0,-0.0159,0.0661
2022-03-31,020009,54.2,0.2388,0.4,0.35,0.25,0.2615,0.378,False,-0.01255,0.968,2.316,-0.0282,-0.0315,0.863,1.0,,50.0,60.0,-0.0727,0.0871
2022-03-31,080002,54.2,0.2388,0.4,0.35,0.25,0.3037,0.357,False,-0.03489,0.871,1.856,-0.0692,0.0467,0.796,1.0,,50.0,60.0,-0.0022,0.0065
2022-03-31,320011,54.2,0.2388,0.4,0.35,0.25,0.247,0.383,False,-0.0192,0.839,1.641,-0.0783,-0.0246,0.801,1.0,,50.0,60.0,-0.0958,0.2089
2022-03-31,740101,54.2,0.2388,0.4,0.35,0.25,0.2733,0.37,False,-0.0155,0.71,2.043,-0.093,-0.0569,1.165,1.0,,50.0,60.0,-0.089,-0.0131
2022-03-31,580002,54.2,0.2388,0.4,0.35,0.25,0.2795,0.368,False,-0.02311,0.806,2.569,-0.0762,-0.02,0.853,1.0,,50.0,60.0,-0.0888,-0.2148
