date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2024-06-30,000573,84.0,0.356,0.4,0.35,0.25,0.3938,1.0,False,-0.02504,0.903,0.164,0.1638,0.1354,0.315,1.0,59.9,100.0,100.0,0.0869,0.167
2024-06-30,000390,82.8,0.356,0.4,0.35,0.25,0.4225,0.999,False,-0.0202,1.0,0.398,0.1373,0.0379,0.711,1.0,57.1,100.0,100.0,0.0263,0.2225
2024-06-30,580009,77.9,0.356,0.4,0.35,0.25,0.385,0.982,True,-0.00371,0.613,0.856,0.1801,0.0254,1.091,1.0,60.7,81.7,100.0,0.0357,-0.0674
2024-06-30,160916,74.4,0.356,0.4,0.35,0.25,0.3737,1.0,False,-0.02219,0.839,0.977,0.1318,0.0722,0.663,1.0,61.8,70.6,100.0,0.047,0.0813
2024-06-30,202213,73.5,0.356,0.4,0.35,0.25,0.4061,1.0,False,-0.01095,0.839,0.33,0.0774,0.025,0.565,1.0,58.7,100.0,60.0,0.024,0.1044
2024-06-30,000251,67.8,0.356,0.4,0.35,0.25,0.4244,0.998,False,-0.01006,0.581,0.983,0.0982,0.0785,0.757,1.0,56.9,57.3,100.0,0.1894,0.3719
2024-06-30,288001,67.3,0.356,0.4,0.35,0.25,0.3714,0.988,False,-0.01982,0.806,1.442,0.1491,0.0898,0.698,1.0,62.0,50.0,100.0,0.0611,0.0886
2024-06-30,020009,67.1,0.356,0.4,0.35,0.25,0.3763,1.0,False,-0.02931,0.935,1.664,0.1302,0.0453,0.749,1.0,61.6,50.0,100.0,0.0693,0.1721
2024-06-30,206002,65.9,0.356,0.4,0.35,0.25,0.4088,0.996,False,-0.02217,0.71,1.556,0.1602,0.0581,0.94,1.0,58.4,50.0,100.0,-0.0242,0.0993
2024-06-30,519013,65.4,0.356,0.4,0.35,0.25,0.3958,1.0,False,-0.00739,0.677,1.877,0.0986,0.0416,0.875,1.0,59.7,47.3,100.0,0.0652,0.1809
2024-06-30,100056,65.2,0.356,0.4,0.35,0.25,0.401,1.0,False,-0.02602,0.677,1.211,0.102,0.0326,0.829,1.0,59.2,47.3,100.0,-0.0883,-0.1027
2024-06-30,720001,64.8,0.356,0.4,0.35,0.25,0.3731,0.969,True,-0.01579,0.548,1.041,0.2185,0.1078,1.216,1.0,61.9,44.5,100.0,0.1773,0.0486
2024-06-30,000522,64.3,0.356,0.4,0.35,0.25,0.3689,0.981,True,0.02521,0.613,1.258,0.1265,0.0857,0.945,1.0,62.3,41.0,100.0,0.1191,0.1709
2024-06-30,000411,63.8,0.356,0.4,0.35,0.25,0.3797,0.972,True,0.00576,0.613,1.115,0.1809,0.054,0.927,1.0,61.2,41.0,100.0,0.1732,0.2715
2024-06-30,582003,63.3,0.356,0.4,0.35,0.25,0.4056,1.0,True,0.0016,0.516,0.907,0.2052,0.0682,1.411,1.0,58.7,63.7,100.0,-0.0046,0.042
2024-06-30,519120,63.3,0.356,0.4,0.35,0.25,0.3656,0.997,True,-0.00064,0.581,1.553,0.1195,0.1219,1.07,1.0,62.6,37.9,100.0,0.1618,0.202
2024-06-30,164205,63.1,0.356,0.4,0.35,0.25,0.3722,0.97,False,-0.02784,0.581,1.167,0.1172,0.0326,0.996,1.0,62.0,37.9,100.0,0.1911,0.3107
2024-06-30,110025,62.8,0.356,0.4,0.35,0.25,0.4353,1.0,False,-0.02176,0.645,1.588,0.1743,0.2173,1.11,1.0,55.8,44.2,100.0,-0.0243,0.0635
2024-06-30,110029,62.1,0.356,0.4,0.35,0.25,0.3687,0.98,True,0.00487,0.548,2.014,0.1485,0.0353,1.087,1.0,62.3,34.7,100.0,0.0848,0.2988
