date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2024-03-31,000743,88.7,0.2944,0.4,0.35,0.25,0.2875,0.992,True,-0.00202,0.903,0.254,0.0136,0.0015,0.206,1.0,71.8,100.0,100.0,0.0749,0.1235
2024-03-31,290012,88.3,0.2944,0.4,0.35,0.25,0.2955,0.991,True,0.04884,0.774,0.624,0.0103,-0.0461,0.775,1.0,70.7,100.0,100.0,-0.1992,-0.2113
2024-03-31,202213,88.3,0.2944,0.4,0.35,0.25,0.2944,0.999,True,0.00271,0.839,0.341,-0.0045,-0.0238,0.548,1.0,70.8,100.0,100.0,0.0351,0.0116
2024-03-31,160220,88.2,0.2944,0.4,0.35,0.25,0.2965,0.999,True,0.00288,0.839,0.152,-0.0083,-0.0132,0.137,1.0,70.5,100.0,100.0,0.0464,-0.0258
2024-03-31,000573,88.0,0.2944,0.4,0.35,0.25,0.2991,0.996,True,0.01985,0.903,0.148,0.0132,0.013,0.309,1.0,70.1,100.0,100.0,0.0961,0.1162
2024-03-31,000590,87.4,0.2944,0.4,0.35,0.25,0.3061,0.997,True,-0.00444,0.742,0.096,0.0167,-0.0379,0.349,1.0,68.4,100.0,100.0,0.0629,0.0922
2024-03-31,000196,87.4,0.2944,0.4,0.35,0.25,0.3061,0.993,True,0.0036,0.742,0.183,-0.0025,-0.0372,0.292,1.0,68.4,100.0,100.0,0.0724,0.0181
2024-03-31,519050,86.7,0.2944,0.4,0.35,0.25,0.2882,0.996,True,0.00166,0.645,0.088,0.0091,-0.0066,0.232,1.0,71.7,94.2,100.0,0.0157,0.0267
2024-03-31,000423,86.4,0.2944,0.4,0.35,0.25,0.3073,1.0,False,-0.00747,0.677,0.517,0.0703,0.0078,0.619,1.0,68.3,97.3,100.0,-0.095,-0.0348
2024-03-31,000714,82.3,0.2944,0.4,0.35,0.25,0.2868,0.99,True,-0.04242,0.516,0.352,0.0433,-0.0338,1.163,1.0,71.9,81.6,100.0,0.1132,0.4103
2024-03-31,580009,81.0,0.2944,0.4,0.35,0.25,0.2791,0.999,True,-0.03549,0.613,0.886,0.0113,0.0365,1.131,1.0,73.0,76.6,100.0,0.2267,-0.0112
2024-03-31,160916,80.1,0.2944,0.4,0.35,0.25,0.2879,0.992,True,0.0012,0.742,0.946,0.0102,-0.0018,0.691,1.0,71.7,75.6,100.0,0.1041,0.0298
2024-03-31,000259,78.8,0.2944,0.4,0.35,0.25,0.2864,0.991,True,-0.01723,0.774,0.706,-0.0438,-0.0639,0.755,1.0,72.0,100.0,60.0,0.0787,0.0523
2024-03-31,000390,78.6,0.2944,0.4,0.35,0.25,0.2893,0.995,True,0.01665,1.0,0.392,-0.0303,-0.0598,0.706,1.0,71.6,100.0,60.0,0.0495,0.0308
2024-03-31,210007,78.5,0.2944,0.4,0.35,0.25,0.2983,0.988,True,0.00118,0.806,0.964,0.0049,0.0014,0.19,1.0,70.2,72.7,100.0,0.0246,0.0097
2024-03-31,165521,75.3,0.2944,0.4,0.35,0.25,0.3147,0.999,False,-0.01333,0.645,0.965,0.0145,-0.0222,0.681,1.0,67.6,66.6,100.0,0.2199,0.2045
2024-03-31,720001,71.6,0.2944,0.4,0.35,0.25,0.2877,0.994,True,-0.0217,0.581,1.014,0.1694,0.0729,1.226,1.0,71.8,52.2,100.0,0.0893,-0.0682
2024-03-31,288001,71.3,0.2944,0.4,0.35,0.25,0.287,0.994,True,0.00212,0.871,1.48,0.0584,-0.0319,0.699,1.0,71.9,50.0,100.0,0.0604,0.0528
2024-03-31,020009,71.2,0.2944,0.4,0.35,0.25,0.2881,0.992,True,-0.00011,0.968,1.718,0.0293,0.0077,0.739,1.0,71.7,50.0,100.0,0.0696,0.0645
2024-03-31,590007,71.2,0.2944,0.4,0.35,0.25,0.2875,0.998,True,-0.00443,0.71,1.597,0.0269,-0.0102,0.885,1.0,71.8,50.0,100.0,0.0643,0.0435
2024-03-31,519033,71.1,0.2944,0.4,0.35,0.25,0.2894,0.995,True,0.00314,0.774,1.469,0.01,-0.0298,0.735,1.0,71.5,50.0,100.0,0.0649,0.0854
2024-03-31,050024,69.9,0.2944,0.4,0.35,0.25,0.3052,0.998,True,0.03026,0.806,1.492,0.0771,0.067,0.716,1.0,68.5,50.0,100.0,0.0146,-0.0316
