date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2019-06-30,000390,88.0,0.3202,0.4,0.35,0.25,0.2995,0.91,True,0.01658,0.774,0.288,0.2212,0.1697,0.819,1.0,70.1,100.0,100.0,0.2808,0.7773
2019-06-30,519150,87.5,0.3202,0.4,0.35,0.25,0.3033,0.913,True,0.01769,0.742,0.696,0.1705,0.209,0.795,1.0,68.7,100.0,100.0,0.0507,0.5141
2019-06-30,000339,87.4,0.3202,0.4,0.35,0.25,0.3066,0.908,True,0.03717,0.71,0.693,0.2818,0.2132,0.753,1.0,68.4,100.0,100.0,0.2847,1.2477
2019-06-30,000423,87.3,0.3202,0.4,0.35,0.25,0.3073,0.918,True,0.00894,0.774,0.222,0.2164,0.2411,0.88,1.0,68.3,100.0,100.0,0.0642,0.2781
2019-06-30,270041,86.3,0.3202,0.4,0.35,0.25,0.3103,0.905,True,0.04248,0.677,0.593,0.2004,0.195,0.997,1.0,68.0,97.3,100.0,0.1202,0.4986
2019-06-30,240020,86.3,0.3202,0.4,0.35,0.25,0.3103,0.912,True,0.05349,0.677,0.785,0.2206,0.1431,1.108,1.0,68.0,97.3,100.0,0.2286,1.1294
2019-06-30,000362,85.4,0.3202,0.4,0.35,0.25,0.3053,0.901,True,0.0334,0.645,0.522,0.1688,0.1464,1.074,1.0,68.5,94.2,100.0,0.2542,1.0962
2019-06-30,000878,84.7,0.3202,0.4,0.35,0.25,0.3119,0.916,True,0.05216,0.742,0.842,0.2394,0.1462,1.005,1.0,67.8,93.0,100.0,0.1715,0.7049
2019-06-30,000595,84.0,0.3202,0.4,0.35,0.25,0.3115,0.891,True,0.05876,0.613,0.507,0.29,0.2603,1.027,1.0,67.9,91.0,100.0,0.1895,0.818
2019-06-30,000547,83.1,0.3202,0.4,0.35,0.25,0.3077,0.896,True,0.04349,0.581,0.703,0.2764,0.254,0.994,1.0,68.3,87.9,100.0,0.208,0.7529
2019-06-30,080002,82.6,0.3202,0.4,0.35,0.25,0.2994,0.912,True,0.0292,0.613,0.84,0.2037,0.1633,0.908,1.0,70.1,84.4,100.0,0.0836,0.3691
2019-06-30,582003,82.5,0.3202,0.4,0.35,0.25,0.31,0.917,True,0.00376,0.613,0.365,0.2859,0.1456,1.273,1.0,68.0,91.0,100.0,0.1613,0.5152
2019-06-30,519674,81.3,0.3202,0.4,0.35,0.25,0.2939,0.92,True,0.03035,0.677,0.905,0.1809,0.1559,0.989,1.0,70.9,79.8,100.0,0.556,1.854
2019-06-30,630008,78.9,0.3202,0.4,0.35,0.25,0.2997,0.915,True,0.01602,0.548,0.865,0.1938,0.1523,0.784,1.0,70.0,74.0,100.0,0.1709,0.4534
