date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2021-06-30,000066,69.0,0.5599,0.4,0.35,0.25,0.6688,0.706,True,0.03902,0.581,0.176,0.0668,0.2306,0.963,1.0,33.0,87.9,100.0,0.0451,-0.1196
2021-06-30,000689,64.3,0.5599,0.4,0.35,0.25,0.6984,0.753,True,0.13336,0.581,0.86,0.0874,0.4414,1.114,1.0,30.2,77.9,100.0,0.3965,0.4277
2021-06-30,000390,64.0,0.5599,0.4,0.35,0.25,0.576,0.708,False,-0.01691,0.774,0.294,0.0638,0.1553,1.284,1.0,42.1,100.0,60.0,0.1229,0.1203
2021-06-30,202027,61.6,0.5599,0.4,0.35,0.25,0.6732,0.75,True,0.05363,0.839,0.997,0.0446,0.2463,1.087,1.0,32.6,67.2,100.0,0.0963,0.0089
2021-06-30,000339,60.0,0.5599,0.4,0.35,0.25,0.7566,0.835,True,0.0356,0.742,0.712,0.0912,0.2995,1.074,1.0,0.0,100.0,100.0,-0.0753,-0.2186
2021-06-30,000547,60.0,0.5599,0.4,0.35,0.25,0.7095,0.775,True,0.05056,0.871,0.716,0.0571,0.2231,0.986,1.0,0.0,100.0,100.0,0.1434,0.0901
2021-06-30,000595,60.0,0.5599,0.4,0.35,0.25,0.7593,0.777,True,0.03517,0.774,0.618,0.048,0.2035,1.191,1.0,0.0,100.0,100.0,-0.1772,-0.3036
2021-06-30,519150,59.3,0.5599,0.4,0.35,0.25,0.7441,0.797,True,0.01338,0.774,0.812,0.1867,0.3289,1.168,1.0,0.0,98.0,100.0,-0.0678,-0.196
2021-06-30,288001,58.8,0.5599,0.4,0.35,0.25,0.5447,0.694,True,0.00204,0.742,1.161,0.1211,0.2379,1.256,1.0,45.1,50.0,100.0,0.1839,0.0464
2021-06-30,000684,55.4,0.5599,0.4,0.35,0.25,0.7771,0.795,True,0.0247,0.645,0.547,0.1534,0.3827,1.291,1.0,0.0,94.2,100.0,-0.2722,-0.3932
2021-06-30,240009,54.6,0.5599,0.4,0.35,0.25,0.6977,0.747,True,0.02685,0.806,1.449,0.051,0.1939,0.898,1.0,30.2,50.0,100.0,0.0333,-0.1321
2021-06-30,630008,54.3,0.5599,0.4,0.35,0.25,0.5956,0.721,True,0.00468,0.677,0.986,0.0553,0.1369,1.191,1.0,40.2,66.3,60.0,0.1355,0.0728
2021-06-30,040025,54.1,0.5599,0.4,0.35,0.25,0.7397,0.769,True,0.08736,0.742,0.901,0.0419,0.1798,1.012,1.0,0.0,83.1,100.0,-0.0245,-0.148
2021-06-30,000878,53.5,0.5599,0.4,0.35,0.25,0.7717,0.827,True,0.01188,0.677,0.814,0.074,0.2439,1.361,1.0,0.0,94.9,100.0,-0.1481,-0.2447
2021-06-30,000220,53.3,0.5599,0.4,0.35,0.25,0.7757,0.828,True,0.0354,0.677,0.852,0.0976,0.3615,1.295,1.0,0.0,88.6,100.0,-0.2668,-0.3218
2021-06-30,519908,53.3,0.5599,0.4,0.35,0.25,0.6843,0.742,True,0.02999,0.613,1.054,0.0476,0.2436,1.248,1.0,31.5,48.7,100.0,0.1615,0.112
2021-06-30,000362,53.2,0.5599,0.4,0.35,0.25,0.6801,0.772,True,0.04644,0.645,0.466,0.0277,0.0313,1.014,1.0,31.9,94.2,30.0,0.1277,-0.0735
2021-06-30,310368,52.3,0.5599,0.4,0.35,0.25,0.6533,0.712,True,0.05565,0.742,1.438,0.129,0.2458,1.344,1.0,34.6,50.0,100.0,0.1152,0.2208
2021-06-30,202213,50.0,0.5599,0.4,0.35,0.25,0.7342,0.763,True,0.02607,0.742,0.119,0.034,0.1231,0.651,1.0,0.0,100.0,60.0,0.0495,-0.0136
2021-06-30,688888,49.6,0.5599,0.4,0.35,0.25,0.6552,0.705,True,0.01258,0.71,0.972,0.0979,0.1249,1.355,1.0,34.4,71.4,60.0,0.0644,0.1084
2021-06-30,240020,49.1,0.5599,0.4,0.35,0.25,0.761,0.818,True,0.03923,0.677,0.817,0.1061,0.3006,1.508,1.0,0.0,94.4,100.0,-0.1536,-0.2746
2021-06-30,002031,48.6,0.5599,0.4,0.35,0.25,0.6796,0.722,True,0.02466,0.742,0.915,0.0237,0.106,0.852,1.0,32.0,80.8,30.0,0.0,-0.0956
2021-06-30,450009,48.5,0.5599,0.4,0.35,0.25,0.7261,0.748,False,0.00406,0.774,0.997,0.0615,0.1882,1.003,1.0,0.0,67.2,100.0,-0.0206,-0.123
2021-06-30,080002,45.5,0.5599,0.4,0.35,0.25,0.6822,0.778,True,0.03718,0.548,0.997,0.0155,0.13,1.215,1.0,31.7,51.9,60.0,0.1194,0.0767
2021-06-30,160215,45.2,0.5599,0.4,0.35,0.25,0.6737,0.79,True,0.02147,0.581,1.192,0.1144,0.1796,1.437,1.0,32.6,37.9,100.0,0.1048,0.0731
2021-06-30,163818,44.9,0.5599,0.4,0.35,0.25,0.6912,0.74,True,0.04212,0.774,1.392,0.0281,0.1646,1.148,1.0,30.9,50.0,60.0,0.0897,-0.05
2021-06-30,040011,44.8,0.5599,0.4,0.35,0.25,0.6924,0.713,True,0.03421,0.839,1.112,0.0401,0.1614,0.976,1.0,30.7,50.0,60.0,0.0275,-0.056
2021-06-30,164205,44.5,0.5599,0.4,0.35,0.25,0.7756,0.754,False,-0.00058,0.71,0.767,0.1686,0.1587,1.421,1.0,0.0,100.0,60.0,-0.1116,-0.1944
2021-06-30,000117,43.0,0.5599,0.4,0.35,0.25,0.7666,0.774,True,0.00545,0.839,0.905,0.0318,0.1904,1.243,1.0,0.0,82.5,60.0,-0.1505,-0.2475
2021-06-30,020009,42.9,0.5599,0.4,0.35,0.25,0.6642,0.714,True,0.03058,0.839,1.408,0.0198,0.1533,1.331,1.0,33.5,50.0,60.0,0.0952,-0.0616
2021-06-30,290004,42.5,0.5599,0.4,0.35,0.25,0.7377,0.774,True,0.03919,0.806,1.658,0.0376,0.2158,1.008,1.0,0.0,50.0,100.0,-0.1187,-0.2062
2021-06-30,720001,42.4,0.5599,0.4,0.35,0.25,0.4912,0.649,False,-0.00239,0.839,1.242,0.031,0.1887,1.588,1.0,50.4,50.0,60.0,0.2316,0.3603
2021-06-30,590005,42.0,0.5599,0.4,0.35,0.25,0.7824,0.813,True,0.0168,0.71,1.376,0.1213,0.3732,1.222,1.0,0.0,50.0,100.0,-0.1877,-0.2835
2021-06-30,580009,40.6,0.5599,0.4,0.35,0.25,0.6798,0.736,True,0.05679,0.71,0.888,-0.0472,0.1175,1.296,1.0,32.0,85.3,0.0,0.3404,0.2564
2021-06-30,000209,40.5,0.5599,0.4,0.35,0.25,0.7145,0.756,True,0.06116,0.774,1.464,0.1018,0.5591,1.291,1.0,0.0,50.0,100.0,0.2687,0.1453
2021-06-30,580006,40.5,0.5599,0.4,0.35,0.25,0.7244,0.786,True,0.07333,0.645,1.294,0.1199,0.3474,1.103,1.0,0.0,44.2,100.0,0.0628,0.0412
2021-06-30,110013,40.4,0.5599,0.4,0.35,0.25,0.7207,0.75,True,0.03853,0.806,1.364,0.0521,0.2195,1.297,1.0,0.0,50.0,100.0,0.1315,-0.011
2021-06-30,000742,40.2,0.5599,0.4,0.35,0.25,0.7709,0.76,True,0.05713,0.71,1.088,0.0442,0.2029,1.341,1.0,0.0,52.0,100.0,-0.1108,-0.0791
2021-06-30,310388,40.0,0.5599,0.4,0.35,0.25,0.7678,0.814,True,0.01479,0.806,1.211,0.0739,0.2227,1.318,1.0,0.0,50.0,100.0,-0.2049,-0.2497
2021-06-30,050024,39.9,0.5599,0.4,0.35,0.25,0.4316,0.653,True,0.00159,0.29,1.687,0.1474,0.2042,1.518,1.0,56.2,0.0,100.0,0.2168,0.2461
2021-06-30,470006,39.6,0.5599,0.4,0.35,0.25,0.7761,0.833,True,0.04179,0.71,0.946,0.0733,0.3554,1.662,1.0,0.0,75.7,100.0,-0.2339,-0.3092
2021-06-30,163803,39.4,0.5599,0.4,0.35,0.25,0.7539,0.77,True,0.05692,0.613,1.32,0.0384,0.3154,1.13,1.0,0.0,41.0,100.0,-0.0014,-0.0496
2021-06-30,290012,39.0,0.5599,0.4,0.35,0.25,0.6912,0.814,False,-0.01278,0.516,0.497,-0.0283,-0.0324,1.293,1.0,30.9,81.6,0.0,0.0085,-0.1013
2021-06-30,110026,38.8,0.5599,0.4,0.35,0.25,0.7632,0.785,True,0.05777,0.742,1.416,0.045,0.219,1.373,1.0,0.0,50.0,100.0,-0.0636,-0.1804
2021-06-30,000423,38.4,0.5599,0.4,0.35,0.25,0.6635,0.739,True,0.00698,0.387,0.361,0.0528,0.1012,0.874,1.0,33.6,50.0,30.0,-0.0153,-0.1497
2021-06-30,470098,37.9,0.5599,0.4,0.35,0.25,0.7135,0.754,True,0.07748,0.806,0.919,0.0666,0.1529,1.438,1.0,0.0,80.2,60.0,0.0397,-0.0658
2021-06-30,160220,37.8,0.5599,0.4,0.35,0.25,0.6782,0.772,True,0.01158,0.226,0.172,0.0181,0.0505,0.711,1.0,32.1,50.0,30.0,0.074,0.0679
2021-06-30,000590,37.6,0.5599,0.4,0.35,0.25,0.6853,0.794,True,0.00566,0.161,0.007,0.0261,0.036,0.191,1.0,31.4,50.0,30.0,0.0233,0.0238
2021-06-30,000828,37.4,0.5599,0.4,0.35,0.25,0.7206,0.792,True,0.10439,0.839,1.211,0.0921,0.4309,1.438,1.0,0.0,50.0,100.0,0.0796,0.1221
2021-06-30,519697,37.1,0.5599,0.4,0.35,0.25,0.7196,0.73,True,0.0364,0.548,0.677,0.0182,0.0582,0.859,1.0,0.0,84.7,30.0,0.1129,0.0926
2021-06-30,260104,36.9,0.5599,0.4,0.35,0.25,0.7855,0.769,True,0.0006,0.742,1.091,0.0355,0.2416,1.486,1.0,0.0,51.5,100.0,-0.1485,-0.2216
2021-06-30,519918,36.8,0.5599,0.4,0.35,0.25,0.7336,0.767,True,0.03043,0.774,1.027,0.1615,0.161,1.141,1.0,0.0,62.2,60.0,0.3349,0.2872
2021-06-30,163801,36.7,0.5599,0.4,0.35,0.25,0.7471,0.791,True,0.00498,0.677,1.012,0.0675,0.1655,1.045,1.0,0.0,62.0,60.0,-0.1661,-0.2624
2021-06-30,320022,36.4,0.5599,0.4,0.35,0.25,0.7319,0.762,True,0.03803,0.806,1.033,0.0726,0.1495,1.099,1.0,0.0,61.2,60.0,-0.0076,-0.1475
2021-06-30,162605,36.0,0.5599,0.4,0.35,0.25,0.7856,0.771,False,-0.00019,0.71,1.137,0.0573,0.2624,1.503,1.0,0.0,50.0,100.0,-0.15,-0.2272
2021-06-30,377530,36.0,0.5599,0.4,0.35,0.25,0.7169,0.776,True,0.05807,0.71,1.308,0.0618,0.2886,1.508,1.0,0.0,50.0,100.0,-0.0031,-0.1192
2021-06-30,000166,35.6,0.5599,0.4,0.35,0.25,0.6637,0.799,True,0.01212,0.516,0.33,-0.111,-0.0413,1.501,1.0,33.5,81.6,0.0,0.0149,-0.2134
