date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2019-12-31,000390,84.2,0.3661,0.4,0.35,0.25,0.3886,0.946,True,0.01186,0.839,0.153,0.2017,0.2181,0.759,1.0,60.4,100.0,100.0,0.3876,0.603
2019-12-31,519736,84.1,0.3661,0.4,0.35,0.25,0.3895,0.867,True,0.03396,0.935,0.533,0.1547,0.1953,0.82,1.0,60.3,100.0,100.0,0.3583,0.6553
2019-12-31,290012,83.9,0.3661,0.4,0.35,0.25,0.3953,0.952,True,0.00574,0.968,0.31,0.2081,0.1895,0.929,1.0,59.7,100.0,100.0,0.3676,0.2076
2019-12-31,720001,83.8,0.3661,0.4,0.35,0.25,0.3984,0.965,True,-0.00937,0.839,0.8,0.178,0.3955,0.955,1.0,59.4,100.0,100.0,0.5817,0.5682
2019-12-31,202027,83.8,0.3661,0.4,0.35,0.25,0.3968,0.934,True,0.01923,0.71,0.745,0.1819,0.2699,0.92,1.0,59.6,100.0,100.0,0.3998,0.87
2019-12-31,519674,83.8,0.3661,0.4,0.35,0.25,0.3977,0.997,True,-0.01121,0.806,0.79,0.3596,0.5311,0.812,1.0,59.5,100.0,100.0,0.8342,0.6448
2019-12-31,000362,83.8,0.3661,0.4,0.35,0.25,0.3989,0.931,True,0.02712,0.774,0.351,0.1951,0.212,0.98,1.0,59.4,100.0,100.0,0.6713,0.6545
2019-12-31,519158,83.7,0.3661,0.4,0.35,0.25,0.4008,0.939,True,0.02423,0.839,0.68,0.2093,0.2476,0.923,1.0,59.2,100.0,100.0,0.3437,0.5654
2019-12-31,000020,83.6,0.3661,0.4,0.35,0.25,0.4014,0.944,True,0.0307,0.742,0.731,0.2034,0.289,0.986,1.0,59.1,100.0,100.0,0.4175,0.6296
2019-12-31,000878,83.3,0.3661,0.4,0.35,0.25,0.41,0.899,True,0.01393,0.871,0.679,0.1478,0.2088,0.977,1.0,58.3,100.0,100.0,0.4552,0.5518
