date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2023-03-31,000066,88.4,0.2504,0.4,0.35,0.25,0.2928,0.949,False,-0.01439,0.871,0.459,0.0776,0.0911,0.866,1.0,71.0,100.0,100.0,-0.1852,-0.3067
2023-03-31,000573,87.3,0.2504,0.4,0.35,0.25,0.3076,0.982,True,0.01337,0.742,0.068,0.1595,0.1196,0.33,1.0,68.3,100.0,100.0,-0.0115,0.0544
2023-03-31,000390,87.0,0.2504,0.4,0.35,0.25,0.314,0.983,True,0.01557,0.968,0.346,0.1196,0.1462,0.881,1.0,67.6,100.0,100.0,-0.0721,-0.0916
2023-03-31,290012,82.6,0.2504,0.4,0.35,0.25,0.3454,0.989,True,0.09304,0.613,0.801,0.1516,0.1902,0.959,1.0,64.6,90.8,100.0,0.0425,0.0199
2023-03-31,202213,77.4,0.2504,0.4,0.35,0.25,0.3042,0.974,True,0.00339,0.903,0.32,0.0341,-0.0147,0.523,1.0,68.6,100.0,60.0,-0.0514,-0.046
2023-03-31,000196,76.5,0.2504,0.4,0.35,0.25,0.3026,0.986,False,-0.00326,0.677,0.118,0.0474,0.0209,0.179,1.0,68.7,97.3,60.0,-0.0175,-0.0214
2023-03-31,000743,76.3,0.2504,0.4,0.35,0.25,0.3338,1.0,True,0.00998,0.871,0.321,0.0133,0.0146,0.616,1.0,65.7,100.0,60.0,-0.025,-0.0245
2023-03-31,000423,73.2,0.2504,0.4,0.35,0.25,0.3038,0.971,True,0.00174,0.581,0.72,0.0459,0.0358,0.718,1.0,68.6,87.9,60.0,-0.0493,-0.0155
2023-03-31,519736,71.3,0.2504,0.4,0.35,0.25,0.3065,0.982,True,0.00935,0.645,1.04,0.0522,0.0184,1.192,1.0,68.4,54.2,100.0,-0.1155,-0.1459
2023-03-31,270025,71.0,0.2504,0.4,0.35,0.25,0.292,0.961,True,0.01465,0.774,1.676,0.1462,0.1325,0.88,1.0,71.2,50.0,100.0,-0.0381,-0.0929
2023-03-31,420005,70.8,0.2504,0.4,0.35,0.25,0.2949,0.945,False,-0.00395,0.903,1.47,0.2047,0.1544,0.887,1.0,70.7,50.0,100.0,-0.1504,-0.3268
2023-03-31,450009,70.1,0.2504,0.4,0.35,0.25,0.3012,0.976,True,0.0011,0.839,1.375,0.1214,0.1178,0.733,1.0,68.9,50.0,100.0,-0.0769,-0.1652
2023-03-31,165309,69.8,0.2504,0.4,0.35,0.25,0.3076,0.987,True,0.00958,0.806,1.941,0.0917,0.0172,0.897,1.0,68.3,50.0,100.0,-0.0643,-0.0981
2023-03-31,160615,69.8,0.2504,0.4,0.35,0.25,0.3074,0.987,True,0.00991,0.774,2.006,0.0876,0.0136,0.933,1.0,68.3,50.0,100.0,-0.0733,-0.1153
2023-03-31,288001,69.8,0.2504,0.4,0.35,0.25,0.3076,0.983,False,-0.00387,0.968,1.406,0.127,0.0705,0.627,1.0,68.3,50.0,100.0,-0.0571,-0.0328
2023-03-31,165515,69.8,0.2504,0.4,0.35,0.25,0.3071,0.987,True,0.00971,0.839,1.672,0.0908,0.0174,0.853,1.0,68.3,50.0,100.0,-0.0759,-0.119
2023-03-31,240008,69.8,0.2504,0.4,0.35,0.25,0.3083,0.982,False,0.00837,0.839,1.653,0.1499,0.0319,0.836,1.0,68.2,50.0,100.0,-0.1639,-0.2629
2023-03-31,688888,69.7,0.2504,0.4,0.35,0.25,0.3094,0.976,False,-0.00496,0.903,1.19,0.1258,0.0287,0.717,1.0,68.1,50.0,100.0,-0.137,-0.2853
2023-03-31,020009,69.7,0.2504,0.4,0.35,0.25,0.3106,0.994,True,0.00438,0.903,1.922,0.0869,0.0448,1.023,1.0,68.0,50.0,100.0,-0.0549,-0.0531
2023-03-31,000845,69.6,0.2504,0.4,0.35,0.25,0.3074,0.998,False,-0.00401,0.548,0.841,0.0812,-0.0299,0.676,1.0,68.3,78.0,60.0,-0.175,-0.2385
2023-03-31,377150,69.5,0.2504,0.4,0.35,0.25,0.3144,0.995,True,0.04852,0.742,1.646,0.0981,0.0465,0.972,1.0,67.6,50.0,100.0,-0.1724,-0.1785
2023-03-31,000411,69.5,0.2504,0.4,0.35,0.25,0.3157,0.973,True,0.01458,0.742,1.487,0.1404,0.0935,0.963,1.0,67.5,50.0,100.0,-0.1207,-0.1168
2023-03-31,519150,69.5,0.2504,0.4,0.35,0.25,0.3158,0.969,True,0.02116,0.839,1.313,0.2034,0.1431,1.032,1.0,67.5,50.0,100.0,-0.175,-0.2446
2023-03-31,519671,69.0,0.2504,0.4,0.35,0.25,0.3028,0.99,False,-0.00635,0.677,1.632,0.1559,0.0927,0.694,1.0,68.7,47.3,100.0,0.0258,0.0522
2023-03-31,310398,69.0,0.2504,0.4,0.35,0.25,0.3036,0.99,False,-0.00469,0.677,1.597,0.1485,0.0848,0.654,1.0,68.6,47.3,100.0,0.0186,0.0477
2023-03-31,000251,69.0,0.2504,0.4,0.35,0.25,0.3027,0.994,False,-0.00203,0.677,1.23,0.1255,0.0323,0.719,1.0,68.7,47.3,100.0,-0.0064,-0.0931
2023-03-31,320011,68.9,0.2504,0.4,0.35,0.25,0.33,0.995,True,0.02966,0.839,1.36,0.1861,0.166,0.758,1.0,66.1,50.0,100.0,-0.0438,-0.0769
2023-03-31,580005,68.7,0.2504,0.4,0.35,0.25,0.3118,0.98,True,0.01943,0.677,1.56,0.0967,0.0364,0.866,1.0,67.8,47.3,100.0,-0.1267,-0.1659
2023-03-31,160916,68.5,0.2504,0.4,0.35,0.25,0.2998,0.962,False,-0.01658,0.645,1.174,0.0605,0.0765,1.078,1.0,70.0,44.2,100.0,-0.0362,-0.0309
2023-03-31,233008,68.4,0.2504,0.4,0.35,0.25,0.3209,0.985,True,0.01806,0.677,1.705,0.2223,0.1139,1.092,1.0,67.0,47.3,100.0,-0.144,-0.2416
2023-03-31,260117,68.3,0.2504,0.4,0.35,0.25,0.2834,0.959,False,-0.00012,0.613,1.645,0.105,0.0651,0.986,1.0,72.4,41.0,100.0,-0.0621,0.1442
2023-03-31,700001,68.0,0.2504,0.4,0.35,0.25,0.3026,0.974,True,0.00836,0.645,1.4,0.0714,0.0542,0.902,1.0,68.8,44.2,100.0,-0.1201,-0.1337
2023-03-31,202015,67.8,0.2504,0.4,0.35,0.25,0.3073,0.987,True,0.01029,0.645,2.033,0.0906,0.0146,0.983,1.0,68.3,44.2,100.0,-0.07,-0.1071
2023-03-31,162605,67.8,0.2504,0.4,0.35,0.25,0.3195,0.984,True,0.01544,0.677,1.945,0.1418,0.0809,1.235,1.0,67.1,47.3,100.0,-0.1539,-0.2351
2023-03-31,240005,67.8,0.2504,0.4,0.35,0.25,0.3078,0.958,True,0.00416,0.645,1.839,0.157,0.0705,0.646,1.0,68.2,44.2,100.0,-0.1335,-0.1885
2023-03-31,350002,67.7,0.2504,0.4,0.35,0.25,0.3612,1.0,True,0.04478,1.0,1.913,0.069,0.0586,0.753,1.0,63.0,50.0,100.0,-0.1925,-0.2991
2023-03-31,164205,67.6,0.2504,0.4,0.35,0.25,0.3134,0.969,True,0.00752,0.645,1.295,0.1559,0.0595,1.139,1.0,67.7,44.2,100.0,-0.1022,-0.1193
2023-03-31,000362,67.2,0.2504,0.4,0.35,0.25,0.3005,0.981,False,-0.01485,0.548,0.887,0.0001,-0.0323,1.03,1.0,69.0,70.2,60.0,-0.1293,-0.2493
2023-03-31,165508,66.7,0.2504,0.4,0.35,0.25,0.3064,0.988,True,0.00234,0.613,1.675,0.0754,0.0205,0.901,1.0,68.4,41.0,100.0,-0.0055,0.1241
2023-03-31,000613,66.7,0.2504,0.4,0.35,0.25,0.3074,0.987,True,0.00996,0.613,1.393,0.0876,0.0115,0.982,1.0,68.3,41.0,100.0,-0.0715,-0.1102
2023-03-31,160716,66.7,0.2504,0.4,0.35,0.25,0.3071,0.991,True,-0.00597,0.613,1.56,0.1789,0.1205,0.531,1.0,68.3,41.0,100.0,0.0236,0.042
2023-03-31,165521,65.7,0.2504,0.4,0.35,0.25,0.3053,0.998,False,-0.00662,0.581,1.316,0.1438,0.074,0.758,1.0,68.5,37.9,100.0,0.0456,-0.0003
2023-03-31,260104,64.8,0.2504,0.4,0.35,0.25,0.3173,0.983,True,0.01456,0.613,1.871,0.1325,0.0589,1.289,1.0,67.3,41.0,100.0,-0.1577,-0.2326
2023-03-31,161211,64.6,0.2504,0.4,0.35,0.25,0.3045,0.994,False,-0.00708,0.548,1.742,0.1497,0.0729,0.761,1.0,68.6,34.7,100.0,0.0376,-0.0195
2023-03-31,160706,64.5,0.2504,0.4,0.35,0.25,0.3074,0.987,True,0.01013,0.548,2.328,0.0871,0.0105,1.012,1.0,68.3,34.7,100.0,-0.0728,-0.1112
