date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2019-03-31,290012,85.2,0.3612,0.4,0.35,0.25,0.3376,0.917,True,0.01695,0.677,0.32,0.1462,0.1369,1.032,1.0,65.3,97.3,100.0,0.0072,0.1188
2019-03-31,519150,84.4,0.3612,0.4,0.35,0.25,0.3589,0.869,True,0.029,0.677,0.762,0.147,0.1622,0.824,1.0,63.3,97.3,100.0,0.0094,0.0755
2019-03-31,000423,83.1,0.3612,0.4,0.35,0.25,0.3623,0.878,True,0.01924,0.645,0.203,0.2363,0.251,0.907,1.0,62.9,94.2,100.0,-0.0765,0.1221
2019-03-31,040011,77.2,0.3612,0.4,0.35,0.25,0.3605,0.851,True,0.03754,0.935,0.938,0.1543,0.1581,0.617,1.0,63.1,77.0,100.0,0.0031,0.0066
2019-03-31,519736,75.0,0.3612,0.4,0.35,0.25,0.366,0.859,True,0.03576,0.968,0.613,0.1257,0.0987,0.84,1.0,62.6,100.0,60.0,0.0629,0.248
2019-03-31,000652,74.8,0.3612,0.4,0.35,0.25,0.3482,0.876,True,0.02499,0.774,0.988,0.1785,0.1416,0.7,1.0,64.3,68.7,100.0,0.005,0.1663
2019-03-31,000251,74.5,0.3612,0.4,0.35,0.25,0.3792,0.867,True,0.03018,0.871,0.75,0.1334,0.2205,0.879,1.0,61.3,100.0,60.0,0.0131,-0.0521
2019-03-31,000017,74.4,0.3612,0.4,0.35,0.25,0.3613,0.872,True,0.02365,0.581,0.912,0.1501,0.1272,1.049,1.0,63.0,69.1,100.0,0.1109,0.188
2019-03-31,519158,74.2,0.3612,0.4,0.35,0.25,0.3547,0.888,True,0.02415,0.71,0.822,0.1325,0.103,1.005,1.0,63.7,96.3,60.0,0.0736,0.2486
2019-03-31,000390,73.8,0.3612,0.4,0.35,0.25,0.3451,0.9,True,0.01743,0.645,0.27,0.1352,0.0866,0.818,1.0,64.6,94.2,60.0,0.1068,0.3096
2019-03-31,450009,73.6,0.3612,0.4,0.35,0.25,0.3697,0.847,True,0.03754,0.968,0.993,0.1594,0.1189,0.774,1.0,62.2,67.9,100.0,0.0422,0.073
2019-03-31,000409,72.4,0.3612,0.4,0.35,0.25,0.3476,0.895,True,-0.00476,0.774,0.857,0.1252,0.0799,1.019,1.0,64.4,90.5,60.0,0.0036,0.196
2019-03-31,720001,72.2,0.3612,0.4,0.35,0.25,0.3507,0.913,True,-0.0036,0.548,0.939,0.3236,0.3338,1.091,1.0,64.1,61.6,100.0,0.2117,0.4471
2019-03-31,165521,71.3,0.3612,0.4,0.35,0.25,0.3775,0.87,True,0.01424,0.677,0.839,0.1329,0.2259,0.901,1.0,61.4,90.8,60.0,-0.0067,-0.09
2019-03-31,000595,71.0,0.3612,0.4,0.35,0.25,0.3612,0.858,True,0.04144,0.581,0.599,0.1438,0.0723,1.048,1.0,63.0,87.9,60.0,0.197,0.4002
2019-03-31,000020,70.9,0.3612,0.4,0.35,0.25,0.3502,0.869,True,0.01182,0.71,0.881,0.1429,0.0698,1.087,1.0,64.1,86.5,60.0,0.1194,0.3995
2019-03-31,000742,70.0,0.3612,0.4,0.35,0.25,0.3536,0.895,True,0.01591,0.645,0.806,0.1553,0.0838,1.284,1.0,63.8,93.1,60.0,0.0174,0.0096
2019-03-31,050022,68.5,0.3612,0.4,0.35,0.25,0.3408,0.871,True,0.01747,0.419,0.751,0.2956,0.132,1.175,1.0,65.0,50.0,100.0,0.209,0.3562
2019-03-31,530019,68.5,0.3612,0.4,0.35,0.25,0.3492,0.869,True,0.00804,0.548,0.831,0.1454,0.0769,1.008,1.0,64.2,79.5,60.0,-0.0608,-0.0229
2019-03-31,519674,68.1,0.3612,0.4,0.35,0.25,0.3416,0.918,True,0.0088,0.645,0.9,0.1268,0.0913,0.978,1.0,64.9,77.5,60.0,0.2259,0.7009
2019-03-31,040025,68.0,0.3612,0.4,0.35,0.25,0.3542,0.863,True,0.0204,0.871,0.78,0.1335,0.0585,0.822,1.0,63.7,100.0,30.0,0.0032,0.0754
2019-03-31,161903,68.0,0.3612,0.4,0.35,0.25,0.3546,0.887,True,0.00732,0.742,1.192,0.247,0.2366,0.74,1.0,63.7,50.0,100.0,0.1883,0.6225
2019-03-31,000746,67.9,0.3612,0.4,0.35,0.25,0.3556,0.878,True,0.02788,0.516,0.991,0.2348,0.1927,1.146,1.0,63.6,49.8,100.0,0.0931,0.3268
2019-03-31,673010,67.9,0.3612,0.4,0.35,0.25,0.3566,0.867,True,0.01717,0.419,0.784,0.188,0.1303,1.058,1.0,63.5,50.0,100.0,-0.006,0.0408
2019-03-31,000613,67.6,0.3612,0.4,0.35,0.25,0.369,0.862,True,0.02169,0.742,0.926,0.1253,0.1137,1.027,1.0,62.3,79.0,60.0,0.0004,-0.0135
2019-03-31,481012,67.4,0.3612,0.4,0.35,0.25,0.3687,0.851,True,0.04064,0.742,1.179,0.2167,0.2002,1.208,1.0,62.3,50.0,100.0,0.0353,0.0062
2019-03-31,162605,67.4,0.3612,0.4,0.35,0.25,0.3692,0.832,True,0.08434,0.774,1.122,0.2164,0.1528,1.065,1.0,62.3,50.0,100.0,0.1128,0.1709
2019-03-31,630008,67.2,0.3612,0.4,0.35,0.25,0.3459,0.898,True,0.01043,0.645,0.913,0.1248,0.0606,0.788,1.0,64.5,75.3,60.0,0.0561,0.145
2019-03-31,000362,67.0,0.3612,0.4,0.35,0.25,0.3547,0.865,True,0.02856,0.677,0.561,0.1306,0.0514,1.097,1.0,63.7,97.3,30.0,0.0546,0.5023
2019-03-31,320022,67.0,0.3612,0.4,0.35,0.25,0.3367,0.894,True,0.05024,0.806,0.956,0.1625,0.0781,0.798,1.0,65.4,73.9,60.0,0.0561,0.2642
2019-03-31,080002,64.8,0.3612,0.4,0.35,0.25,0.3499,0.879,True,0.01801,0.516,0.876,0.1378,0.1022,0.925,1.0,64.1,68.9,60.0,0.0429,0.0594
2019-03-31,164205,63.9,0.3612,0.4,0.35,0.25,0.3587,0.849,True,0.0955,0.387,0.867,0.1541,0.1048,0.983,1.0,63.3,38.9,100.0,0.136,0.2395
2019-03-31,162714,63.1,0.3612,0.4,0.35,0.25,0.3625,0.868,True,0.03264,0.645,1.331,0.196,0.1269,1.277,1.0,62.9,44.2,100.0,0.0098,0.0768
2019-03-31,050010,63.0,0.3612,0.4,0.35,0.25,0.3452,0.88,True,-0.00137,0.516,1.082,0.2915,0.1231,1.186,1.0,64.6,34.6,100.0,0.1649,0.3392
2019-03-31,580001,62.8,0.3612,0.4,0.35,0.25,0.3496,0.888,True,0.00819,0.548,1.162,0.1544,0.104,1.201,1.0,64.2,34.7,100.0,0.0197,0.1017
2019-03-31,460007,62.8,0.3612,0.4,0.35,0.25,0.3504,0.862,True,0.04899,0.548,1.398,0.277,0.1631,1.195,1.0,64.1,34.7,100.0,0.081,0.375
