date,code,S_eng,water,wv,wa,wm,val_pct,val_cov,trend_ok,ma20_dist,wr,dc,r4,r7,R_MDD,other_pen,F_value_eng,F_alpha_eng,F_mom_eng,fwd6,fwd12
2020-09-30,164205,75.8,0.5906,0.4,0.35,0.25,0.6036,0.904,False,-0.03269,0.839,0.717,0.365,0.3739,0.968,1.0,39.4,100.0,100.0,0.2196,0.1285
2020-09-30,000362,75.1,0.5906,0.4,0.35,0.25,0.6201,0.886,False,-0.02864,0.742,0.432,0.3439,0.379,1.084,1.0,37.8,100.0,100.0,-0.0191,0.209
2020-09-30,519150,74.8,0.5906,0.4,0.35,0.25,0.6295,0.882,True,0.00203,0.742,0.684,0.4288,0.4908,0.817,1.0,36.9,100.0,100.0,0.2564,0.4314
2020-09-30,519736,74.8,0.5906,0.4,0.35,0.25,0.6295,0.87,False,-0.00034,0.968,0.537,0.3472,0.3683,0.842,1.0,36.9,100.0,100.0,0.1483,0.1111
2020-09-30,000679,74.7,0.5906,0.4,0.35,0.25,0.6311,0.896,False,0.00332,0.742,0.363,0.4195,0.3647,0.857,1.0,36.7,100.0,100.0,0.1017,0.1516
2020-09-30,000884,74.7,0.5906,0.4,0.35,0.25,0.6301,0.893,True,0.01129,0.774,0.761,0.3968,0.4725,1.001,1.0,36.8,100.0,100.0,0.1328,0.2201
2020-09-30,000595,74.5,0.5906,0.4,0.35,0.25,0.6368,0.86,True,0.00279,0.806,0.523,0.3543,0.3901,1.05,1.0,36.2,100.0,100.0,0.0931,0.0661
2020-09-30,000339,74.4,0.5906,0.4,0.35,0.25,0.6376,0.911,False,-0.00733,0.903,0.589,0.3406,0.376,0.74,1.0,36.1,100.0,100.0,0.0924,0.2136
2020-09-30,160916,74.4,0.5906,0.4,0.35,0.25,0.6373,0.847,False,-0.00619,0.806,0.738,0.3699,0.4749,0.83,1.0,36.1,100.0,100.0,0.0438,0.0028
2020-09-30,000409,74.1,0.5906,0.4,0.35,0.25,0.6232,0.872,True,0.03466,0.677,0.787,0.4099,0.3848,1.044,1.0,37.5,97.3,100.0,0.1405,0.9052
2020-09-30,000878,74.0,0.5906,0.4,0.35,0.25,0.6483,0.896,False,0.00906,0.935,0.702,0.3664,0.4297,0.994,1.0,35.0,100.0,100.0,0.0705,0.1191
2020-09-30,240020,73.8,0.5906,0.4,0.35,0.25,0.6548,0.912,False,0.00172,0.806,0.661,0.3849,0.5283,1.074,1.0,34.4,100.0,100.0,0.066,0.1973
2020-09-30,270041,73.3,0.5906,0.4,0.35,0.25,0.6429,0.871,False,-0.00453,0.677,0.451,0.3462,0.481,1.021,1.0,35.6,97.3,100.0,0.0663,-0.0366
2020-09-30,000746,73.2,0.5906,0.4,0.35,0.25,0.6395,0.864,False,-0.01021,0.806,0.82,0.6087,0.6003,1.161,1.0,35.9,96.6,100.0,0.1093,0.1085
2020-09-30,000017,71.7,0.5906,0.4,0.35,0.25,0.6312,0.874,True,0.01388,0.774,0.85,0.4194,0.4148,1.049,1.0,36.7,91.6,100.0,0.0705,0.0124
2020-09-30,000684,71.4,0.5906,0.4,0.35,0.25,0.6629,0.876,True,0.01994,0.645,0.563,0.4984,0.6667,0.747,1.0,33.6,94.2,100.0,0.1309,0.1624
2020-09-30,000117,70.8,0.5906,0.4,0.35,0.25,0.6348,0.876,False,-0.00384,0.71,0.77,0.3992,0.4647,1.302,1.0,36.4,100.0,100.0,0.1194,0.1171
2020-09-30,470006,70.7,0.5906,0.4,0.35,0.25,0.6608,0.898,True,0.0116,0.774,0.848,0.3906,0.5577,1.187,1.0,33.8,92.0,100.0,0.1137,0.1765
2020-09-30,320022,70.2,0.5906,0.4,0.35,0.25,0.6184,0.892,False,-0.02231,0.968,0.886,0.3801,0.4187,0.818,1.0,38.0,85.6,100.0,0.094,0.1885
2020-09-30,470098,69.9,0.5906,0.4,0.35,0.25,0.6154,0.869,True,-0.00631,0.774,0.892,0.4166,0.4313,1.083,1.0,38.2,84.7,100.0,0.1688,0.437
2020-09-30,040011,69.8,0.5906,0.4,0.35,0.25,0.6139,0.868,True,0.00223,0.774,0.895,0.4695,0.4258,0.623,1.0,38.4,84.2,100.0,0.1902,0.4322
2020-09-30,450009,69.1,0.5906,0.4,0.35,0.25,0.6233,0.888,False,-0.00598,0.839,0.901,0.3575,0.4156,0.757,1.0,37.5,83.2,100.0,0.2349,0.2346
2020-09-30,100029,66.7,0.5906,0.4,0.35,0.25,0.6437,0.865,True,0.00457,0.774,0.928,0.3656,0.4136,0.926,1.0,35.5,78.6,100.0,0.0614,0.2132
2020-09-30,700001,66.7,0.5906,0.4,0.35,0.25,0.6218,0.881,False,-0.0138,0.774,0.943,0.3791,0.4389,0.797,1.0,37.6,76.2,100.0,0.1561,0.0946
