code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
160706,160706,160706,嘉实沪深300ETF联接(LOF)-A,指数型-股票,存续,2005-08-29,,,2005-08-29,tushare_fund_basic,160706.SZ,2006-01-31
161607,161607,161607,融通巨潮100指数(LOF)-A/B,指数型-股票,存续,2005-05-12,,,2005-05-12,tushare_fund_basic,161607.SZ,2006-01-31
163402,163402,163402,兴全趋势投资混合(LOF),混合型-灵活,存续,2005-11-03,,,2005-11-03,tushare_fund_basic,163402.SZ,2006-01-31
184688,184688,184688,南方开元封闭,股票型,清盘,1998-03-27,2013-02-08,2013-02-08,1998-03-27,tushare_fund_basic,184688.SZ,2006-01-31
184689,184689,184689,鹏华普惠封闭,股票型,清盘,1999-01-06,2013-12-23,2013-12-23,1999-01-06,tushare_fund_basic,184689.SZ,2006-01-31
184690,184690,184690,长盛同益,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,184690.SZ,2006-01-31
184691,184691,184691,大成景宏封闭,股票型,清盘,1999-05-04,2014-04-10,2014-04-10,1999-05-04,tushare_fund_basic,184691.SZ,2006-01-31
184692,184692,184692,博时裕隆封闭,股票型,清盘,1999-06-15,2014-06-03,2014-06-03,1999-06-15,tushare_fund_basic,184692.SZ,2006-01-31
184693,184693,184693,鹏华普丰封闭,指数型-海外股票,清盘,1999-07-14,2014-06-10,2014-06-10,1999-07-14,tushare_fund_basic,184693.SZ,2006-01-31
184695,184695,184695,大成景博封闭,股票型,清盘,1999-09-22,2007-06-12,2007-06-12,1999-09-22,tushare_fund_basic,184695.SZ,2006-01-31
184696,184696,184696,博时裕华封闭,股票型,清盘,1999-11-10,2007-07-06,2007-07-06,1999-11-10,tushare_fund_basic,184696.SZ,2006-01-31
184698,184698,184698,南方天元封闭,股票型,清盘,1999-08-25,2014-07-03,2014-07-03,1999-08-25,tushare_fund_basic,184698.SZ,2006-01-31
184699,184699,184699,长盛同盛,股票型,清盘,1999-11-05,2014-11-05,2014-11-05,1999-11-05,tushare_fund_basic,184699.SZ,2006-01-31
184700,184700,184700,宝盈鸿飞封闭,股票型,清盘,2001-05-18,2008-04-15,2008-04-15,2001-05-18,tushare_fund_basic,184700.SZ,2006-01-31
184701,184701,184701,大成景福封闭,指数型-股票,清盘,1999-12-30,2014-12-26,2014-12-26,1999-12-30,tushare_fund_basic,184701.SZ,2006-01-31
184702,184702,184702,长盛同智,股票型,清盘,2000-03-08,2007-01-05,2007-01-05,2000-03-08,tushare_fund_basic,184702.SZ,2006-01-31
184703,184703,184703,国泰金盛封闭,股票型,清盘,2000-04-26,2009-10-19,2009-10-19,2000-04-26,tushare_fund_basic,184703.SZ,2006-01-31
184705,184705,184705,博时裕泽封闭,股票型,清盘,2000-03-27,2011-04-22,2011-04-22,2000-03-27,tushare_fund_basic,184705.SZ,2006-01-31
184706,184706,184706,银华天华,股票型,清盘,2000-07-21,2009-07-01,2009-07-01,2000-07-21,tushare_fund_basic,184706.SZ,2006-01-31
184708,184708,184708,华夏兴科封闭,股票型,清盘,2000-04-08,2007-04-24,2007-04-24,2000-04-08,tushare_fund_basic,184708.SZ,2006-01-31
184709,184709,184709,华安安久封闭,股票型,清盘,2000-07-04,2007-08-02,2007-08-02,2000-07-04,tushare_fund_basic,184709.SZ,2006-01-31
184710,184710,184710,南方隆元封闭,股票型,清盘,2000-07-24,2007-11-09,2007-11-09,2000-07-24,tushare_fund_basic,184710.SZ,2006-01-31
184711,184711,184711,鹏华普华封闭,股票型,清盘,2000-11-06,2007-04-25,2007-04-25,2000-11-06,tushare_fund_basic,184711.SZ,2006-01-31
184712,184712,184712,易方达科汇封闭,股票型,清盘,2001-04-20,2008-10-09,2008-10-09,2001-04-20,tushare_fund_basic,184712.SZ,2006-01-31
184713,184713,184713,易方达科翔封闭,股票型,清盘,2001-04-20,2008-11-13,2008-11-13,2001-04-20,tushare_fund_basic,184713.SZ,2006-01-31
184718,184718,184718,华夏兴安封闭,股票型,清盘,2000-07-20,2007-11-22,2007-11-22,2000-07-20,tushare_fund_basic,184718.SZ,2006-01-31
184719,184719,184719,国投瑞银融鑫封闭,股票型,清盘,2002-06-13,2008-01-10,2008-01-10,2002-06-13,tushare_fund_basic,184719.SZ,2006-01-31
184720,184720,184720,长城久富,股票型,清盘,2001-12-18,2007-02-12,2007-02-12,2001-12-18,tushare_fund_basic,184720.SZ,2006-01-31
184721,184721,184721,嘉实丰和价值,股票型,清盘,2002-03-22,2017-03-20,2017-03-20,2002-03-22,tushare_fund_basic,184721.SZ,2006-01-31
184722,184722,184722,长城久嘉,股票型,清盘,2002-07-05,2017-07-05,2017-07-05,2002-07-05,tushare_fund_basic,184722.SZ,2006-01-31
184728,184728,184728,宝盈鸿阳封闭,股票型,清盘,2001-12-10,2017-01-04,2017-01-04,2001-12-10,tushare_fund_basic,184728.SZ,2006-01-31
184738,184738,184738,融通通宝封闭,股票型,清盘,2001-05-16,2007-04-30,2007-04-30,2001-05-16,tushare_fund_basic,184738.SZ,2006-01-31
500001,500001,500001,国泰金泰封闭,股票型,清盘,1998-03-27,2012-12-24,2012-12-24,1998-03-27,tushare_fund_basic,500001.SH,2006-01-31
500002,500002,500002,嘉实泰和,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,500002.SH,2006-01-31
500003,500003,500003,华安安信封闭,股票型,清盘,1998-06-22,2013-05-23,2013-05-23,1998-06-22,tushare_fund_basic,500003.SH,2006-01-31
500005,500005,500005,富国汉盛封闭,股票型,清盘,1999-05-10,2014-04-30,2014-04-30,1999-05-10,tushare_fund_basic,500005.SH,2006-01-31
500006,500006,500006,博时裕阳封闭,股票型,清盘,1998-07-25,2013-07-15,2013-07-15,1998-07-25,tushare_fund_basic,500006.SH,2006-01-31
500007,500007,500007,大成景阳封闭,股票型,清盘,1999-09-17,2007-12-11,2007-12-11,1999-09-17,tushare_fund_basic,500007.SH,2006-01-31
500008,500008,500008,华夏兴华封闭,股票型,清盘,1998-04-28,2013-04-12,2013-04-12,1998-04-28,tushare_fund_basic,500008.SH,2006-01-31
500009,500009,500009,华安安顺封闭,股票型,清盘,1999-06-15,2014-05-12,2014-05-12,1999-06-15,tushare_fund_basic,500009.SH,2006-01-31
500010,500010,500010,南方金元封闭,股票型,清盘,2000-03-28,2007-05-14,2007-05-14,2000-03-28,tushare_fund_basic,500010.SH,2006-01-31
500011,500011,500011,国泰金鑫封闭,股票型,清盘,1999-10-21,2014-09-15,2014-09-15,1999-10-21,tushare_fund_basic,500011.SH,2006-01-31
500013,500013,500013,华安安瑞封闭,股票型,清盘,2000-07-18,2007-04-10,2007-04-10,2000-07-18,tushare_fund_basic,500013.SH,2006-01-31
500015,500015,500015,富国汉兴封闭,股票型,清盘,1999-12-30,2014-12-12,2014-12-12,1999-12-30,tushare_fund_basic,500015.SH,2006-01-31
500016,500016,500016,博时裕元封闭,股票型,清盘,1999-09-17,2007-04-12,2007-04-12,1999-09-17,tushare_fund_basic,500016.SH,2006-01-31
500017,500017,500017,大成景业封闭,股票型,清盘,2000-06-22,2007-01-16,2007-01-16,2000-06-22,tushare_fund_basic,500017.SH,2006-01-31
500018,500018,500018,华夏兴和封闭,指数型-股票,清盘,1999-07-14,2014-05-30,2014-05-30,1999-07-14,tushare_fund_basic,500018.SH,2006-01-31
500019,500019,500019,鹏华普润封闭,股票型,清盘,2000-08-08,2007-04-25,2007-04-25,2000-08-08,tushare_fund_basic,500019.SH,2006-01-31
500021,500021,500021,国泰金鼎封闭,股票型,清盘,2000-05-16,2007-04-11,2007-04-11,2000-05-16,tushare_fund_basic,500021.SH,2006-01-31
500025,500025,500025,富国汉鼎封闭,股票型,清盘,2000-06-30,2008-11-20,2008-11-20,2000-06-30,tushare_fund_basic,500025.SH,2006-01-31
500028,500028,500028,华夏兴业封闭,股票型,清盘,2000-08-18,2006-08-09,2006-08-09,2000-08-18,tushare_fund_basic,500028.SH,2006-01-31
500029,500029,500029,易方达科讯封闭,股票型,清盘,2001-04-20,2007-12-18,2007-12-18,2001-04-20,tushare_fund_basic,500029.SH,2006-01-31
500035,500035,500035,富国汉博封闭,股票型,清盘,2000-07-12,2007-04-27,2007-04-27,2000-07-12,tushare_fund_basic,500035.SH,2006-01-31
500038,500038,500038,融通通乾封闭,股票型,清盘,2001-08-29,2016-08-12,2016-08-12,2001-08-29,tushare_fund_basic,500038.SH,2006-01-31
500039,500039,500039,长盛同德,股票型,清盘,2000-10-20,2007-10-25,2007-10-25,2000-10-20,tushare_fund_basic,500039.SH,2006-01-31
500056,500056,500056,易方达科瑞封闭,股票型,清盘,2002-03-12,2017-01-03,2017-01-03,2002-03-12,tushare_fund_basic,500056.SH,2006-01-31
510050,510050,510050,华夏上证50ETF,指数型-股票,存续,2004-12-30,,,2004-12-30,tushare_fund_basic,510050.SH,2006-01-31
