code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
159907,159907,159907,广发国证2000ETF,指数型-股票,存续,2011-06-03,,,2011-06-03,tushare_fund_basic,159907.SZ,2011-11-30
159909,159909,159909,招商深证电子信息传媒产业(TMT)50ETF,指数型-股票,存续,2011-06-27,,,2011-06-27,tushare_fund_basic,159909.SZ,2011-11-30
159910,159910,159910,嘉实深证基本面120ETF,指数型-股票,存续,2011-08-01,,,2011-08-01,tushare_fund_basic,159910.SZ,2011-11-30
159911,159911,159911,鹏华深证民营ETF,指数型-股票,清盘,2011-09-02,2020-06-19,2020-06-19,2011-09-02,tushare_fund_basic,159911.SZ,2011-11-30
159912,159912,159912,汇添富深证300ETF,指数型-股票,存续,2011-09-16,,,2011-09-16,tushare_fund_basic,159912.SZ,2011-11-30
159913,159913,159913,交银深证300价值ETF,指数型-股票,存续,2011-09-22,,,2011-09-22,tushare_fund_basic,159913.SZ,2011-11-30
159915,159915,159915,易方达创业板ETF,指数型-股票,存续,2011-09-20,,,2011-09-20,tushare_fund_basic,159915.SZ,2011-11-30
159916,159916,159916,建信深证基本面60ETF,指数型-股票,存续,2011-09-08,,,2011-09-08,tushare_fund_basic,159916.SZ,2011-11-30
160119,160119,160119,南方中证500ETF联接(LOF)-A,指数型-股票,存续,2009-09-25,,,2009-09-25,tushare_fund_basic,160119.SZ,2011-11-30
160121,160121,160121,南方金砖四国指数(QDII),指数型-股票,清盘,2010-12-09,2020-09-18,2020-09-18,2010-12-09,tushare_fund_basic,160121.OF,2011-11-30
1602121,1602121,1602121,国泰估值优势可分离,股票型,清盘,2010-02-10,2013-02-18,2013-02-18,2010-02-10,tushare_fund_basic,1602121.OF,2011-11-30
160215,160215,160215,国泰价值经典灵活配置混合(LOF),混合型-灵活,存续,2010-08-13,,,2010-08-13,tushare_fund_basic,160215.SZ,2011-11-30
160615,160615,160615,鹏华沪深300ETF联接(LOF)-A,指数型-股票,存续,2009-04-03,,,2009-04-03,tushare_fund_basic,160615.SZ,2011-11-30
160616,160616,160616,鹏华中证500指数(LOF)-A,指数型-股票,存续,2010-02-05,,,2010-02-05,tushare_fund_basic,160616.SZ,2011-11-30
160706,160706,160706,嘉实沪深300ETF联接(LOF)-A,指数型-股票,存续,2005-08-29,,,2005-08-29,tushare_fund_basic,160706.SZ,2011-11-30
160716,160716,160716,嘉实中证锐联基本面50指数(LOF)-A,指数型-股票,存续,2009-12-30,,,2009-12-30,tushare_fund_basic,160716.SZ,2011-11-30
160717,160717,160717,嘉实恒生中国企业指数(QDII-LOF),指数型-海外股票,存续,2010-09-30,,,2010-09-30,tushare_fund_basic,160717.SZ,2011-11-30
1608061,1608061,1608061,长盛同庆可分离交易股票,股票型,清盘,2009-05-12,2012-05-11,2012-05-11,2009-05-12,tushare_fund_basic,1608061.OF,2011-11-30
160807,160807,160807,长盛沪深300指数(LOF)-A,指数型-股票,存续,2010-08-04,,,2010-08-04,tushare_fund_basic,160807.SZ,2011-11-30
161017,161017,161017,富国中证500指数增强(LOF)-A,指数型-股票,存续,2011-10-12,,,2011-10-12,tushare_fund_basic,161017.SZ,2011-11-30
161207,161207,161207,国投瑞银瑞和沪深300指数分级,指数型-股票,清盘,2009-10-14,2020-08-27,2020-08-27,2009-10-14,tushare_fund_basic,161207.OF,2011-11-30
161210,161210,161210,国投瑞银全球新兴市场精选股票(QDII-LOF),股票型,清盘,2010-06-10,2018-10-18,2018-10-18,2010-06-10,tushare_fund_basic,161210.SZ,2011-11-30
161211,161211,161211,国投瑞银沪深300金融地产ETF联接,股票型,存续,2010-04-09,2013-11-04,2013-11-04,2010-04-09,tushare_fund_basic,161211.SZ,2011-11-30
1612111,1612111,1612111,国投金融(退市),指数型-股票,清盘,2010-04-09,2013-11-05,2013-11-05,2010-04-09,tushare_fund_basic,1612111.SZ,2011-11-30
161213,161213,161213,国投瑞银中证下游消费与服务产业指数(LOF),指数型-股票,清盘,2010-12-16,2022-01-19,2022-01-19,2010-12-16,tushare_fund_basic,161213.SZ,2011-11-30
161217,161217,161217,国投瑞银中证上游资源产业指数(LOF)-A,指数型-股票,存续,2011-07-21,,,2011-07-21,tushare_fund_basic,161217.SZ,2011-11-30
161607,161607,161607,融通巨潮100指数(LOF)-A/B,指数型-股票,存续,2005-05-12,,,2005-05-12,tushare_fund_basic,161607.SZ,2011-11-30
161714,161714,161714,招商标普金砖四国指数(QDII-LOF),指数型-海外股票,清盘,2011-02-11,2021-01-15,2021-01-15,2011-02-11,tushare_fund_basic,161714.SZ,2011-11-30
1618111,1618111,1618111,银华沪深300指数(LOF),股票型,清盘,2009-10-14,2014-01-07,2014-01-07,2009-10-14,tushare_fund_basic,1618111.SZ,2011-11-30
162211,162211,162211,宏利品质生活灵活配置混合,混合型-灵活,清盘,2009-04-09,2024-08-08,2024-08-08,2009-04-09,tushare_fund_basic,162211.OF,2011-11-30
162307,162307,162307,海富通中证A100指数(LOF)-A,指数型-股票,存续,2009-10-30,,,2009-10-30,tushare_fund_basic,162307.SZ,2011-11-30
162411,162411,162411,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,指数型-海外股票,存续,2011-09-29,,,2011-09-29,tushare_fund_basic,162411.SZ,2011-11-30
162711,162711,162711,广发中证500ETF联接(LOF)-A,指数型-股票,存续,2009-11-26,,,2009-11-26,tushare_fund_basic,162711.SZ,2011-11-30
163110,163110,163110,申万菱信量化小盘股票(LOF)-A,股票型,存续,2011-06-16,,,2011-06-16,tushare_fund_basic,163110.SZ,2011-11-30
163208,163208,163208,诺安油气能源股票(QDII-LOF-FOF),股票型,存续,2011-09-27,,,2011-09-27,tushare_fund_basic,163208.SZ,2011-11-30
163402,163402,163402,兴全趋势投资混合(LOF),混合型-灵活,存续,2005-11-03,,,2005-11-03,tushare_fund_basic,163402.SZ,2011-11-30
163407,163407,163407,兴全沪深300指数增强(LOF)-A,指数型-股票,存续,2010-11-02,,,2010-11-02,tushare_fund_basic,163407.SZ,2011-11-30
164205,164205,164205,天弘深证成份指数(LOF),股票型,清盘,2010-08-12,2015-05-07,2015-05-07,2010-08-12,tushare_fund_basic,164205.SZ,2011-11-30
165309,165309,165309,建信沪深300指数(LOF),指数型-股票,存续,2009-11-05,,,2009-11-05,tushare_fund_basic,165309.SZ,2011-11-30
1653101,1653101,1653101,建信双利策略主题分级股票,股票型,清盘,2011-05-06,2020-05-06,2020-05-06,2011-05-06,tushare_fund_basic,1653101.OF,2011-11-30
165510,165510,165510,信诚金砖四国积极配置(QDII-LOF-FOF),股票型,清盘,2010-12-17,2023-06-08,2023-06-08,2010-12-17,tushare_fund_basic,165510.SZ,2011-11-30
1660071,1660071,1660071,中欧沪深300指数增强(LOF)-A,股票型,清盘,2010-06-24,2018-10-08,2018-10-08,2010-06-24,tushare_fund_basic,1660071.SZ,2011-11-30
183001,183001,183001,银华全球核心优选(QDII-FOF),股票型,清盘,2008-05-26,2022-11-03,2022-11-03,2008-05-26,tushare_fund_basic,183001.OF,2011-11-30
184688,184688,184688,南方开元封闭,股票型,清盘,1998-03-27,2013-02-08,2013-02-08,1998-03-27,tushare_fund_basic,184688.SZ,2011-11-30
184689,184689,184689,鹏华普惠封闭,股票型,清盘,1999-01-06,2013-12-23,2013-12-23,1999-01-06,tushare_fund_basic,184689.SZ,2011-11-30
184690,184690,184690,长盛同益,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,184690.SZ,2011-11-30
184691,184691,184691,大成景宏封闭,股票型,清盘,1999-05-04,2014-04-10,2014-04-10,1999-05-04,tushare_fund_basic,184691.SZ,2011-11-30
184692,184692,184692,博时裕隆封闭,股票型,清盘,1999-06-15,2014-06-03,2014-06-03,1999-06-15,tushare_fund_basic,184692.SZ,2011-11-30
184693,184693,184693,鹏华普丰封闭,指数型-海外股票,清盘,1999-07-14,2014-06-10,2014-06-10,1999-07-14,tushare_fund_basic,184693.SZ,2011-11-30
184698,184698,184698,南方天元封闭,股票型,清盘,1999-08-25,2014-07-03,2014-07-03,1999-08-25,tushare_fund_basic,184698.SZ,2011-11-30
184699,184699,184699,长盛同盛,股票型,清盘,1999-11-05,2014-11-05,2014-11-05,1999-11-05,tushare_fund_basic,184699.SZ,2011-11-30
184701,184701,184701,大成景福封闭,指数型-股票,清盘,1999-12-30,2014-12-26,2014-12-26,1999-12-30,tushare_fund_basic,184701.SZ,2011-11-30
184721,184721,184721,嘉实丰和价值,股票型,清盘,2002-03-22,2017-03-20,2017-03-20,2002-03-22,tushare_fund_basic,184721.SZ,2011-11-30
184722,184722,184722,长城久嘉,股票型,清盘,2002-07-05,2017-07-05,2017-07-05,2002-07-05,tushare_fund_basic,184722.SZ,2011-11-30
184728,184728,184728,宝盈鸿阳封闭,股票型,清盘,2001-12-10,2017-01-04,2017-01-04,2001-12-10,tushare_fund_basic,184728.SZ,2011-11-30
206005,206005,206005,鹏华上证民营企业50ETF联接,指数型-股票,清盘,2010-08-05,2020-06-23,2020-06-23,2010-08-05,tushare_fund_basic,206005.OF,2011-11-30
206010,206010,206010,鹏华深证民营ETF联接,指数型-股票,清盘,2011-09-02,2020-06-09,2020-06-09,2011-09-02,tushare_fund_basic,206010.OF,2011-11-30
2100071,2100071,2100071,金鹰中证技术领先指数增强,股票型,清盘,2011-06-01,2015-07-08,2015-07-08,2011-06-01,tushare_fund_basic,2100071.OF,2011-11-30
217015,217015,217015,招商全球资源股票(QDII),股票型,清盘,2010-03-25,2019-05-07,2019-05-07,2010-03-25,tushare_fund_basic,217015.OF,2011-11-30
229001,229001,229001,泰达宏利全球新格局(QDII-FOF),股票型,清盘,2011-07-20,2015-09-24,2015-09-24,2011-07-20,tushare_fund_basic,229001.OF,2011-11-30
241002,241002,241002,华宝兴业成熟市场动量优选(QDII-FOF),股票型,清盘,2011-03-15,2015-09-25,2015-09-25,2011-03-15,tushare_fund_basic,241002.OF,2011-11-30
270027,270027,270027,广发标普全球农业指数(QDII)-CNY,指数型-海外股票,清盘,2011-06-28,2019-11-08,2019-11-08,2011-06-28,tushare_fund_basic,270027.OF,2011-11-30
460220,460220,460220,华泰柏瑞上证中小盘ETF联接,指数型-股票,清盘,2011-01-26,2022-11-20,2022-11-20,2011-01-26,tushare_fund_basic,460220.OF,2011-11-30
500001,500001,500001,国泰金泰封闭,股票型,清盘,1998-03-27,2012-12-24,2012-12-24,1998-03-27,tushare_fund_basic,500001.SH,2011-11-30
500002,500002,500002,嘉实泰和,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,500002.SH,2011-11-30
500003,500003,500003,华安安信封闭,股票型,清盘,1998-06-22,2013-05-23,2013-05-23,1998-06-22,tushare_fund_basic,500003.SH,2011-11-30
500005,500005,500005,富国汉盛封闭,股票型,清盘,1999-05-10,2014-04-30,2014-04-30,1999-05-10,tushare_fund_basic,500005.SH,2011-11-30
500006,500006,500006,博时裕阳封闭,股票型,清盘,1998-07-25,2013-07-15,2013-07-15,1998-07-25,tushare_fund_basic,500006.SH,2011-11-30
500008,500008,500008,华夏兴华封闭,股票型,清盘,1998-04-28,2013-04-12,2013-04-12,1998-04-28,tushare_fund_basic,500008.SH,2011-11-30
500009,500009,500009,华安安顺封闭,股票型,清盘,1999-06-15,2014-05-12,2014-05-12,1999-06-15,tushare_fund_basic,500009.SH,2011-11-30
500011,500011,500011,国泰金鑫封闭,股票型,清盘,1999-10-21,2014-09-15,2014-09-15,1999-10-21,tushare_fund_basic,500011.SH,2011-11-30
500015,500015,500015,富国汉兴封闭,股票型,清盘,1999-12-30,2014-12-12,2014-12-12,1999-12-30,tushare_fund_basic,500015.SH,2011-11-30
500018,500018,500018,华夏兴和封闭,指数型-股票,清盘,1999-07-14,2014-05-30,2014-05-30,1999-07-14,tushare_fund_basic,500018.SH,2011-11-30
500038,500038,500038,融通通乾封闭,股票型,清盘,2001-08-29,2016-08-12,2016-08-12,2001-08-29,tushare_fund_basic,500038.SH,2011-11-30
500056,500056,500056,易方达科瑞封闭,股票型,清盘,2002-03-12,2017-01-03,2017-01-03,2002-03-12,tushare_fund_basic,500056.SH,2011-11-30
510010,510010,510010,交银上证180公司治理ETF,指数型-股票,存续,2009-09-25,,,2009-09-25,tushare_fund_basic,510010.SH,2011-11-30
510020,510020,510020,博时上证超级大盘ETF,指数型-股票,存续,2009-12-29,,,2009-12-29,tushare_fund_basic,510020.SH,2011-11-30
510030,510030,510030,华宝上证180价值ETF,指数型-股票,存续,2010-04-23,,,2010-04-23,tushare_fund_basic,510030.SH,2011-11-30
510050,510050,510050,华夏上证50ETF,指数型-股票,存续,2004-12-30,,,2004-12-30,tushare_fund_basic,510050.SH,2011-11-30
510060,510060,510060,工银瑞信上证中央企业50ETF,指数型-股票,存续,2009-08-26,,,2009-08-26,tushare_fund_basic,510060.SH,2011-11-30
510070,510070,510070,鹏华上证民营企业50ETF,指数型-股票,清盘,2010-08-05,2020-08-13,2020-08-13,2010-08-05,tushare_fund_basic,510070.SH,2011-11-30
510090,510090,510090,建信上证社会责任ETF,指数型-股票,存续,2010-05-28,,,2010-05-28,tushare_fund_basic,510090.SH,2011-11-30
510110,510110,510110,海富通上证周期行业50ETF,指数型-股票,清盘,2010-09-19,2023-08-11,2023-08-11,2010-09-19,tushare_fund_basic,510110.SH,2011-11-30
510120,510120,510120,海富通上证非周期行业100ETF,指数型-股票,清盘,2011-04-22,2023-08-11,2023-08-11,2011-04-22,tushare_fund_basic,510120.SH,2011-11-30
510130,510130,510130,易方达上证中盘ETF,指数型-股票,存续,2010-03-29,,,2010-03-29,tushare_fund_basic,510130.SH,2011-11-30
510150,510150,510150,招商上证消费80ETF,指数型-股票,存续,2010-12-08,,,2010-12-08,tushare_fund_basic,510150.SH,2011-11-30
510160,510160,510160,南方中证南方小康产业ETF,指数型-股票,存续,2010-08-27,,,2010-08-27,tushare_fund_basic,510160.SH,2011-11-30
510170,510170,510170,国联安上证大宗商品股票ETF,指数型-股票,存续,2010-11-26,,,2010-11-26,tushare_fund_basic,510170.SH,2011-11-30
510180,510180,510180,华安上证180ETF,指数型-股票,存续,2006-04-13,,,2006-04-13,tushare_fund_basic,510180.SH,2011-11-30
510190,510190,510190,华安上证50ETF,指数型-股票,存续,2010-11-18,,,2010-11-18,tushare_fund_basic,510190.SH,2011-11-30
510210,510210,510210,富国上证综指ETF,指数型-股票,存续,2011-01-30,,,2011-01-30,tushare_fund_basic,510210.SH,2011-11-30
510220,510220,510220,华泰柏瑞上证中小盘ETF,指数型-股票,清盘,2011-01-26,2022-12-27,2022-12-27,2011-01-26,tushare_fund_basic,510220.SH,2011-11-30
510230,510230,510230,国泰上证180金融ETF,指数型-股票,存续,2011-03-31,,,2011-03-31,tushare_fund_basic,510230.SH,2011-11-30
510260,510260,510260,诺安上证新兴产业ETF,指数型-股票,清盘,2011-04-07,2020-01-15,2020-01-15,2011-04-07,tushare_fund_basic,510260.SH,2011-11-30
510270,510270,510270,中银上证国有企业100ETF,指数型-股票,存续,2011-06-16,,,2011-06-16,tushare_fund_basic,510270.SH,2011-11-30
510280,510280,510280,华宝上证180成长ETF,指数型-股票,清盘,2011-08-04,2019-09-30,2019-09-30,2011-08-04,tushare_fund_basic,510280.SH,2011-11-30
510290,510290,510290,南方上证380ETF,指数型-股票,存续,2011-09-16,,,2011-09-16,tushare_fund_basic,510290.SH,2011-11-30
510880,510880,510880,华泰柏瑞上证红利ETF,指数型-股票,存续,2006-11-17,,,2006-11-17,tushare_fund_basic,510880.SH,2011-11-30
519027,519027,519027,海富通上证周期行业50ETF联接,指数型-股票,清盘,2010-09-28,2023-06-29,2023-06-29,2010-09-28,tushare_fund_basic,519027.OF,2011-11-30
519032,519032,519032,海富通上证非周期行业100ETF联接,指数型-股票,清盘,2011-04-27,2023-06-20,2023-06-20,2011-04-27,tushare_fund_basic,519032.OF,2011-11-30
5900071,5900071,5900071,中邮上证380指数增强,股票型,清盘,2011-11-22,2019-12-24,2019-12-24,2011-11-22,tushare_fund_basic,5900071.OF,2011-11-30
