code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
1210071,1210071,1210071,国投瑞银瑞福分级封闭-瑞福优先,股票型,清盘,2007-07-17,2012-07-16,2012-07-16,2007-07-17,tushare_fund_basic,1210071.OF,2010-01-31
1210991,1210991,1210991,国投瑞银瑞福分级封闭,股票型,清盘,2007-07-17,2012-07-16,2012-07-16,2007-07-17,tushare_fund_basic,1210991.OF,2010-01-31
1500011,1500011,1500011,国投瑞银瑞福分级封闭-瑞福进取,股票型,清盘,2007-07-17,2012-07-17,2012-07-17,2007-07-17,tushare_fund_basic,1500011.SZ,2010-01-31
150002,150002,150002,大成优选封闭,股票型,清盘,2007-08-01,2012-07-27,2012-07-27,2007-08-01,tushare_fund_basic,150002.SZ,2010-01-31
150003,150003,150003,建信优势动力股票,股票型,清盘,2008-03-19,2013-03-18,2013-03-18,2008-03-19,tushare_fund_basic,150003.SZ,2010-01-31
150006,150006,150006,长盛同庆可分离交易股票-A,股票型,清盘,2009-05-12,2012-05-14,2012-05-14,2009-05-12,tushare_fund_basic,150006.SZ,2010-01-31
150007,150007,150007,长盛同庆可分离交易股票-B,股票型,清盘,2009-05-12,2012-05-14,2012-05-14,2009-05-12,tushare_fund_basic,150007.SZ,2010-01-31
150008,150008,150008,国投瑞银瑞和沪深300指数分级-小康,指数型-股票,清盘,2009-10-14,2020-09-03,2020-09-03,2009-10-14,tushare_fund_basic,150008.SZ,2010-01-31
150009,150009,150009,国投瑞银瑞和沪深300指数分级-远见,指数型-股票,清盘,2009-10-14,2020-09-03,2020-09-03,2009-10-14,tushare_fund_basic,150009.SZ,2010-01-31
159901,159901,159901,易方达深证100ETF,指数型-股票,存续,2006-03-24,,,2006-03-24,tushare_fund_basic,159901.SZ,2010-01-31
159902,159902,159902,华夏中小企业100ETF,指数型-股票,存续,2006-06-08,,,2006-06-08,tushare_fund_basic,159902.SZ,2010-01-31
159903,159903,159903,南方深证成份ETF,指数型-股票,存续,2009-12-04,,,2009-12-04,tushare_fund_basic,159903.SZ,2010-01-31
160119,160119,160119,南方中证500ETF联接(LOF)-A,指数型-股票,存续,2009-09-25,,,2009-09-25,tushare_fund_basic,160119.SZ,2010-01-31
160615,160615,160615,鹏华沪深300ETF联接(LOF)-A,指数型-股票,存续,2009-04-03,,,2009-04-03,tushare_fund_basic,160615.SZ,2010-01-31
160706,160706,160706,嘉实沪深300ETF联接(LOF)-A,指数型-股票,存续,2005-08-29,,,2005-08-29,tushare_fund_basic,160706.SZ,2010-01-31
160716,160716,160716,嘉实中证锐联基本面50指数(LOF)-A,指数型-股票,存续,2009-12-30,,,2009-12-30,tushare_fund_basic,160716.SZ,2010-01-31
1608061,1608061,1608061,长盛同庆可分离交易股票,股票型,清盘,2009-05-12,2012-05-11,2012-05-11,2009-05-12,tushare_fund_basic,1608061.OF,2010-01-31
161207,161207,161207,国投瑞银瑞和沪深300指数分级,指数型-股票,清盘,2009-10-14,2020-08-27,2020-08-27,2009-10-14,tushare_fund_basic,161207.OF,2010-01-31
161607,161607,161607,融通巨潮100指数(LOF)-A/B,指数型-股票,存续,2005-05-12,,,2005-05-12,tushare_fund_basic,161607.SZ,2010-01-31
1618111,1618111,1618111,银华沪深300指数(LOF),股票型,清盘,2009-10-14,2014-01-07,2014-01-07,2009-10-14,tushare_fund_basic,1618111.SZ,2010-01-31
162211,162211,162211,宏利品质生活灵活配置混合,混合型-灵活,清盘,2009-04-09,2024-08-08,2024-08-08,2009-04-09,tushare_fund_basic,162211.OF,2010-01-31
162307,162307,162307,海富通中证A100指数(LOF)-A,指数型-股票,存续,2009-10-30,,,2009-10-30,tushare_fund_basic,162307.SZ,2010-01-31
162711,162711,162711,广发中证500ETF联接(LOF)-A,指数型-股票,存续,2009-11-26,,,2009-11-26,tushare_fund_basic,162711.SZ,2010-01-31
163402,163402,163402,兴全趋势投资混合(LOF),混合型-灵活,存续,2005-11-03,,,2005-11-03,tushare_fund_basic,163402.SZ,2010-01-31
165309,165309,165309,建信沪深300指数(LOF),指数型-股票,存续,2009-11-05,,,2009-11-05,tushare_fund_basic,165309.SZ,2010-01-31
183001,183001,183001,银华全球核心优选(QDII-FOF),股票型,清盘,2008-05-26,2022-11-03,2022-11-03,2008-05-26,tushare_fund_basic,183001.OF,2010-01-31
184688,184688,184688,南方开元封闭,股票型,清盘,1998-03-27,2013-02-08,2013-02-08,1998-03-27,tushare_fund_basic,184688.SZ,2010-01-31
184689,184689,184689,鹏华普惠封闭,股票型,清盘,1999-01-06,2013-12-23,2013-12-23,1999-01-06,tushare_fund_basic,184689.SZ,2010-01-31
184690,184690,184690,长盛同益,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,184690.SZ,2010-01-31
184691,184691,184691,大成景宏封闭,股票型,清盘,1999-05-04,2014-04-10,2014-04-10,1999-05-04,tushare_fund_basic,184691.SZ,2010-01-31
184692,184692,184692,博时裕隆封闭,股票型,清盘,1999-06-15,2014-06-03,2014-06-03,1999-06-15,tushare_fund_basic,184692.SZ,2010-01-31
184693,184693,184693,鹏华普丰封闭,指数型-海外股票,清盘,1999-07-14,2014-06-10,2014-06-10,1999-07-14,tushare_fund_basic,184693.SZ,2010-01-31
184698,184698,184698,南方天元封闭,股票型,清盘,1999-08-25,2014-07-03,2014-07-03,1999-08-25,tushare_fund_basic,184698.SZ,2010-01-31
184699,184699,184699,长盛同盛,股票型,清盘,1999-11-05,2014-11-05,2014-11-05,1999-11-05,tushare_fund_basic,184699.SZ,2010-01-31
184701,184701,184701,大成景福封闭,指数型-股票,清盘,1999-12-30,2014-12-26,2014-12-26,1999-12-30,tushare_fund_basic,184701.SZ,2010-01-31
184705,184705,184705,博时裕泽封闭,股票型,清盘,2000-03-27,2011-04-22,2011-04-22,2000-03-27,tushare_fund_basic,184705.SZ,2010-01-31
184721,184721,184721,嘉实丰和价值,股票型,清盘,2002-03-22,2017-03-20,2017-03-20,2002-03-22,tushare_fund_basic,184721.SZ,2010-01-31
184722,184722,184722,长城久嘉,股票型,清盘,2002-07-05,2017-07-05,2017-07-05,2002-07-05,tushare_fund_basic,184722.SZ,2010-01-31
184728,184728,184728,宝盈鸿阳封闭,股票型,清盘,2001-12-10,2017-01-04,2017-01-04,2001-12-10,tushare_fund_basic,184728.SZ,2010-01-31
500001,500001,500001,国泰金泰封闭,股票型,清盘,1998-03-27,2012-12-24,2012-12-24,1998-03-27,tushare_fund_basic,500001.SH,2010-01-31
500002,500002,500002,嘉实泰和,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,500002.SH,2010-01-31
500003,500003,500003,华安安信封闭,股票型,清盘,1998-06-22,2013-05-23,2013-05-23,1998-06-22,tushare_fund_basic,500003.SH,2010-01-31
500005,500005,500005,富国汉盛封闭,股票型,清盘,1999-05-10,2014-04-30,2014-04-30,1999-05-10,tushare_fund_basic,500005.SH,2010-01-31
500006,500006,500006,博时裕阳封闭,股票型,清盘,1998-07-25,2013-07-15,2013-07-15,1998-07-25,tushare_fund_basic,500006.SH,2010-01-31
500008,500008,500008,华夏兴华封闭,股票型,清盘,1998-04-28,2013-04-12,2013-04-12,1998-04-28,tushare_fund_basic,500008.SH,2010-01-31
500009,500009,500009,华安安顺封闭,股票型,清盘,1999-06-15,2014-05-12,2014-05-12,1999-06-15,tushare_fund_basic,500009.SH,2010-01-31
500011,500011,500011,国泰金鑫封闭,股票型,清盘,1999-10-21,2014-09-15,2014-09-15,1999-10-21,tushare_fund_basic,500011.SH,2010-01-31
500015,500015,500015,富国汉兴封闭,股票型,清盘,1999-12-30,2014-12-12,2014-12-12,1999-12-30,tushare_fund_basic,500015.SH,2010-01-31
500018,500018,500018,华夏兴和封闭,指数型-股票,清盘,1999-07-14,2014-05-30,2014-05-30,1999-07-14,tushare_fund_basic,500018.SH,2010-01-31
500038,500038,500038,融通通乾封闭,股票型,清盘,2001-08-29,2016-08-12,2016-08-12,2001-08-29,tushare_fund_basic,500038.SH,2010-01-31
500056,500056,500056,易方达科瑞封闭,股票型,清盘,2002-03-12,2017-01-03,2017-01-03,2002-03-12,tushare_fund_basic,500056.SH,2010-01-31
510010,510010,510010,交银上证180公司治理ETF,指数型-股票,存续,2009-09-25,,,2009-09-25,tushare_fund_basic,510010.SH,2010-01-31
510020,510020,510020,博时上证超级大盘ETF,指数型-股票,存续,2009-12-29,,,2009-12-29,tushare_fund_basic,510020.SH,2010-01-31
510050,510050,510050,华夏上证50ETF,指数型-股票,存续,2004-12-30,,,2004-12-30,tushare_fund_basic,510050.SH,2010-01-31
