code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
000049,000049,000049,中银标普全球精选自然资源等权重指数(QDII)-A,指数型-海外股票,清盘,2013-03-19,2023-01-17,2023-01-17,2013-03-19,tushare_fund_basic,000049.OF,2018-07-31
000062,000062,000062,银华量化智慧动力灵活配置混合,混合型-灵活,清盘,2016-04-25,2018-09-27,2018-09-27,2016-04-25,tushare_fund_basic,000062.OF,2018-07-31
000417,000417,000417,国联安新精选灵活配置混合-A,混合型-灵活,清盘,2014-03-04,2026-08-10,2026-08-10,2014-03-04,tushare_fund_basic,000417.OF,2018-07-31
000664,000664,000664,国联安通盈灵活配置混合-A,混合型-灵活,清盘,2014-06-13,2026-04-13,2026-04-13,2014-06-13,tushare_fund_basic,000664.OF,2018-07-31
000708,000708,000708,华安安享灵活配置混合-A,混合型-灵活,清盘,2015-01-23,2022-09-01,2022-09-01,2015-01-23,tushare_fund_basic,000708.OF,2018-07-31
000885,000885,000885,广发标普全球农业指数(QDII)-USD-现汇,指数型-海外股票,清盘,2015-01-16,2019-11-08,2019-11-08,2015-01-16,tushare_fund_basic,000885.OF,2018-07-31
000953,000953,000953,国泰睿吉灵活配置混合-A,混合型-灵活,清盘,2015-04-22,2023-11-29,2023-11-29,2015-04-22,tushare_fund_basic,000953.OF,2018-07-31
000972,000972,000972,新华万银多元策略灵活配置混合,混合型-灵活,清盘,2015-04-10,2023-07-18,2023-07-18,2015-04-10,tushare_fund_basic,000972.OF,2018-07-31
001014,001014,001014,中融融安灵活配置混合,混合型-灵活,清盘,2017-02-17,2021-08-17,2021-08-17,2017-02-17,tushare_fund_basic,001014.OF,2018-07-31
001119,001119,001119,国投瑞银新回报灵活配置混合,混合型-灵活,清盘,2015-03-20,2019-09-19,2019-09-19,2015-03-20,tushare_fund_basic,001119.OF,2018-07-31
001141,001141,001141,泰达宏利创盈灵活配置混合-A,混合型-灵活,清盘,2015-03-30,2022-12-08,2022-12-08,2015-03-30,tushare_fund_basic,001141.OF,2018-07-31
001142,001142,001142,泰达宏利创盈灵活配置混合-B,混合型-灵活,清盘,2015-03-30,2022-12-08,2022-12-08,2015-03-30,tushare_fund_basic,001142.OF,2018-07-31
001159,001159,001159,大成景秀灵活配置混合-A,混合型-灵活,清盘,2015-03-27,2019-04-17,2019-04-17,2015-03-27,tushare_fund_basic,001159.OF,2018-07-31
