code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
184712,184712,184712,易方达科汇封闭,股票型,清盘,2001-04-20,2008-10-09,2008-10-09,2001-04-20,tushare_fund_basic,184712.SZ,2008-04-30
184713,184713,184713,易方达科翔封闭,股票型,清盘,2001-04-20,2008-11-13,2008-11-13,2001-04-20,tushare_fund_basic,184713.SZ,2008-04-30
184721,184721,184721,嘉实丰和价值,股票型,清盘,2002-03-22,2017-03-20,2017-03-20,2002-03-22,tushare_fund_basic,184721.SZ,2008-04-30
184722,184722,184722,长城久嘉,股票型,清盘,2002-07-05,2017-07-05,2017-07-05,2002-07-05,tushare_fund_basic,184722.SZ,2008-04-30
184728,184728,184728,宝盈鸿阳封闭,股票型,清盘,2001-12-10,2017-01-04,2017-01-04,2001-12-10,tushare_fund_basic,184728.SZ,2008-04-30
500001,500001,500001,国泰金泰封闭,股票型,清盘,1998-03-27,2012-12-24,2012-12-24,1998-03-27,tushare_fund_basic,500001.SH,2008-04-30
500002,500002,500002,嘉实泰和,股票型,清盘,1999-04-08,2014-04-04,2014-04-04,1999-04-08,tushare_fund_basic,500002.SH,2008-04-30
500003,500003,500003,华安安信封闭,股票型,清盘,1998-06-22,2013-05-23,2013-05-23,1998-06-22,tushare_fund_basic,500003.SH,2008-04-30
500005,500005,500005,富国汉盛封闭,股票型,清盘,1999-05-10,2014-04-30,2014-04-30,1999-05-10,tushare_fund_basic,500005.SH,2008-04-30
500006,500006,500006,博时裕阳封闭,股票型,清盘,1998-07-25,2013-07-15,2013-07-15,1998-07-25,tushare_fund_basic,500006.SH,2008-04-30
500008,500008,500008,华夏兴华封闭,股票型,清盘,1998-04-28,2013-04-12,2013-04-12,1998-04-28,tushare_fund_basic,500008.SH,2008-04-30
500009,500009,500009,华安安顺封闭,股票型,清盘,1999-06-15,2014-05-12,2014-05-12,1999-06-15,tushare_fund_basic,500009.SH,2008-04-30
500011,500011,500011,国泰金鑫封闭,股票型,清盘,1999-10-21,2014-09-15,2014-09-15,1999-10-21,tushare_fund_basic,500011.SH,2008-04-30
500015,500015,500015,富国汉兴封闭,股票型,清盘,1999-12-30,2014-12-12,2014-12-12,1999-12-30,tushare_fund_basic,500015.SH,2008-04-30
500018,500018,500018,华夏兴和封闭,指数型-股票,清盘,1999-07-14,2014-05-30,2014-05-30,1999-07-14,tushare_fund_basic,500018.SH,2008-04-30
500025,500025,500025,富国汉鼎封闭,股票型,清盘,2000-06-30,2008-11-20,2008-11-20,2000-06-30,tushare_fund_basic,500025.SH,2008-04-30
500038,500038,500038,融通通乾封闭,股票型,清盘,2001-08-29,2016-08-12,2016-08-12,2001-08-29,tushare_fund_basic,500038.SH,2008-04-30
500056,500056,500056,易方达科瑞封闭,股票型,清盘,2002-03-12,2017-01-03,2017-01-03,2002-03-12,tushare_fund_basic,500056.SH,2008-04-30
510050,510050,510050,华夏上证50ETF,指数型-股票,存续,2004-12-30,,,2004-12-30,tushare_fund_basic,510050.SH,2008-04-30
510180,510180,510180,华安上证180ETF,指数型-股票,存续,2006-04-13,,,2006-04-13,tushare_fund_basic,510180.SH,2008-04-30
510880,510880,510880,华泰柏瑞上证红利ETF,指数型-股票,存续,2006-11-17,,,2006-11-17,tushare_fund_basic,510880.SH,2008-04-30
