code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
000049,000049,000049,中银标普全球精选自然资源等权重指数(QDII)-A,指数型-海外股票,清盘,2013-03-19,2023-01-17,2023-01-17,2013-03-19,tushare_fund_basic,000049.OF,2022-01-31
000417,000417,000417,国联安新精选灵活配置混合-A,混合型-灵活,清盘,2014-03-04,2026-08-10,2026-08-10,2014-03-04,tushare_fund_basic,000417.OF,2022-01-31
000664,000664,000664,国联安通盈灵活配置混合-A,混合型-灵活,清盘,2014-06-13,2026-04-13,2026-04-13,2014-06-13,tushare_fund_basic,000664.OF,2022-01-31
000708,000708,000708,华安安享灵活配置混合-A,混合型-灵活,清盘,2015-01-23,2022-09-01,2022-09-01,2015-01-23,tushare_fund_basic,000708.OF,2022-01-31
000953,000953,000953,国泰睿吉灵活配置混合-A,混合型-灵活,清盘,2015-04-22,2023-11-29,2023-11-29,2015-04-22,tushare_fund_basic,000953.OF,2022-01-31
000972,000972,000972,新华万银多元策略灵活配置混合,混合型-灵活,清盘,2015-04-10,2023-07-18,2023-07-18,2015-04-10,tushare_fund_basic,000972.OF,2022-01-31
001141,001141,001141,泰达宏利创盈灵活配置混合-A,混合型-灵活,清盘,2015-03-30,2022-12-08,2022-12-08,2015-03-30,tushare_fund_basic,001141.OF,2022-01-31
001142,001142,001142,泰达宏利创盈灵活配置混合-B,混合型-灵活,清盘,2015-03-30,2022-12-08,2022-12-08,2015-03-30,tushare_fund_basic,001142.OF,2022-01-31
001185,001185,001185,安信动态策略灵活配置混合-A,混合型-灵活,清盘,2015-04-15,2023-04-12,2023-04-12,2015-04-15,tushare_fund_basic,001185.OF,2022-01-31
001196,001196,001196,东方鼎新灵活配置混合-A,混合型-灵活,清盘,2015-04-21,2024-12-19,2024-12-19,2015-04-21,tushare_fund_basic,001196.OF,2022-01-31
001201,001201,001201,申万菱信安鑫回报灵活配置混合-A,混合型-灵活,清盘,2015-04-28,2023-07-26,2023-07-26,2015-04-28,tushare_fund_basic,001201.OF,2022-01-31
001228,001228,001228,国联安鑫享灵活配置混合-A,混合型-灵活,清盘,2015-04-28,2026-08-03,2026-08-03,2015-04-28,tushare_fund_basic,001228.OF,2022-01-31
001273,001273,001273,民生加银新动力灵活配置混合-A,混合型-灵活,清盘,2016-06-23,2022-07-20,2022-07-20,2016-06-23,tushare_fund_basic,001273.OF,2022-01-31
001274,001274,001274,民生加银新动力灵活配置混合-D,混合型-灵活,清盘,2016-06-23,2022-07-20,2022-07-20,2016-06-23,tushare_fund_basic,001274.OF,2022-01-31
001283,001283,001283,红塔红土盛金新动力灵活配置混合-A,混合型-灵活,清盘,2015-06-19,2024-02-05,2024-02-05,2015-06-19,tushare_fund_basic,001283.OF,2022-01-31
001311,001311,001311,华安新回报灵活配置混合-A,混合型-灵活,清盘,2015-05-19,2026-04-28,2026-04-28,2015-05-19,tushare_fund_basic,001311.OF,2022-01-31
001359,001359,001359,国联安添鑫灵活配置混合-A,混合型-灵活,清盘,2015-06-02,2026-06-02,2026-06-02,2015-06-02,tushare_fund_basic,001359.OF,2022-01-31
001419,001419,001419,泰达宏利新思路灵活配置混合-A,混合型-灵活,清盘,2015-06-16,2023-03-15,2023-03-15,2015-06-16,tushare_fund_basic,001419.OF,2022-01-31
001424,001424,001424,博时新起点灵活配置混合-A,混合型-灵活,清盘,2015-06-24,2024-08-25,2024-08-25,2015-06-24,tushare_fund_basic,001424.OF,2022-01-31
001464,001464,001464,光大保德信鼎鑫灵活配置混合-A,混合型-灵活,清盘,2015-06-11,2024-06-26,2024-06-26,2015-06-11,tushare_fund_basic,001464.OF,2022-01-31
001498,001498,001498,建信鑫荣回报灵活配置混合-A,混合型-灵活,清盘,2016-12-23,2024-02-05,2024-02-05,2016-12-23,tushare_fund_basic,001498.OF,2022-01-31
001499,001499,001499,国投瑞银新增长灵活配置混合-A,混合型-灵活,清盘,2015-06-19,2026-01-19,2026-01-19,2015-06-19,tushare_fund_basic,001499.OF,2022-01-31
001520,001520,001520,国投瑞银研究精选股票,股票型,清盘,2017-12-01,2024-06-21,2024-06-21,2017-12-01,tushare_fund_basic,001520.OF,2022-01-31
001524,001524,001524,华泰柏瑞精选回报灵活配置混合,混合型-灵活,清盘,2016-09-02,2023-11-30,2023-11-30,2016-09-02,tushare_fund_basic,001524.OF,2022-01-31
001626,001626,001626,国泰央企改革股票-A,股票型,清盘,2015-09-01,2026-06-17,2026-06-17,2015-09-01,tushare_fund_basic,001626.OF,2022-01-31
001659,001659,001659,富安达新动力灵活配置混合,混合型-灵活,清盘,2016-12-07,2025-12-10,2025-12-10,2016-12-07,tushare_fund_basic,001659.OF,2022-01-31
001686,001686,001686,安信新动力灵活配置混合-A,混合型-灵活,清盘,2015-11-24,2022-09-15,2022-09-15,2015-11-24,tushare_fund_basic,001686.OF,2022-01-31
001708,001708,001708,东兴改革精选灵活配置混合-A,混合型-灵活,清盘,2015-09-08,2026-08-04,2026-08-04,2015-09-08,tushare_fund_basic,001708.OF,2022-01-31
001730,001730,001730,兴银大健康灵活配置混合,混合型-灵活,清盘,2015-08-27,2023-08-28,2023-08-28,2015-08-27,tushare_fund_basic,001730.OF,2022-01-31
001733,001733,001733,泰达宏利量化增强股票,股票型,清盘,2016-08-30,2022-10-20,2022-10-20,2016-08-30,tushare_fund_basic,001733.OF,2022-01-31
001739,001739,001739,中融融安二号灵活配置混合,混合型-灵活,清盘,2018-09-29,2023-06-27,2023-06-27,2018-09-29,tushare_fund_basic,001739.OF,2022-01-31
001781,001781,001781,建信现代服务业股票,股票型,清盘,2016-02-23,2025-12-10,2025-12-10,2016-02-23,tushare_fund_basic,001781.OF,2022-01-31
001795,001795,001795,上投摩根文体休闲灵活配置混合,混合型-灵活,清盘,2015-12-23,2022-12-22,2022-12-22,2015-12-23,tushare_fund_basic,001795.OF,2022-01-31
001824,001824,001824,博时沪港深成长企业混合,混合型-灵活,清盘,2016-11-02,2022-05-17,2022-05-17,2016-11-02,tushare_fund_basic,001824.OF,2022-01-31
001839,001839,001839,九泰久兴灵活配置混合,混合型-灵活,清盘,2017-01-20,2022-04-14,2022-04-14,2017-01-20,tushare_fund_basic,001839.OF,2022-01-31
001866,001866,001866,北信瑞丰新成长灵活配置混合,混合型-灵活,清盘,2015-11-11,2023-03-08,2023-03-08,2015-11-11,tushare_fund_basic,001866.OF,2022-01-31
001939,001939,001939,光大保德信睿鑫灵活配置混合-A,混合型-灵活,清盘,2015-11-17,2023-06-26,2023-06-26,2015-11-17,tushare_fund_basic,001939.OF,2022-01-31
001967,001967,001967,华宝转型升级灵活配置混合,混合型-灵活,清盘,2015-12-15,2023-07-13,2023-07-13,2015-12-15,tushare_fund_basic,001967.OF,2022-01-31
002023,002023,002023,红塔红土稳健回报灵活配置混合-A,混合型-灵活,清盘,2017-03-24,2022-11-22,2022-11-22,2017-03-24,tushare_fund_basic,002023.OF,2022-01-31
002111,002111,002111,华宝新起点灵活配置混合,混合型-灵活,清盘,2016-12-19,2023-08-31,2023-08-31,2016-12-19,tushare_fund_basic,002111.OF,2022-01-31
002155,002155,002155,国金鑫瑞灵活配置混合-A,混合型-灵活,清盘,2017-09-13,2024-05-21,2024-05-21,2017-09-13,tushare_fund_basic,002155.OF,2022-01-31
002220,002220,002220,南方瑞利灵活配置混合,混合型-灵活,清盘,2017-12-30,2023-03-15,2023-03-15,2017-12-30,tushare_fund_basic,002220.OF,2022-01-31
002231,002231,002231,华夏新趋势灵活配置混合-A,混合型-灵活,清盘,2015-12-10,2024-12-05,2024-12-05,2015-12-10,tushare_fund_basic,002231.OF,2022-01-31
002261,002261,002261,中银宝利灵活配置混合-A,混合型-灵活,清盘,2016-02-04,2023-11-22,2023-11-22,2016-02-04,tushare_fund_basic,002261.OF,2022-01-31
002314,002314,002314,泰达宏利新思路灵活配置混合-B,混合型-灵活,清盘,2016-01-25,2023-03-15,2023-03-15,2016-01-25,tushare_fund_basic,002314.OF,2022-01-31
002330,002330,002330,兴业聚宝灵活配置混合,混合型-灵活,清盘,2016-02-03,2022-11-18,2022-11-18,2016-02-03,tushare_fund_basic,002330.OF,2022-01-31
002384,002384,002384,九泰鸿祥服务升级灵活配置混合,混合型-灵活,清盘,2017-08-16,2022-05-31,2022-05-31,2017-08-16,tushare_fund_basic,002384.OF,2022-01-31
002398,002398,002398,华安安禧灵活配置混合-A,混合型-灵活,清盘,2018-10-23,2023-01-17,2023-01-17,2018-10-23,tushare_fund_basic,002398.OF,2022-01-31
002409,002409,002409,华夏新活力灵活配置混合-A,混合型-灵活,清盘,2016-02-23,2024-12-05,2024-12-05,2016-02-23,tushare_fund_basic,002409.OF,2022-01-31
002413,002413,002413,中银瑞利灵活配置混合-A,混合型-灵活,清盘,2016-02-04,2023-07-07,2023-07-07,2016-02-04,tushare_fund_basic,002413.OF,2022-01-31
002430,002430,002430,中银丰利灵活配置混合-A,混合型-灵活,清盘,2016-08-11,2023-07-19,2023-07-19,2016-08-11,tushare_fund_basic,002430.OF,2022-01-31
002434,002434,002434,中银宏利灵活配置混合-A,混合型-灵活,清盘,2016-08-01,2023-12-13,2023-12-13,2016-08-01,tushare_fund_basic,002434.OF,2022-01-31
002453,002453,002453,九泰久稳灵活配置混合-A,混合型-灵活,清盘,2018-05-03,2023-01-09,2023-01-09,2018-05-03,tushare_fund_basic,002453.OF,2022-01-31
002502,002502,002502,中银腾利灵活配置混合-A,混合型-灵活,清盘,2016-06-21,2023-09-18,2023-09-18,2016-06-21,tushare_fund_basic,002502.OF,2022-01-31
002558,002558,002558,博时鑫瑞灵活配置混合-A,混合型-灵活,清盘,2016-10-13,2023-07-24,2023-07-24,2016-10-13,tushare_fund_basic,002558.OF,2022-01-31
002616,002616,002616,中银益利灵活配置混合-A,混合型-灵活,清盘,2016-04-25,2023-04-04,2023-04-04,2016-04-25,tushare_fund_basic,002616.OF,2022-01-31
002618,002618,002618,中银裕利灵活配置混合-A,混合型-灵活,清盘,2016-04-26,2023-07-06,2023-07-06,2016-04-26,tushare_fund_basic,002618.OF,2022-01-31
002634,002634,002634,华宝未来主导产业灵活配置混合-A,混合型-灵活,清盘,2016-11-04,2024-01-31,2024-01-31,2016-11-04,tushare_fund_basic,002634.OF,2022-01-31
002717,002717,002717,红塔红土盛隆灵活配置混合-A,混合型-灵活,清盘,2018-06-12,2026-06-01,2026-06-01,2018-06-12,tushare_fund_basic,002717.OF,2022-01-31
002730,002730,002730,华富华鑫灵活配置混合-A,混合型-灵活,清盘,2016-11-11,2022-04-15,2022-04-15,2016-11-11,tushare_fund_basic,002730.OF,2022-01-31
002732,002732,002732,长盛沪港深优势精选灵活配置混合,混合型-灵活,清盘,2016-07-05,2023-03-17,2023-03-17,2016-07-05,tushare_fund_basic,002732.OF,2022-01-31
002773,002773,002773,光大保德信铭鑫灵活配置混合-A,混合型-灵活,清盘,2016-10-17,2023-02-01,2023-02-01,2016-10-17,tushare_fund_basic,002773.OF,2022-01-31
002789,002789,002789,长盛同享灵活配置混合-A,混合型-灵活,清盘,2018-07-05,2022-10-17,2022-10-17,2018-07-05,tushare_fund_basic,002789.OF,2022-01-31
003117,003117,003117,光大保德信吉鑫灵活配置混合-A,混合型-灵活,清盘,2016-08-19,2023-12-05,2023-12-05,2016-08-19,tushare_fund_basic,003117.OF,2022-01-31
003186,003186,003186,鹏华兴安定开灵活配置混合,混合型-灵活,清盘,2016-09-27,2024-03-06,2024-03-06,2016-09-27,tushare_fund_basic,003186.OF,2022-01-31
003232,003232,003232,创金合信金融地产精选股票-A,股票型,清盘,2018-10-11,2023-05-23,2023-05-23,2018-10-11,tushare_fund_basic,003232.OF,2022-01-31
003279,003279,003279,融通沪港深智慧生活灵活配置混合,混合型-灵活,清盘,2016-11-08,2023-03-30,2023-03-30,2016-11-08,tushare_fund_basic,003279.OF,2022-01-31
003300,003300,003300,华夏圆和灵活配置混合-A,混合型-灵活,清盘,2016-12-29,2024-12-04,2024-12-04,2016-12-29,tushare_fund_basic,003300.OF,2022-01-31
