code,share_code,canonical_fund_id,name,fund_type,status,inception_date,end_date,end_known_at,known_at,source,source_ts_code,as_of
000049,000049,000049,中银标普全球精选自然资源等权重指数(QDII)-A,指数型-海外股票,清盘,2013-03-19,2023-01-17,2023-01-17,2013-03-19,tushare_fund_basic,000049.OF,2014-12-31
000060,000060,000060,国联安中证股债动态策略指数,股票型,清盘,2013-06-26,2017-03-28,2017-03-28,2013-06-26,tushare_fund_basic,000060.OF,2014-12-31
000178,000178,000178,博时灵活配置混合-A,混合型-灵活,清盘,2013-11-08,2018-01-22,2018-01-22,2013-11-08,tushare_fund_basic,000178.OF,2014-12-31
000193,000193,000193,国泰美国房地产开发股票(QDII),股票型,清盘,2013-08-07,2017-12-19,2017-12-19,2013-08-07,tushare_fund_basic,000193.OF,2014-12-31
000278,000278,000278,融通通泽灵活配置混合,混合型-灵活,清盘,2013-08-30,2017-11-17,2017-11-17,2013-08-30,tushare_fund_basic,000278.OF,2014-12-31
000391,000391,000391,招商标普高收益红利贵族指数增强(QDII)-CNY,指数型-海外股票,清盘,2013-12-11,2016-08-01,2016-08-01,2013-12-11,tushare_fund_basic,000391.OF,2014-12-31
000392,000392,000392,招商标普高收益红利贵族指数增强(QDII)-USD,指数型-海外股票,清盘,2013-12-11,2016-08-01,2016-08-01,2013-12-11,tushare_fund_basic,000392.OF,2014-12-31
000393,000393,000393,招商标普高收益红利贵族指数增强(QDII)-HKD,指数型-海外股票,清盘,2013-12-11,2016-08-01,2016-08-01,2013-12-11,tushare_fund_basic,000393.OF,2014-12-31
000417,000417,000417,国联安新精选灵活配置混合-A,混合型-灵活,清盘,2014-03-04,2026-08-10,2026-08-10,2014-03-04,tushare_fund_basic,000417.OF,2014-12-31
000664,000664,000664,国联安通盈灵活配置混合-A,混合型-灵活,清盘,2014-06-13,2026-04-13,2026-04-13,2014-06-13,tushare_fund_basic,000664.OF,2014-12-31
000820,000820,000820,华安中证高分红指数增强-A,指数型-股票,清盘,2014-11-14,2015-12-07,2015-12-07,2014-11-14,tushare_fund_basic,000820.OF,2014-12-31
000886,000886,000886,北信瑞丰无限互联主题灵活配置混合,混合型-灵活,清盘,2014-12-24,2017-12-25,2017-12-25,2014-12-24,tushare_fund_basic,000886.OF,2014-12-31
020025,020025,020025,国泰中小板300成长ETF联接,指数型-股票,清盘,2012-03-15,2015-07-29,2015-07-29,2012-03-15,tushare_fund_basic,020025.OF,2014-12-31
121007,121007,121007,国投瑞银瑞福深证100指数分级-优先,指数型-股票,清盘,2012-07-17,2015-08-13,2015-08-13,2012-07-17,tushare_fund_basic,121007.OF,2014-12-31
121099,121099,121099,国投瑞银瑞福深证100指数分级,指数型-股票,清盘,2012-07-17,2015-08-13,2015-08-13,2012-07-17,tushare_fund_basic,121099.OF,2014-12-31
150001,150001,150001,国投瑞银瑞福深证100指数分级-进取,指数型-股票,清盘,2012-07-17,2015-08-14,2015-08-14,2012-07-17,tushare_fund_basic,150001.SZ,2014-12-31
150008,150008,150008,国投瑞银瑞和沪深300指数分级-小康,指数型-股票,清盘,2009-10-14,2020-09-03,2020-09-03,2009-10-14,tushare_fund_basic,150008.SZ,2014-12-31
150009,150009,150009,国投瑞银瑞和沪深300指数分级-远见,指数型-股票,清盘,2009-10-14,2020-09-03,2020-09-03,2009-10-14,tushare_fund_basic,150009.SZ,2014-12-31
150012,150012,150012,国联安双禧中证100指数分级-A,指数型-股票,清盘,2010-04-16,2020-12-02,2020-12-02,2010-04-16,tushare_fund_basic,150012.SZ,2014-12-31
150013,150013,150013,国联安双禧中证100指数分级-B,指数型-股票,清盘,2010-04-16,2020-12-02,2020-12-02,2010-04-16,tushare_fund_basic,150013.SZ,2014-12-31
150018,150018,150018,银华深证100指数分级-稳健,指数型-股票,清盘,2010-05-07,2021-01-04,2021-01-04,2010-05-07,tushare_fund_basic,150018.SZ,2014-12-31
