code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.2388,0.4,0.35,0.25,0.2114,0.389,False,1.0,0.319,0.1316,0.0781,0.939,1.0
000743,0.2388,0.4,0.35,0.25,0.2522,0.408,True,1.0,0.378,0.0264,0.0602,0.817,1.0
202213,0.2388,0.4,0.35,0.25,0.2652,0.379,False,1.0,0.305,-0.0497,-0.0145,0.525,1.0
160220,0.2388,0.4,0.35,0.25,0.2541,0.371,False,0.71,0.189,0.0125,0.0305,0.452,1.0
000573,0.2388,0.4,0.35,0.25,0.244,0.386,False,0.677,0.008,0.0041,0.0079,0.131,1.0
000196,0.2388,0.4,0.35,0.25,0.2462,0.382,True,0.645,0.054,-0.0007,0.0091,0.191,1.0
000423,0.2388,0.4,0.35,0.25,0.2375,0.382,False,0.613,0.71,-0.0035,-0.0481,0.813,1.0
000845,0.2388,0.4,0.35,0.25,0.2284,0.375,True,0.677,0.879,0.0515,0.0573,0.639,1.0
000362,0.2388,0.4,0.35,0.25,0.258,0.396,False,0.774,0.927,-0.0393,-0.0362,0.836,1.0
290012,0.2388,0.4,0.35,0.25,0.2236,0.358,True,0.613,0.873,0.0954,0.0421,1.234,1.0
000259,0.2388,0.4,0.35,0.25,0.2871,0.366,False,0.935,0.902,-0.0751,-0.0305,0.63,1.0
000066,0.2388,0.4,0.35,0.25,0.268,0.381,False,0.968,0.466,-0.095,-0.0288,0.793,1.0
000714,0.2388,0.4,0.35,0.25,0.2573,0.386,False,0.484,0.193,-0.0162,-0.0057,0.415,1.0
000590,0.2388,0.4,0.35,0.25,0.2474,0.381,False,0.484,0.02,-0.0212,-0.0114,0.207,1.0
519130,0.2388,0.4,0.35,0.25,0.2714,0.37,False,0.452,0.071,-0.0115,-0.0036,0.197,1.0
169101,0.2388,0.4,0.35,0.25,0.2556,0.372,False,0.71,1.033,-0.0518,-0.0341,1.238,1.0
519050,0.2388,0.4,0.35,0.25,0.2585,0.381,False,0.419,0.092,-0.0095,0.0026,0.173,1.0
519697,0.2388,0.4,0.35,0.25,0.2732,0.378,False,0.903,1.114,-0.007,-0.0151,0.652,1.0
000689,0.2388,0.4,0.35,0.25,0.2996,0.365,False,0.903,1.286,-0.0862,0.055,0.891,1.0
310328,0.2388,0.4,0.35,0.25,0.2753,0.381,False,1.0,2.638,-0.08,0.0087,0.787,1.0
519013,0.2388,0.4,0.35,0.25,0.2735,0.377,False,0.903,2.537,-0.0549,-0.0003,0.906,1.0
020009,0.2388,0.4,0.35,0.25,0.2615,0.378,False,0.968,2.316,-0.0282,-0.0315,0.863,1.0
000534,0.2388,0.4,0.35,0.25,0.3054,0.36,False,1.0,1.76,-0.0816,0.0125,0.824,1.0
110029,0.2388,0.4,0.35,0.25,0.2772,0.374,False,0.968,2.602,-0.0499,-0.0043,0.734,1.0
519918,0.2388,0.4,0.35,0.25,0.2193,0.401,True,0.968,1.473,0.0049,0.0047,0.788,1.0
519033,0.2388,0.4,0.35,0.25,0.2572,0.378,True,1.0,1.987,-0.0422,-0.0058,1.071,1.0
420005,0.2388,0.4,0.35,0.25,0.2318,0.396,True,1.0,1.77,-0.0348,0.03,0.913,1.0
720001,0.2388,0.4,0.35,0.25,0.2233,0.363,True,0.968,1.636,0.0107,0.0477,1.013,1.0
688888,0.2388,0.4,0.35,0.25,0.2246,0.391,True,1.0,1.508,0.0468,0.0286,0.81,1.0
519181,0.2388,0.4,0.35,0.25,0.2137,0.419,True,0.968,2.018,-0.023,-0.0136,1.071,1.0
240004,0.2388,0.4,0.35,0.25,0.2003,0.4,True,0.871,1.967,0.0833,0.1011,0.896,1.0
240008,0.2388,0.4,0.35,0.25,0.2351,0.39,False,0.871,1.887,-0.0072,0.0573,0.745,1.0
080002,0.2388,0.4,0.35,0.25,0.3037,0.357,False,0.871,1.856,-0.0692,0.0467,0.796,1.0
000652,0.2388,0.4,0.35,0.25,0.2577,0.374,False,0.839,1.617,-0.055,0.0051,0.783,1.0
160215,0.2388,0.4,0.35,0.25,0.2549,0.376,False,0.839,2.038,0.0002,0.0517,0.673,1.0
460007,0.2388,0.4,0.35,0.25,0.2653,0.359,True,0.839,2.487,-0.0093,0.0352,0.817,1.0
450009,0.2388,0.4,0.35,0.25,0.2469,0.385,False,0.839,1.676,-0.0385,-0.0368,0.85,1.0
350002,0.2388,0.4,0.35,0.25,0.2399,0.386,False,0.871,2.164,-0.0343,0.057,0.646,1.0
206002,0.2388,0.4,0.35,0.25,0.262,0.38,False,0.871,2.049,0.0044,0.0135,0.706,1.0
165515,0.2388,0.4,0.35,0.25,0.2602,0.376,False,0.806,1.953,-0.049,-0.02,0.805,1.0
202019,0.2388,0.4,0.35,0.25,0.2602,0.377,False,0.806,2.623,-0.0477,-0.0226,0.924,1.0
580005,0.2388,0.4,0.35,0.25,0.2422,0.387,False,0.806,1.682,-0.0315,0.0284,0.961,1.0
270025,0.2388,0.4,0.35,0.25,0.2437,0.376,False,0.806,1.939,0.0082,0.0174,0.967,1.0
112002,0.2388,0.4,0.35,0.25,0.28,0.376,False,0.806,2.431,-0.0487,-0.0453,0.765,1.0
020001,0.2388,0.4,0.35,0.25,0.2502,0.379,False,0.806,2.35,-0.0329,0.0026,0.714,1.0
240005,0.2388,0.4,0.35,0.25,0.2128,0.392,True,0.774,1.819,0.0472,0.0523,0.641,1.0
165309,0.2388,0.4,0.35,0.25,0.2604,0.376,False,0.774,2.279,-0.0547,-0.0305,0.893,1.0
590007,0.2388,0.4,0.35,0.25,0.237,0.388,True,0.742,2.266,-0.0219,-0.0167,0.789,1.0
110013,0.2388,0.4,0.35,0.25,0.2698,0.37,False,1.0,2.176,-0.0699,-0.0194,0.791,1.0
160615,0.2388,0.4,0.35,0.25,0.2594,0.377,False,0.774,2.331,-0.0583,-0.0367,0.929,1.0
700001,0.2388,0.4,0.35,0.25,0.2266,0.385,True,0.71,1.717,-0.0455,-0.0548,1.154,1.0
