code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000743,0.2587,0.4,0.35,0.25,0.2723,0.989,True,0.903,0.264,-0.022,-0.0465,0.208,1.0
202213,0.2587,0.4,0.35,0.25,0.2797,0.994,True,0.839,0.345,-0.0805,-0.0968,0.55,1.0
000573,0.2587,0.4,0.35,0.25,0.281,0.993,True,0.871,0.155,-0.0757,-0.0772,0.312,1.0
160220,0.2587,0.4,0.35,0.25,0.2824,0.997,True,0.839,0.152,-0.0256,-0.036,0.138,1.0
290012,0.2587,0.4,0.35,0.25,0.2859,0.989,True,0.742,0.643,-0.0604,-0.1253,0.787,1.0
000590,0.2587,0.4,0.35,0.25,0.293,0.986,True,0.742,0.098,-0.0396,-0.0587,0.347,1.0
000196,0.2587,0.4,0.35,0.25,0.2935,0.991,True,0.71,0.183,-0.0728,-0.0748,0.291,1.0
519050,0.2587,0.4,0.35,0.25,0.2727,0.991,True,0.613,0.091,-0.0257,-0.0356,0.235,1.0
000423,0.2587,0.4,0.35,0.25,0.2944,0.998,True,0.645,0.492,-0.009,-0.0311,0.612,1.0
000390,0.2587,0.4,0.35,0.25,0.2729,0.994,True,1.0,0.386,-0.1261,-0.1501,0.713,1.0
000259,0.2587,0.4,0.35,0.25,0.2713,0.986,True,0.774,0.719,-0.1245,-0.1582,0.767,1.0
210007,0.2587,0.4,0.35,0.25,0.2832,0.989,True,0.806,0.963,-0.0246,-0.0166,0.188,1.0
160916,0.2587,0.4,0.35,0.25,0.271,0.992,True,0.71,0.983,-0.0873,-0.1044,0.79,1.0
165521,0.2587,0.4,0.35,0.25,0.3017,0.996,True,0.645,0.959,-0.073,-0.0363,0.695,1.0
000684,0.2587,0.4,0.35,0.25,0.2707,0.993,True,0.484,0.827,-0.0747,-0.0667,1.195,1.0
580009,0.2587,0.4,0.35,0.25,0.2711,0.987,True,0.581,0.936,-0.1089,-0.1643,1.134,1.0
020009,0.2587,0.4,0.35,0.25,0.2732,0.99,True,0.935,1.717,-0.0909,-0.1192,0.75,1.0
519033,0.2587,0.4,0.35,0.25,0.2728,0.988,True,0.774,1.488,-0.0937,-0.1154,0.749,1.0
100056,0.2587,0.4,0.35,0.25,0.2723,0.991,True,0.71,1.263,-0.0978,-0.1314,0.846,1.0
050024,0.2587,0.4,0.35,0.25,0.2827,1.0,True,0.806,1.499,-0.0691,-0.054,0.701,1.0
590007,0.2587,0.4,0.35,0.25,0.2717,0.995,True,0.677,1.61,-0.0991,-0.1281,0.892,1.0
288001,0.2587,0.4,0.35,0.25,0.272,0.987,True,0.871,1.483,-0.123,-0.1149,0.708,1.0
160716,0.2587,0.4,0.35,0.25,0.3147,0.993,True,0.71,1.253,-0.0762,-0.0661,0.518,1.0
720001,0.2587,0.4,0.35,0.25,0.276,0.977,True,0.581,1.06,0.0124,-0.1417,1.25,1.0
310398,0.2587,0.4,0.35,0.25,0.308,0.996,True,0.677,1.282,-0.0659,-0.0535,0.611,1.0
519671,0.2587,0.4,0.35,0.25,0.3085,0.997,True,0.677,1.298,-0.0651,-0.0475,0.648,1.0
165309,0.2587,0.4,0.35,0.25,0.2823,0.988,True,0.613,1.704,-0.1016,-0.1192,0.829,1.0
165515,0.2587,0.4,0.35,0.25,0.2828,0.988,True,0.613,1.458,-0.1106,-0.1327,0.825,1.0
000522,0.2587,0.4,0.35,0.25,0.2585,0.984,True,0.581,1.466,-0.0825,-0.1662,0.986,1.0
481012,0.2587,0.4,0.35,0.25,0.2904,0.99,True,0.613,1.563,-0.1083,-0.1201,1.118,1.0
161211,0.2587,0.4,0.35,0.25,0.3069,0.995,True,0.645,1.363,-0.083,-0.0502,0.704,1.0
160625,0.2587,0.4,0.35,0.25,0.2894,0.99,True,0.613,1.394,-0.097,-0.0468,0.838,1.0
164205,0.2587,0.4,0.35,0.25,0.2788,0.988,True,0.581,1.176,-0.1216,-0.103,1.002,1.0
519013,0.2587,0.4,0.35,0.25,0.2766,0.988,True,0.581,1.87,-0.0925,-0.1281,0.959,1.0
202015,0.2587,0.4,0.35,0.25,0.2828,0.989,True,0.581,1.798,-0.1084,-0.1285,0.913,1.0
206002,0.2587,0.4,0.35,0.25,0.2659,0.99,True,0.581,1.542,-0.0995,-0.1667,0.95,1.0
630011,0.2587,0.4,0.35,0.25,0.2874,0.999,True,0.581,1.455,-0.0506,-0.0724,0.873,1.0
519736,0.2587,0.4,0.35,0.25,0.2772,0.981,True,0.484,1.0,-0.1106,-0.1042,1.014,1.0
519697,0.2587,0.4,0.35,0.25,0.2641,0.986,True,0.581,1.029,-0.1241,-0.1478,0.934,1.0
519120,0.2587,0.4,0.35,0.25,0.2694,0.996,True,0.548,1.538,-0.0292,-0.0713,1.061,1.0
000613,0.2587,0.4,0.35,0.25,0.2826,0.989,True,0.548,1.214,-0.1086,-0.1298,0.921,1.0
110013,0.2587,0.4,0.35,0.25,0.2702,0.99,True,0.613,1.59,-0.1042,-0.178,1.008,1.0
000746,0.2587,0.4,0.35,0.25,0.4321,1.0,True,0.419,0.58,0.0316,0.0223,1.375,1.0
160706,0.2587,0.4,0.35,0.25,0.2828,0.989,True,0.548,2.1,-0.1088,-0.1307,0.945,1.0
100038,0.2587,0.4,0.35,0.25,0.2832,0.991,True,0.548,1.577,-0.0965,-0.1193,0.913,1.0
160615,0.2587,0.4,0.35,0.25,0.2832,0.988,True,0.548,1.778,-0.1102,-0.1339,0.889,1.0
260117,0.2587,0.4,0.35,0.25,0.2846,1.0,True,0.548,1.33,-0.0713,-0.0778,0.801,1.0
519181,0.2587,0.4,0.35,0.25,0.2721,0.981,True,0.613,1.712,-0.0961,-0.1985,1.013,1.0
000339,0.2587,0.4,0.35,0.25,0.2653,0.997,True,0.258,0.955,-0.0813,-0.1113,1.26,1.0
040025,0.2587,0.4,0.35,0.25,0.2738,0.989,True,0.516,1.262,-0.0888,-0.1758,1.051,1.0
164809,0.2587,0.4,0.35,0.25,0.2687,0.991,True,0.871,1.716,-0.1249,-0.1587,0.895,1.0
162711,0.2587,0.4,0.35,0.25,0.2684,0.992,True,0.871,1.911,-0.1267,-0.1581,0.884,1.0
080015,0.2587,0.4,0.35,0.25,0.273,0.996,True,0.484,1.138,-0.0856,-0.1173,1.037,1.0
040007,0.2587,0.4,0.35,0.25,0.274,0.988,True,0.516,2.02,-0.0914,-0.1807,1.073,1.0
000925,0.2587,0.4,0.35,0.25,0.2978,1.0,True,0.516,1.375,-0.0165,-0.0026,0.847,1.0
450009,0.2587,0.4,0.35,0.25,0.2773,0.99,True,0.645,1.352,-0.1287,-0.1418,0.749,1.0
202019,0.2587,0.4,0.35,0.25,0.2771,0.99,True,0.548,1.926,-0.1118,-0.1569,1.019,1.0
110029,0.2587,0.4,0.35,0.25,0.2672,0.987,True,0.548,2.067,-0.1003,-0.1854,1.123,1.0
673010,0.2587,0.4,0.35,0.25,0.2748,0.992,True,0.387,1.036,-0.0683,-0.1178,0.927,1.0
377150,0.2587,0.4,0.35,0.25,0.2811,0.989,True,0.484,1.467,-0.0356,-0.0899,0.852,1.0
