code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.3389,0.4,0.35,0.25,0.3335,0.413,True,0.935,0.424,0.0034,0.0235,1.025,1.0
001412,0.3389,0.4,0.35,0.25,0.357,0.41,True,0.742,0.228,-0.0853,-0.0897,0.623,1.0
002112,0.3389,0.4,0.35,0.25,0.3571,0.41,True,0.742,0.247,-0.0861,-0.0906,0.625,1.0
519770,0.3389,0.4,0.35,0.25,0.3466,0.418,True,0.516,-0.067,-0.0155,-0.0163,0.146,1.0
519771,0.3389,0.4,0.35,0.25,0.3468,0.417,True,0.484,-0.062,-0.016,-0.0167,0.147,1.0
002289,0.3389,0.4,0.35,0.25,0.3536,0.42,True,0.742,1.018,0.0213,-0.1388,1.088,1.0
001194,0.3389,0.4,0.35,0.25,0.3594,0.405,True,0.452,-0.035,-0.0085,-0.0037,0.112,1.0
001407,0.3389,0.4,0.35,0.25,0.3595,0.404,True,0.452,-0.014,-0.0087,-0.0044,0.115,1.0
002910,0.3389,0.4,0.35,0.25,0.3364,0.417,True,1.0,1.077,0.0717,0.0608,0.958,1.0
001480,0.3389,0.4,0.35,0.25,0.3268,0.428,True,0.968,1.208,-0.0461,-0.0991,1.004,1.0
001437,0.3389,0.4,0.35,0.25,0.3574,0.409,True,0.839,1.271,0.0017,-0.1017,1.089,1.0
001438,0.3389,0.4,0.35,0.25,0.3575,0.409,True,0.839,1.272,0.0012,-0.1017,1.089,1.0
000411,0.3389,0.4,0.35,0.25,0.3735,0.391,True,0.742,1.525,-0.0581,-0.1086,0.83,1.0
720001,0.3389,0.4,0.35,0.25,0.3247,0.428,True,0.968,1.486,-0.0596,-0.113,1.015,1.0
005119,0.3389,0.4,0.35,0.25,0.3595,0.41,True,0.903,1.754,0.0286,-0.1694,1.391,1.0
006265,0.3389,0.4,0.35,0.25,0.3601,0.426,True,0.871,1.3,-0.0234,-0.2066,1.452,1.0
005819,0.3389,0.4,0.35,0.25,0.3616,0.419,True,0.742,1.959,-0.046,-0.2032,1.353,1.0
001753,0.3389,0.4,0.35,0.25,0.3604,0.425,True,0.806,1.466,-0.0257,-0.2073,1.451,1.0
000017,0.3389,0.4,0.35,0.25,0.3694,0.397,True,0.71,1.652,-0.0591,-0.1853,1.285,1.0
501026,0.3389,0.4,0.35,0.25,0.3685,0.397,True,0.581,1.593,-0.0544,-0.1754,1.218,1.0
000742,0.3389,0.4,0.35,0.25,0.3616,0.42,True,0.742,1.905,-0.0506,-0.2077,1.351,1.0
005825,0.3389,0.4,0.35,0.25,0.3596,0.422,True,0.903,0.711,-0.1457,-0.2356,1.121,1.0
110029,0.3389,0.4,0.35,0.25,0.3563,0.418,True,0.903,2.425,-0.0828,-0.1833,1.139,1.0
110005,0.3389,0.4,0.35,0.25,0.3627,0.421,True,0.839,2.082,-0.0789,-0.1938,1.192,1.0
001184,0.3389,0.4,0.35,0.25,0.3689,0.398,True,0.742,2.045,-0.0919,-0.164,1.226,1.0
005550,0.3389,0.4,0.35,0.25,0.3575,0.412,True,0.742,1.215,-0.0952,-0.1709,1.075,1.0
002152,0.3389,0.4,0.35,0.25,0.367,0.403,True,0.677,0.996,-0.1042,-0.1892,1.027,1.0
005551,0.3389,0.4,0.35,0.25,0.3575,0.412,True,0.71,1.242,-0.0975,-0.1741,1.094,1.0
005903,0.3389,0.4,0.35,0.25,0.3685,0.422,True,0.677,1.339,-0.0607,-0.2343,1.637,1.0
001048,0.3389,0.4,0.35,0.25,0.3723,0.414,True,0.677,1.4,-0.0864,-0.2505,1.306,1.0
740001,0.3389,0.4,0.35,0.25,0.3652,0.425,True,0.419,1.999,-0.0292,-0.2528,1.295,1.0
001411,0.3389,0.4,0.35,0.25,0.3406,0.435,True,0.484,0.594,-0.2428,-0.461,1.815,1.0
002051,0.3389,0.4,0.35,0.25,0.3411,0.435,True,0.484,0.74,-0.2441,-0.462,1.813,1.0
006502,0.3389,0.4,0.35,0.25,0.3659,0.419,True,0.645,1.487,-0.0949,-0.2661,1.354,1.0
001198,0.3389,0.4,0.35,0.25,0.3755,0.414,True,0.226,0.458,-0.1383,-0.3087,1.259,1.0
002163,0.3389,0.4,0.35,0.25,0.3754,0.414,True,0.226,-0.532,-0.1383,-0.3086,1.259,1.0
001513,0.3389,0.4,0.35,0.25,0.3609,0.419,True,0.677,1.167,-0.1463,-0.282,1.266,1.0
000828,0.3389,0.4,0.35,0.25,0.3695,0.423,True,0.839,1.975,-0.1159,-0.3279,1.513,1.0
481015,0.3389,0.4,0.35,0.25,0.362,0.428,True,0.774,2.347,-0.1713,-0.3456,1.557,1.0
004320,0.3389,0.4,0.35,0.25,0.3622,0.416,True,0.677,1.642,-0.1371,-0.208,1.506,1.0
001075,0.3389,0.4,0.35,0.25,0.3496,0.424,True,0.645,1.989,-0.1759,-0.279,1.334,1.0
240011,0.3389,0.4,0.35,0.25,0.3583,0.423,True,0.645,2.245,-0.1855,-0.3031,1.449,1.0
006503,0.3389,0.4,0.35,0.25,0.3659,0.419,True,0.613,1.507,-0.0971,-0.2691,1.365,1.0
162201,0.3389,0.4,0.35,0.25,0.3699,0.423,True,0.548,2.201,-0.103,-0.3055,1.463,1.0
001723,0.3389,0.4,0.35,0.25,0.3563,0.429,True,0.548,2.169,-0.1895,-0.3125,1.487,1.0
630001,0.3389,0.4,0.35,0.25,0.3561,0.412,True,0.516,2.325,-0.1726,-0.2989,1.211,1.0
001170,0.3389,0.4,0.35,0.25,0.3357,0.397,True,0.516,1.404,-0.1058,-0.2398,1.393,1.0
005844,0.3389,0.4,0.35,0.25,0.3596,0.42,True,0.452,1.625,-0.081,-0.298,1.453,1.0
005628,0.3389,0.4,0.35,0.25,0.3662,0.419,True,0.484,1.382,-0.1099,-0.2664,1.382,1.0
162214,0.3389,0.4,0.35,0.25,0.3674,0.418,True,0.484,2.369,-0.1075,-0.2867,1.803,1.0
005629,0.3389,0.4,0.35,0.25,0.3662,0.419,True,0.452,1.398,-0.111,-0.2678,1.384,1.0
000688,0.3389,0.4,0.35,0.25,0.3633,0.404,True,0.419,1.723,-0.1238,-0.22,1.194,1.0
