code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
233008,0.0722,0.55,0.35,0.1,0.0711,1.0,True,0.774,1.832,0.0703,-0.0533,0.981,1.0
000390,0.0722,0.55,0.35,0.1,0.0563,0.968,False,0.968,0.394,0.1576,-0.0127,1.019,1.0
000259,0.0722,0.55,0.35,0.1,0.0641,0.998,False,0.968,0.723,0.0802,-0.0316,0.758,1.0
000066,0.0722,0.55,0.35,0.1,0.06,0.983,False,0.839,0.412,0.0923,-0.0729,0.937,1.0
000845,0.0722,0.55,0.35,0.1,0.0733,0.999,False,0.645,0.782,0.1115,-0.0281,0.676,1.0
202213,0.0722,0.55,0.35,0.1,0.0615,0.99,False,0.968,0.299,0.0486,-0.0367,0.541,1.0
260104,0.0722,0.55,0.35,0.1,0.0704,1.0,True,0.742,1.82,0.0374,-0.0731,1.231,1.0
162605,0.0722,0.55,0.35,0.1,0.0712,1.0,True,0.677,1.95,0.031,-0.0677,1.17,1.0
519150,0.0722,0.55,0.35,0.1,0.0689,1.0,True,0.839,1.237,0.0478,-0.1036,0.952,1.0
000196,0.0722,0.55,0.35,0.1,0.059,1.0,False,0.774,0.098,0.0303,-0.0039,0.193,1.0
000878,0.0722,0.55,0.35,0.1,0.0661,0.973,True,0.613,1.456,0.0483,-0.063,1.279,1.0
000743,0.0722,0.55,0.35,0.1,0.0633,0.955,False,0.903,0.304,0.0035,0.0504,0.644,1.0
160220,0.0722,0.55,0.35,0.1,0.0609,0.975,False,0.645,0.156,0.027,0.0046,0.197,1.0
000746,0.0722,0.55,0.35,0.1,0.0667,1.0,True,0.613,1.334,-0.0288,-0.0958,1.182,1.0
582003,0.0722,0.55,0.35,0.1,0.0591,0.976,False,0.903,0.859,0.1625,-0.0632,1.517,1.0
290012,0.0722,0.55,0.35,0.1,0.0633,1.0,False,0.613,0.929,0.1176,-0.0338,1.195,1.0
000547,0.0722,0.55,0.35,0.1,0.0604,0.971,False,0.935,0.996,0.2098,0.0275,1.024,1.0
519736,0.0722,0.55,0.35,0.1,0.0637,0.999,False,0.71,0.972,0.0881,-0.0574,1.287,1.0
519697,0.0722,0.55,0.35,0.1,0.066,0.995,False,0.871,0.989,0.0683,-0.0344,0.703,1.0
000423,0.0722,0.55,0.35,0.1,0.0561,0.991,False,0.548,0.602,0.053,-0.0722,0.861,1.0
000573,0.0722,0.55,0.35,0.1,0.0627,0.947,False,0.419,0.031,0.0731,0.0485,0.235,1.0
240020,0.0722,0.55,0.35,0.1,0.0678,0.973,True,0.548,1.44,-0.0485,-0.1608,1.33,1.0
200008,0.0722,0.55,0.35,0.1,0.0703,1.0,True,0.516,2.214,0.0136,-0.1179,1.242,1.0
000689,0.0722,0.55,0.35,0.1,0.0641,0.974,False,0.839,1.114,0.1477,-0.0585,1.191,1.0
580009,0.0722,0.55,0.35,0.1,0.0563,0.936,False,0.871,1.195,0.1004,-0.0185,1.094,1.0
000362,0.0722,0.55,0.35,0.1,0.0599,0.978,False,0.645,0.882,0.024,-0.1159,1.065,1.0
519908,0.0722,0.55,0.35,0.1,0.059,0.956,False,0.903,1.231,0.1171,0.0111,0.986,1.0
720001,0.0722,0.55,0.35,0.1,0.0709,0.996,False,0.935,1.329,0.1194,-0.0219,0.993,1.0
470098,0.0722,0.55,0.35,0.1,0.0648,0.989,False,0.806,1.275,0.1444,-0.0313,1.148,1.0
162202,0.0722,0.55,0.35,0.1,0.0625,0.967,False,0.968,2.033,0.1847,0.0323,1.023,1.0
000534,0.0722,0.55,0.35,0.1,0.0629,0.965,False,0.968,1.366,0.1564,-0.0021,0.951,1.0
630008,0.0722,0.55,0.35,0.1,0.062,0.942,False,0.839,1.342,0.2177,0.0268,1.167,1.0
000925,0.0722,0.55,0.35,0.1,0.0581,0.987,False,0.839,1.612,0.0944,-0.04,1.013,1.0
110005,0.0722,0.55,0.35,0.1,0.064,0.942,False,0.871,1.974,0.1916,0.0569,1.124,1.0
240004,0.0722,0.55,0.35,0.1,0.0608,0.938,False,0.871,1.975,0.0682,0.0513,0.727,1.0
164304,0.0722,0.55,0.35,0.1,0.0645,0.991,False,0.871,1.673,0.1588,-0.045,1.146,1.0
270028,0.0722,0.55,0.35,0.1,0.0639,0.959,False,0.839,1.489,0.2852,0.0337,1.207,1.0
