code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
001194,0.6541,0.4,0.35,0.25,0.605,0.987,True,0.774,0.131,0.4009,0.4113,0.565,1.0
001407,0.6541,0.4,0.35,0.25,0.6051,0.986,True,0.774,0.141,0.3996,0.4098,0.568,1.0
002112,0.6541,0.4,0.35,0.25,0.6056,0.982,True,0.613,0.369,0.5207,0.3414,0.862,1.0
001412,0.6541,0.4,0.35,0.25,0.6056,0.982,True,0.613,0.339,0.521,0.3418,0.857,1.0
009707,0.6541,0.4,0.35,0.25,0.6065,0.987,True,0.548,0.379,0.3536,0.407,0.926,1.0
009708,0.6541,0.4,0.35,0.25,0.6065,0.987,True,0.548,0.388,0.3518,0.4042,0.938,1.0
002163,0.6541,0.4,0.35,0.25,0.608,0.983,True,0.452,0.074,0.5805,0.5742,1.276,1.0
001198,0.6541,0.4,0.35,0.25,0.608,0.983,True,0.452,0.583,0.5814,0.5754,1.274,1.0
011144,0.6541,0.4,0.35,0.25,0.6096,0.99,True,0.548,0.883,0.3278,0.2577,1.117,1.0
011377,0.6541,0.4,0.35,0.25,0.6058,0.992,False,0.387,0.714,0.4537,0.4326,1.133,1.0
011378,0.6541,0.4,0.35,0.25,0.6058,0.992,False,0.355,0.725,0.451,0.429,1.151,1.0
000411,0.6541,0.4,0.35,0.25,0.6044,0.984,True,0.774,1.231,0.3596,0.2923,0.934,1.0
007817,0.6541,0.4,0.35,0.25,0.604,0.988,True,0.71,0.809,0.2953,0.2034,0.824,1.0
009062,0.6541,0.4,0.35,0.25,0.6072,0.979,True,0.484,0.486,0.4046,0.1778,1.301,1.0
011145,0.6541,0.4,0.35,0.25,0.6096,0.99,True,0.548,0.895,0.3253,0.2542,1.131,1.0
007818,0.6541,0.4,0.35,0.25,0.604,0.988,True,0.71,0.816,0.2938,0.2013,0.826,1.0
008326,0.6541,0.4,0.35,0.25,0.6059,0.989,True,0.774,0.838,0.2666,0.2275,0.893,1.0
009063,0.6541,0.4,0.35,0.25,0.6072,0.979,True,0.484,0.507,0.4015,0.1736,1.315,1.0
001048,0.6541,0.4,0.35,0.25,0.6067,0.987,True,0.548,1.024,0.4148,0.3607,1.203,1.0
008327,0.6541,0.4,0.35,0.25,0.6059,0.989,True,0.774,0.844,0.2653,0.2259,0.894,1.0
001411,0.6541,0.4,0.35,0.25,0.6043,0.992,True,0.548,0.552,0.3291,0.203,1.363,1.0
004320,0.6541,0.4,0.35,0.25,0.6179,0.983,True,0.581,1.056,0.3777,0.3636,1.252,1.0
002051,0.6541,0.4,0.35,0.25,0.6043,0.992,True,0.548,0.636,0.3291,0.201,1.368,1.0
006502,0.6541,0.4,0.35,0.25,0.605,0.98,True,0.548,1.087,0.3972,0.2132,1.197,1.0
001480,0.6541,0.4,0.35,0.25,0.6069,0.979,True,0.484,0.953,0.4191,0.1906,1.301,1.0
006503,0.6541,0.4,0.35,0.25,0.605,0.98,True,0.548,1.106,0.3935,0.2085,1.216,1.0
000390,0.6541,0.4,0.35,0.25,0.6191,0.991,False,0.871,0.38,0.1678,0.0423,0.655,1.0
000688,0.6541,0.4,0.35,0.25,0.608,0.99,True,0.645,1.153,0.3141,0.246,1.06,1.0
005819,0.6541,0.4,0.35,0.25,0.6058,0.986,False,0.516,1.283,0.353,0.3846,1.18,1.0
519770,0.6541,0.4,0.35,0.25,0.6331,0.997,True,0.645,-0.021,0.0108,0.0073,0.103,1.0
519771,0.6541,0.4,0.35,0.25,0.6309,0.997,True,0.645,-0.015,0.0093,0.0058,0.111,1.0
002152,0.6541,0.4,0.35,0.25,0.6021,0.987,False,0.677,0.882,0.2747,0.175,0.902,1.0
006533,0.6541,0.4,0.35,0.25,0.6041,0.988,True,0.548,0.799,0.2761,0.1875,1.075,1.0
005844,0.6541,0.4,0.35,0.25,0.6019,0.986,False,0.452,1.119,0.4209,0.3982,1.175,1.0
000742,0.6541,0.4,0.35,0.25,0.6058,0.986,False,0.452,1.342,0.3526,0.3798,1.236,1.0
010391,0.6541,0.4,0.35,0.25,0.6077,0.992,True,0.484,0.781,0.2541,0.2209,1.207,1.0
010392,0.6541,0.4,0.35,0.25,0.6076,0.992,True,0.484,0.791,0.2523,0.2178,1.218,1.0
001170,0.6541,0.4,0.35,0.25,0.607,0.985,True,0.516,1.055,0.299,0.2499,1.264,1.0
001723,0.6541,0.4,0.35,0.25,0.6075,0.99,True,0.516,1.369,0.3101,0.2693,1.031,1.0
002289,0.6541,0.4,0.35,0.25,0.6073,0.991,True,0.484,1.004,0.298,0.2328,0.956,1.0
001513,0.6541,0.4,0.35,0.25,0.6056,0.988,True,0.548,0.935,0.2484,0.2287,1.071,1.0
