code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
519697,0.7727,0.4,0.35,0.25,0.8067,0.748,False,0.677,0.609,0.2112,0.447,0.952,1.0
040025,0.7727,0.4,0.35,0.25,0.7988,0.733,False,0.645,0.844,0.2577,0.5038,1.193,1.0
240020,0.7727,0.4,0.35,0.25,0.7997,0.749,False,0.548,0.763,0.2106,0.3944,1.131,1.0
470009,0.7727,0.4,0.35,0.25,0.8163,0.722,False,0.935,1.075,0.2578,0.8096,1.23,1.0
519674,0.7727,0.4,0.35,0.25,0.8111,0.738,False,0.645,1.048,0.1661,0.3933,1.201,1.0
270025,0.7727,0.4,0.35,0.25,0.8042,0.741,False,0.839,1.336,0.2326,0.5211,1.159,1.0
519983,0.7727,0.4,0.35,0.25,0.7942,0.744,False,0.71,1.472,0.2636,0.3804,1.208,1.0
519110,0.7727,0.4,0.35,0.25,0.8131,0.731,False,0.839,1.536,0.1984,0.5836,1.238,1.0
240004,0.7727,0.4,0.35,0.25,0.803,0.735,False,0.71,1.286,0.1683,0.3835,1.22,1.0
100056,0.7727,0.4,0.35,0.25,0.8166,0.743,False,0.677,1.251,0.5749,1.271,0.827,1.0
162711,0.7727,0.4,0.35,0.25,0.795,0.758,False,0.677,1.556,0.1723,0.3593,1.141,1.0
210007,0.7727,0.4,0.35,0.25,0.7993,0.749,False,0.677,1.571,0.2077,0.4437,1.05,1.0
240009,0.7727,0.4,0.35,0.25,0.8184,0.731,False,0.742,1.513,0.1861,0.5618,1.251,1.0
700001,0.7727,0.4,0.35,0.25,0.8179,0.736,False,0.677,1.329,0.2184,0.3186,1.218,1.0
110026,0.7727,0.4,0.35,0.25,0.815,0.746,False,0.645,1.23,0.1895,0.5338,1.195,1.0
688888,0.7727,0.4,0.35,0.25,0.7832,0.773,True,0.226,0.813,0.2202,0.3252,0.787,1.0
630006,0.7727,0.4,0.35,0.25,0.8107,0.736,False,0.645,1.498,0.2715,0.5768,1.116,1.0
160314,0.7727,0.4,0.35,0.25,0.7961,0.75,False,0.613,1.149,0.1838,0.3929,1.146,1.0
420005,0.7727,0.4,0.35,0.25,0.7874,0.755,True,0.677,0.94,0.1548,0.2833,0.897,1.0
720001,0.7727,0.4,0.35,0.25,0.8132,0.756,False,0.645,1.367,0.1438,0.5213,1.231,1.0
160211,0.7727,0.4,0.35,0.25,0.8015,0.745,False,0.645,1.184,0.1618,0.3553,1.223,1.0
110029,0.7727,0.4,0.35,0.25,0.8195,0.738,False,0.677,1.338,0.3016,0.7565,1.348,1.0
100029,0.7727,0.4,0.35,0.25,0.8099,0.742,False,0.677,1.002,0.1446,0.3276,0.941,1.0
206002,0.7727,0.4,0.35,0.25,0.7967,0.758,False,0.581,1.174,0.2492,0.5415,0.937,1.0
519068,0.7727,0.4,0.35,0.25,0.8128,0.736,False,0.581,1.199,0.2392,0.5586,1.189,1.0
673010,0.7727,0.4,0.35,0.25,0.7867,0.777,False,0.323,0.897,0.3785,0.5569,0.708,1.0
590007,0.7727,0.4,0.35,0.25,0.7894,0.756,False,0.645,1.48,0.1596,0.3345,1.21,1.0
400007,0.7727,0.4,0.35,0.25,0.8027,0.727,False,0.581,1.205,0.2751,0.6536,1.275,1.0
481015,0.7727,0.4,0.35,0.25,0.8068,0.738,False,0.677,1.342,0.1573,0.3743,1.4,1.0
110013,0.7727,0.4,0.35,0.25,0.8119,0.729,False,0.581,1.446,0.2711,0.5466,1.313,1.0
290004,0.7727,0.4,0.35,0.25,0.8077,0.749,False,0.548,1.494,0.2124,0.4896,1.185,1.0
580006,0.7727,0.4,0.35,0.25,0.791,0.757,False,0.516,1.123,0.1973,0.3517,1.044,1.0
257070,0.7727,0.4,0.35,0.25,0.814,0.741,False,0.645,1.404,0.1322,0.5376,1.454,1.0
233008,0.7727,0.4,0.35,0.25,0.8057,0.774,False,0.516,1.195,0.3845,0.5821,0.868,1.0
540010,0.7727,0.4,0.35,0.25,0.8105,0.747,False,0.677,1.155,0.1255,0.4379,1.303,1.0
519991,0.7727,0.4,0.35,0.25,0.7874,0.765,False,0.71,0.78,0.0696,0.2047,1.026,1.0
217019,0.7727,0.4,0.35,0.25,0.8102,0.746,False,0.516,1.499,0.1511,0.458,1.177,1.0
233010,0.7727,0.4,0.35,0.25,0.7871,0.754,False,0.548,1.562,0.1591,0.3455,1.236,1.0
202019,0.7727,0.4,0.35,0.25,0.7916,0.754,False,0.484,1.718,0.2327,0.4145,1.116,1.0
590002,0.7727,0.4,0.35,0.25,0.8058,0.739,False,0.581,1.711,0.1529,0.3457,1.287,1.0
470006,0.7727,0.4,0.35,0.25,0.7974,0.74,False,0.645,0.889,0.1027,0.3165,1.299,1.0
080002,0.7727,0.4,0.35,0.25,0.7961,0.757,False,0.613,0.817,0.0479,0.1945,1.037,1.0
377150,0.7727,0.4,0.35,0.25,0.8041,0.745,False,0.484,1.158,0.1596,0.3596,1.247,1.0
213002,0.7727,0.4,0.35,0.25,0.807,0.736,False,0.613,1.577,0.1564,0.3065,1.349,1.0
450009,0.7727,0.4,0.35,0.25,0.7935,0.749,False,0.452,1.145,0.1686,0.3325,1.209,1.0
162201,0.7727,0.4,0.35,0.25,0.8119,0.75,False,0.645,0.997,0.1143,0.3251,1.286,1.0
377240,0.7727,0.4,0.35,0.25,0.81,0.737,False,0.419,1.085,0.1532,0.4801,1.329,1.0
110005,0.7727,0.4,0.35,0.25,0.7888,0.753,False,0.323,1.061,0.2162,0.2707,1.058,1.0
164809,0.7727,0.4,0.35,0.25,0.7871,0.753,False,0.645,1.599,0.1356,0.3159,1.337,1.0
320016,0.7727,0.4,0.35,0.25,0.8086,0.744,False,0.645,1.493,0.1492,0.2745,1.191,1.0
