code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
519087,0.223,0.4,0.35,0.25,0.121,0.907,True,0.742,0.776,0.135,0.1023,0.86,1.0
470009,0.223,0.4,0.35,0.25,0.1601,0.883,True,0.677,0.521,0.0679,0.182,0.957,1.0
377530,0.223,0.4,0.35,0.25,0.157,0.875,True,0.645,0.713,0.1042,0.2227,1.006,1.0
002031,0.223,0.4,0.35,0.25,0.1728,0.878,True,0.645,0.581,0.0769,0.1033,0.806,1.0
080002,0.223,0.4,0.35,0.25,0.1606,0.877,True,0.613,0.53,0.0714,0.1286,0.689,1.0
260104,0.223,0.4,0.35,0.25,0.1879,0.894,True,0.645,0.701,0.1591,0.3589,0.892,1.0
110029,0.223,0.4,0.35,0.25,0.1926,0.866,True,0.677,0.756,0.0718,0.1769,0.95,1.0
160314,0.223,0.4,0.35,0.25,0.1535,0.884,True,0.613,0.74,0.0683,0.1154,0.912,1.0
630001,0.223,0.4,0.35,0.25,0.1497,0.89,True,0.613,0.797,0.1183,0.2007,1.132,1.0
240008,0.223,0.4,0.35,0.25,0.1884,0.869,True,0.71,0.808,0.0555,0.2001,0.855,1.0
160211,0.223,0.4,0.35,0.25,0.1684,0.896,True,0.581,0.773,0.1151,0.1956,1.09,1.0
519991,0.223,0.4,0.35,0.25,0.1518,0.907,True,0.677,0.532,0.0701,0.0657,0.746,1.0
100029,0.223,0.4,0.35,0.25,0.1468,0.885,True,0.645,0.618,0.0568,0.0956,0.745,1.0
213002,0.223,0.4,0.35,0.25,0.1295,0.902,True,0.613,0.93,0.1313,0.051,1.193,1.0
200008,0.223,0.4,0.35,0.25,0.1023,0.892,True,0.581,0.882,0.1023,0.0198,1.002,1.0
020001,0.223,0.4,0.35,0.25,0.1665,0.896,True,0.548,0.826,0.1079,0.1396,1.057,1.0
310358,0.223,0.4,0.35,0.25,0.1631,0.876,True,0.516,0.848,0.0683,0.1235,1.161,1.0
206002,0.223,0.4,0.35,0.25,0.1394,0.884,True,0.516,0.841,0.0748,0.0853,1.07,1.0
110002,0.223,0.4,0.35,0.25,0.1521,0.88,True,0.613,0.731,0.0391,0.0964,0.858,1.0
162605,0.223,0.4,0.35,0.25,0.1859,0.884,True,0.581,0.782,0.0449,0.121,0.945,1.0
020009,0.223,0.4,0.35,0.25,0.1153,0.908,True,0.355,0.828,0.1395,0.0949,1.16,1.0
040011,0.223,0.4,0.35,0.25,0.1252,0.892,True,0.387,0.847,0.1285,0.0563,1.177,1.0
112002,0.223,0.4,0.35,0.25,0.1527,0.881,True,0.581,0.747,0.0393,0.0951,0.854,1.0
320007,0.223,0.4,0.35,0.25,0.133,0.896,True,0.548,0.673,0.063,0.0361,0.897,1.0
400007,0.223,0.4,0.35,0.25,0.1105,0.902,True,0.645,0.633,0.0491,0.0194,0.705,1.0
310328,0.223,0.4,0.35,0.25,0.128,0.893,True,0.419,0.959,0.1073,0.0718,1.25,1.0
202007,0.223,0.4,0.35,0.25,0.1183,0.904,True,0.258,0.889,0.1336,0.0241,1.417,1.0
320011,0.223,0.4,0.35,0.25,0.1331,0.884,True,0.419,0.97,0.094,0.0805,1.236,1.0
310388,0.223,0.4,0.35,0.25,0.1292,0.899,True,0.452,1.008,0.1188,0.0967,1.266,1.0
161211,0.223,0.4,0.35,0.25,0.0796,0.915,True,0.71,1.148,0.0947,-0.0154,0.873,1.0
519697,0.223,0.4,0.35,0.25,0.1592,0.896,True,0.677,0.301,0.0158,0.052,0.514,1.0
110013,0.223,0.4,0.35,0.25,0.1877,0.865,True,0.581,0.842,0.0331,0.0781,0.978,1.0
163801,0.223,0.4,0.35,0.25,0.1812,0.877,True,0.71,0.546,-0.004,0.0552,0.762,1.0
519068,0.223,0.4,0.35,0.25,0.1487,0.88,True,0.581,0.695,0.0164,0.0525,0.879,1.0
519025,0.223,0.4,0.35,0.25,0.1275,0.899,True,0.29,0.942,0.0734,0.0685,1.336,1.0
162201,0.223,0.4,0.35,0.25,0.1917,0.893,True,0.613,0.576,-0.0176,0.0644,0.981,1.0
