code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.8348,0.4,0.35,0.25,0.8265,0.971,True,0.71,0.39,0.4017,0.313,0.788,1.0
000684,0.8348,0.4,0.35,0.25,0.8098,0.969,True,0.581,0.743,0.2167,0.2786,0.808,1.0
000849,0.8348,0.4,0.35,0.25,0.8164,0.989,True,0.581,0.695,0.1825,0.1269,1.036,1.0
290012,0.8348,0.4,0.35,0.25,0.8186,0.91,True,0.516,0.84,0.3003,0.1816,1.233,1.0
000423,0.8348,0.4,0.35,0.25,0.8467,0.921,True,0.452,0.404,0.3229,0.299,0.51,1.0
000573,0.8348,0.4,0.35,0.25,0.8046,0.988,True,0.71,0.195,0.1317,0.1423,0.489,1.0
000714,0.8348,0.4,0.35,0.25,0.8465,0.949,True,0.516,0.37,0.2837,0.3082,1.582,1.0
240020,0.8348,0.4,0.35,0.25,0.8201,0.93,True,0.484,0.944,0.5354,0.723,1.099,1.0
000679,0.8348,0.4,0.35,0.25,0.8226,0.962,True,0.452,0.884,0.1955,0.1349,1.216,1.0
580001,0.8348,0.4,0.35,0.25,0.8214,0.967,True,0.613,1.779,0.5247,0.1473,1.125,1.0
000066,0.8348,0.4,0.35,0.25,0.827,0.953,True,0.226,0.602,0.1793,0.2,1.364,1.0
165521,0.8348,0.4,0.35,0.25,0.8325,0.949,True,0.774,1.026,0.1612,0.1391,0.595,1.0
169101,0.8348,0.4,0.35,0.25,0.8145,0.969,True,0.29,0.716,0.3793,0.1775,1.408,1.0
217019,0.8348,0.4,0.35,0.25,0.822,0.971,True,0.581,1.7,0.3112,0.1037,1.022,1.0
000362,0.8348,0.4,0.35,0.25,0.8228,0.978,True,0.129,0.848,0.2841,0.1489,1.321,1.0
519697,0.8348,0.4,0.35,0.25,0.8214,0.959,True,0.097,0.892,0.219,0.12,1.16,1.0
000411,0.8348,0.4,0.35,0.25,0.8218,0.97,True,0.581,1.007,0.4107,0.0312,1.011,1.0
000534,0.8348,0.4,0.35,0.25,0.8283,0.957,True,0.548,1.16,0.2134,0.1327,1.187,1.0
000698,0.8348,0.4,0.35,0.25,0.8251,0.953,True,0.613,1.525,0.4884,0.2445,1.428,1.0
050024,0.8348,0.4,0.35,0.25,0.8204,0.987,True,0.613,1.496,0.1777,0.126,0.581,1.0
161025,0.8348,0.4,0.35,0.25,0.8256,0.969,True,0.613,1.611,0.2325,0.0916,1.142,1.0
