code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000020,0.5922,0.4,0.35,0.25,0.4371,0.957,True,0.839,0.778,0.1226,0.225,0.982,1.0
160916,0.5922,0.4,0.35,0.25,0.4797,0.977,True,0.871,0.688,0.0973,0.1397,0.821,1.0
000259,0.5922,0.4,0.35,0.25,0.4777,0.956,True,0.71,0.327,0.0806,0.1167,0.476,1.0
000117,0.5922,0.4,0.35,0.25,0.3801,0.999,False,0.613,0.786,0.0367,0.1376,1.011,1.0
160211,0.5922,0.4,0.35,0.25,0.3802,0.973,True,0.677,0.909,0.1394,0.2019,0.943,1.0
000409,0.5922,0.4,0.35,0.25,0.3619,0.999,True,0.613,0.747,0.0282,0.1067,0.946,1.0
270041,0.5922,0.4,0.35,0.25,0.5606,0.933,True,0.645,0.523,0.0956,0.1781,0.814,1.0
100056,0.5922,0.4,0.35,0.25,0.4448,0.96,True,0.645,0.884,0.1278,0.2151,0.978,1.0
160215,0.5922,0.4,0.35,0.25,0.3541,0.988,True,0.774,1.006,0.0547,0.1404,0.991,1.0
000311,0.5922,0.4,0.35,0.25,0.5959,0.91,True,0.806,0.835,0.1068,0.1844,0.908,1.0
040025,0.5922,0.4,0.35,0.25,0.3825,0.977,True,0.677,0.692,0.0177,0.0792,0.944,1.0
530019,0.5922,0.4,0.35,0.25,0.484,0.957,False,0.645,0.737,0.0358,0.077,0.916,1.0
377240,0.5922,0.4,0.35,0.25,0.3889,0.968,True,0.516,0.855,0.1155,0.1862,1.086,1.0
720001,0.5922,0.4,0.35,0.25,0.4068,0.969,True,0.613,0.956,0.0514,0.0937,0.995,1.0
519674,0.5922,0.4,0.35,0.25,0.447,0.926,True,0.613,0.963,0.0934,0.1469,1.025,1.0
040011,0.5922,0.4,0.35,0.25,0.5574,0.913,True,0.742,0.948,0.0589,0.1255,0.725,1.0
630016,0.5922,0.4,0.35,0.25,0.4178,0.979,True,0.677,0.853,0.0264,0.0744,1.07,1.0
519068,0.5922,0.4,0.35,0.25,0.6837,0.836,True,0.742,0.884,0.1518,0.2125,1.091,1.0
020001,0.5922,0.4,0.35,0.25,0.3538,0.989,True,0.677,1.303,0.0559,0.1411,0.96,1.0
