code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
008327,0.356,0.4,0.35,0.25,0.3657,0.983,True,0.806,0.889,0.1175,0.0088,0.848,1.0
007195,0.356,0.4,0.35,0.25,,0.0,True,1.0,,0.0175,0.028,,1.0
100032,0.356,0.4,0.35,0.25,0.4576,1.0,False,0.839,1.266,0.0908,0.1152,0.491,1.0
000051,0.356,0.4,0.35,0.25,0.3959,0.995,False,0.645,1.68,0.0723,0.0129,0.828,1.0
008020,0.356,0.4,0.35,0.25,0.3696,0.972,False,0.355,1.084,0.0828,-0.066,1.083,1.0
007300,0.356,0.4,0.35,0.25,0.3477,0.967,True,0.226,1.186,0.0278,-0.1644,1.334,1.0
