code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000743,0.6146,0.4,0.35,0.25,0.6481,0.976,False,0.613,0.205,-0.0025,0.043,0.257,1.0
000746,0.6146,0.4,0.35,0.25,0.6381,1.0,True,0.613,0.753,0.0091,0.0008,0.535,1.0
000573,0.6146,0.4,0.35,0.25,0.636,0.984,True,0.742,0.206,-0.0224,-0.0112,0.458,1.0
000390,0.6146,0.4,0.35,0.25,0.6466,0.971,False,0.71,0.422,-0.0109,-0.0279,0.79,1.0
000684,0.6146,0.4,0.35,0.25,0.6426,1.0,True,0.548,0.797,0.051,0.0392,0.744,1.0
519050,0.6146,0.4,0.35,0.25,0.6485,0.977,True,0.516,0.115,-0.0083,0.0087,0.263,1.0
210007,0.6146,0.4,0.35,0.25,0.6364,0.978,False,0.581,0.866,-0.0123,-0.018,0.187,1.0
000590,0.6146,0.4,0.35,0.25,0.6384,0.964,True,0.452,0.079,0.0134,0.0289,0.435,1.0
000849,0.6146,0.4,0.35,0.25,0.65,0.957,False,0.484,0.781,0.0349,0.0243,1.043,1.0
202213,0.6146,0.4,0.35,0.25,0.648,0.978,True,0.548,0.334,-0.0232,-0.0166,0.575,1.0
164205,0.6146,0.4,0.35,0.25,0.6429,0.967,True,0.677,1.043,0.027,0.0424,0.889,1.0
000679,0.6146,0.4,0.35,0.25,0.6396,0.979,True,0.419,0.78,-0.0147,0.0356,1.159,1.0
080015,0.6146,0.4,0.35,0.25,0.6479,0.983,True,0.613,1.043,-0.0076,0.0021,0.698,1.0
673010,0.6146,0.4,0.35,0.25,0.6497,0.982,True,0.484,0.896,0.0832,0.1184,0.887,1.0
165521,0.6146,0.4,0.35,0.25,0.6448,0.983,True,0.71,0.849,-0.0399,-0.0201,0.514,1.0
020009,0.6146,0.4,0.35,0.25,0.6455,0.991,False,0.677,1.64,-0.0071,0.0085,0.669,1.0
000066,0.6146,0.4,0.35,0.25,0.644,0.98,False,0.194,0.6,0.0437,0.0347,1.249,1.0
000251,0.6146,0.4,0.35,0.25,0.6442,0.992,True,0.548,0.808,-0.0231,-0.0292,0.757,1.0
240020,0.6146,0.4,0.35,0.25,0.6532,1.0,True,0.516,0.959,0.2251,0.1382,0.961,1.0
000423,0.6146,0.4,0.35,0.25,0.644,0.987,True,0.548,0.435,-0.0353,-0.0188,0.456,1.0
000714,0.6146,0.4,0.35,0.25,0.6477,0.974,False,0.484,0.298,0.1454,0.2193,1.463,1.0
260117,0.6146,0.4,0.35,0.25,0.6554,1.0,True,0.613,1.201,0.0283,-0.0414,0.633,1.0
519033,0.6146,0.4,0.35,0.25,0.6488,0.98,True,0.581,1.371,0.0298,0.016,0.769,1.0
519736,0.6146,0.4,0.35,0.25,0.6424,0.998,True,0.355,0.925,-0.0011,0.0026,1.014,1.0
519130,0.6146,0.4,0.35,0.25,0.6449,0.988,False,0.194,0.324,-0.0043,-0.0096,1.461,1.0
519671,0.6146,0.4,0.35,0.25,0.6445,0.992,True,0.71,1.136,-0.0243,-0.0247,0.46,1.0
000339,0.6146,0.4,0.35,0.25,0.6542,1.0,True,0.258,0.911,0.1562,0.0914,1.313,1.0
000196,0.6146,0.4,0.35,0.25,0.6428,0.989,True,0.581,0.212,-0.0412,-0.0529,0.374,1.0
161211,0.6146,0.4,0.35,0.25,0.6443,0.984,True,0.71,1.22,-0.0314,-0.0147,0.533,1.0
165508,0.6146,0.4,0.35,0.25,0.6468,0.971,True,0.484,1.248,-0.0063,-0.0104,0.451,1.0
310398,0.6146,0.4,0.35,0.25,0.6453,0.992,True,0.677,1.125,-0.0277,-0.0273,0.449,1.0
000534,0.6146,0.4,0.35,0.25,0.6501,0.974,False,0.452,1.098,0.0144,0.1033,1.112,1.0
288001,0.6146,0.4,0.35,0.25,0.6478,0.959,False,0.613,1.484,-0.0298,-0.0089,0.683,1.0
206002,0.6146,0.4,0.35,0.25,0.6529,0.995,True,0.484,1.439,0.0194,-0.0022,1.139,1.0
320011,0.6146,0.4,0.35,0.25,0.6441,0.975,False,0.677,1.159,-0.0288,-0.0257,0.636,1.0
160716,0.6146,0.4,0.35,0.25,0.6421,0.987,True,0.645,1.1,-0.0293,-0.0262,0.492,1.0
050013,0.6146,0.4,0.35,0.25,0.6416,0.989,True,0.484,1.442,-0.0192,0.0012,0.673,1.0
213003,0.6146,0.4,0.35,0.25,0.6508,0.958,False,0.516,2.287,0.0021,0.0289,1.356,1.0
000362,0.6146,0.4,0.35,0.25,0.6504,0.976,True,0.097,0.851,-0.0229,-0.0317,1.227,1.0
160916,0.6146,0.4,0.35,0.25,0.6462,0.992,True,0.645,0.888,-0.0514,-0.0671,0.592,1.0
100039,0.6146,0.4,0.35,0.25,0.6506,0.975,False,0.419,1.259,0.063,0.0813,1.137,1.0
519150,0.6146,0.4,0.35,0.25,0.6428,0.987,True,0.323,1.078,-0.0235,0.0124,0.96,1.0
000878,0.6146,0.4,0.35,0.25,0.6461,1.0,True,0.323,1.094,0.0531,-0.0187,1.218,1.0
630008,0.6146,0.4,0.35,0.25,0.6467,0.973,False,0.29,1.103,0.0121,-0.0018,1.032,1.0
377150,0.6146,0.4,0.35,0.25,0.6339,0.977,True,0.387,1.465,0.0165,0.0055,1.207,1.0
050022,0.6146,0.4,0.35,0.25,0.6521,0.964,False,0.29,1.09,0.0119,0.0515,1.21,1.0
000220,0.6146,0.4,0.35,0.25,0.6498,1.0,True,0.258,1.099,0.1062,0.0094,1.199,1.0
000259,0.6146,0.4,0.35,0.25,0.6456,0.987,False,0.387,0.679,-0.0375,-0.0364,0.862,1.0
080002,0.6146,0.4,0.35,0.25,0.6493,0.975,False,0.387,1.232,0.0062,0.0759,1.181,1.0
450009,0.6146,0.4,0.35,0.25,0.6406,0.974,True,0.355,1.199,0.0113,-0.0177,0.816,1.0
410009,0.6146,0.4,0.35,0.25,0.6512,0.978,True,0.452,1.574,-0.0117,0.0026,1.297,1.0
290012,0.6146,0.4,0.35,0.25,0.647,1.0,True,0.548,0.756,-0.0672,-0.0565,1.007,1.0
519013,0.6146,0.4,0.35,0.25,0.6474,0.971,True,0.387,1.795,0.0247,0.0463,0.905,1.0
519991,0.6146,0.4,0.35,0.25,0.6535,0.991,True,0.387,1.386,0.1235,0.1352,1.032,1.0
000523,0.6146,0.4,0.35,0.25,0.6456,1.0,True,0.355,1.097,0.0803,0.0446,1.276,1.0
700001,0.6146,0.4,0.35,0.25,0.65,0.958,True,0.355,1.25,0.0034,-0.022,0.917,1.0
