code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.3202,0.4,0.35,0.25,0.2995,0.91,True,0.774,0.288,0.2212,0.1697,0.819,1.0
000017,0.3202,0.4,0.35,0.25,0.3124,0.892,True,0.613,0.872,0.1606,0.1313,1.038,1.0
001170,0.3202,0.4,0.35,0.25,0.3207,0.892,True,0.645,0.854,0.1784,0.2123,1.293,1.0
001048,0.3202,0.4,0.35,0.25,0.319,0.891,True,0.548,0.685,0.123,0.1558,1.232,1.0
001480,0.3202,0.4,0.35,0.25,0.3005,0.899,True,0.548,0.826,0.1205,0.1621,1.169,1.0
000688,0.3202,0.4,0.35,0.25,0.3061,0.897,True,0.677,0.955,0.1316,0.0934,0.934,1.0
000411,0.3202,0.4,0.35,0.25,0.3142,0.888,True,0.548,0.954,0.1338,0.121,0.974,1.0
720001,0.3202,0.4,0.35,0.25,0.3005,0.898,True,0.581,0.941,0.1205,0.1706,1.103,1.0
000742,0.3202,0.4,0.35,0.25,0.3006,0.904,True,0.548,0.782,0.1268,0.0931,1.275,1.0
110005,0.3202,0.4,0.35,0.25,0.306,0.898,True,0.484,1.023,0.1883,0.1425,1.253,1.0
000828,0.3202,0.4,0.35,0.25,0.3032,0.894,True,0.516,1.132,0.2793,0.2529,1.21,1.0
162201,0.3202,0.4,0.35,0.25,0.2998,0.913,True,0.323,0.975,0.2248,0.2034,1.197,1.0
162214,0.3202,0.4,0.35,0.25,0.3081,0.895,True,0.516,1.196,0.2348,0.2098,1.279,1.0
240011,0.3202,0.4,0.35,0.25,0.3111,0.891,True,0.484,1.203,0.2021,0.206,1.106,1.0
002152,0.3202,0.4,0.35,0.25,0.3026,0.906,True,0.548,0.615,0.112,0.0929,0.824,1.0
740001,0.3202,0.4,0.35,0.25,0.3187,0.882,True,0.129,0.909,0.1277,0.1038,1.111,1.0
001437,0.3202,0.4,0.35,0.25,0.3023,0.907,True,0.484,0.507,0.1144,0.0491,1.161,1.0
001412,0.3202,0.4,0.35,0.25,0.3175,0.89,True,0.516,0.05,0.0285,0.0387,0.155,1.0
481015,0.3202,0.4,0.35,0.25,0.2965,0.894,False,0.387,1.253,0.3091,0.3473,1.494,1.0
001438,0.3202,0.4,0.35,0.25,0.302,0.907,True,0.484,0.703,0.1132,0.0486,1.165,1.0
002112,0.3202,0.4,0.35,0.25,0.3175,0.89,True,0.484,0.039,0.0266,0.0359,0.167,1.0
002051,0.3202,0.4,0.35,0.25,0.3042,0.906,True,0.452,0.083,0.0199,0.0179,0.128,1.0
001411,0.3202,0.4,0.35,0.25,0.3046,0.905,True,0.452,0.054,0.0208,0.0188,0.128,1.0
110029,0.3202,0.4,0.35,0.25,0.3027,0.898,True,0.452,1.281,0.1571,0.0884,1.381,1.0
001194,0.3202,0.4,0.35,0.25,0.3152,0.887,True,0.387,-0.02,0.0077,0.0217,0.068,1.0
001407,0.3202,0.4,0.35,0.25,0.3195,0.895,True,0.387,-0.008,0.0078,0.0212,0.081,1.0
001184,0.3202,0.4,0.35,0.25,0.3147,0.891,True,0.032,1.342,0.1327,0.1054,1.709,1.0
001753,0.3202,0.4,0.35,0.25,0.3038,0.902,True,0.323,0.879,0.0379,-0.0067,1.13,1.0
001075,0.3202,0.4,0.35,0.25,0.3056,0.903,True,0.419,1.123,0.0568,0.0267,1.225,1.0
630001,0.3202,0.4,0.35,0.25,0.304,0.906,True,0.194,1.143,0.0938,0.0812,1.317,1.0
001723,0.3202,0.4,0.35,0.25,0.2982,0.916,True,0.0,1.263,0.1142,0.0672,1.778,1.0
002163,0.3202,0.4,0.35,0.25,,0.0,True,0.516,,0.0067,0.0199,,1.0
001198,0.3202,0.4,0.35,0.25,,0.0,True,0.419,,0.0075,0.021,,1.0
