code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
001412,0.3193,0.4,0.35,0.25,0.3809,0.917,False,0.677,0.375,0.0173,0.0834,0.757,1.0
002112,0.3193,0.4,0.35,0.25,0.3805,0.917,False,0.677,0.417,0.0171,0.0833,0.76,1.0
000390,0.3193,0.4,0.35,0.25,0.4019,0.947,False,1.0,0.305,-0.0187,0.0925,0.989,1.0
006502,0.3193,0.4,0.35,0.25,0.5796,0.939,False,0.645,0.93,0.0453,0.0176,1.244,1.0
001513,0.3193,0.4,0.35,0.25,0.5722,0.983,True,0.548,0.832,0.0243,0.0447,1.195,1.0
519770,0.3193,0.4,0.35,0.25,0.3477,0.94,True,0.516,0.006,0.0001,0.0103,0.136,1.0
001411,0.3193,0.4,0.35,0.25,0.5823,0.964,False,0.613,0.571,0.018,0.0986,1.721,1.0
001437,0.3193,0.4,0.35,0.25,0.3008,0.913,True,0.806,0.905,-0.0602,0.058,0.972,1.0
002152,0.3193,0.4,0.35,0.25,0.3594,0.954,False,0.613,0.822,-0.0397,0.0364,0.976,1.0
002051,0.3193,0.4,0.35,0.25,0.5807,0.964,False,0.613,0.71,0.0169,0.0971,1.723,1.0
001048,0.3193,0.4,0.35,0.25,0.6132,0.998,True,0.677,0.988,0.1526,0.1328,1.242,1.0
006503,0.3193,0.4,0.35,0.25,0.5802,0.939,False,0.613,0.947,0.0422,0.0133,1.254,1.0
001194,0.3193,0.4,0.35,0.25,0.4206,0.94,True,0.581,0.019,-0.0147,0.0076,0.146,1.0
001407,0.3193,0.4,0.35,0.25,0.4156,0.936,True,0.581,0.035,-0.0154,0.0077,0.148,1.0
519771,0.3193,0.4,0.35,0.25,0.3406,0.932,True,0.484,0.01,0.0,0.0087,0.139,1.0
005628,0.3193,0.4,0.35,0.25,0.5187,0.951,True,0.516,0.943,0.154,0.0799,1.332,1.0
006533,0.3193,0.4,0.35,0.25,0.3416,0.943,True,0.806,0.822,-0.1095,-0.0483,1.017,1.0
007817,0.3193,0.4,0.35,0.25,0.5681,0.963,True,0.548,0.975,0.2482,0.2781,1.291,1.0
002910,0.3193,0.4,0.35,0.25,0.2991,0.903,True,0.839,0.887,-0.1512,-0.0748,0.848,1.0
005629,0.3193,0.4,0.35,0.25,0.5187,0.951,True,0.516,0.958,0.1522,0.0778,1.341,1.0
008326,0.3193,0.4,0.35,0.25,0.5658,0.976,True,0.613,1.087,0.1554,0.2131,1.234,1.0
007818,0.3193,0.4,0.35,0.25,0.568,0.963,True,0.548,0.98,0.2472,0.2768,1.299,1.0
005825,0.3193,0.4,0.35,0.25,0.5218,0.987,True,0.774,0.481,-0.017,-0.0284,1.09,1.0
004320,0.3193,0.4,0.35,0.25,0.5467,1.0,False,0.677,1.114,0.2433,0.4374,1.511,1.0
740001,0.3193,0.4,0.35,0.25,0.6032,1.0,True,0.645,1.35,0.1812,0.1525,1.22,1.0
008327,0.3193,0.4,0.35,0.25,0.5657,0.976,True,0.548,1.092,0.1545,0.2112,1.242,1.0
001438,0.3193,0.4,0.35,0.25,0.3013,0.913,True,0.806,1.085,-0.0606,0.0571,0.973,1.0
005819,0.3193,0.4,0.35,0.25,0.5163,0.925,True,0.645,1.379,0.0498,-0.0239,1.293,1.0
002289,0.3193,0.4,0.35,0.25,0.5158,0.968,False,0.71,0.91,-0.0429,0.0169,0.993,1.0
005119,0.3193,0.4,0.35,0.25,0.5754,0.999,False,0.645,1.223,0.0376,0.0068,1.303,1.0
002163,0.3193,0.4,0.35,0.25,0.2709,0.944,True,0.29,-0.107,-0.135,-0.1467,1.205,1.0
001198,0.3193,0.4,0.35,0.25,0.271,0.944,True,0.29,0.555,-0.1351,-0.1466,1.204,1.0
005903,0.3193,0.4,0.35,0.25,0.5852,0.971,True,0.516,0.734,0.0004,-0.0322,1.565,1.0
007490,0.3193,0.4,0.35,0.25,0.5418,0.946,True,0.387,1.374,0.1599,0.1289,1.31,1.0
001184,0.3193,0.4,0.35,0.25,0.2477,0.917,True,0.581,1.934,-0.1744,-0.0751,1.1,1.0
007491,0.3193,0.4,0.35,0.25,0.5421,0.946,True,0.387,1.391,0.1569,0.1242,1.33,1.0
110029,0.3193,0.4,0.35,0.25,0.3347,0.941,False,0.742,2.273,-0.1107,-0.0632,1.047,1.0
005844,0.3193,0.4,0.35,0.25,0.5217,0.919,True,0.323,1.123,0.2553,0.2292,1.459,1.0
000688,0.3193,0.4,0.35,0.25,0.5258,0.883,True,0.226,1.294,0.0313,0.1227,1.311,1.0
006265,0.3193,0.4,0.35,0.25,0.2884,0.925,True,0.613,1.248,-0.2311,-0.2098,1.381,1.0
110005,0.3193,0.4,0.35,0.25,0.3596,0.908,True,0.645,1.853,-0.1363,-0.1264,1.194,1.0
001075,0.3193,0.4,0.35,0.25,0.5705,0.971,True,0.516,1.512,-0.0086,0.0439,1.187,1.0
005550,0.3193,0.4,0.35,0.25,0.3766,0.925,False,0.516,1.087,-0.0407,0.0104,1.038,1.0
000411,0.3193,0.4,0.35,0.25,0.242,0.898,False,0.516,1.584,-0.1491,-0.0208,1.016,1.0
001480,0.3193,0.4,0.35,0.25,0.5798,0.993,False,0.677,0.995,-0.0384,-0.0327,1.272,1.0
481015,0.3193,0.4,0.35,0.25,0.4574,0.932,False,0.548,2.09,-0.0045,0.0008,1.509,1.0
720001,0.3193,0.4,0.35,0.25,0.5779,0.994,False,0.677,1.239,-0.0254,-0.028,1.184,1.0
000742,0.3193,0.4,0.35,0.25,0.5182,0.923,True,0.548,1.621,0.0154,-0.0611,1.302,1.0
007349,0.3193,0.4,0.35,0.25,0.3001,0.912,True,0.516,1.295,-0.2223,-0.1396,1.272,1.0
005551,0.3193,0.4,0.35,0.25,0.3765,0.925,False,0.516,1.108,-0.0433,0.0061,1.072,1.0
001723,0.3193,0.4,0.35,0.25,0.5158,0.973,False,0.516,1.715,-0.0403,0.0097,1.378,1.0
000828,0.3193,0.4,0.35,0.25,0.618,0.994,True,0.613,1.274,-0.118,-0.1549,1.402,1.0
001753,0.3193,0.4,0.35,0.25,0.4861,0.927,False,0.548,1.247,-0.0696,-0.1382,1.602,1.0
501026,0.3193,0.4,0.35,0.25,0.4118,0.942,False,0.419,1.449,-0.0903,-0.0364,1.408,1.0
240011,0.3193,0.4,0.35,0.25,0.3524,0.95,False,0.323,2.108,-0.0792,-0.07,1.533,1.0
001170,0.3193,0.4,0.35,0.25,0.6079,0.984,True,0.387,1.258,0.1308,0.2042,1.535,0.6
000017,0.3193,0.4,0.35,0.25,0.41,0.942,False,0.387,1.548,-0.0953,-0.0349,1.469,1.0
630001,0.3193,0.4,0.35,0.25,0.4445,0.948,False,0.29,2.095,-0.1271,-0.0791,1.191,1.0
162214,0.3193,0.4,0.35,0.25,0.6056,0.944,True,0.29,2.005,-0.0287,-0.0657,1.669,1.0
162201,0.3193,0.4,0.35,0.25,0.613,0.995,True,0.419,1.661,-0.0915,-0.1318,1.369,0.6
