code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
007195,0.6495,0.4,0.35,0.25,,0.0,False,1.0,,0.0126,0.0196,,1.0
008327,0.6495,0.4,0.35,0.25,0.6706,0.918,True,0.742,0.987,-0.0723,-0.0066,0.935,1.0
000051,0.6495,0.4,0.35,0.25,0.6641,0.957,True,0.613,1.756,-0.0823,-0.0272,0.811,1.0
007300,0.6495,0.4,0.35,0.25,0.6512,0.941,True,0.194,1.267,-0.0538,-0.0429,1.337,1.0
100032,0.6495,0.4,0.35,0.25,0.7187,0.943,True,0.871,1.316,-0.0896,-0.0372,0.492,1.0
008020,0.6495,0.4,0.35,0.25,0.6597,0.927,True,0.323,1.284,-0.1537,-0.1222,1.135,1.0
