code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
519697,0.1767,0.55,0.35,0.1,0.1289,0.903,True,0.935,0.481,-0.0245,0.0395,0.757,1.0
000259,0.1767,0.55,0.35,0.1,0.1439,0.898,False,0.871,0.406,-0.0873,-0.1611,0.777,1.0
270041,0.1767,0.55,0.35,0.1,0.1437,0.9,False,0.839,0.592,-0.0916,-0.157,0.728,1.0
519736,0.1767,0.55,0.35,0.1,0.1489,0.896,True,1.0,0.511,-0.1144,-0.1135,0.897,1.0
000849,0.1767,0.55,0.35,0.1,0.1587,0.9,False,0.968,0.347,-0.0934,-0.1128,0.682,1.0
160916,0.1767,0.55,0.35,0.1,0.1481,0.9,False,1.0,0.739,-0.0805,-0.1023,0.886,1.0
040025,0.1767,0.55,0.35,0.1,0.1454,0.898,False,1.0,0.753,-0.0871,-0.1271,0.943,1.0
002031,0.1767,0.55,0.35,0.1,0.1471,0.898,False,0.839,0.747,-0.0743,-0.1209,0.809,1.0
000339,0.1767,0.55,0.35,0.1,0.1345,0.89,False,0.645,0.7,-0.0758,-0.0823,0.82,1.0
000878,0.1767,0.55,0.35,0.1,0.1304,0.882,False,0.71,0.819,-0.0611,0.0383,1.06,1.0
169101,0.1767,0.55,0.35,0.1,0.1618,0.902,False,0.968,0.327,-0.1038,-0.1431,0.708,1.0
000362,0.1767,0.55,0.35,0.1,0.1569,0.91,False,0.774,0.414,-0.0918,-0.1823,0.718,1.0
000390,0.1767,0.55,0.35,0.1,0.1369,0.872,True,0.613,0.189,-0.0969,-0.0811,0.531,1.0
000547,0.1767,0.55,0.35,0.1,0.1432,0.894,False,0.742,0.736,-0.1018,-0.1872,0.954,1.0
000743,0.1767,0.55,0.35,0.1,0.14,0.902,False,0.613,0.312,-0.1091,-0.1419,0.528,1.0
580009,0.1767,0.55,0.35,0.1,0.1479,0.909,True,0.645,0.668,-0.1112,-0.149,0.998,1.0
