code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.4001,0.4,0.35,0.25,0.3179,0.554,False,0.968,0.301,0.2435,0.2302,1.537,1.0
002289,0.4001,0.4,0.35,0.25,0.4015,0.539,True,0.839,0.69,0.2664,0.2162,1.511,1.0
001411,0.4001,0.4,0.35,0.25,0.4197,0.532,False,0.323,0.017,0.4952,0.4259,1.201,1.0
002051,0.4001,0.4,0.35,0.25,0.4198,0.532,False,0.29,0.026,0.4948,0.4225,1.201,1.0
002152,0.4001,0.4,0.35,0.25,0.5306,0.516,False,0.806,0.75,0.0068,-0.0186,1.216,1.0
002910,0.4001,0.4,0.35,0.25,0.3129,0.561,False,0.742,1.002,0.2073,0.1252,1.702,1.0
110005,0.4001,0.4,0.35,0.25,0.5248,0.569,False,0.677,1.842,0.4202,0.2786,1.685,1.0
519770,0.4001,0.4,0.35,0.25,0.4031,0.518,True,0.29,-0.087,0.0393,0.0398,0.198,1.0
519771,0.4001,0.4,0.35,0.25,0.3987,0.516,True,0.29,-0.08,0.038,0.0383,0.2,1.0
001513,0.4001,0.4,0.35,0.25,0.5273,0.555,False,0.774,0.864,0.3588,0.2446,2.039,1.0
001198,0.4001,0.4,0.35,0.25,0.4293,0.547,False,0.29,0.087,0.0143,0.0166,0.421,1.0
002163,0.4001,0.4,0.35,0.25,0.4293,0.547,False,0.29,-1.067,0.0143,0.0166,0.427,1.0
000411,0.4001,0.4,0.35,0.25,0.4768,0.517,False,0.839,1.466,0.0056,-0.0339,1.2,1.0
110029,0.4001,0.4,0.35,0.25,0.4918,0.555,False,0.935,2.023,0.1862,0.1238,1.779,1.0
001075,0.4001,0.4,0.35,0.25,0.4819,0.547,False,0.613,1.568,0.2921,0.2162,2.063,1.0
005550,0.4001,0.4,0.35,0.25,0.4718,0.508,False,0.871,1.169,-0.0616,-0.0941,1.508,1.0
005551,0.4001,0.4,0.35,0.25,0.4717,0.508,False,0.871,1.202,-0.0641,-0.0977,1.522,1.0
005628,0.4001,0.4,0.35,0.25,0.5038,0.571,False,0.419,0.885,0.4833,0.3404,2.175,1.0
001184,0.4001,0.4,0.35,0.25,0.5395,0.501,True,0.839,1.935,-0.0575,-0.0982,1.551,1.0
002112,0.4001,0.4,0.35,0.25,0.4756,0.474,False,0.194,0.146,0.0205,0.0086,0.696,1.0
001194,0.4001,0.4,0.35,0.25,0.4958,0.487,True,0.194,-0.05,0.0153,0.021,0.165,1.0
001412,0.4001,0.4,0.35,0.25,0.4753,0.474,False,0.194,0.142,0.0207,0.0088,0.696,1.0
001407,0.4001,0.4,0.35,0.25,0.4996,0.488,True,0.161,-0.028,0.014,0.0213,0.162,1.0
005629,0.4001,0.4,0.35,0.25,0.5037,0.571,False,0.355,0.902,0.4817,0.3372,2.181,1.0
501026,0.4001,0.4,0.35,0.25,0.5661,0.516,True,0.742,1.554,-0.0908,-0.1222,1.668,1.0
630001,0.4001,0.4,0.35,0.25,0.4976,0.563,False,0.484,2.013,0.257,0.1719,2.111,1.0
001048,0.4001,0.4,0.35,0.25,0.5113,0.557,False,0.774,1.072,0.0932,0.0873,2.124,1.0
000017,0.4001,0.4,0.35,0.25,0.5664,0.518,True,0.903,1.516,-0.0961,-0.1347,1.756,1.0
001437,0.4001,0.4,0.35,0.25,0.5144,0.519,False,0.677,1.108,0.1964,0.1565,2.276,1.0
001723,0.4001,0.4,0.35,0.25,0.5253,0.55,False,0.581,1.887,0.1336,0.0672,1.98,1.0
720001,0.4001,0.4,0.35,0.25,0.3021,0.489,False,1.0,1.543,0.4074,0.3263,2.522,1.0
001438,0.4001,0.4,0.35,0.25,0.5151,0.519,False,0.677,1.109,0.1958,0.155,2.279,1.0
000742,0.4001,0.4,0.35,0.25,0.5019,0.526,False,0.871,1.596,0.2029,0.234,2.388,1.0
481015,0.4001,0.4,0.35,0.25,0.4766,0.546,False,0.968,1.902,0.4617,0.277,2.461,1.0
000688,0.4001,0.4,0.35,0.25,0.509,0.518,False,0.516,1.506,0.0109,-0.0952,1.524,1.0
240011,0.4001,0.4,0.35,0.25,0.5093,0.546,False,0.935,1.888,0.0523,-0.0144,1.991,1.0
740001,0.4001,0.4,0.35,0.25,0.4916,0.545,False,0.484,1.578,0.2264,0.1294,2.208,1.0
001480,0.4001,0.4,0.35,0.25,0.3041,0.495,False,1.0,1.326,0.4181,0.3386,2.617,1.0
162214,0.4001,0.4,0.35,0.25,0.4739,0.537,False,0.71,2.09,0.1531,0.03,2.281,1.0
000828,0.4001,0.4,0.35,0.25,0.4628,0.545,False,1.0,1.528,0.8349,0.7711,2.623,1.0
001753,0.4001,0.4,0.35,0.25,0.444,0.529,False,0.742,1.001,0.6967,0.5308,2.682,1.0
001170,0.4001,0.4,0.35,0.25,0.5318,0.542,True,0.742,1.194,-0.1565,-0.1929,2.249,1.0
005119,0.4001,0.4,0.35,0.25,0.4641,0.542,False,0.968,1.406,0.6138,0.5691,2.675,1.0
005844,0.4001,0.4,0.35,0.25,0.5407,0.5,False,0.484,1.477,0.0688,-0.0032,1.812,1.0
004320,0.4001,0.4,0.35,0.25,0.5699,0.536,True,0.581,1.404,-0.139,-0.1324,2.127,1.0
005903,0.4001,0.4,0.35,0.25,0.4906,0.553,False,0.806,0.736,-0.157,-0.1907,2.83,1.0
162201,0.4001,0.4,0.35,0.25,0.471,0.549,False,0.71,1.903,0.7532,0.6982,3.091,1.0
