code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.2504,0.4,0.35,0.25,0.314,0.983,True,0.968,0.346,0.1196,0.1462,0.881,1.0
001437,0.2504,0.4,0.35,0.25,0.319,0.994,True,0.871,0.699,0.0945,0.2084,0.895,1.0
002112,0.2504,0.4,0.35,0.25,0.3043,0.951,True,0.645,0.387,0.0793,0.005,0.787,1.0
001412,0.2504,0.4,0.35,0.25,0.3043,0.952,True,0.645,0.351,0.0794,0.0052,0.784,1.0
519770,0.2504,0.4,0.35,0.25,0.3065,0.987,True,0.581,-0.006,0.0126,-0.0004,0.128,1.0
001438,0.2504,0.4,0.35,0.25,0.3189,0.991,True,0.871,0.887,0.0942,0.208,0.897,1.0
519771,0.2504,0.4,0.35,0.25,0.3048,0.981,True,0.548,0.006,0.0123,-0.0012,0.132,1.0
002152,0.2504,0.4,0.35,0.25,0.316,0.961,True,0.677,0.933,-0.0289,0.0405,1.055,1.0
001194,0.2504,0.4,0.35,0.25,0.3104,0.984,True,0.484,0.005,0.0021,-0.0176,0.14,1.0
001407,0.2504,0.4,0.35,0.25,0.3105,0.981,True,0.484,0.022,0.0016,-0.0178,0.138,1.0
002289,0.2504,0.4,0.35,0.25,0.3401,1.0,True,0.742,0.892,0.0019,-0.0932,1.006,1.0
000411,0.2504,0.4,0.35,0.25,0.3157,0.973,True,0.742,1.487,0.1404,0.0935,0.963,1.0
001184,0.2504,0.4,0.35,0.25,0.2957,0.985,False,0.645,1.86,0.0866,0.0329,1.16,1.0
002051,0.2504,0.4,0.35,0.25,0.3592,1.0,True,0.516,0.511,0.0581,0.1889,1.578,1.0
001411,0.2504,0.4,0.35,0.25,0.3597,1.0,True,0.516,0.435,0.0574,0.1899,1.581,1.0
004320,0.2504,0.4,0.35,0.25,0.3525,0.999,True,0.742,1.227,0.1753,0.0751,1.145,1.0
002910,0.2504,0.4,0.35,0.25,0.2617,0.956,True,0.935,1.012,0.0012,-0.0751,1.007,1.0
005550,0.2504,0.4,0.35,0.25,0.2974,1.0,False,0.613,1.131,0.0201,-0.0592,0.972,1.0
005551,0.2504,0.4,0.35,0.25,0.2973,1.0,False,0.613,1.154,0.0178,-0.0624,0.989,1.0
001723,0.2504,0.4,0.35,0.25,0.3436,1.0,True,0.613,1.65,0.0122,0.0766,1.373,1.0
005825,0.2504,0.4,0.35,0.25,0.3175,0.98,True,0.839,0.526,-0.0986,-0.1419,1.051,1.0
007817,0.2504,0.4,0.35,0.25,0.3416,0.997,True,0.516,1.038,0.0874,0.0315,1.293,1.0
007818,0.2504,0.4,0.35,0.25,0.3416,0.997,True,0.516,1.043,0.0868,0.0298,1.3,1.0
006533,0.2504,0.4,0.35,0.25,0.2986,0.975,False,0.806,0.915,-0.0482,-0.1064,1.112,1.0
001075,0.2504,0.4,0.35,0.25,0.3155,0.993,False,0.516,1.648,0.0237,-0.0227,1.318,1.0
501026,0.2504,0.4,0.35,0.25,0.3059,0.94,True,0.516,1.53,0.0386,-0.0523,1.371,1.0
001513,0.2504,0.4,0.35,0.25,0.3421,1.0,True,0.516,0.939,-0.0325,-0.0564,1.146,1.0
000017,0.2504,0.4,0.35,0.25,0.3062,0.94,True,0.484,1.645,0.0448,-0.052,1.439,1.0
000688,0.2504,0.4,0.35,0.25,0.3142,0.972,True,0.323,1.628,0.0504,-0.0413,1.265,1.0
001480,0.2504,0.4,0.35,0.25,0.2984,0.927,True,0.71,1.106,-0.0009,-0.1688,1.12,1.0
720001,0.2504,0.4,0.35,0.25,0.3004,0.921,True,0.806,1.406,-0.0132,-0.1495,1.087,1.0
007349,0.2504,0.4,0.35,0.25,0.3037,0.972,False,0.645,1.302,-0.0457,-0.0889,1.282,1.0
110029,0.2504,0.4,0.35,0.25,0.2959,0.974,False,0.806,2.279,-0.0524,-0.1073,1.152,1.0
002163,0.2504,0.4,0.35,0.25,0.264,0.974,False,0.29,-0.161,-0.1269,-0.1778,1.25,1.0
001198,0.2504,0.4,0.35,0.25,0.264,0.975,False,0.29,0.561,-0.1268,-0.1775,1.25,1.0
006265,0.2504,0.4,0.35,0.25,0.2463,0.957,False,0.71,1.638,-0.0837,-0.1578,1.456,1.0
005119,0.2504,0.4,0.35,0.25,0.2734,0.963,True,0.71,1.734,-0.1687,-0.1956,1.36,1.0
110005,0.2504,0.4,0.35,0.25,0.3132,1.0,True,0.742,1.829,-0.1416,-0.1844,1.171,1.0
001048,0.2504,0.4,0.35,0.25,0.3425,0.998,True,0.742,1.135,-0.0884,-0.1312,1.237,1.0
006502,0.2504,0.4,0.35,0.25,0.3366,0.928,True,0.613,1.273,-0.0786,-0.0996,1.335,1.0
000828,0.2504,0.4,0.35,0.25,0.2801,0.978,True,0.677,1.718,-0.1488,-0.2451,1.511,1.0
001753,0.2504,0.4,0.35,0.25,0.3014,0.908,True,0.71,1.523,-0.1365,-0.2081,1.447,1.0
005819,0.2504,0.4,0.35,0.25,0.3298,0.967,True,0.645,1.678,-0.1708,-0.258,1.26,1.0
740001,0.2504,0.4,0.35,0.25,0.3188,0.969,True,0.613,1.734,-0.1052,-0.1596,1.212,1.0
630001,0.2504,0.4,0.35,0.25,0.31,0.987,True,0.323,2.084,-0.0063,-0.0742,1.175,1.0
000742,0.2504,0.4,0.35,0.25,0.3296,0.965,True,0.613,1.615,-0.1781,-0.2678,1.259,1.0
005903,0.2504,0.4,0.35,0.25,0.303,0.983,True,0.613,1.082,-0.0931,-0.1766,1.612,1.0
006503,0.2504,0.4,0.35,0.25,0.3366,0.928,True,0.581,1.29,-0.0808,-0.1029,1.347,1.0
481015,0.2504,0.4,0.35,0.25,0.314,0.963,True,0.645,2.167,-0.1369,-0.1626,1.555,1.0
001170,0.2504,0.4,0.35,0.25,0.3653,1.0,True,0.387,1.197,0.0121,-0.1147,1.376,1.0
005844,0.2504,0.4,0.35,0.25,0.3512,0.928,True,0.29,1.405,-0.0438,-0.0874,1.491,1.0
007490,0.2504,0.4,0.35,0.25,0.3526,0.968,True,0.484,1.581,-0.0831,-0.2104,1.356,1.0
162201,0.2504,0.4,0.35,0.25,0.2792,0.98,True,0.419,1.899,-0.1558,-0.2526,1.457,1.0
005628,0.2504,0.4,0.35,0.25,0.3565,0.948,True,0.452,1.134,-0.1059,-0.1896,1.308,1.0
240011,0.2504,0.4,0.35,0.25,0.3034,0.988,True,0.452,2.092,-0.0632,-0.1627,1.551,1.0
007491,0.2504,0.4,0.35,0.25,0.3526,0.967,True,0.452,1.598,-0.0854,-0.2137,1.376,1.0
005629,0.2504,0.4,0.35,0.25,0.3565,0.948,True,0.419,1.148,-0.1071,-0.1915,1.317,1.0
162214,0.2504,0.4,0.35,0.25,0.284,0.976,True,0.355,2.123,-0.1619,-0.224,1.761,1.0
