code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
519087,0.0533,0.55,0.35,0.1,0.0417,0.904,True,0.613,0.759,-0.0739,0.0231,0.901,1.0
288001,0.0533,0.55,0.35,0.1,0.0434,0.893,True,0.355,0.593,-0.0381,0.0183,0.614,1.0
112002,0.0533,0.55,0.35,0.1,0.0442,0.898,True,0.355,0.748,-0.0487,0.0368,0.727,1.0
163801,0.0533,0.55,0.35,0.1,0.045,0.909,True,0.516,0.504,-0.049,-0.0222,0.544,1.0
110002,0.0533,0.55,0.35,0.1,0.0441,0.899,True,0.355,0.732,-0.0526,0.0332,0.723,1.0
020001,0.0533,0.55,0.35,0.1,0.0444,0.917,False,0.645,0.77,-0.0561,0.0228,0.779,1.0
610001,0.0533,0.55,0.35,0.1,0.0437,0.892,False,0.581,0.813,-0.0483,0.0678,0.889,1.0
630001,0.0533,0.55,0.35,0.1,0.0461,0.93,False,0.548,0.755,-0.0517,0.0366,1.077,1.0
200008,0.0533,0.55,0.35,0.1,0.0394,0.89,True,0.194,0.876,-0.1361,-0.0461,0.947,1.0
162201,0.0533,0.55,0.35,0.1,0.0465,0.891,False,0.548,0.535,-0.0582,0.0056,0.647,1.0
260104,0.0533,0.55,0.35,0.1,0.0447,0.913,False,0.516,0.695,-0.0516,-0.0185,0.812,1.0
519013,0.0533,0.55,0.35,0.1,0.0443,0.907,False,0.516,0.806,-0.0627,0.0093,0.993,1.0
580003,0.0533,0.55,0.35,0.1,0.0437,0.895,False,0.387,0.784,-0.069,0.0975,0.714,1.0
213003,0.0533,0.55,0.35,0.1,0.0454,0.894,False,0.161,0.847,-0.064,0.0579,0.78,1.0
020009,0.0533,0.55,0.35,0.1,0.0434,0.908,False,0.484,0.785,-0.0794,0.0031,0.907,1.0
162202,0.0533,0.55,0.35,0.1,0.0434,0.901,False,0.452,0.716,-0.0745,0.0147,0.661,1.0
202002,0.0533,0.55,0.35,0.1,0.0429,0.9,False,0.161,0.704,-0.0551,-0.0056,0.811,1.0
580001,0.0533,0.55,0.35,0.1,0.0454,0.919,True,0.452,0.634,-0.011,0.0326,0.565,0.6
375010,0.0533,0.55,0.35,0.1,0.0432,0.891,False,0.387,0.768,-0.1456,-0.0164,1.055,1.0
200007,0.0533,0.55,0.35,0.1,0.0466,0.908,True,0.323,0.649,0.0141,0.0214,0.936,0.6
240005,0.0533,0.55,0.35,0.1,0.0479,0.904,True,0.226,0.676,-0.0274,0.022,0.723,0.6
160314,0.0533,0.55,0.35,0.1,0.0452,0.902,True,0.29,0.694,-0.0229,0.0353,0.757,0.6
161604,0.0533,0.55,0.35,0.1,0.0435,0.907,False,0.581,1.051,-0.0827,0.0212,1.031,1.0
162605,0.0533,0.55,0.35,0.1,0.0423,0.898,False,0.129,0.772,-0.0882,-0.0147,0.783,1.0
161903,0.0533,0.55,0.35,0.1,0.045,0.878,False,0.129,0.812,-0.1034,-0.0402,0.763,1.0
310358,0.0533,0.55,0.35,0.1,0.0458,0.914,True,0.194,0.778,-0.04,0.0093,0.881,0.6
310328,0.0533,0.55,0.35,0.1,0.0436,0.895,False,0.129,0.943,-0.1077,-0.0212,0.94,1.0
160706,0.0533,0.55,0.35,0.1,0.0421,0.901,False,0.258,1.004,-0.0962,0.0023,1.05,1.0
110005,0.0533,0.55,0.35,0.1,0.0454,0.906,False,0.387,0.632,-0.0378,0.0198,0.724,0.6
580002,0.0533,0.55,0.35,0.1,0.0469,0.916,False,0.355,0.569,-0.0129,0.0151,0.738,0.6
519068,0.0533,0.55,0.35,0.1,0.0443,0.914,False,0.355,0.664,-0.0339,0.0112,0.745,0.6
240004,0.0533,0.55,0.35,0.1,0.046,0.978,False,0.29,0.629,-0.0279,0.0499,0.765,0.6
240008,0.0533,0.55,0.35,0.1,0.0451,0.929,False,0.387,0.803,-0.0308,-0.0154,0.978,0.6
519181,0.0533,0.55,0.35,0.1,0.0467,0.903,False,0.258,0.822,-0.0505,0.0222,0.75,0.6
213002,0.0533,0.55,0.35,0.1,0.045,0.906,False,0.097,0.863,-0.0466,0.027,1.041,0.6
350002,0.0533,0.55,0.35,0.1,0.0455,0.919,False,0.387,0.654,-0.0598,0.0094,0.69,0.6
240010,0.0533,0.55,0.35,0.1,0.0432,0.907,False,0.194,0.822,-0.0437,0.0021,0.856,0.6
290004,0.0533,0.55,0.35,0.1,0.0475,0.91,False,0.29,0.871,-0.0362,-0.0005,0.83,0.6
161601,0.0533,0.55,0.35,0.1,0.0441,0.907,False,0.226,0.683,-0.048,-0.0155,0.597,0.6
202007,0.0533,0.55,0.35,0.1,0.0442,0.942,False,0.452,0.672,-0.1071,-0.0218,0.94,0.6
163803,0.0533,0.55,0.35,0.1,0.0446,0.924,False,0.29,0.708,-0.0733,0.0028,0.789,0.6
110029,0.0533,0.55,0.35,0.1,0.0445,0.913,False,0.226,0.727,-0.0608,-0.028,0.741,0.6
040007,0.0533,0.55,0.35,0.1,0.0451,0.912,False,0.29,0.818,-0.074,-0.0132,0.935,0.6
519110,0.0533,0.55,0.35,0.1,0.045,0.91,False,0.323,0.836,-0.0725,0.0034,0.861,0.6
240009,0.0533,0.55,0.35,0.1,0.0449,0.918,False,0.194,0.831,-0.1233,-0.0724,0.992,0.6
590002,0.0533,0.55,0.35,0.1,0.0445,0.917,False,0.161,0.976,-0.1003,-0.0132,0.901,0.6
