code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.2183,0.4,0.35,0.25,0.1413,0.907,False,0.71,0.135,0.0275,0.0134,0.496,1.0
000688,0.2183,0.4,0.35,0.25,0.1777,0.901,False,0.774,0.974,-0.067,-0.0,1.071,1.0
740001,0.2183,0.4,0.35,0.25,0.1696,0.905,False,0.613,0.919,-0.0988,-0.0688,0.934,1.0
000828,0.2183,0.4,0.35,0.25,0.155,0.909,False,0.548,1.136,-0.0585,-0.0554,1.144,1.0
110005,0.2183,0.4,0.35,0.25,0.1586,0.915,False,0.806,1.053,-0.102,-0.1001,0.94,1.0
000411,0.2183,0.4,0.35,0.25,0.2057,0.891,False,0.548,1.01,-0.1045,-0.0361,1.057,1.0
000742,0.2183,0.4,0.35,0.25,0.225,0.889,False,0.839,0.804,-0.1257,-0.0911,1.105,1.0
110029,0.2183,0.4,0.35,0.25,0.1407,0.91,False,0.452,1.362,0.0023,0.0022,1.249,1.0
162201,0.2183,0.4,0.35,0.25,0.1285,0.917,False,0.194,1.126,-0.0555,-0.0429,1.179,1.0
000017,0.2183,0.4,0.35,0.25,0.1573,0.905,False,0.484,0.875,-0.1137,-0.062,1.053,1.0
720001,0.2183,0.4,0.35,0.25,0.1248,0.91,False,0.548,1.005,-0.1537,-0.1062,0.982,1.0
240011,0.2183,0.4,0.35,0.25,0.1679,0.909,False,0.484,1.302,-0.1024,-0.1085,1.083,1.0
481015,0.2183,0.4,0.35,0.25,0.1502,0.914,False,0.484,1.286,-0.1131,-0.12,1.19,1.0
630001,0.2183,0.4,0.35,0.25,0.1868,0.892,False,0.452,1.219,-0.1375,-0.1589,1.203,1.0
162214,0.2183,0.4,0.35,0.25,0.1893,0.895,False,0.355,1.21,-0.1131,-0.1046,1.416,1.0
