code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
020001,0.1825,0.55,0.35,0.1,0.1992,0.951,True,0.677,0.755,0.0573,0.0093,0.843,1.0
162202,0.1825,0.55,0.35,0.1,0.2037,0.973,True,0.645,0.647,0.0442,0.0653,0.739,1.0
163801,0.1825,0.55,0.35,0.1,0.2071,0.953,True,0.645,0.496,0.0549,0.0431,0.692,1.0
110005,0.1825,0.55,0.35,0.1,0.2032,0.956,True,0.613,0.615,0.0656,0.0191,0.781,1.0
519087,0.1825,0.55,0.35,0.1,0.1945,0.959,True,0.581,0.707,0.0774,-0.0156,0.944,1.0
350002,0.1825,0.55,0.35,0.1,0.2034,0.969,True,0.581,0.625,0.0757,0.0661,0.806,1.0
375010,0.1825,0.55,0.35,0.1,0.1903,0.979,False,0.581,0.681,0.0578,-0.0366,0.923,1.0
288001,0.1825,0.55,0.35,0.1,0.197,0.964,True,0.581,0.545,0.0395,0.03,0.711,1.0
162201,0.1825,0.55,0.35,0.1,0.2055,0.976,True,0.71,0.501,0.005,0.0259,0.662,1.0
240008,0.1825,0.55,0.35,0.1,0.1983,0.971,True,0.581,0.751,0.0463,-0.0406,0.894,1.0
163803,0.1825,0.55,0.35,0.1,0.1999,0.961,True,0.516,0.676,0.0505,-0.0127,0.788,1.0
020009,0.1825,0.55,0.35,0.1,0.1941,0.959,True,0.581,0.713,0.0416,-0.042,0.897,1.0
519013,0.1825,0.55,0.35,0.1,0.2024,0.956,True,0.581,0.759,0.0148,-0.0064,0.92,1.0
240009,0.1825,0.55,0.35,0.1,0.1916,0.97,False,0.548,0.746,0.0273,-0.0878,0.857,1.0
240004,0.1825,0.55,0.35,0.1,0.1954,0.959,True,0.516,0.638,0.0307,-0.0662,0.815,1.0
161903,0.1825,0.55,0.35,0.1,0.1934,0.976,True,0.516,0.729,-0.0433,-0.1317,0.809,1.0
161604,0.1825,0.55,0.35,0.1,0.1953,0.962,True,0.548,0.981,0.0703,-0.0659,0.98,1.0
160706,0.1825,0.55,0.35,0.1,0.1912,0.963,True,0.226,0.945,0.0137,-0.099,1.006,1.0
519068,0.1825,0.55,0.35,0.1,0.2042,0.963,True,0.484,0.646,0.0459,0.0406,0.832,0.6
580002,0.1825,0.55,0.35,0.1,0.2084,0.974,True,0.484,0.539,0.0832,0.1456,0.754,0.6
610001,0.1825,0.55,0.35,0.1,0.1981,0.958,True,0.484,0.766,0.0655,-0.0313,0.913,0.6
260104,0.1825,0.55,0.35,0.1,0.2083,0.972,True,0.484,0.697,0.0784,-0.0318,0.88,0.6
580001,0.1825,0.55,0.35,0.1,0.2027,0.954,True,0.452,0.63,0.0775,0.0828,0.81,0.6
200007,0.1825,0.55,0.35,0.1,0.2057,0.94,True,0.452,0.688,0.0559,0.0148,0.941,0.6
290004,0.1825,0.55,0.35,0.1,0.2072,0.968,True,0.484,0.801,0.043,0.0163,0.934,0.6
161601,0.1825,0.55,0.35,0.1,0.2001,0.966,True,0.387,0.634,0.0341,-0.0258,0.743,0.6
040007,0.1825,0.55,0.35,0.1,0.1993,0.957,True,0.484,0.77,0.0254,-0.0591,0.937,0.6
240005,0.1825,0.55,0.35,0.1,0.1992,0.959,True,0.452,0.611,0.0146,-0.0627,0.695,0.6
110002,0.1825,0.55,0.35,0.1,0.1997,0.952,True,0.452,0.696,0.0152,-0.0643,0.832,0.6
112002,0.1825,0.55,0.35,0.1,0.1995,0.953,True,0.452,0.714,0.016,-0.0611,0.814,0.6
162605,0.1825,0.55,0.35,0.1,0.1991,0.962,True,0.419,0.697,0.0,-0.0881,0.816,0.6
202002,0.1825,0.55,0.35,0.1,0.1958,0.956,True,0.355,0.675,0.0006,-0.0856,0.852,0.6
519181,0.1825,0.55,0.35,0.1,0.2026,0.976,True,0.387,0.75,0.0085,-0.0305,0.916,0.6
310358,0.1825,0.55,0.35,0.1,0.2051,0.953,True,0.387,0.753,0.0103,-0.0572,0.849,0.6
213003,0.1825,0.55,0.35,0.1,0.197,0.952,True,0.29,0.767,-0.0514,-0.1342,0.851,0.6
213002,0.1825,0.55,0.35,0.1,0.1891,0.971,False,0.355,0.832,-0.0258,-0.1648,0.855,0.6
310328,0.1825,0.55,0.35,0.1,0.2026,0.96,True,0.323,0.851,0.004,-0.0515,0.941,0.6
