code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
000390,0.2629,0.4,0.35,0.25,0.2764,0.884,True,0.839,0.19,0.1413,0.1897,0.828,1.0
001480,0.2629,0.4,0.35,0.25,0.2752,0.886,True,0.677,0.759,0.2561,0.1152,1.174,1.0
000017,0.2629,0.4,0.35,0.25,0.2799,0.903,True,0.774,0.804,0.1419,0.1151,1.025,1.0
001170,0.2629,0.4,0.35,0.25,0.2903,0.93,True,0.677,0.766,0.2101,0.2948,1.284,1.0
720001,0.2629,0.4,0.35,0.25,0.2747,0.891,True,0.71,0.911,0.2463,0.1146,1.105,1.0
001437,0.2629,0.4,0.35,0.25,0.2787,0.909,True,0.516,0.396,0.1917,0.1552,1.151,1.0
001438,0.2629,0.4,0.35,0.25,0.2788,0.909,True,0.516,0.589,0.191,0.1538,1.154,1.0
000828,0.2629,0.4,0.35,0.25,0.2772,0.936,True,0.645,0.963,0.1554,0.1907,1.162,1.0
002152,0.2629,0.4,0.35,0.25,0.2769,0.909,True,0.581,0.529,0.0727,0.0923,0.814,1.0
110005,0.2629,0.4,0.35,0.25,0.2764,0.941,True,0.548,0.976,0.1016,0.1437,1.2,1.0
162214,0.2629,0.4,0.35,0.25,0.2779,0.909,True,0.645,1.129,0.1198,0.1001,1.267,1.0
240011,0.2629,0.4,0.35,0.25,0.2818,0.942,True,0.581,1.112,0.1348,0.2057,1.072,1.0
000688,0.2629,0.4,0.35,0.25,0.2768,0.867,True,0.742,0.96,0.0525,0.0654,0.946,1.0
162201,0.2629,0.4,0.35,0.25,0.2757,0.908,True,0.452,0.971,0.0956,0.1064,1.16,1.0
001048,0.2629,0.4,0.35,0.25,0.2779,0.838,False,0.548,0.713,0.0412,0.08,1.264,1.0
002112,0.2629,0.4,0.35,0.25,0.2788,0.874,True,0.613,0.023,0.0316,0.0358,0.168,1.0
001412,0.2629,0.4,0.35,0.25,0.2788,0.873,True,0.613,0.038,0.0331,0.0385,0.156,1.0
002163,0.2629,0.4,0.35,0.25,0.2852,0.927,True,0.613,-0.953,0.0058,0.0097,0.387,1.0
001753,0.2629,0.4,0.35,0.25,0.2766,0.888,True,0.387,0.777,0.0924,0.0588,1.133,1.0
000742,0.2629,0.4,0.35,0.25,0.2793,0.901,True,0.613,0.756,0.0749,0.0269,1.274,1.0
110029,0.2629,0.4,0.35,0.25,0.2777,0.905,True,0.516,1.255,0.1265,0.0878,1.262,1.0
000411,0.2629,0.4,0.35,0.25,0.2763,0.863,True,0.613,0.944,0.0515,0.062,0.979,1.0
001198,0.2629,0.4,0.35,0.25,0.2848,0.927,True,0.516,0.072,0.0062,0.0106,0.381,1.0
002051,0.2629,0.4,0.35,0.25,0.2867,0.898,True,0.516,0.07,0.0358,0.0276,0.131,1.0
519770,0.2629,0.4,0.35,0.25,0.2847,0.766,True,0.484,-0.056,0.0383,0.0402,0.039,1.0
519771,0.2629,0.4,0.35,0.25,0.2864,0.82,True,0.484,-0.049,0.0369,0.0389,0.038,1.0
001411,0.2629,0.4,0.35,0.25,0.2859,0.874,True,0.452,0.047,0.0356,0.0285,0.132,1.0
001184,0.2629,0.4,0.35,0.25,0.2794,0.894,True,0.226,1.27,0.1108,0.1138,1.621,1.0
001194,0.2629,0.4,0.35,0.25,0.2886,0.848,True,0.419,-0.023,0.028,0.0324,0.072,1.0
001407,0.2629,0.4,0.35,0.25,0.2911,0.85,True,0.419,-0.004,0.0268,0.0312,0.086,1.0
481015,0.2629,0.4,0.35,0.25,0.2743,0.923,True,0.516,1.177,0.0402,0.0967,1.436,1.0
740001,0.2629,0.4,0.35,0.25,0.276,0.836,False,0.129,1.009,-0.06,-0.0689,1.126,1.0
630001,0.2629,0.4,0.35,0.25,0.2783,0.913,True,0.258,1.146,0.0505,0.0497,1.295,1.0
001075,0.2629,0.4,0.35,0.25,0.2806,0.881,True,0.323,1.079,0.0819,-0.0063,1.233,1.0
001723,0.2629,0.4,0.35,0.25,0.2762,0.896,True,0.065,1.223,0.0355,-0.0267,1.801,1.0
