code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
001407,0.2508,0.4,0.35,0.25,,0.0,True,0.839,,0.0117,0.02,,1.0
000390,0.2508,0.4,0.35,0.25,0.2139,0.87,True,0.645,0.193,-0.0951,-0.0374,0.627,1.0
001412,0.2508,0.4,0.35,0.25,0.2434,0.877,True,0.613,0.043,-0.0144,-0.0143,0.145,1.0
000742,0.2508,0.4,0.35,0.25,0.2164,0.886,True,0.774,0.8,-0.1021,-0.1495,1.122,1.0
001411,0.2508,0.4,0.35,0.25,0.2311,0.883,True,0.452,0.036,-0.0185,-0.0166,0.113,1.0
001198,0.2508,0.4,0.35,0.25,0.2413,0.857,True,0.452,0.082,-0.032,-0.0319,0.394,1.0
001194,0.2508,0.4,0.35,0.25,0.2545,0.796,True,0.387,-0.025,0.0124,0.0215,0.079,1.0
000017,0.2508,0.4,0.35,0.25,0.2184,0.883,True,0.452,0.905,-0.0977,-0.1411,1.04,1.0
000688,0.2508,0.4,0.35,0.25,0.235,0.882,True,0.774,1.048,-0.1115,-0.1318,1.289,1.0
000411,0.2508,0.4,0.35,0.25,0.2478,0.877,True,0.484,1.084,-0.0993,-0.1455,1.18,1.0
720001,0.2508,0.4,0.35,0.25,0.2064,0.893,False,0.484,1.034,-0.1013,-0.1652,0.999,1.0
110005,0.2508,0.4,0.35,0.25,0.2183,0.888,True,0.71,1.056,-0.1386,-0.198,1.075,1.0
001170,0.2508,0.4,0.35,0.25,0.2219,0.889,True,0.613,0.952,-0.1678,-0.2104,1.216,1.0
001048,0.2508,0.4,0.35,0.25,0.2342,0.885,True,0.548,0.741,-0.1796,-0.2221,1.53,1.0
162201,0.2508,0.4,0.35,0.25,0.2065,0.894,False,0.194,1.011,-0.1244,-0.1403,1.44,1.0
740001,0.2508,0.4,0.35,0.25,0.2302,0.883,True,0.419,0.985,-0.1343,-0.1529,0.956,1.0
000828,0.2508,0.4,0.35,0.25,0.2234,0.878,True,0.484,1.284,-0.2172,-0.2138,1.308,1.0
001075,0.2508,0.4,0.35,0.25,0.2327,0.884,True,0.484,1.106,-0.179,-0.2019,1.427,1.0
481015,0.2508,0.4,0.35,0.25,0.214,0.905,True,0.452,1.33,-0.1555,-0.2055,1.486,1.0
162214,0.2508,0.4,0.35,0.25,0.2311,0.882,True,0.355,1.265,-0.1461,-0.1949,1.703,1.0
110029,0.2508,0.4,0.35,0.25,0.212,0.898,True,0.452,1.276,-0.2177,-0.2005,1.709,1.0
240011,0.2508,0.4,0.35,0.25,0.2265,0.884,True,0.323,1.251,-0.1624,-0.2007,1.29,1.0
630001,0.2508,0.4,0.35,0.25,0.2393,0.882,True,0.258,1.175,-0.1573,-0.2054,1.364,1.0
001184,0.2508,0.4,0.35,0.25,0.2159,0.898,True,0.032,1.416,-0.2455,-0.256,1.896,1.0
