code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
163801,0.269,0.4,0.35,0.25,0.2762,0.972,True,0.613,0.492,-0.0848,-0.0676,0.686,1.0
162201,0.269,0.4,0.35,0.25,0.2781,0.994,True,0.613,0.513,-0.1029,-0.0796,0.656,1.0
020001,0.269,0.4,0.35,0.25,0.2735,0.942,True,0.71,0.762,-0.1591,-0.1325,0.847,1.0
288001,0.269,0.4,0.35,0.25,0.2729,0.946,True,0.548,0.554,-0.0817,-0.0727,0.717,1.0
110005,0.269,0.4,0.35,0.25,0.2742,0.95,True,0.548,0.618,-0.1339,-0.131,0.784,1.0
375010,0.269,0.4,0.35,0.25,0.2718,0.943,True,0.516,0.704,-0.1262,-0.1173,0.939,1.0
162202,0.269,0.4,0.35,0.25,0.2781,0.985,True,0.516,0.649,-0.0906,-0.1065,0.736,1.0
163803,0.269,0.4,0.35,0.25,0.2734,0.954,True,0.516,0.68,-0.1481,-0.1521,0.79,1.0
519087,0.269,0.4,0.35,0.25,0.2712,0.947,True,0.581,0.714,-0.1604,-0.1661,0.949,1.0
240008,0.269,0.4,0.35,0.25,0.2718,0.941,True,0.645,0.769,-0.1734,-0.1855,0.906,1.0
020009,0.269,0.4,0.35,0.25,0.2719,0.94,True,0.516,0.724,-0.176,-0.1732,0.905,1.0
240009,0.269,0.4,0.35,0.25,0.2713,0.938,True,0.516,0.766,-0.1908,-0.208,0.87,1.0
350002,0.269,0.4,0.35,0.25,0.2749,0.967,True,0.484,0.626,-0.1254,-0.0907,0.807,0.6
200007,0.269,0.4,0.35,0.25,0.275,0.957,True,0.452,0.679,-0.1106,-0.0939,0.933,0.6
519068,0.269,0.4,0.35,0.25,0.2755,0.967,True,0.419,0.644,-0.1115,-0.1043,0.832,0.6
580002,0.269,0.4,0.35,0.25,0.278,0.989,True,0.419,0.533,-0.0447,-0.0218,0.748,0.6
580001,0.269,0.4,0.35,0.25,0.2751,0.966,True,0.387,0.624,-0.1146,-0.1137,0.805,0.6
161604,0.269,0.4,0.35,0.25,0.2723,0.942,True,0.516,0.999,-0.2375,-0.2393,0.99,1.0
519181,0.269,0.4,0.35,0.25,0.2753,0.964,True,0.29,0.756,-0.1208,-0.111,0.922,0.6
240004,0.269,0.4,0.35,0.25,0.2723,0.939,True,0.484,0.649,-0.1717,-0.1503,0.823,0.6
161601,0.269,0.4,0.35,0.25,0.2739,0.956,True,0.355,0.643,-0.1579,-0.1567,0.747,0.6
519013,0.269,0.4,0.35,0.25,0.2748,0.958,True,0.484,0.758,-0.1738,-0.1411,0.92,0.6
260104,0.269,0.4,0.35,0.25,0.2744,0.944,True,0.452,0.715,-0.1764,-0.1302,0.891,0.6
160706,0.269,0.4,0.35,0.25,0.2713,0.939,True,0.194,0.965,-0.2137,-0.2258,1.018,1.0
202002,0.269,0.4,0.35,0.25,0.2716,0.94,True,0.355,0.684,-0.1629,-0.1701,0.858,0.6
040007,0.269,0.4,0.35,0.25,0.2736,0.952,True,0.452,0.775,-0.1771,-0.1701,0.94,0.6
161903,0.269,0.4,0.35,0.25,0.2724,0.946,True,0.484,0.748,-0.2134,-0.1808,0.821,0.6
240005,0.269,0.4,0.35,0.25,0.2729,0.939,True,0.452,0.623,-0.2087,-0.2081,0.702,0.6
110002,0.269,0.4,0.35,0.25,0.273,0.944,True,0.419,0.701,-0.19,-0.1958,0.834,0.6
112002,0.269,0.4,0.35,0.25,0.2731,0.946,True,0.419,0.718,-0.1869,-0.1912,0.816,0.6
610001,0.269,0.4,0.35,0.25,0.2732,0.95,True,0.419,0.787,-0.1843,-0.1784,0.916,0.6
162605,0.269,0.4,0.35,0.25,0.274,0.951,True,0.387,0.719,-0.2038,-0.2104,0.821,0.6
310358,0.269,0.4,0.35,0.25,0.275,0.961,True,0.323,0.749,-0.2064,-0.2132,0.846,0.6
290004,0.269,0.4,0.35,0.25,0.2769,0.967,True,0.355,0.801,-0.2006,-0.1663,0.935,0.6
213003,0.269,0.4,0.35,0.25,0.2742,0.953,True,0.258,0.782,-0.2303,-0.2598,0.852,0.6
213002,0.269,0.4,0.35,0.25,0.2692,0.931,True,0.355,0.866,-0.2183,-0.2617,0.869,0.6
310328,0.269,0.4,0.35,0.25,0.2755,0.965,True,0.258,0.848,-0.1811,-0.1972,0.941,0.6
