code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
007817,0.2944,0.4,0.35,0.25,0.2862,0.994,True,0.742,0.881,0.1369,0.0224,0.793,1.0
007818,0.2944,0.4,0.35,0.25,0.2863,0.994,True,0.742,0.886,0.1356,0.0206,0.795,1.0
519770,0.2944,0.4,0.35,0.25,0.3023,1.0,True,0.774,0.005,-0.007,-0.0182,0.102,1.0
519771,0.2944,0.4,0.35,0.25,0.3022,1.0,True,0.774,0.011,-0.0078,-0.0196,0.11,1.0
009062,0.2944,0.4,0.35,0.25,0.2878,0.994,True,0.548,0.431,0.1579,0.0352,1.325,1.0
001480,0.2944,0.4,0.35,0.25,0.288,0.994,True,0.581,0.818,0.1559,0.0349,1.317,1.0
009063,0.2944,0.4,0.35,0.25,0.2878,0.994,True,0.548,0.448,0.155,0.0311,1.344,1.0
008326,0.2944,0.4,0.35,0.25,0.2853,0.992,True,0.742,0.989,0.0717,0.0121,0.865,1.0
002152,0.2944,0.4,0.35,0.25,0.2837,0.994,True,0.516,0.806,0.0702,0.0103,0.915,1.0
008327,0.2944,0.4,0.35,0.25,0.2853,0.992,True,0.742,0.994,0.0702,0.0107,0.867,1.0
002112,0.2944,0.4,0.35,0.25,0.2841,1.0,True,0.452,0.321,0.1773,0.2572,0.782,1.0
001412,0.2944,0.4,0.35,0.25,0.2841,1.0,True,0.452,0.294,0.177,0.2579,0.778,1.0
006533,0.2944,0.4,0.35,0.25,0.2822,0.994,True,0.613,0.76,0.0001,-0.0546,1.033,1.0
000390,0.2944,0.4,0.35,0.25,0.2893,0.995,True,1.0,0.392,-0.0303,-0.0598,0.706,1.0
001411,0.2944,0.4,0.35,0.25,0.2809,0.995,True,0.516,0.536,0.1024,-0.1045,1.352,1.0
001075,0.2944,0.4,0.35,0.25,0.2782,0.999,True,0.677,1.252,0.104,0.0993,0.922,1.0
720001,0.2944,0.4,0.35,0.25,0.2877,0.994,True,0.581,1.014,0.1694,0.0729,1.226,1.0
002051,0.2944,0.4,0.35,0.25,0.2803,0.995,True,0.484,0.618,0.1008,-0.1049,1.358,1.0
001194,0.2944,0.4,0.35,0.25,0.2836,1.0,True,0.742,0.124,-0.0561,-0.0774,0.54,1.0
001407,0.2944,0.4,0.35,0.25,0.284,1.0,True,0.71,0.137,-0.0576,-0.0793,0.543,1.0
006502,0.2944,0.4,0.35,0.25,0.2848,0.99,True,0.355,0.953,0.0297,0.0311,1.193,1.0
