code,water,wv,wa,wm,val_pct,val_cov,trend_ok,wr,dc,r4,r7,R_MDD,other_pen
519771,0.168,0.55,0.35,0.1,0.2312,0.969,True,0.742,0.018,-0.0215,-0.0153,0.119,1.0
519770,0.168,0.55,0.35,0.1,0.2329,0.982,True,0.742,0.012,-0.0209,-0.0139,0.116,1.0
000390,0.168,0.55,0.35,0.1,0.2391,0.989,True,0.968,0.261,-0.0646,-0.0514,0.821,1.0
001407,0.168,0.55,0.35,0.1,0.2446,0.965,True,0.742,0.049,-0.0521,-0.0511,0.25,1.0
001194,0.168,0.55,0.35,0.1,0.2483,0.961,True,0.742,0.035,-0.0506,-0.0481,0.243,1.0
002910,0.168,0.55,0.35,0.1,0.2337,0.966,True,0.774,0.873,-0.0765,0.0505,0.83,1.0
001412,0.168,0.55,0.35,0.1,0.2263,0.973,True,0.484,0.261,0.045,-0.1338,0.808,1.0
002112,0.168,0.55,0.35,0.1,0.2264,0.973,True,0.484,0.279,0.0445,-0.1351,0.813,1.0
005628,0.168,0.55,0.35,0.1,0.2442,0.969,False,0.516,0.829,-0.0069,-0.1188,1.23,1.0
005629,0.168,0.55,0.35,0.1,0.2443,0.969,False,0.516,0.845,-0.009,-0.1218,1.238,1.0
008326,0.168,0.55,0.35,0.1,0.2609,0.95,True,0.645,0.922,-0.1017,-0.0425,1.061,1.0
009707,0.168,0.55,0.35,0.1,0.2615,0.951,False,0.581,0.476,-0.0974,-0.1263,0.92,1.0
006533,0.168,0.55,0.35,0.1,0.2512,0.972,True,0.548,0.65,-0.1176,-0.0978,0.917,1.0
005825,0.168,0.55,0.35,0.1,0.2499,0.973,True,0.581,0.564,-0.1369,-0.1736,1.023,1.0
008327,0.168,0.55,0.35,0.1,0.2609,0.95,True,0.613,0.927,-0.1022,-0.0432,1.062,1.0
002152,0.168,0.55,0.35,0.1,0.2439,0.946,False,0.484,0.837,-0.0657,-0.092,0.941,1.0
007817,0.168,0.55,0.35,0.1,0.2605,0.958,True,0.581,0.834,-0.1363,-0.0606,0.918,1.0
009708,0.168,0.55,0.35,0.1,0.2615,0.951,False,0.548,0.485,-0.098,-0.1274,0.934,1.0
007818,0.168,0.55,0.35,0.1,0.2605,0.958,True,0.581,0.84,-0.1369,-0.0616,0.919,1.0
002163,0.168,0.55,0.35,0.1,0.2779,0.946,True,0.355,-0.114,-0.0201,-0.0073,1.213,1.0
001198,0.168,0.55,0.35,0.1,0.2778,0.946,True,0.355,0.53,-0.0196,-0.0067,1.212,1.0
001437,0.168,0.55,0.35,0.1,0.2289,0.988,False,0.742,1.028,-0.1538,-0.1001,0.907,1.0
001438,0.168,0.55,0.35,0.1,0.229,0.988,False,0.742,1.031,-0.1545,-0.1008,0.905,1.0
001075,0.168,0.55,0.35,0.1,0.2563,0.95,True,0.581,1.39,0.018,0.0083,1.173,1.0
002051,0.168,0.55,0.35,0.1,0.2754,0.932,False,0.581,0.603,-0.1882,-0.1874,1.585,1.0
001411,0.168,0.55,0.35,0.1,0.2752,0.931,False,0.581,0.518,-0.1868,-0.1867,1.587,1.0
001184,0.168,0.55,0.35,0.1,0.2197,0.991,True,0.516,1.676,-0.0637,0.0018,1.051,1.0
002289,0.168,0.55,0.35,0.1,0.2584,0.968,True,0.516,0.922,-0.1021,-0.1265,0.896,1.0
009062,0.168,0.55,0.35,0.1,0.2708,0.939,False,0.484,0.453,-0.0443,-0.1875,1.64,1.0
008988,0.168,0.55,0.35,0.1,0.2506,0.974,True,0.452,0.96,-0.0975,-0.0764,1.1,1.0
005844,0.168,0.55,0.35,0.1,0.2454,0.964,False,0.323,0.943,0.0186,-0.1056,1.355,1.0
000411,0.168,0.55,0.35,0.1,0.2355,0.974,False,0.484,1.296,-0.0686,-0.0175,0.983,1.0
009063,0.168,0.55,0.35,0.1,0.2708,0.939,False,0.484,0.472,-0.0465,-0.1903,1.662,1.0
008989,0.168,0.55,0.35,0.1,0.2505,0.974,True,0.452,0.969,-0.0987,-0.0781,1.11,1.0
005819,0.168,0.55,0.35,0.1,0.2497,0.979,False,0.484,1.236,0.0126,-0.0998,1.212,1.0
006502,0.168,0.55,0.35,0.1,0.2551,0.971,False,0.419,0.983,-0.0286,-0.1411,1.19,1.0
010013,0.168,0.55,0.35,0.1,0.2622,0.952,True,0.452,0.89,-0.1458,-0.1792,1.158,1.0
006503,0.168,0.55,0.35,0.1,0.2551,0.971,False,0.419,1.001,-0.0309,-0.1444,1.218,1.0
001048,0.168,0.55,0.35,0.1,0.259,0.948,True,0.581,1.104,-0.1435,-0.1873,1.157,1.0
007490,0.168,0.55,0.35,0.1,0.2536,0.963,False,0.419,1.108,0.0054,-0.1046,1.239,1.0
110029,0.168,0.55,0.35,0.1,0.2491,0.972,True,0.581,2.113,-0.1183,-0.1171,1.044,1.0
007491,0.168,0.55,0.35,0.1,0.2535,0.963,False,0.419,1.126,0.0032,-0.1078,1.256,1.0
000742,0.168,0.55,0.35,0.1,0.2488,0.979,False,0.419,1.393,0.0026,-0.1049,1.277,1.0
110005,0.168,0.55,0.35,0.1,0.2396,0.965,True,0.516,1.769,-0.0889,-0.1279,1.096,1.0
004320,0.168,0.55,0.35,0.1,0.2801,0.951,False,0.581,1.101,-0.0902,-0.2068,1.248,1.0
