date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2025-12-31,000390,0,60.0,1.0,0.0,100.0,100.0,0.8628,0.4,0.35,0.25,0.823,-0.2754,-0.3347,0.443,,0.8444,
2025-12-31,160220,1,54.6,0.9954,0.0,84.7,100.0,0.8628,0.4,0.35,0.25,0.578,-0.1908,-0.3301,0.438,,0.7337,
2025-12-31,000849,2,50.0,0.9908,0.0,100.0,60.0,0.8628,0.4,0.35,0.25,1.053,-0.3442,-0.3269,0.352,,-0.105,
2025-12-31,000688,3,49.0,0.9862,0.0,68.6,100.0,0.8628,0.4,0.35,0.25,1.039,-0.3503,-0.3372,0.439,,0.6305,
2025-12-31,000411,4,43.1,0.9816,0.0,51.6,100.0,0.8628,0.4,0.35,0.25,1.059,-0.353,-0.3332,0.451,,0.7262,
2025-12-31,580001,5,42.5,0.9724,0.0,50.0,100.0,0.8628,0.4,0.35,0.25,1.187,-0.3911,-0.3296,0.432,,0.2942,
2025-12-31,582003,6,42.5,0.9724,0.0,50.0,100.0,0.8628,0.4,0.35,0.25,1.097,-0.3646,-0.3324,0.411,,0.4185,
2025-12-31,000845,7,42.5,0.9724,0.0,50.0,100.0,0.8628,0.4,0.35,0.25,1.135,-0.3819,-0.3365,0.448,,0.6665,
2025-12-31,000522,8,41.6,0.9631,0.0,47.3,100.0,0.8628,0.4,0.35,0.25,1.094,-0.3613,-0.3303,0.455,,0.4328,
2025-12-31,217019,9,39.4,0.9539,0.0,41.0,100.0,0.8628,0.4,0.35,0.25,1.059,-0.3489,-0.3295,0.43,,0.4026,
2025-12-31,050024,10,39.4,0.9539,0.0,41.0,100.0,0.8628,0.4,0.35,0.25,0.567,-0.1814,-0.3197,0.391,,0.0302,
2025-12-31,040025,11,39.4,0.9539,0.0,41.0,100.0,0.8628,0.4,0.35,0.25,1.119,-0.3671,-0.3279,0.418,,0.6205,
2025-12-31,000746,12,39.2,0.9447,0.0,90.5,30.0,0.8628,0.4,0.35,0.25,0.589,-0.1877,-0.3187,0.361,,0.0556,
2025-12-31,240017,13,37.1,0.9401,0.0,34.7,100.0,0.8628,0.4,0.35,0.25,0.878,-0.293,-0.3338,0.438,,0.3432,
2025-12-31,240011,14,36.1,0.9309,0.0,31.6,100.0,0.8628,0.4,0.35,0.25,1.056,-0.3507,-0.3322,0.431,,0.3296,
2025-12-31,110029,15,36.1,0.9309,0.0,31.6,100.0,0.8628,0.4,0.35,0.25,1.193,-0.3934,-0.3297,0.425,,0.4827,
2025-12-31,375010,16,36.1,0.9309,0.0,31.6,100.0,0.8628,0.4,0.35,0.25,1.119,-0.3726,-0.333,0.399,,0.2724,
2025-12-31,720001,17,34.6,0.9217,0.0,27.4,100.0,0.8628,0.4,0.35,0.25,1.189,-0.4014,-0.3376,0.461,,1.0305,
2025-12-31,020009,18,32.5,0.9147,0.0,50.0,60.0,0.8628,0.4,0.35,0.25,0.727,-0.2382,-0.3275,0.386,,0.2448,
2025-12-31,000698,19,32.5,0.9147,0.0,50.0,60.0,0.8628,0.4,0.35,0.25,1.183,-0.3955,-0.3343,0.421,,0.4931,
